time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_ul_kbps,f1_u_throughput_dl_kbps,F-node
176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068795680999755,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0123977661132812,0.0,0.0123977661132812,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067752541847599,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0057116798732591,0.0116825103759765,0.008392333984375,0.0116825103759765,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,143.152,176.328,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067752541847599,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0061511993408203,0.0057116798732591,0.0104904174804687,0.008392333984375,0.0104904174804687,0.0081539154052734,0.0117301940917968,0.0229835510253906,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,143.152,176.328,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067752541847599,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0060081481933593,0.0057116798732591,0.0066757202148437,0.008392333984375,0.0066757202148437,0.0075340270996093,0.0109672546386718,0.0209808349609375,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,143.152,176.328,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068906492787628,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0057935714721679,0.0050482542618461,0.0073909759521484,0.0082969665527343,0.0073909759521484,0.0081539154052734,0.0105619430541992,0.023961067199707,0.496,1.776,0.0,0.0,7.736,8.264,0.0,0.0,123.64,184.232,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068488998792657,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0062942504882812,0.0066757202148437,0.0088214874267578,0.0066757202148437,0.0088214874267578,0.008249282836914,0.009775161743164,0.0199317932128906,0.496,1.84,0.0,0.0,11.312,10.776,0.0,0.0,113.256,1.192,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065891303826327,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0061988830566406,0.0100135803222656,0.0061988830566406,0.0100135803222656,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070035457611083,0.0090599060058593,0.0061988830566406,0.0073432922363281,0.0,0.0,0.0,0.0,0.0319480895996093,0.0,0.0494956970214843,0.0,0.0,0.0,1.344,2.624,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067675985941072,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0058650970458984,0.0046645060624226,0.00762939453125,0.0052452087402343,0.00762939453125,0.0072479248046875,0.0107765197753906,0.0205039978027343,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,137.96,708.472,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070273876190185,0.0088214874267578,0.011444091796875,0.011444091796875,0.0,0.0,0.0064373016357421,0.004610925350549,0.005960464477539,0.0054836273193359,0.005960464477539,0.0087261199951171,0.011301040649414,0.0211238861083984,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,112.0,399.992,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071383938931002,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0059366226196289,0.0044215133999738,0.0131130218505859,0.0050067901611328,0.0131130218505859,0.0082015991210937,0.0100374221801757,0.0242471694946289,0.496,1.808,0.0,0.0,7.736,8.264,0.0,0.0,122.384,2717.656,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075349713316058,0.0095367431640625,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0042961398347171,0.0128746032714843,0.0050067901611328,0.0128746032714843,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,118.448,5363.976,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068061980442028,0.0090599060058593,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0042586491025727,0.0095367431640625,0.0050067901611328,0.0095367431640625,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,113.256,444.464,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068512722034359,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0052452087402343,0.011444091796875,0.0052452087402343,0.011444091796875,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067055225372314,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0063896179199218,0.0,0.0066757202148437,0.0,0.0066757202148437,0.0085830688476562,0.0110149383544921,0.0208854675292968,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074529180339738,0.0095367431640625,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0058174133300781,0.0043865141829824,0.0071525573730468,0.0052452087402343,0.0071525573730468,0.0072479248046875,0.0119209289550781,0.0215530395507812,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,131.952,4236.08,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070410581370491,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0062942504882812,0.0047503777270047,0.0119209289550781,0.0054836273193359,0.0119209289550781,0.0085830688476562,0.0115871429443359,0.0277042388916015,0.496,1.84,0.0,0.0,7.736,8.264,0.0,0.0,117.192,925.04,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068121288546282,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0051197252775493,0.0119209289550781,0.0070571899414062,0.0119209289550781,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,117.192,143.288,1
194,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071065260632203,0.0090599060058593,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0043191346041674,0.009775161743164,0.0052452087402343,0.009775161743164,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,118.448,3439.648,1
195,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007787553390654,0.0100135803222656,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0042486781916342,0.0102519989013671,0.0050067901611328,0.0102519989013671,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,118.448,8339.344,1
196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069176796639319,0.0087976455688476,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0057697296142578,0.0047286351521809,0.00762939453125,0.0054836273193359,0.00762939453125,0.0075340270996093,0.0111103057861328,0.0215053558349609,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,118.448,238.88,1
197,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068926811218261,0.0085830688476562,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0068187713623046,0.0,0.0126361846923828,0.0,0.0126361846923828,0.0092029571533203,0.0128746032714843,0.0237464904785156,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
198,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067174434661865,0.0083684921264648,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0071048736572265,0.0,0.0071525573730468,0.0,0.0071525573730468,0.0093460083007812,0.0119447708129882,0.0272035598754882,0.496,1.776,0.0,0.0,7.736,8.264,0.0,0.0,112.0,0.0,1
199,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071607787033607,0.0092983245849609,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.00589234488351,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,124.12,118.936,1
200,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068449974060058,0.0083684921264648,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0073909759521484,0.0,0.0073909759521484,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
201,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067344440027997,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0064969062805175,0.0152587890625,0.0080823898315429,0.0152587890625,0.0,0.0,0.0,0.496,1.808,0.0,0.0,0.0,0.0,0.0,0.0,118.552,8.336,1
202,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069235811139097,0.0090360641479492,0.00762939453125,0.00762939453125,0.0,0.0,0.0067710876464843,0.0053119659423828,0.0073909759521484,0.0069618225097656,0.0073909759521484,0.0093460083007812,0.0107288360595703,0.0205516815185546,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,115.776,150.68,1
203,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006964891263754,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0058650970458984,0.0050067901611328,0.0085830688476562,0.0052452087402343,0.0085830688476562,0.0075340270996093,0.010538101196289,0.01983642578125,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,118.448,18.6,1
204,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006866455078125,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0059366226196289,0.0,0.0116825103759765,0.0,0.0116825103759765,0.008392333984375,0.0106334686279296,0.026106834411621,0.496,1.84,0.0,0.0,7.736,8.264,0.0,0.0,112.0,0.0,1
205,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068986415863037,0.0086069107055664,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0109672546386718,0.0,0.0109672546386718,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
206,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067448616027832,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0112056732177734,0.0,0.0112056732177734,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
207,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066542625427246,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0075101852416992,0.007796287536621,0.0,0.0,0.0078678131103515,0.0,0.0078678131103515,0.0,0.0,0.0,0.496,1.776,1.696,1.696,0.0,0.0,35.013794898986816,35.0175142288208,112.0,0.0,1
208,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066104813001642,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0059127807617187,0.0090599060058593,0.0066757202148437,0.0090599060058593,0.0066757202148437,0.0074386596679687,0.0112533569335937,0.0196456909179687,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,1
209,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006810478542162,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0,0.005960464477539,0.0052075637014288,0.0138282775878906,0.006723403930664,0.0138282775878906,0.00762939453125,0.0108718872070312,0.0201225280761718,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,133.288,118.68,1
210,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069117664697751,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0,0.0060796737670898,0.0052452087402343,0.0081062316894531,0.0052452087402343,0.0081062316894531,0.0090599060058593,0.0109195709228515,0.0258922576904296,0.496,1.84,0.0,0.0,7.736,8.264,0.0,0.0,113.256,1.192,1
211,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069034099578857,0.0088214874267578,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0109672546386718,0.0,0.0109672546386718,0.0,0.0,0.0,0.496,1.808,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
212,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066971778869628,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0102519989013671,0.0,0.0102519989013671,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
213,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068533420562744,0.0085830688476562,0.0089406967163085,0.0097990036010742,0.0,0.0,0.0,0.0,0.0126361846923828,0.0,0.0162601470947265,0.0,0.0,0.0,1.344,2.624,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
214,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068283081054687,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0063419342041015,0.0,0.0052452087402343,0.0,0.0052452087402343,0.0081539154052734,0.0110149383544921,0.0209808349609375,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
215,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068346659342447,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0063896179199218,0.0100135803222656,0.009775161743164,0.0100135803222656,0.009775161743164,0.0078678131103515,0.0104904174804687,0.0200271606445312,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,1
216,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006723166698247,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0059843063354492,0.0057220458984375,0.0109672546386718,0.0057220458984375,0.0109672546386718,0.0084161758422851,0.0112771987915039,0.0272512435913085,0.496,1.776,0.0,0.0,7.736,8.264,0.0,0.0,113.256,1.192,1
217,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068149944343189,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0094175338745117,0.0104904174804687,0.0097036361694335,0.0104904174804687,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,115.632,3.28,1
218,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067555904388427,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0109672546386718,0.0,0.0109672546386718,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
219,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067019462585449,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0100135803222656,0.0,0.0100135803222656,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
220,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067555904388427,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0064849853515625,0.0,0.0066757202148437,0.0,0.0066757202148437,0.0087738037109375,0.0113964080810546,0.0215530395507812,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
221,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066721439361572,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0060081481933593,0.0,0.0085830688476562,0.0,0.0085830688476562,0.00762939453125,0.0109672546386718,0.0207901000976562,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
222,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068504031341854,0.0088214874267578,0.00762939453125,0.00762939453125,0.0,0.0,0.006270408630371,0.0077486038208007,0.0071525573730468,0.0097513198852539,0.0071525573730468,0.0083684921264648,0.011301040649414,0.0268936157226562,0.496,1.776,0.0,0.0,7.736,8.264,0.0,0.0,115.52,3.168,1
223,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071076379306074,0.0088214874267578,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0054200490315755,0.0123977661132812,0.006103515625,0.0123977661132812,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,137.496,57.72,1
224,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069660715537496,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0055338207044099,0.0109672546386718,0.0066757202148437,0.0109672546386718,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,115.68,68.6,1
225,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070873184583673,0.0092983245849609,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0051543826148623,0.013589859008789,0.0066757202148437,0.013589859008789,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,115.944,69.112,1
226,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069689750671386,0.0088214874267578,0.009775161743164,0.009775161743164,0.0,0.0,0.0062465667724609,0.0057531439739724,0.0083446502685546,0.0069141387939453,0.0083446502685546,0.0080585479736328,0.0111579895019531,0.0210285186767578,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,115.384,79.896,1
227,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070493612716447,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0063419342041015,0.0052261352539062,0.0090599060058593,0.0061988830566406,0.0090599060058593,0.0083446502685546,0.0119209289550781,0.0208854675292968,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,116.136,100.12,1
228,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069864946811353,0.0090599060058593,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0058889389038085,0.0055189485903139,0.0140666961669921,0.0075817108154296,0.0140666961669921,0.008392333984375,0.0110626220703125,0.0268220901489257,0.496,1.84,0.0,0.0,7.736,8.264,0.0,0.0,116.008,103.672,1
229,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070935428732692,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0052363784224898,0.0104904174804687,0.0061988830566406,0.0104904174804687,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,117.904,107.064,1
