time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_dl_kbps,F-node
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064583385691923,0.0092983245849609,0.0038772610062403,0.0045299530029296,0.00762939453125,0.00762939453125,0.0058174133300781,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0073909759521484,0.0117778778076171,0.0,0.0,0.0234603881835937,0.496,1.36,0.0,0.0,123.04,3.744,4.232,20833.288,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065037267125068,0.0088214874267578,0.0047683715820312,0.0047683715820312,0.0085830688476562,0.0085830688476562,0.0064849853515625,0.0085830688476562,0.009775161743164,0.009775161743164,0.0085830688476562,0.0088214874267578,0.0110387802124023,0.0147819519042968,0.0147819519042968,0.0272512435913085,0.496,1.424,0.848,0.848,113.256,8.264,7.736,1.192,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059070871837103,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0094175338745117,0.0079870223999023,0.0,0.0107288360595703,0.0151395797729492,0.0156164169311523,0.0107288360595703,0.0,0.0,0.0045299530029296,0.0045299530029296,0.0,1.344,2.24,0.848,0.848,113.256,0.0,0.0,1.192,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061099209002594,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0078678131103515,0.0078678131103515,0.0061988830566406,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0078201293945312,0.0109195709228515,0.0,0.0,0.020456314086914,0.496,1.36,0.0,0.0,114.712,3.744,4.232,2.424,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062118662465917,0.0083446502685546,0.0054836273193359,0.0072479248046875,0.0073909759521484,0.0073909759521484,0.0058650970458984,0.0,0.011444091796875,0.011444091796875,0.0,0.007486343383789,0.0110626220703125,0.0,0.0,0.0203132629394531,0.496,1.424,0.0,0.0,122.384,3.744,4.232,34.992,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062763690948486,0.0090599060058593,0.0051061312357584,0.0068902969360351,0.00762939453125,0.00762939453125,0.006564458211263,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0085830688476562,0.0115871429443359,0.0,0.0,0.0283241271972656,0.496,1.424,0.0,0.0,112.0,12.008,11.968,139.36,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0081062316894531,0.0081062316894531,0.0066757202148437,0.0,0.0150203704833984,0.0150203704833984,0.0,0.0086307525634765,0.0112056732177734,0.0,0.0,0.0215053558349609,0.496,1.424,0.0,0.0,127.576,3.744,4.232,18305.976,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0100135803222656,0.0100135803222656,0.0065565109252929,0.0,0.0095367431640625,0.0095367431640625,0.0,0.008392333984375,0.0118017196655273,0.0,0.0,0.0288963317871093,0.496,1.424,0.0,0.0,127.576,8.264,7.736,18305.976,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,127.576,0.0,0.0,18305.976,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0073909759521484,0.0073909759521484,0.0072002410888671,0.0,0.0157356262207031,0.0157356262207031,0.0,0.0111103057861328,0.0115871429443359,0.0,0.0,0.0214099884033203,0.496,1.36,0.0,0.0,127.576,3.744,4.232,18305.976,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0102519989013671,0.0102519989013671,0.0066757202148437,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0079154968261718,0.0122547149658203,0.0,0.0,0.0234603881835937,0.496,1.36,0.0,0.0,127.576,3.744,4.232,18305.976,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.009775161743164,0.009775161743164,0.0063737233479817,0.0,0.00762939453125,0.00762939453125,0.0,0.0087261199951171,0.0108877817789713,0.0,0.0,0.0271797180175781,0.496,1.36,0.0,0.0,127.576,12.008,11.968,18305.976,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0109672546386718,0.0109672546386718,0.0071525573730468,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0089406967163085,0.0109672546386718,0.0,0.0,0.0197887420654296,0.496,1.36,0.0,0.0,127.576,4.272,3.704,18305.976,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0083446502685546,0.0083446502685546,0.0061988830566406,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0083684921264648,0.0113248825073242,0.0,0.0,0.028085708618164,0.496,1.36,0.0,0.0,127.576,8.264,7.736,18305.976,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.00762939453125,0.00762939453125,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,127.576,0.0,0.0,18305.976,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0116825103759765,0.0116825103759765,0.0063180923461914,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0067710876464843,0.0116825103759765,0.0,0.0,0.0221729278564453,0.496,1.36,0.0,0.0,127.576,4.272,3.704,18305.976,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0100135803222656,0.0100135803222656,0.0067710876464843,0.0,0.0159740447998046,0.0159740447998046,0.0,0.009012222290039,0.01220703125,0.0,0.0,0.0233173370361328,0.496,1.36,0.0,0.0,127.576,3.744,4.232,18305.976,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0073909759521484,0.0073909759521484,0.0069459279378255,0.0,0.00762939453125,0.00762939453125,0.0,0.0099658966064453,0.011444091796875,0.0,0.0,0.0285625457763671,0.496,1.36,0.0,0.0,127.576,12.008,11.968,18305.976,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0078678131103515,0.0078678131103515,0.0063896179199218,0.0,0.0073909759521484,0.0073909759521484,0.0,0.008249282836914,0.0113964080810546,0.0,0.0,0.0213623046875,0.496,1.36,0.0,0.0,127.576,3.744,4.232,18305.976,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0081062316894531,0.0081062316894531,0.0065326690673828,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0088214874267578,0.0115633010864257,0.0,0.0,0.0264644622802734,0.496,1.36,0.0,0.0,127.576,8.264,7.736,18305.976,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.00762939453125,0.00762939453125,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,127.576,0.0,0.0,18305.976,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0100135803222656,0.0100135803222656,0.0074386596679687,0.0,0.011444091796875,0.011444091796875,0.0,0.0108718872070312,0.0126838684082031,0.0,0.0,0.0231266021728515,0.496,1.36,0.0,0.0,127.576,3.744,4.232,18305.976,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0069141387939453,0.0069141387939453,0.0062465667724609,0.0,0.00762939453125,0.00762939453125,0.0,0.0079631805419921,0.0123023986816406,0.0,0.0,0.0238418579101562,0.496,1.36,0.0,0.0,127.576,3.744,4.232,18305.976,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.00762939453125,0.00762939453125,0.0060876210530598,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0081062316894531,0.0116507212320963,0.0,0.0,0.028085708618164,0.496,1.36,0.0,0.0,127.576,12.008,11.968,18305.976,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0078678131103515,0.0078678131103515,0.0060081481933593,0.0,0.0185966491699218,0.0185966491699218,0.0,0.0075340270996093,0.0112533569335937,0.0,0.0,0.0210762023925781,0.496,1.36,0.0,0.0,127.576,3.744,4.232,18305.976,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0092983245849609,0.0092983245849609,0.0062465667724609,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0086545944213867,0.0113248825073242,0.0,0.0,0.0273704528808593,0.496,1.36,0.0,0.0,127.576,8.264,7.736,18305.976,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,127.576,0.0,0.0,18305.976,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0078678131103515,0.0078678131103515,0.0059127807617187,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0075817108154296,0.0128746032714843,0.0,0.0,0.0238418579101562,0.496,1.36,0.0,0.0,127.576,3.744,4.232,18305.976,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0069141387939453,0.0069141387939453,0.0061511993408203,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0079631805419921,0.0118732452392578,0.0,0.0,0.0226020812988281,0.496,1.36,0.0,0.0,127.576,3.744,4.232,18305.976,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.00762939453125,0.00762939453125,0.0061353047688802,0.0,0.0126361846923828,0.0126361846923828,0.0,0.008249282836914,0.0112215677897135,0.0,0.0,0.0291824340820312,0.496,1.36,0.0,0.0,127.576,12.008,11.968,18305.976,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0073909759521484,0.0073909759521484,0.0070571899414062,0.0,0.0092983245849609,0.0092983245849609,0.0,0.008392333984375,0.0128746032714843,0.0,0.0,0.0247955322265625,0.496,1.36,0.0,0.0,127.576,3.744,4.232,18305.976,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0090599060058593,0.0090599060058593,0.0061511993408203,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0081300735473632,0.0107526779174804,0.0,0.0,0.0247478485107421,0.496,1.36,0.0,0.0,127.576,8.264,7.736,18305.976,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,127.576,0.0,0.0,18305.976,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.008702278137207,0.0072717666625976,0.0060558319091796,0.0078678131103515,0.0120401382446289,0.013279914855957,0.0078678131103515,0.0076770782470703,0.0113487243652343,0.0107288360595703,0.0107288360595703,0.0215053558349609,1.344,2.208,0.848,0.848,127.576,3.744,4.232,18305.976,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0071525573730468,0.0071525573730468,0.0062465667724609,0.0112056732177734,0.017404556274414,0.017404556274414,0.0112056732177734,0.0080585479736328,0.0113487243652343,0.0066757202148437,0.0066757202148437,0.0210285186767578,0.496,1.36,0.848,0.848,127.576,3.744,4.232,18305.976,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0104904174804687,0.0104904174804687,0.0060240427652994,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0084877014160156,0.011905034383138,0.0,0.0,0.0301361083984375,0.496,1.36,0.0,0.0,127.576,12.008,11.968,18305.976,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.00762939453125,0.00762939453125,0.006103515625,0.0,0.0121593475341796,0.0121593475341796,0.0,0.007486343383789,0.0123023986816406,0.0,0.0,0.0225543975830078,0.496,1.36,0.0,0.0,127.576,3.744,4.232,18305.976,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0078678131103515,0.0078678131103515,0.0062465667724609,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0081300735473632,0.0107526779174804,0.0,0.0,0.02593994140625,0.496,1.36,0.0,0.0,127.576,8.264,7.736,18305.976,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,127.576,0.0,0.0,18305.976,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0066757202148437,0.0066757202148437,0.0067710876464843,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0096321105957031,0.0112056732177734,0.0,0.0,0.0209808349609375,0.496,1.36,0.0,0.0,127.576,3.744,4.232,18305.976,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0071525573730468,0.0071525573730468,0.0062942504882812,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0080108642578125,0.011301040649414,0.0,0.0,0.0213623046875,0.496,1.36,0.0,0.0,127.576,3.744,4.232,18305.976,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0069141387939453,0.0069141387939453,0.0062147776285807,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0083446502685546,0.0113964080810546,0.0,0.0,0.0290393829345703,0.496,1.36,0.0,0.0,127.576,12.008,11.968,18305.976,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0073909759521484,0.0073909759521484,0.0064373016357421,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0082015991210937,0.0130653381347656,0.0,0.0,0.0248432159423828,0.496,1.36,0.0,0.0,127.576,3.744,4.232,18305.976,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0116825103759765,0.0116825103759765,0.0064849853515625,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0089406967163085,0.0111818313598632,0.0,0.0,0.0268220901489257,0.496,1.36,0.0,0.0,127.576,8.264,7.736,18305.976,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,127.576,0.0,0.0,18305.976,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.00762939453125,0.00762939453125,0.006866455078125,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0092029571533203,0.0121116638183593,0.0,0.0,0.023651123046875,0.496,1.36,0.0,0.0,127.576,3.744,4.232,18305.976,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0061988830566406,0.0061988830566406,0.0063896179199218,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0079154968261718,0.0108718872070312,0.0,0.0,0.0205039978027343,0.496,1.36,0.0,0.0,127.576,3.744,4.232,18305.976,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0085830688476562,0.0085830688476562,0.0069992882864815,0.0,0.009775161743164,0.009775161743164,0.0,0.0090837478637695,0.0109970569610595,0.0,0.0,0.0275373458862304,0.496,1.36,0.0,0.0,127.576,12.536,11.44,18305.976,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0066757202148437,0.0066757202148437,0.0072479248046875,0.0,0.013589859008789,0.013589859008789,0.0,0.0086784362792968,0.0133991241455078,0.0,0.0,0.0252246856689453,0.496,1.36,0.0,0.0,127.576,3.744,4.232,18305.976,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.00762939453125,0.00762939453125,0.006418228149414,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0092983245849609,0.0104904174804687,0.0,0.0,0.0254631042480468,0.496,1.36,0.0,0.0,127.576,19.04,19.048,18305.976,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,127.576,0.0,0.0,18305.976,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0078678131103515,0.0078678131103515,0.0084877014160156,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0147342681884765,0.0121116638183593,0.0,0.0,0.0216484069824218,0.496,1.36,0.0,0.0,127.576,3.744,4.232,18305.976,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0,0.0,0.0066280364990234,0.0151395797729492,0.0,0.0,0.017714500427246,0.0077724456787109,0.0115394592285156,0.0083446502685546,0.0092983245849609,0.0217437744140625,0.0,0.0,1.792,1.472,127.576,3.744,4.232,18305.976,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0,0.0,0.0061353047688802,0.0,0.0,0.0,0.0,0.0084877014160156,0.0112374623616536,0.0,0.0,0.0286102294921875,0.0,0.0,0.0,0.0,127.576,12.008,11.968,18305.976,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0,0.0,0.0057816505432128,0.0078380107879638,0.0,0.0,0.0110864639282226,0.0061273574829101,0.0113248825073242,0.0098645687103271,0.0114917755126953,0.021219253540039,0.0,0.0,24.096,10.752,127.576,4.272,3.704,18305.976,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0100135803222656,0.0100135803222656,0.0060796737670898,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0083684921264648,0.0111341476440429,0.0085830688476562,0.0085830688476562,0.0264644622802734,0.496,1.36,0.496,0.0,127.576,8.264,7.736,18305.976,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0159740447998046,0.0159740447998046,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,127.576,0.0,0.0,18305.976,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0152587890625,0.0152587890625,0.0061988830566406,0.0088214874267578,0.0143051147460937,0.0143051147460937,0.0121831893920898,0.0079631805419921,0.0111103057861328,0.0069737434387207,0.0081062316894531,0.0207901000976562,0.496,1.36,8.608,5.696,127.576,3.744,4.232,18305.976,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0154972076416015,0.0154972076416015,0.0066757202148437,0.0103473663330078,0.0202655792236328,0.0202655792236328,0.0127792358398437,0.0088214874267578,0.0110149383544921,0.0092029571533203,0.0132083892822265,0.0203132629394531,0.496,1.36,5.04,16.656,127.576,3.744,4.232,18305.976,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0109672546386718,0.0109672546386718,0.0068028767903645,0.0,0.0195503234863281,0.0195503234863281,0.0,0.0093936920166015,0.0115235646565755,0.0,0.0,0.0285625457763671,0.496,1.36,0.0,0.0,127.576,12.008,11.968,18305.976,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071290678578644,0.0092983245849609,0.003871246205943,0.0045299530029296,0.0116825103759765,0.0116825103759765,0.0070095062255859,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0098228454589843,0.012063980102539,0.0,0.0,0.0234127044677734,0.496,1.36,0.0,0.0,127.576,3.744,4.232,18305.976,1
