time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059770707467302,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0073909759521484,0.0073909759521484,0.0060081481933593,0.0077009201049804,0.0,0.0,0.0,0.0,0.0110864639282226,0.0267744064331054,0.496,1.36,0.0,0.0,0.0,113.256,7.488,8.464,0.0083446502685546,0.0083446502685546,1.192,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060577297685158,0.0081062316894531,0.009775161743164,0.009775161743164,0.0131130218505859,0.0131130218505859,0.0057697296142578,0.0081300735473632,0.0,0.0,0.0,0.0,0.0110149383544921,0.0274658203125,0.496,1.36,0.0,0.0,0.0,113.256,7.488,8.464,0.0071525573730468,0.0071525573730468,1.192,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058376789093017,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0104904174804687,0.0104904174804687,0.0059247016906738,0.0081777572631835,0.0,0.0,0.0,0.0,0.0101685523986816,0.0246524810791015,0.496,1.36,0.0,0.0,0.0,112.696,16.528,15.472,0.0045299530029296,0.0045299530029296,1.192,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062119308395765,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,117.192,0.0,0.0,0.0055631001790364,0.0078678131103515,31.512,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061116567472132,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,135.48,0.0,0.0,0.0042152404785156,0.0052928924560546,281.128,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060707775514517,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,117.192,0.0,0.0,0.0040213267008463,0.0050067901611328,159.0,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060873838206428,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.0088214874267578,0.0088214874267578,0.0056266784667968,0.0081062316894531,0.0,0.0,0.0,0.0,0.0102043151855468,0.0261545181274414,0.496,1.424,0.0,0.0,0.0,117.192,7.488,8.464,0.0041127204895019,0.0049114227294921,137.344,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065171659873624,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0104904174804687,0.0104904174804687,0.0057220458984375,0.0081062316894531,0.0,0.0,0.0,0.0,0.0105619430541992,0.0281810760498046,0.496,1.36,0.0,0.0,0.0,123.64,7.488,8.464,0.0039383689349985,0.0045299530029296,7473.888,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067338421570127,0.0092983245849609,0.0095367431640625,0.0095367431640625,0.0095367431640625,0.0095367431640625,0.0062465667724609,0.008702278137207,0.0064373016357421,0.0140666961669921,0.0064373016357421,0.0140666961669921,0.0108242034912109,0.0270605087280273,0.496,1.424,0.848,0.848,0.0,113.256,16.528,15.472,0.0039214423131047,0.0047683715820312,11664.024,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059438582083479,0.0083446502685546,0.009775161743164,0.009775161743164,0.0083446502685546,0.0083446502685546,0.0,0.0,0.00762939453125,0.0040531158447265,0.00762939453125,0.0040531158447265,0.0,0.0,0.496,1.392,0.848,0.848,0.0,113.256,0.0,0.0,0.0081062316894531,0.0081062316894531,1.192,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059438582083479,0.0083446502685546,0.0064849853515625,0.0057220458984375,0.0100135803222656,0.0115394592285156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,113.256,0.0,0.0,0.0081062316894531,0.0081062316894531,1.192,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059438582083479,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,113.256,0.0,0.0,0.0081062316894531,0.0081062316894531,1.192,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059438582083479,0.0083446502685546,0.0112056732177734,0.0112056732177734,0.0061988830566406,0.0061988830566406,0.0059127807617187,0.0079631805419921,0.0,0.0,0.0,0.0,0.0107765197753906,0.0287055969238281,0.496,1.36,0.0,0.0,0.0,113.256,7.488,8.464,0.0081062316894531,0.0081062316894531,1.192,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059438582083479,0.0083446502685546,0.00762939453125,0.00762939453125,0.0138282775878906,0.0138282775878906,0.0057935714721679,0.0082015991210937,0.0,0.0,0.0,0.0,0.0110864639282226,0.0287294387817382,0.496,1.36,0.0,0.0,0.0,113.256,7.488,8.464,0.0081062316894531,0.0081062316894531,1.192,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061312718177909,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0057935714721679,0.0081300735473632,0.0,0.0,0.0,0.0,0.0102996826171875,0.0251531600952148,0.496,1.36,0.0,0.0,0.0,113.256,16.528,15.472,0.011444091796875,0.011444091796875,1.192,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063036950889992,0.0083446502685546,0.00762939453125,0.00762939453125,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,144.408,0.0,0.0,21.03729222817396,21.107196807861328,3610.304,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067819463144434,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,118.448,0.0,0.0,21.059931985776423,21.19631767272949,9018.496,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064076475836151,0.0088214874267578,0.0104904174804687,0.0104904174804687,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,117.192,0.0,0.0,21.054126969238624,21.11468315124512,6830.272,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062346458435058,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0128746032714843,0.0128746032714843,0.0069856643676757,0.0095844268798828,0.0,0.0,0.0,0.0,0.0125408172607421,0.0334501266479492,0.496,1.424,0.0,0.0,0.0,112.0,7.488,8.464,21.03744370276939,21.106958389282227,4603.592,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064811896328902,0.0090599060058593,0.0081062316894531,0.0081062316894531,0.0140666961669921,0.0140666961669921,0.0061988830566406,0.0081777572631835,0.0,0.0,0.0,0.0,0.0104427337646484,0.0256538391113281,0.496,1.424,0.0,0.0,0.0,114.264,7.488,8.464,21.02546989917755,21.10579013824463,3565.328,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059330463409423,0.0076532363891601,0.00762939453125,0.00762939453125,0.0109672546386718,0.0109672546386718,0.0059127807617187,0.0083446502685546,0.0,0.0,0.0,0.0,0.0106453895568847,0.0254154205322265,0.496,1.36,0.0,0.0,0.0,112.0,16.528,15.472,0.0,0.0,0.0,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060292618784738,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,113.256,0.0,0.0,21.00849151611328,21.00849151611328,1.192,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058394759448606,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,113.256,0.0,0.0,21.010637283325195,21.010637283325195,1.192,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061538088974074,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0147819519042968,0.0147819519042968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,113.256,0.0,0.0,21.007299423217773,21.007299423217773,1.192,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058567523956298,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.017404556274414,0.017404556274414,0.0057458877563476,0.0081539154052734,0.0,0.0,0.0,0.0,0.0106334686279296,0.0268459320068359,0.496,1.36,0.0,0.0,0.0,112.0,7.488,8.464,0.0,0.0,0.0,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059926509857177,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0126361846923828,0.0126361846923828,0.0060796737670898,0.0079870223999023,0.0,0.0,0.0,0.0,0.0106573104858398,0.0281333923339843,0.496,1.36,0.0,0.0,0.0,112.0,7.488,8.464,0.0,0.0,0.0,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059008598327636,0.0076770782470703,0.0088214874267578,0.0088214874267578,0.0131130218505859,0.0131130218505859,0.0057935714721679,0.008392333984375,0.0,0.0,0.0,0.0,0.0105023384094238,0.025796890258789,0.496,1.36,0.0,0.0,0.0,112.0,16.528,15.472,0.0,0.0,0.0,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063782756768384,0.008702278137207,0.0123977661132812,0.0123977661132812,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,143.152,0.0,0.0,21.052921392831458,21.1090087890625,3284.256,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071501967930557,0.0095367431640625,0.0164508819580078,0.0164508819580078,0.0185966491699218,0.0185966491699218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,118.448,0.0,0.0,21.05699424278209,21.158266067504883,19529.528,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074676948018593,0.0099897384643554,0.0088214874267578,0.0088214874267578,0.0147819519042968,0.0147819519042968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,118.448,0.0,0.0,21.071197485973336,21.221160888671875,24260.296,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074759568318282,0.0104665756225585,0.0102519989013671,0.0102519989013671,0.0140666961669921,0.0140666961669921,0.0057935714721679,0.0081539154052734,0.0,0.0,0.0,0.0,0.0101566314697265,0.0254392623901367,0.496,1.424,0.0,0.0,0.0,118.448,7.488,8.464,21.101024787773262,21.2338924407959,32747.08,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074182576801053,0.0100135803222656,0.0102519989013671,0.0102519989013671,0.017404556274414,0.017404556274414,0.0057220458984375,0.0083684921264648,0.0,0.0,0.0,0.0,0.0106096267700195,0.0277519226074218,0.496,1.424,0.0,0.0,0.0,117.192,7.488,8.464,21.081127069764214,21.22163772583008,16163.584,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062727928161621,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0185966491699218,0.0185966491699218,0.0063300132751464,0.0088453292846679,0.0,0.0,0.0,0.0,0.0114202499389648,0.0299930572509765,0.496,1.424,0.0,0.0,0.0,112.0,16.528,15.472,0.0,0.0,0.0,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058734416961669,0.0078916549682617,0.0073909759521484,0.0073909759521484,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063644841386766,0.0085353851318359,0.0081062316894531,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,127.464,0.0,0.0,21.047551502553063,21.20542526245117,1100.32,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060045719146728,0.0078916549682617,0.00762939453125,0.00762939453125,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,112.0,0.0,0.0,21.060019731521606,21.1575984954834,221.016,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059616506396241,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.005650520324707,0.0078916549682617,0.0,0.0,0.0,0.0,0.0103712081909179,0.0265359878540039,0.496,1.392,0.0,0.0,0.0,113.256,7.488,8.464,21.00801467895508,21.00801467895508,1.192,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059260657770716,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0085830688476562,0.0085830688476562,0.005960464477539,0.008392333984375,0.0,0.0,0.0,0.0,0.0108718872070312,0.0285625457763671,0.496,1.36,0.0,0.0,0.0,113.256,7.488,8.464,21.00682258605957,21.00682258605957,1.192,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061360164661312,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0126361846923828,0.0126361846923828,0.006270408630371,0.0090599060058593,0.0,0.0,0.0,0.0,0.0113368034362792,0.0264167785644531,0.496,1.36,0.0,0.0,0.0,113.256,16.528,15.472,21.010875701904297,21.010875701904297,1.192,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061360164661312,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0042915344238281,0.0195503234863281,0.0042915344238281,0.0195503234863281,0.0,0.0,0.496,1.36,0.848,0.848,0.0,113.256,0.0,0.0,21.010875701904297,21.010875701904297,1.192,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061360164661312,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,113.256,0.0,0.0,21.010875701904297,21.010875701904297,1.192,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061360164661312,0.0083446502685546,0.0072956085205078,0.0069141387939453,0.0143051147460937,0.014495849609375,0.0,0.0,0.0123977661132812,0.0085830688476562,0.0123977661132812,0.0085830688476562,0.0,0.0,1.344,2.208,0.848,0.848,0.0,113.256,0.0,0.0,21.010875701904297,21.010875701904297,1.192,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061360164661312,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0112056732177734,0.0112056732177734,0.0060558319091796,0.0083923339843749,0.0,0.0,0.0,0.0,0.0098943710327148,0.0249624252319335,0.496,1.36,0.0,0.0,0.0,113.256,7.488,8.464,21.010875701904297,21.010875701904297,1.192,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059130179941357,0.0078678131103515,0.00762939453125,0.00762939453125,0.0081062316894531,0.0081062316894531,0.006866455078125,0.0097990036010742,0.0,0.0,0.0,0.0,0.0112771987915039,0.0296592712402343,0.496,1.36,0.0,0.0,0.0,113.256,7.488,8.464,21.00825309753418,21.00825309753418,1.192,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059070871837103,0.0083446502685546,0.00762939453125,0.00762939453125,0.0123977661132812,0.0123977661132812,0.0057101249694824,0.0081300735473632,0.0,0.0,0.0,0.0,0.0103116035461425,0.0246286392211914,0.496,1.36,0.0,0.0,0.0,113.256,16.528,15.472,21.012067794799805,21.012067794799805,1.192,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061134793865146,0.0083446502685546,0.00762939453125,0.00762939453125,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,113.256,0.0,0.0,21.09777201776919,21.225929260253903,589.344,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072055392795138,0.009775161743164,0.0100135803222656,0.0100135803222656,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,148.344,0.0,0.0,21.05813886842244,21.199631690979004,24667.36,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074827671051025,0.009775161743164,0.0107288360595703,0.0107288360595703,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,116.632,0.0,0.0,21.041769868059177,21.107196807861328,21991.832,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074338912963867,0.0095367431640625,0.0066757202148437,0.0066757202148437,0.0143051147460937,0.0143051147460937,0.0058412551879882,0.0079631805419921,0.0,0.0,0.0,0.0,0.0107765197753906,0.0274896621704101,0.496,1.424,0.0,0.0,0.0,112.0,7.488,8.464,21.03073940315788,21.106958389282227,15011.576,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061004316035787,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0119209289550781,0.0119209289550781,0.0057697296142578,0.0083684921264648,0.0,0.0,0.0,0.0,0.0106334686279296,0.027775764465332,0.496,1.424,0.0,0.0,0.0,117.192,7.488,8.464,21.01445198059082,21.009206771850582,133.68,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060079109609423,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.009775161743164,0.009775161743164,0.0057578086853027,0.0081300735473632,0.0,0.0,0.0,0.0,0.010538101196289,0.0252723693847656,0.496,1.392,0.0,0.0,0.0,113.256,16.528,15.472,21.010875701904297,21.010875701904297,1.192,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059402997220926,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,113.256,0.0,0.0,21.008968353271484,21.008968353271484,1.192,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061556404712153,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,128.832,0.0,0.0,21.07976820410752,21.220827102661133,2124.648,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060778945239622,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0154972076416015,0.0154972076416015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,117.192,0.0,0.0,21.007776260375977,21.008872985839844,17.0,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061751598149389,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0112056732177734,0.0112056732177734,0.005960464477539,0.0083446502685546,0.0,0.0,0.0,0.0,0.0101089477539062,0.0252485275268554,0.496,1.424,0.0,0.0,0.0,114.84,7.488,8.464,21.0828679239648,21.314573287963867,1142.776,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059652091258793,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0078678131103515,0.0078678131103515,0.0061988830566406,0.0087976455688476,0.0,0.0,0.0,0.0,0.0110387802124023,0.026702880859375,0.496,1.424,0.0,0.0,0.0,117.192,7.488,8.464,21.107409939621437,21.268844604492188,703.104,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006089756144813,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0081062316894531,0.0058770179748535,0.0083684921264648,0.0,0.0,0.0,0.0,0.0104665756225585,0.0265121459960937,0.496,1.392,0.0,0.0,0.0,115.032,16.528,15.472,21.008729934692383,21.009254455566406,16.568,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062799218840199,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,121.688,0.0,0.0,21.14956896604019,21.42462730407715,3333.4,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063281747239146,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.009775161743164,0.009775161743164,0.0063896179199218,0.0085830688476562,0.0,0.0,0.0,0.0,0.0098546346028645,0.0197410583496093,0.496,1.424,0.0,0.0,0.0,113.256,10.776,11.312,21.106760185885143,21.3320255279541,824.488,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061504911668229,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,116.064,0.0,0.0,21.007895469665527,21.00837230682373,3.712,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060296058654785,0.0081300735473632,0.0071525573730468,0.0071525573730468,0.0116825103759765,0.0116825103759765,0.0060796737670898,0.0086069107055664,0.0,0.0,0.0,0.0,0.0112771987915039,0.0266313552856445,0.496,1.36,0.0,0.0,0.0,112.0,7.488,8.464,0.0,0.0,0.0,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058972835540771,0.0076532363891601,0.0073909759521484,0.0073909759521484,0.0095367431640625,0.0095367431640625,0.0056028366088867,0.0081062316894531,0.007788340250651,0.0075340270996093,0.0089406967163085,0.0084877014160156,0.010228157043457,0.0250816345214843,0.496,1.36,7.696,12.096,0.0,112.0,7.488,8.464,0.0,0.0,0.0,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060885699827279,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.00762939453125,0.00762939453125,0.0060439109802246,0.0081300735473632,0.0061392784118652,0.0071525573730468,0.008392333984375,0.0091075897216796,0.0105500221252441,0.0252962112426757,0.496,1.36,4.032,14.24,0.0,122.68,16.528,15.472,21.00976308186849,21.012544631958008,11.416,1
