time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_u_throughput_dl_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,F-node
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063562393188476,0.0083446502685546,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.0060558319091796,0.0069141387939453,0.0069141387939453,0.0077247619628906,0.0100135803222656,0.0100135803222656,0.01068115234375,0.0195503234863281,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061609258699179,0.0083446502685546,0.009775161743164,0.009775161743164,0.006866455078125,0.0085830688476562,0.0085830688476562,0.0099658966064453,0.0064373016357421,0.0064373016357421,0.012826919555664,0.0240802764892578,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006219047812087,0.0083446502685546,0.009775161743164,0.009775161743164,0.006866455078125,0.011444091796875,0.011444091796875,0.0091791152954101,0.0092983245849609,0.0092983245849609,0.0107049942016601,0.0244617462158203,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060904026031494,0.0081062316894531,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062751770019531,0.0085830688476562,0.0,0.0,0.0,0.0061988830566406,0.0061988830566406,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059940282580921,0.0082254409790039,0.0041257590055465,0.0047683715820312,0.0,0.00762939453125,0.00762939453125,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,143.152,0.0,0.0,0.0,2865.616,0.0,0.0,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0077136120392908,0.0100135803222656,0.0040792021668165,0.0047683715820312,0.0079631805419921,0.0121593475341796,0.0121593475341796,0.0106334686279296,0.0159740447998046,0.0159740447998046,0.0108718872070312,0.0204086303710937,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,117.192,0.0,0.0,0.0,35984.928,0.0,0.0,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063518979656162,0.0092983245849609,0.0054836273193359,0.0054836273193359,0.0060081481933593,0.0126361846923828,0.0126361846923828,0.0078201293945312,0.0109672546386718,0.0109672546386718,0.0107765197753906,0.020599365234375,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061004316035787,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0065088272094726,0.0073909759521484,0.0073909759521484,0.0088214874267578,0.0112056732177734,0.0112056732177734,0.0114202499389648,0.0255584716796874,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060826391723025,0.0078678131103515,0.0052452087402343,0.0052452087402343,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062286853790283,0.0086069107055664,0.0,0.0,0.0,0.005960464477539,0.005960464477539,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061070919036865,0.0078678131103515,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063014030456542,0.0085830688476562,0.0,0.0,0.005960464477539,0.0069141387939453,0.0069141387939453,0.0076770782470703,0.0126361846923828,0.0126361846923828,0.0108718872070312,0.0206470489501953,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0064963275946459,0.0090599060058593,0.004076341226455,0.0047683715820312,0.0066280364990234,0.0067949295043945,0.0082254409790039,0.0089645385742187,0.0134706497192382,0.0156641006469726,0.0101566314697265,0.019073486328125,0.0,0.0,1.344,2.208,0.0,0.0,3.744,4.232,143.152,0.0,0.0,0.0,18812.344,0.0,0.0,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0065998058413984,0.0090599060058593,0.0041503055839781,0.0052452087402343,0.006413459777832,0.0081062316894531,0.0081062316894531,0.0091552734375,0.0126361846923828,0.0126361846923828,0.0113964080810546,0.0255107879638671,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,1738.152,0.0,0.0,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006450349418678,0.0090599060058593,0.0066757202148437,0.0066757202148437,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0150203704833984,0.0150203704833984,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0065343052733178,0.0085830688476562,0.0044330201967798,0.0054836273193359,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,128.832,0.0,0.0,0.0,3913.968,0.0,0.0,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063085556030273,0.0083923339843749,0.00457903918098,0.0052452087402343,0.0062306722005208,0.0073909759521484,0.0073909759521484,0.0078201293945312,0.00762939453125,0.00762939453125,0.0093301137288411,0.0176429748535156,0.0,0.0,0.496,1.424,0.0,0.0,10.776,11.312,112.0,0.0,0.0,0.0,350.128,0.0,0.0,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0057792663574218,0.00762939453125,0.0,0.0,0.0065803527832031,0.0073909759521484,0.0073909759521484,0.0089168548583984,0.0092983245849609,0.0092983245849609,0.0103473663330078,0.0189781188964843,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060212612152099,0.0081062316894531,0.0,0.0,0.0060558319091796,0.0071525573730468,0.0071525573730468,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0118732452392578,0.0217437744140625,0.0,0.0,0.496,1.36,0.848,0.0,3.744,4.232,112.0,100.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006181001663208,0.0083684921264648,0.0,0.0,0.006066428290473,0.0088214874267578,0.0088214874267578,0.0072956085205078,0.0145435333251953,0.0145435333251953,0.0099919059059836,0.0221729278564453,0.0,0.0,0.496,1.36,0.0,0.0,8.792,7.208,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062243452349912,0.0085830688476562,0.0041516290770636,0.0050067901611328,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,139.216,100.0,0.0,0.0,3167.824,0.0,0.0,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062510741883842,0.0088214874267578,0.0064373016357421,0.0064373016357421,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,113.256,100.0,0.0,0.0,1.192,0.0,0.0,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006003166312602,0.0083446502685546,0.0050067901611328,0.0050067901611328,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,100.0,0.0,0.0,1.192,0.0,0.0,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006113052368164,0.0081062316894531,0.0051259994506835,0.0061750411987304,0.0070095062255859,0.0061988830566406,0.0061988830566406,0.0084877014160156,0.0095367431640625,0.0095367431640625,0.0101089477539062,0.018310546875,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,116.632,100.0,0.0,0.0,17.408,0.0,0.0,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063304243416621,0.0085830688476562,0.0046870925209738,0.0061273574829101,0.0065326690673828,0.0085830688476562,0.0085830688476562,0.0084400177001953,0.0092983245849609,0.0092983245849609,0.0118255615234375,0.0231266021728515,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,127.576,100.0,0.0,0.0,356.32,0.0,0.0,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0066342045418658,0.0092983245849609,0.004484778956363,0.0054836273193359,0.0062227249145507,0.0069141387939453,0.0069141387939453,0.0082015991210937,0.00762939453125,0.00762939453125,0.0109434127807617,0.025796890258789,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,117.192,100.0,0.0,0.0,928.52,0.0,0.0,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059521198272705,0.0081062316894531,0.0050544738769531,0.0065326690673828,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,37.16,0.0,0.0,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061194101969401,0.0083446502685546,0.0067949295043945,0.0070810317993164,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,100.0,0.0,0.0,3.792,0.0,0.0,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063952277688419,0.0085830688476562,0.0042915344238281,0.0052452087402343,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,126.528,100.0,0.0,0.0,2315.032,0.0,0.0,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063582222060401,0.0085830688476562,0.0044152421771355,0.0052452087402343,0.0065803527832031,0.0064373016357421,0.0064373016357421,0.0085353851318359,0.0081062316894531,0.0081062316894531,0.0107765197753906,0.0198841094970703,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,118.448,100.0,0.0,0.0,835.632,0.0,0.0,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063957859627643,0.0085830688476562,0.0042619631271953,0.0052452087402343,0.0072956085205078,0.011444091796875,0.011444091796875,0.009775161743164,0.0121593475341796,0.0121593475341796,0.0101566314697265,0.0184059143066406,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,117.192,100.0,0.0,0.0,3724.28,0.0,0.0,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063246162376593,0.0088214874267578,0.0048189452200224,0.006103515625,0.0059366226196289,0.0119209289550781,0.0119209289550781,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0102043151855468,0.024724006652832,0.0,0.0,0.496,1.424,3.312,0.0,8.264,7.736,117.192,0.0,1386.932611465454,2694.7976112365723,252.568,3104.1817665100098,3104.1817665100098,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061526227353224,0.0081062316894531,0.0052452087402343,0.0052452087402343,0.0,0.0061988830566406,0.0061988830566406,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,1.0,1.0,0.496,1.424,3.312,0.0,0.0,0.0,114.392,0.0,330.5485248565674,1638.4135246276855,2.104,2048.5111474990845,2048.905110359192,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061607360839843,0.0088214874267578,0.0050067901611328,0.0050067901611328,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.496,1.424,0.848,0.0,0.0,0.0,112.0,100.0,0.0081062316894531,0.0081062316894531,6.92,0.0,0.0,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.00639009003592,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,1.0,1.0,0.496,1.424,4.096,4.16,0.0,0.0,118.448,0.0,7239.735126495361,24295.39215564728,1.192,0.0083446502685546,0.0100612640380859,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0069517220182371,0.0095367431640625,0.0042595173265041,0.0050067901611328,0.0064849853515625,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.009775161743164,0.009775161743164,0.0099658966064453,0.0177860260009765,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,123.64,100.0,0.0,0.0,7006.984,0.0,0.0,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061443196007268,0.0078678131103515,0.0042703416612413,0.0050306320190429,0.0058174133300781,0.0081062316894531,0.0081062316894531,0.0073909759521484,0.0081062316894531,0.0081062316894531,0.0106334686279296,0.0203132629394531,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,113.256,100.0,0.0,0.0,845.408,0.0,0.0,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060808658599853,0.0083446502685546,0.0,0.0,0.0060796737670898,0.0069141387939453,0.0069141387939453,0.0088453292846679,0.011444091796875,0.011444091796875,0.0102519989013671,0.0228643417358398,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059123109714151,0.0078678131103515,0.004589557647705,0.0058650970458984,0.0,0.005960464477539,0.005960464477539,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.496,1.36,0.848,0.0,0.0,0.0,127.576,100.0,0.0069141387939453,0.0069141387939453,182.272,0.0,0.0,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.006823990475479,0.0092983245849609,0.0042267870869292,0.0050067901611328,0.0,0.00762939453125,0.00762939453125,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,117.192,100.0,0.0,0.0,6540.872,0.0,0.0,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062166754879168,0.0083446502685546,0.0073909759521484,0.0075817108154296,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,117.192,100.0,0.0,0.0,7.28,0.0,0.0,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060885699827279,0.0081062316894531,0.0045299530029296,0.0045299530029296,0.005960464477539,0.0066757202148437,0.0066757202148437,0.007486343383789,0.0119209289550781,0.0119209289550781,0.0107765197753906,0.0204086303710937,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,113.256,100.0,0.0,0.0,1.192,0.0,0.0,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061004316035787,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0062465667724609,0.0057220458984375,0.0057220458984375,0.0080585479736328,0.00762939453125,0.00762939453125,0.0102519989013671,0.0189781188964843,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,100.0,0.0,0.0,1.192,0.0,0.0,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0061632981940881,0.0083446502685546,0.0045299530029296,0.0045299530029296,0.0064373016357421,0.00762939453125,0.00762939453125,0.008392333984375,0.0109672546386718,0.0109672546386718,0.0103473663330078,0.0226974487304687,0.0,1.0,0.496,1.36,3.6,0.0,8.264,7.736,113.256,0.0,8029.556512832642,25804.82110977173,1.192,79871.8068599701,79871.8068599701,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059735774993896,0.0081062316894531,0.0,0.0,0.0,0.0057220458984375,0.0059127807617187,0.0,0.0101327896118164,0.0104188919067382,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060105323791503,0.0081062316894531,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063061714172363,0.0083446502685546,0.0,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062131881713867,0.0081062316894531,0.0,0.0,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063232753587805,0.0088214874267578,0.0042984651964764,0.0050067901611328,0.0069618225097656,0.0092983245849609,0.0092983245849609,0.0086784362792968,0.0100135803222656,0.0100135803222656,0.0124931335449218,0.0246047973632812,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,144.408,0.0,0.0,0.0,3282.0,0.0,0.0,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0068185353043055,0.0090599060058593,0.0044302298472477,0.0054836273193359,0.0066757202148437,0.00762939453125,0.00762939453125,0.0093936920166015,0.009775161743164,0.009775161743164,0.0112056732177734,0.0207424163818359,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,118.448,0.0,0.0,0.0,2082.08,0.0,0.0,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062925898613621,0.0088214874267578,0.0060399373372395,0.0072479248046875,0.006866455078125,0.0092983245849609,0.0092983245849609,0.0087976455688476,0.0112056732177734,0.0112056732177734,0.0112533569335937,0.0260591506958007,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,113.256,0.0,0.0,0.0,15.528,0.0,0.0,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060486793518066,0.0081300735473632,0.0,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0059676170349121,0.0078678131103515,0.0,0.0,0.0,0.005960464477539,0.005960464477539,0.0,0.0147819519042968,0.0147819519042968,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060790806860473,0.0083446502685546,0.0067949295043945,0.0087976455688476,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,13.408,0.0,0.0,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060927867889404,0.0083446502685546,0.0,0.0,0.0078201293945312,0.0066757202148437,0.0066757202148437,0.011444091796875,0.0121593475341796,0.0121593475341796,0.0113487243652343,0.020599365234375,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063044514822129,0.0085830688476562,0.0054836273193359,0.0054836273193359,0.0063419342041015,0.0069141387939453,0.0069141387939453,0.0082969665527343,0.0100135803222656,0.0100135803222656,0.0104904174804687,0.0193595886230468,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,100.0,0.0,0.0,1.192,0.0,0.0,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0060802668481323,0.0081062316894531,0.005960464477539,0.005960464477539,0.0062227249145507,0.0064373016357421,0.0064373016357421,0.0083684921264648,0.00762939453125,0.00762939453125,0.0107049942016601,0.0235319137573242,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,113.256,100.0,0.0,0.0,1.192,0.0,0.0,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0063791796935731,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,100.0,0.0,0.0,1.192,0.0,0.0,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062108039855957,0.0083684921264648,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,0.0,0.0,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0067451625194364,0.0092983245849609,0.0042078281430297,0.0050067901611328,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,1.0,0.0,0.496,1.424,3.792,0.0,0.0,0.0,143.152,66.66666666666666,0.0066757202148437,0.0066757202148437,8106.56,63488.01684379578,63488.01684379578,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0062644481658935,0.0085830688476562,0.0043740639319786,0.0054836273193359,0.0059127807617187,0.0126361846923828,0.0126361846923828,0.0075340270996093,0.0090599060058593,0.0090599060058593,0.0106334686279296,0.0201225280761718,0.0,0.0,0.496,1.392,0.0,0.0,3.744,4.232,112.0,66.66666666666666,0.0,0.0,272.016,0.0,0.0,1
