time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,f1_u_throughput_dl_kbps,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,F-node
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062842867267665,0.0085830688476562,0.0061988830566406,0.0073432922363281,0.0048732757568359,0.0054836273193359,0.011444091796875,0.0127792358398437,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,116.248,0.0,0.0,62.44,0.0,0.0,0.0,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061894407366762,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0048525193158318,0.0060558319091796,0.0078678131103515,0.0078678131103515,0.0058174133300781,0.0073909759521484,0.0108718872070312,0.0207901000976562,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,115.888,0.0,0.0,40.952,0.0,0.0,0.0,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062472749464582,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0056326389312744,0.0069141387939453,0.0092983245849609,0.0092983245849609,0.0061988830566406,0.0073909759521484,0.0113964080810546,0.0215530395507812,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,116.272,0.0,0.0,38.272,0.0,0.0,0.0,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059215149076858,0.0081062316894531,0.0112056732177734,0.0112056732177734,0.0049471855163574,0.0056028366088867,0.009775161743164,0.009775161743164,0.0063896179199218,0.0088453292846679,0.0109195709228515,0.0259637832641601,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,115.648,0.0,0.0,38.848,0.0,0.0,0.0,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062107446774914,0.0085830688476562,0.0061988830566406,0.0061988830566406,0.0051600592476981,0.0062227249145507,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,115.96,0.0,0.0,34.16,0.0,0.0,0.0,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060055386367721,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0049173831939697,0.0058889389038085,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,114.552,0.0,0.0,60.176,0.0,0.0,0.0,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062724251059157,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0046816739169034,0.0057220458984375,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,114.712,0.0,0.0,130.376,0.0,0.0,0.0,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060826391723025,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0050645886045513,0.0057220458984375,0.0123977661132812,0.0123977661132812,0.0069737434387207,0.0095129013061523,0.0102519989013671,0.0181198120117187,0.0,0.0,0.496,1.36,0.0,0.0,4.272,3.704,114.344,0.0,0.0,70.216,0.0,0.0,0.0,0
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063440587260935,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0050526398878831,0.0066757202148437,0.0133514404296875,0.0133514404296875,0.0063896179199218,0.0084877014160156,0.012826919555664,0.0244140625,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,115.792,0.0,0.0,59.12,0.0,0.0,0.0,0
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063015682862536,0.0085830688476562,0.00762939453125,0.00762939453125,0.004918234688895,0.0058650970458984,0.0073909759521484,0.0073909759521484,0.0063419342041015,0.0086784362792968,0.0112295150756835,0.0272035598754882,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,115.6,0.0,0.0,76.392,0.0,0.0,0.0,0
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061198036269386,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0047939164297921,0.0053167343139648,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,115.6,0.0,0.0,63.072,0.0,0.0,0.0,0
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060992454414937,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0048819042387462,0.0054836273193359,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,114.648,0.0,0.0,51.88,0.0,0.0,0.0,0
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060529851201754,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0053723653157552,0.0064373016357421,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,115.224,0.0,0.0,41.096,0.0,0.0,0.0,0
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063008929959577,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0052452087402343,0.0063657760620117,0.0102519989013671,0.0102519989013671,0.006103515625,0.0077724456787109,0.0103950500488281,0.018930435180664,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,114.584,0.0,0.0,30.896,0.0,0.0,0.0,0
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061965107324704,0.0083446502685546,0.00762939453125,0.00762939453125,0.0048436616596422,0.0055313110351562,0.0119209289550781,0.0119209289550781,0.005960464477539,0.0075340270996093,0.0107288360595703,0.0200748443603515,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,114.712,0.0,0.0,46.28,0.0,0.0,0.0,0
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061162627569519,0.0083208084106445,0.0071525573730468,0.0071525573730468,0.0053723653157552,0.0066757202148437,0.0102519989013671,0.0102519989013671,0.0060081481933593,0.0088214874267578,0.0115394592285156,0.0272035598754882,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,115.904,0.0,0.0,43.704,0.0,0.0,0.0,0
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062165874065739,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0053473881312779,0.0073909759521484,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,116.8,0.0,0.0,72.352,0.0,0.0,0.0,0
