time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062413734964805,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0065326690673828,0.0,0.0082969665527343,0.0115394592285156,0.0217914581298828,0.004887580871582,0.0061511993408203,0.496,1.84,0.0,0.0,4.232,3.744,118.448,62.5,104.448,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066450326749593,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0152587890625,0.0152587890625,0.0,0.0,0.006270408630371,0.0,0.0086069107055664,0.0109195709228515,0.0283718109130859,0.0161608469854925,0.0934839248657227,0.496,1.776,0.0,0.0,7.736,8.264,118.448,44.729344729344724,1857.728,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064420227957243,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0,0.0145435333251953,0.0145435333251953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085782031623684,0.0056266784667968,0.496,1.84,0.0,0.0,0.0,0.0,116.8,50.0,432.008,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063788890838623,0.0086069107055664,0.0092983245849609,0.0092983245849609,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0063419342041015,0.0,0.0083446502685546,0.0124931335449218,0.0247955322265625,0.0056028366088867,0.0094890594482421,0.496,1.84,0.0,0.0,4.232,3.744,112.0,59.09090909090909,167.184,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063981582869344,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0058650970458984,0.0,0.0074386596679687,0.0117778778076171,0.0232219696044921,0.0083311548772847,0.0069141387939453,0.496,1.808,0.0,0.0,4.232,3.744,117.192,55.46218487394958,507.688,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066602230072021,0.0090599060058593,0.0081062316894531,0.0081062316894531,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0062942504882812,0.0,0.0085830688476562,0.0107288360595703,0.0259876251220703,0.0117639215981088,0.0064373016357421,0.496,1.84,0.0,0.0,11.968,12.008,112.0,56.38297872340425,426.328,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065359575995083,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0057697296142578,0.0,0.0073909759521484,0.011301040649414,0.0213623046875,0.0139543643364539,0.0075578689575195,0.496,1.808,0.0,0.0,4.232,3.744,127.576,56.666666666666664,1022.816,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066769063769288,0.0092983245849609,0.0071525573730468,0.0071525573730468,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0064849853515625,0.0,0.0084400177001953,0.0107288360595703,0.0195503234863281,0.0210306537685109,0.0957012176513671,0.496,1.84,0.0,0.0,4.232,3.744,117.192,45.96774193548387,644.856,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063222439134891,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129640102386474,0.0072717666625976,0.496,1.84,0.0,0.0,0.0,0.0,117.192,34.883720930232556,538.672,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062558188367245,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0057220458984375,0.0,0.006866455078125,0.0118732452392578,0.0215053558349609,0.0052253405253092,0.0072956085205078,0.496,1.84,0.0,0.0,4.232,3.744,115.864,64.70588235294117,111.472,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064833329455687,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0075101852416992,0.0112056732177734,0.0112056732177734,0.0098943710327148,0.0091791152954101,0.0060081481933593,0.0121355056762695,0.0076770782470703,0.0111579895019531,0.0213146209716796,0.0075066790861241,0.0057935714721679,0.496,1.808,1.696,1.696,4.232,3.744,118.448,56.12903225806451,677.392,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065458883153329,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.006066428290473,0.0,0.0072956085205078,0.0103603709827769,0.0247955322265625,0.0065290010892427,0.005960464477539,0.496,1.84,0.0,0.0,7.208,8.792,118.448,53.77777777777778,979.808,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064066140958578,0.0087976455688476,0.0071525573730468,0.0071525573730468,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0271044279399671,0.0925064086914062,0.496,1.84,0.0,0.0,0.0,0.0,118.448,47.51381215469613,1017.848,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063886689902538,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0064690907796223,0.0,0.0092029571533203,0.010077158610026,0.02288818359375,0.0063322358212228,0.0057220458984375,0.496,1.808,0.0,0.0,11.312,10.776,117.192,49.572649572649574,534.28,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064135783940405,0.0085830688476562,0.0109672546386718,0.0109672546386718,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067785674450444,0.005960464477539,0.496,1.84,0.0,0.0,0.0,0.0,117.192,54.86725663716814,447.496,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064361154736571,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0060558319091796,0.0,0.0078201293945312,0.0110149383544921,0.0205039978027343,0.0069953025655543,0.0066280364990234,0.496,1.84,0.0,0.0,4.232,3.744,117.032,50.0,411.064,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061834629495345,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.006103515625,0.0,0.0079631805419921,0.0113487243652343,0.0217437744140625,0.0,0.0,0.496,1.808,0.0,0.0,4.232,3.744,117.192,50.0,0.0,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062747974300858,0.0085830688476562,0.008392333984375,0.00762939453125,0.0,0.0091791152954101,0.0106096267700195,0.0,0.0,0.0060558319091796,0.0,0.0084400177001953,0.0113487243652343,0.0273942947387695,0.0100386770148026,0.009012222290039,1.344,2.656,0.0,0.0,7.736,8.264,117.192,55.81395348837209,171.592,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064880541055509,0.0088214874267578,0.0116825103759765,0.0116825103759765,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005960464477539,0.005960464477539,0.496,1.808,0.0,0.0,0.0,0.0,118.448,0.0,1.192,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067477179045724,0.0090599060058593,0.0085830688476562,0.0085830688476562,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249188521812702,0.0929832458496093,0.496,1.808,0.0,0.0,0.0,0.0,118.448,49.122807017543856,1104.48,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006717030364688,0.0090360641479492,0.00762939453125,0.00762939453125,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0172871531862201,0.0087499618530273,0.496,1.84,0.0,0.0,0.0,0.0,118.448,50.74626865671642,1272.8,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063602011002118,0.0090599060058593,0.0102519989013671,0.0102519989013671,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0459398542131696,0.1939296722412109,0.496,1.84,0.0,0.0,0.0,0.0,117.192,43.54838709677419,341.544,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063566426139565,0.0085830688476562,0.0109672546386718,0.0109672546386718,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0061511993408203,0.0,0.0081539154052734,0.0123023986816406,0.0231266021728515,0.0,0.0,0.496,1.808,0.0,0.0,4.232,3.744,117.192,43.54838709677419,0.0,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006028413772583,0.0081062316894531,0.009775161743164,0.009775161743164,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.006723403930664,0.0,0.0091075897216796,0.0109672546386718,0.0210762023925781,0.0,0.0,0.496,1.808,0.0,0.0,4.232,3.744,112.0,43.54838709677419,0.0,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062072277069091,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.006270408630371,0.0,0.0086307525634765,0.011444091796875,0.0279188156127929,0.0,0.0,0.496,1.776,0.0,0.0,7.736,8.264,112.0,43.54838709677419,0.0,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060606002807617,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0,0.0157356262207031,0.0157356262207031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,112.0,43.54838709677419,0.0,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062937760234472,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0166893005371093,0.0166893005371093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126361846923828,0.0126361846923828,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062326105629525,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.496,1.776,0.0,0.0,0.0,0.0,134.024,0.0,1.192,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006358611759881,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.005960464477539,0.0,0.0075340270996093,0.0130176544189453,0.0265121459960937,0.0597544766347342,0.2060174942016602,0.496,1.84,0.0,0.0,4.232,3.744,123.64,49.65357967667436,2407.136,1
194,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060660329031113,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0063896179199218,0.0,0.0084400177001953,0.012063980102539,0.0232219696044921,0.0,0.0,0.496,1.776,0.0,0.0,4.232,3.744,117.192,49.65357967667436,0.0,1
195,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006549987033825,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0061750411987304,0.0,0.0081777572631835,0.0108957290649414,0.026249885559082,0.0404778648825252,0.1018285751342773,0.496,1.808,0.0,0.0,7.736,8.264,117.192,49.101796407185624,1908.112,1
196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063252449035644,0.0085830688476562,0.009775161743164,0.009775161743164,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,112.0,49.101796407185624,0.0,1
197,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061321258544921,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,112.0,49.101796407185624,0.0,1
198,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063002109527587,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,112.0,49.101796407185624,0.0,1
199,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063281747239146,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.006103515625,0.0,0.0076770782470703,0.0124931335449218,0.024271011352539,0.0,0.0,0.496,1.776,0.0,0.0,4.232,3.744,113.256,100.0,0.0,1
200,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006147878086982,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0057697296142578,0.0,0.0072956085205078,0.011444091796875,0.0222682952880859,0.0,0.0,0.496,1.776,0.0,0.0,4.232,3.744,113.256,100.0,0.0,1
201,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064148761258266,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0066518783569335,0.0,0.0092267990112304,0.010991096496582,0.0271797180175781,0.0927576282680434,0.2187252044677734,0.496,1.776,0.0,0.0,7.736,8.264,118.448,52.547770700636946,1593.304,1
202,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062787532806396,0.0088214874267578,0.00762939453125,0.00762939453125,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,112.0,52.547770700636946,0.0,1
203,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062394142150878,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0,0.0150203704833984,0.0150203704833984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,112.0,52.547770700636946,0.0,1
204,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006113052368164,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,112.0,52.547770700636946,0.0,1
205,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061821937561035,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0064373016357421,0.0,0.0086784362792968,0.0113487243652343,0.0214099884033203,0.0,0.0,0.496,1.776,0.0,0.0,4.232,3.744,112.0,52.547770700636946,0.0,1
206,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063169002532958,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0,0.0183582305908203,0.0183582305908203,0.0,0.0,0.0059008598327636,0.0,0.0063657760620117,0.0108083089192708,0.0195503234863281,0.0180176326206752,0.04119873046875,0.496,1.776,0.0,0.0,3.704,4.272,112.0,61.111111111111114,74.632,1
207,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062203407287597,0.0083923339843749,0.0083446502685546,0.0083446502685546,0.0075101852416992,0.0131130218505859,0.0131130218505859,0.0102758407592773,0.0077486038208007,0.0063896179199218,0.0091791152954101,0.0086069107055664,0.0118732452392578,0.0274419784545898,0.0,0.0,0.496,1.808,1.696,1.696,7.736,8.264,112.0,61.111111111111114,0.0,1
208,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061678886413574,0.0083684921264648,0.0066757202148437,0.0066757202148437,0.0,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,112.0,61.111111111111114,0.0,1
209,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065286361162935,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0262081623077392,0.0939130783081054,0.496,1.776,0.0,0.0,0.0,0.0,113.256,55.55555555555556,422.176,1
210,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061134793865146,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0496292114257812,0.1570224761962892,0.496,1.808,0.0,0.0,0.0,0.0,113.256,58.333333333333336,270.44,1
211,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061827581285854,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0061988830566406,0.0,0.0080585479736328,0.0112056732177734,0.0211715698242187,0.0090178321389591,0.0061988830566406,0.496,1.84,0.0,0.0,4.232,3.744,144.408,64.58333333333334,182.92,1
212,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065393115750592,0.0092983245849609,0.0073909759521484,0.0073909759521484,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0061511993408203,0.0,0.0081062316894531,0.0109195709228515,0.0198841094970703,0.0576046621723539,0.2006292343139648,0.496,1.84,0.0,0.0,4.232,3.744,117.192,52.6395173453997,3570.256,1
213,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061607360839843,0.0081062316894531,0.0078201293945312,0.00762939453125,0.0,0.0082254409790039,0.0090837478637695,0.0,0.0,0.0059366226196289,0.0,0.008392333984375,0.0114202499389648,0.0278234481811523,0.0,0.0,1.344,2.688,0.0,0.0,7.736,8.264,112.0,52.6395173453997,0.0,1
214,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064906789295708,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,117.192,52.6395173453997,0.0,1
215,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063393375661113,0.008559226989746,0.0090599060058593,0.0090599060058593,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.808,0.0,0.0,0.0,0.0,122.384,52.6395173453997,0.0,1
216,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063352916964251,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.005960464477539,0.005960464477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0176827112833658,0.078582763671875,0.496,1.84,0.0,0.0,0.0,0.0,117.192,62.5,269.552,1
217,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066733478906735,0.0095367431640625,0.0078678131103515,0.0078678131103515,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0070095062255859,0.0,0.0094413757324218,0.0130653381347656,0.0257492065429687,0.0519321913703229,0.1984596252441406,0.496,1.776,0.0,0.0,4.232,3.744,115.48,50.332225913621265,3289.96,1
218,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062251091003417,0.0088214874267578,0.0100135803222656,0.0100135803222656,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0067710876464843,0.0,0.0091075897216796,0.0112533569335937,0.0213146209716796,0.0261217355728149,0.0886917114257812,0.496,1.84,0.0,0.0,4.232,3.744,112.0,46.666666666666664,156.352,1
219,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061787183011942,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0,0.006013446384006,0.0,0.0071525573730468,0.0107505104758522,0.0271797180175781,0.0066757202148437,0.0066757202148437,0.496,1.808,0.0,0.0,7.208,8.792,113.256,0.0,1.192,1
220,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061716013286837,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052452087402343,0.0052452087402343,0.496,1.776,0.0,0.0,0.0,0.0,113.256,75.0,12.072,1
