time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,a1_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,e2_du_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_throughput_dl_kbps,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,F-node
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059711933135986,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062498880262991,0.0085830688476562,0.0054836273193359,0.0054836273193359,0.0069141387939453,0.0,0.0,0.0094413757324218,0.0,0.0,0.0111103057861328,0.0204086303710937,0,0.0,0.0,0.0,0.0,113.256,3.744,4.232,0.0,0.0,0.0,1.192,0.0,0.0,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060399373372395,0.0078678131103515,0.0088214874267578,0.0088214874267578,0.006723403930664,0.0,0.0,0.009012222290039,0.0,0.0,0.0109195709228515,0.0201225280761718,0,1.376,0.0,0.0,3.824,113.256,3.744,4.232,0.0,-6672.008673350017,0.0132560729980468,1.192,0.011444091796875,0.011444091796875,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061205963590251,0.0081062316894531,0.0054836273193359,0.0054836273193359,0.0064373016357421,0.0,0.0,0.0081300735473632,0.0,0.0,0.0102996826171875,0.0247478485107421,0,0.0,0.0,0.0,0.0,113.256,8.264,7.736,0.0,0.0,0.0,1.192,0.0,0.0,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060808658599853,0.0083684921264648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006103515625,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063264369964599,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060093402862548,0.0083446502685546,0.0,0.0,0.007486343383789,0.0,0.0,0.0110626220703125,0.0,0.0,0.0114917755126953,0.0212669372558593,0,0.0,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,0.0,0.0,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060494266339202,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0060081481933593,0.0,0.0,0.0077724456787109,0.0,0.0,0.0108242034912109,0.0206947326660156,0,0.0,0.0,0.0,6.32,113.256,3.744,4.232,0.0,0.0,0.0,1.192,80524.0261554718,80524.0261554718,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062131170016616,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0061988830566406,0.0,0.0,0.0086069107055664,0.0,0.0,0.0111103057861328,0.0277280807495117,0,0.0,0.0,0.0,0.0,113.256,8.264,7.736,0.0,0.0,0.0,1.192,0.0,0.0,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060802668481323,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0.0,0.0,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063121318817138,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063765048980712,0.0088214874267578,0.0,0.0,0.0,0.0042915344238281,0.0064373016357421,0.0,0.0064373016357421,0.0042915344238281,0.0,0.0,0,0.0,0.848,0.848,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064027309417724,0.0085830688476562,0.0,0.0,0.0062465667724609,0.0104904174804687,0.0042915344238281,0.0077724456787109,0.0042915344238281,0.0104904174804687,0.0107765197753906,0.0204086303710937,0,0.0,0.848,0.848,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,0.0,0.0,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059390068054199,0.0083446502685546,0.0,0.0,0.0061988830566406,0.0,0.0,0.0078678131103515,0.0,0.0,0.0112533569335937,0.0216960906982421,0,0.0,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,0.0,0.0,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061585535457478,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0062942504882812,0.0,0.0,0.0092506408691406,0.0,0.0,0.0101566314697265,0.0242471694946289,0,0.0,0.0,0.0,0.0,113.256,8.264,7.736,0.0,0.0,0.0,1.192,0.0,0.0,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064657695257841,0.0088214874267578,0.0050067901611328,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0.0,0.0,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061372026282163,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0.0,0.0,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061607360839843,0.0086069107055664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065472519513472,0.0089406967163085,0.0042716662089029,0.0057220458984375,0.0058650970458984,0.0,0.0,0.0072479248046875,0.0,0.0,0.0108718872070312,0.0191211700439453,0,0.0,0.0,0.0,0.0,138.928,3.744,4.232,0.0,0.0,0.0,1057.152,0.0,0.0,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063530841277013,0.0085830688476562,0.0050522032238188,0.0057220458984375,0.0057697296142578,0.0,0.0,0.0074386596679687,0.0,0.0,0.0110149383544921,0.0211238861083984,0,0.0,0.0,0.0,0.0,114.376,3.744,4.232,0.0,0.0,0.0,130.008,0.0,0.0,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064516067504882,0.0092983245849609,0.0,0.0,0.0063896179199218,0.0075499216715494,0.0069538752237955,0.0084638595581054,0.0079870223999023,0.0104904174804687,0.0117063522338867,0.0271320343017578,0,0.0,8.192,11.168,0.0,112.0,8.264,7.736,0.0,0.0,0.0,0.0,0.0,0.0,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062763690948486,0.0085830688476562,0.0,0.0,0.0,0.007947285970052,0.005960464477539,0.0,0.0063419342041015,0.0089645385742187,0.0,0.0,0,0.0,2.56,13.424,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006319871589319,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,1.192,0.0,0.0,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063069348264797,0.0087738037109375,0.0069936116536458,0.0072956085205078,0.0,0.00762939453125,0.007033348083496,0.0,0.0075578689575195,0.008392333984375,0.0,0.0,0,0.0,5.696,8.608,22.864,122.696,0.0,0.0,100.0,0.0,0.0,11.352,0.0,0.0,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067250481967268,0.0088214874267578,0.0053644180297851,0.0058650970458984,0.005960464477539,0.0072479248046875,0.0081062316894531,0.0077247619628906,0.0097274780273437,0.0103473663330078,0.0121116638183593,0.0216007232666015,0,0.0,16.656,5.04,0.0,128.208,3.744,4.232,100.0,0.0,0.0,32.048,0.0,0.0,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069698884119441,0.0090599060058593,0.0052452087402343,0.0061988830566406,0.006103515625,0.0,0.0,0.0078678131103515,0.0,0.0,0.011444091796875,0.0210762023925781,0,0.0,0.0,0.0,0.0,117.192,3.744,4.232,100.0,0.0,0.0,36.352,0.0,0.0,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071822114251739,0.0088214874267578,0.0043798376012731,0.0052213668823242,0.0065803527832031,0.0,0.0,0.0091552734375,0.0,0.0,0.0115156173706054,0.0262022018432617,1,0.0,0.0,0.0,11.632,117.192,8.264,7.736,0.0,0.0,0.0,1281.968,61439.011573791504,61439.011573791504,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0073482741170854,0.009775161743164,0.0042972382175865,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,0.0,1813.304,0.0,0.0,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0073957206004887,0.0092983245849609,0.0043773069614317,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,114.296,0.0,0.0,0.0,0.0,0.0,1440.624,0.0,0.0,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0073567475422774,0.0095367431640625,0.0044117454721146,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,0.0,1034.36,0.0,0.0,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0074629736418771,0.0095367431640625,0.0042994817097981,0.0052452087402343,0.0057697296142578,0.0,0.0,0.0072956085205078,0.0,0.0,0.0104904174804687,0.019073486328125,0,0.0,0.0,0.0,0.0,118.448,3.744,4.232,0.0,0.0,0.0,2417.792,0.0,0.0,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0075668391614857,0.0095367431640625,0.0043392181396484,0.0052452087402343,0.005960464477539,0.0,0.0,0.0075817108154296,0.0,0.0,0.0104904174804687,0.0193595886230468,1,0.0,0.0,0.0,3.344,118.448,3.744,4.232,0.0,0.0,0.0,2060.784,56523.9577293396,56523.9577293396,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0073743696829572,0.0092983245849609,0.0042976928373104,0.0052452087402343,0.0068902969360351,0.0,0.0,0.0098705291748046,0.0,0.0,0.0107288360595703,0.0241994857788085,0,0.0,0.0,0.0,0.0,115.16,8.264,7.736,0.0,0.0,0.0,2314.664,0.0,0.0,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.007428933138871,0.0095367431640625,0.0042210454526154,0.0050306320190429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.848,0.0,0.0,0.848,117.192,0.0,0.0,100.0,0.0145435333251953,0.0145435333251953,2080.992,0.0,0.0,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0073909759521484,0.0092983245849609,0.004361073176066,0.0054121017456054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,100.0,0.0,0.0,1250.752,0.0,0.0,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0075748310753362,0.009775161743164,0.0042560053806678,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,100.0,0.0,0.0,2172.888,0.0,0.0,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071844252029267,0.0090599060058593,0.0043696716052143,0.0052452087402343,0.0062465667724609,0.0,0.0,0.0079631805419921,0.0,0.0,0.0109195709228515,0.0205039978027343,0,0.0,0.0,0.0,0.0,118.448,3.744,4.232,100.0,0.0,0.0,1009.752,0.0,0.0,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0072788484025709,0.0092744827270507,0.0043900116630222,0.0054836273193359,0.005960464477539,0.0,0.0,0.0077724456787109,0.0,0.0,0.0116825103759765,0.0225067138671875,0,0.0,0.0,0.0,0.0,118.448,3.744,4.232,100.0,0.0,0.0,1233.984,0.0,0.0,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0076919499010142,0.0100135803222656,0.0042400576851584,0.0052452087402343,0.006066428290473,0.0,0.0,0.0071048736572265,0.0,0.0,0.0104470686479048,0.0240802764892578,0,0.0,0.0,0.0,0.0,118.448,8.792,7.208,100.0,0.0,0.0,2355.344,0.0,0.0,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071822114251739,0.0090599060058593,0.0043680083076908,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,100.0,0.0,0.0,863.088,0.0,0.0,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069426066839872,0.0088214874267578,0.0047002519880022,0.0062227249145507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,100.0,0.0,0.0,110.576,0.0,0.0,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006880760192871,0.0088214874267578,0.005960464477539,0.007486343383789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,15.872,0.0,0.0,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069379806518554,0.0090599060058593,0.0,0.0,0.0063419342041015,0.0,0.0,0.008392333984375,0.0,0.0,0.0110149383544921,0.0206947326660156,0,0.0,0.0,0.0,0.0,112.0,3.744,4.232,100.0,0.0,0.0,0.0,0.0,0.0,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068706831908578,0.0085353851318359,0.0051498413085937,0.0063896179199218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,119.576,0.0,0.0,100.0,0.0,0.0,12.68,0.0,0.0,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068749954451375,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,100.0,0.0,0.0,1.192,0.0,0.0,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069141387939453,0.0088214874267578,0.0047683715820312,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,100.0,0.0,0.0,1.192,0.0,0.0,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067627429962158,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070656461668719,0.0090599060058593,0.0043782320889559,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,127.576,0.0,0.0,100.0,0.0,0.0,122.376,0.0,0.0,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068220761742922,0.0085830688476562,0.0061988830566406,0.008249282836914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,122.384,0.0,0.0,100.0,0.0,0.0,24.984,0.0,0.0,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071797040429445,0.0088214874267578,0.0044586312057625,0.0054836273193359,0.0065167744954427,0.0,0.0,0.0083446502685546,0.0,0.0,0.0100294748942057,0.0210285186767578,0,0.0,0.0,0.0,0.0,122.384,10.776,11.312,100.0,0.0,0.0,940.488,0.0,0.0,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006939048197732,0.0088214874267578,0.0046094258626302,0.0050544738769531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,100.0,0.0,0.0,50.568,0.0,0.0,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0076141263463814,0.0097274780273437,0.0038892814670193,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,123.64,0.0,0.0,100.0,0.0,0.0,27732.184,0.0,0.0,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0077249980208897,0.0100135803222656,0.0040088664131481,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,100.0,0.0,0.0,4067.224,0.0,0.0,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069642066955566,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069689750671386,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068676471710205,0.0085830688476562,0.0,0.0,0.0,0.0122785568237304,0.0113248825073242,0.0,0.0165700912475585,0.0159978866577148,0.0,0.0,0,0.0,1.696,1.696,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006967516087774,0.0090599060058593,0.0082254409790039,0.008702278137207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,100.0,0.0,0.0,15.36,0.0,0.0,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068429690688403,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,100.0,0.0,0.0,1.192,0.0,0.0,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069615910354169,0.0090599060058593,0.003894418478012,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,139.216,0.0,0.0,100.0,0.0,0.0,7198.48,0.0,0.0,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0079114838401869,0.0099897384643554,0.0039179813999471,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,100.0,0.0,0.0,20464.296,0.0,0.0,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068545341491699,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067901611328125,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068616867065429,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066888332366943,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.848,0.0,0.0,0.848,112.0,0.0,0.0,100.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006636576866036,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,100.0,0.0,0.0,1.192,0.0,0.0,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069082079835199,0.0088214874267578,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,100.0,0.0,0.0,1.192,0.0,0.0,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071226110780872,0.0088214874267578,0.003893652049317,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.848,0.0,0.0,0.848,144.408,0.0,0.0,100.0,0.0116825103759765,0.0116825103759765,17329.2,0.0,0.0,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0075173377990722,0.0095367431640625,0.0038920075985309,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,5005.848,0.0,0.0,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066959857940673,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067245960235595,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067222118377685,0.0083684921264648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
