time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,a1_latency_mean_ul_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,F-node
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061535835266113,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.696,1.696,0.0,0.0,112.0,0.0,0.0,0.0129938125610351,0.0167131423950195,0.0132322311401367,0.0171422958374023,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060892105102539,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.696,1.696,0.0,0.0,112.0,0.0,0.0,0.0129938125610351,0.0167131423950195,0.0132322311401367,0.0171422958374023,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060772895812988,0.0076532363891601,0.0069141387939453,0.0069141387939453,0.0073909759521484,0.0073909759521484,0.0,0.0062465667724609,0.0,0.0079154968261718,0.0123500823974609,0.0235557556152343,0.0,0.0,0.496,1.36,1.696,1.696,3.744,4.232,112.0,0.0,0.0,0.0129938125610351,0.0167131423950195,0.0132322311401367,0.0171422958374023,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060458681476649,0.0078678131103515,0.009775161743164,0.009775161743164,0.0092983245849609,0.0092983245849609,0.0095367431640625,0.0060081481933593,0.0095367431640625,0.0075340270996093,0.0103473663330078,0.0186443328857421,0.0,0.0,0.496,1.36,1.696,1.696,3.744,4.232,113.256,0.0,1.192,0.0129938125610351,0.0167131423950195,0.0132322311401367,0.0171422958374023,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058940394007744,0.00762939453125,0.00762939453125,0.00762939453125,0.0147819519042968,0.0147819519042968,0.0085830688476562,0.0058412551879882,0.0085830688476562,0.0079154968261718,0.0098466873168945,0.0229358673095703,0.0,0.0,0.496,1.36,1.696,1.696,8.264,7.736,113.256,0.0,1.192,0.0129938125610351,0.0167131423950195,0.0132322311401367,0.0171422958374023,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060268895543036,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0071525573730468,0.0071525573730468,0.0073909759521484,0.0,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.696,1.696,0.0,0.0,113.256,0.0,1.192,0.0129938125610351,0.0167131423950195,0.0132322311401367,0.0171422958374023,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060808658599853,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.696,1.696,0.0,0.0,112.0,0.0,0.0,0.0129938125610351,0.0167131423950195,0.0132322311401367,0.0171422958374023,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059938430786132,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,1.696,1.696,0.0,0.0,112.0,0.0,0.0,0.0129938125610351,0.0167131423950195,0.0132322311401367,0.0171422958374023,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062526441087909,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.0073909759521484,0.0073909759521484,0.0045167075263129,0.006866455078125,0.0063896179199218,0.0091075897216796,0.0109195709228515,0.0184059143066406,0.0,0.0,0.496,1.36,1.696,1.696,3.744,4.232,132.768,0.0,176.368,0.0129938125610351,0.0167131423950195,0.0132322311401367,0.0171422958374023,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063597862356402,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0095367431640625,0.0095367431640625,0.003944435010948,0.0071525573730468,0.0045299530029296,0.0097274780273437,0.0100612640380859,0.0187873840332031,0.0,0.0,0.496,1.36,1.696,1.696,3.744,4.232,127.576,0.0,3871.992,0.0129938125610351,0.0167131423950195,0.0132322311401367,0.0171422958374023,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059127807617187,0.0078678131103515,0.0100135803222656,0.0100135803222656,0.0123977661132812,0.0123977661132812,0.0,0.0063896179199218,0.0,0.008392333984375,0.0097274780273437,0.0226497650146484,0.0,0.0,0.496,1.36,1.696,1.696,8.264,7.736,112.0,0.0,0.0,0.0129938125610351,0.0167131423950195,0.0132322311401367,0.0171422958374023,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062463295400439,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0119209289550781,0.0119209289550781,0.0047683715820312,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0.0,0.0,0.0,0.0,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006174219065699,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0126361846923828,0.0126361846923828,0.0040531158447265,0.0,0.004887580871582,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,123.64,0.0,675.536,0.0,0.0,0.0,0.0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059248796149865,0.00762939453125,0.0085830688476562,0.0085830688476562,0.0116825103759765,0.0116825103759765,0.0073909759521484,0.0,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0.0,0.0,0.0,0.0,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060884823352832,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.009775161743164,0.009775161743164,0.004022088769364,0.0062942504882812,0.0050067901611328,0.008249282836914,0.009918212890625,0.0184059143066406,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,127.576,0.0,1629.376,0.0,0.0,0.0,0.0,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060117244720458,0.0081300735473632,0.0088214874267578,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0066757202148437,0.0,0.008249282836914,0.0111579895019531,0.019693374633789,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061213970184326,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0,0.0063657760620117,0.0,0.0081777572631835,0.009775161743164,0.0221014022827148,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060927867889404,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060672190651964,0.0083446502685546,0.006413459777832,0.0063180923461914,0.0151395797729492,0.020766258239746,0.0088214874267578,0.0,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0.0,0.0,0.0,0.0,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060980592794086,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0112056732177734,0.0112056732177734,0.0052452087402343,0.0,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0.0,0.0,0.0,0.0,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006507285198762,0.0083446502685546,0.0121593475341796,0.0121593475341796,0.005960464477539,0.005960464477539,0.00762939453125,0.0058650970458984,0.00762939453125,0.0073909759521484,0.0100135803222656,0.0185012817382812,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0.0,0.0,0.0,0.0,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060808658599853,0.0081062316894531,0.0112056732177734,0.0112056732177734,0.0078678131103515,0.0078678131103515,0.0085830688476562,0.005960464477539,0.0085830688476562,0.0076770782470703,0.0105857849121093,0.0197887420654296,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,114.936,0.0,3.208,0.0,0.0,0.0,0.0,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059676170349121,0.0081300735473632,0.0066757202148437,0.0066757202148437,0.0066757202148437,0.0066757202148437,0.0,0.0060319900512695,0.0,0.0081539154052734,0.0102996826171875,0.026249885559082,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058591365814208,0.0081062316894531,0.009775161743164,0.009775161743164,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060784816741943,0.0086069107055664,0.0069141387939453,0.0069141387939453,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066342561141304,0.0095367431640625,0.00762939453125,0.00762939453125,0.0109672546386718,0.0109672546386718,0.0039168993631998,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,144.408,0.0,16748.08,0.0,0.0,0.0,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063700251059957,0.0090360641479492,0.0092983245849609,0.0092983245849609,0.0073909759521484,0.0073909759521484,0.0039268565434281,0.0065326690673828,0.0047683715820312,0.0086784362792968,0.0108718872070312,0.0208377838134765,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,118.448,0.0,4148.096,0.0,0.0,0.0,0.0,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061288994936207,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0143051147460937,0.0143051147460937,0.0057220458984375,0.0064373016357421,0.0057220458984375,0.008392333984375,0.0103473663330078,0.0194549560546875,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0.0,0.0,0.0,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062036514282226,0.0081300735473632,0.0104904174804687,0.0104904174804687,0.0069141387939453,0.0069141387939453,0.0,0.0060558319091796,0.0,0.0081539154052734,0.0100135803222656,0.023818016052246,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066099495723329,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0039762197501016,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,127.576,0.0,6262.512,0.0,0.0,0.0,0.0,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061511993408203,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0123977661132812,0.0123977661132812,0.0041574239730834,0.0,0.0053644180297851,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,170.464,0.0,0.0,0.0,0.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064207775758044,0.0092983245849609,0.00762939453125,0.00762939453125,0.0083446502685546,0.0083446502685546,0.0041448152982271,0.0,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,122.384,0.0,1234.84,0.0,0.0,0.0,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062060000291511,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.011444091796875,0.011444091796875,0.0040531158447265,0.0070571899414062,0.0051498413085937,0.0100612640380859,0.0106334686279296,0.0192642211914062,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,120.864,0.0,0.0,0.0,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058406621069457,0.00762939453125,0.009775161743164,0.009775161743164,0.0071525573730468,0.0071525573730468,0.0071525573730468,0.0063419342041015,0.0071525573730468,0.0081062316894531,0.0103950500488281,0.0194072723388671,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0.0,0.0,0.0,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058952255628595,0.00762939453125,0.0081062316894531,0.0081062316894531,0.0140666961669921,0.0140666961669921,0.0081062316894531,0.0065326690673828,0.0081062316894531,0.0089645385742187,0.0100374221801757,0.0228404998779296,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,113.256,0.0,1.192,0.0,0.0,0.0,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062346458435058,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005950927734375,0.0076532363891601,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059890747070312,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006080831138833,0.0085830688476562,0.0116825103759765,0.0116825103759765,0.0081062316894531,0.0081062316894531,0.0040227440512104,0.0058650970458984,0.0047683715820312,0.0072956085205078,0.0105857849121093,0.0193595886230468,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,143.152,0.0,1722.92,0.0,0.0,0.0,0.0,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059142041562208,0.0078678131103515,0.0088214874267578,0.0088214874267578,0.0095367431640625,0.0095367431640625,0.0045299530029296,0.0063896179199218,0.0045299530029296,0.0092506408691406,0.0101566314697265,0.0189781188964843,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,1.192,0.0,0.0,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060363788509843,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0061988830566406,0.0061988830566406,0.0066757202148437,0.0060319900512695,0.0066757202148437,0.0086069107055664,0.0102519989013671,0.0229835510253906,0.0,0.0,0.496,1.36,1.696,1.696,8.264,7.736,113.256,0.0,1.192,0.0104904174804687,0.0110626220703125,0.0102519989013671,0.0102519989013671,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062688666196604,0.0081062316894531,0.0116825103759765,0.0116825103759765,0.0116825103759765,0.0116825103759765,0.0052452087402343,0.0,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0.0,0.0,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060224533081054,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060713291168212,0.0078916549682617,0.0061988830566406,0.0061988830566406,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064349868922557,0.0088214874267578,0.0104904174804687,0.0104904174804687,0.0100135803222656,0.0100135803222656,0.0039316371734038,0.0075340270996093,0.0047683715820312,0.0112533569335937,0.0109672546386718,0.0197410583496093,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,143.152,0.0,9704.12,0.0,0.0,0.0,0.0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064659118652343,0.0090599060058593,0.0095367431640625,0.0095367431640625,0.0100135803222656,0.0100135803222656,0.0039856913485958,0.0061988830566406,0.0050067901611328,0.0080108642578125,0.0102519989013671,0.0191688537597656,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,112.0,0.0,3664.744,0.0,0.0,0.0,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006152851746814,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0152587890625,0.0152587890625,0.0078678131103515,0.006270408630371,0.008249282836914,0.008702278137207,0.0103473663330078,0.0254392623901367,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,116.288,0.0,3.936,0.0,0.0,0.0,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059782569088152,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0088214874267578,0.0088214874267578,0.0047683715820312,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0.0,0.0,0.0,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060767083618771,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0107288360595703,0.0107288360595703,0.0073909759521484,0.0,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,0.0,0.0,0.0,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060236454010009,0.0076532363891601,0.0071287155151367,0.0060796737670898,0.0084638595581054,0.0097036361694335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0
