time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_packet_loss_ul_percentage,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,f1_c_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0060909423068981,0.0078678131103515,0.004887580871582,0.0057458877563476,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.36,5.6,0.0,6.512,117.192,25.152,27.344,100.0,581.5876483917236,0.0,100.0,786.6081714630127,0.0,0.0,0.0,0.0,999.976634979248,999.976634979248,15.872,0
1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062593599645102,0.0085830688476562,0.0044538619670462,0.0058174133300781,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.424,6.096,0.0,5.728,137.96,25.152,27.344,40.0,602.4811863899231,0.0,0.0,796.379828453064,-800.0924587249756,-799.1837024688721,-998.995304107666,-998.995304107666,1000.06103515625,1000.06103515625,426.024,0
2,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0061309337615966,0.0078916549682617,0.0,0.0,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.392,9.856,0.0,10.176,112.0,25.152,27.344,16.666666666666664,579.1913270950317,0.0,0.0,783.0328941345215,-802.1706104278564,-799.9996662139893,-999.9866485595704,-999.9866485595704,1000.0135898590088,1000.0135898590088,0.0,0
3,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063507118035311,0.0088214874267578,0.0061988830566406,0.0061988830566406,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.36,6.448,0.0,6.224,113.256,25.152,27.344,20.0,639.9960041046143,0.0,0.0,800.0058174133301,-800.5291819572449,-799.9868154525757,-1000.9829998016356,-1000.9829998016356,999.9492168426514,999.9492168426514,1.192,0
4,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0064088337457002,0.0088214874267578,0.0064373016357421,0.0064373016357421,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.36,5.6,0.0,6.512,113.256,25.152,27.344,25.0,586.2184524536133,0.0,0.0,784.8280906677246,-800.2347151438395,-799.9885559082031,-998.988389968872,-998.988389968872,1000.0112056732178,1000.0112056732178,1.192,0
5,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.006291403699277,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.36,6.096,0.0,5.728,113.256,25.152,27.344,40.0,599.7586250305176,0.0,0.0,787.3086929321289,-800.8458614349365,-800.0051498413086,-1000.9865760803224,-1000.9865760803224,999.9938011169434,999.9938011169434,1.192,0
6,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0061345100402832,0.0083446502685546,0.0,0.0,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.36,9.856,0.0,10.176,112.0,25.152,27.344,16.666666666666664,583.4990739822388,0.0,0.0,783.9723825454712,-800.4971504211426,-799.1614818572998,-998.9922046661376,-998.9922046661376,1000.1189708709716,1000.1189708709716,0.0,0
7,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0066097500254806,0.0090599060058593,0.0039607442486348,0.0047683715820312,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.424,6.448,0.0,6.224,143.152,25.152,27.344,20.0,636.4375114440918,0.0,0.0,800.2096652984619,-801.7498254776001,-798.6190319061279,-1000.9841918945312,-1000.9841918945312,999.9804496765136,999.9804496765136,10197.192,0
8,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0072711735815551,0.009775161743164,0.0039358341947514,0.0047683715820312,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.424,5.6,0.0,6.512,117.192,25.152,27.344,25.0,585.5837345123291,0.0,0.0,783.1947803497314,-799.7081279754639,-799.1940975189209,-998.9933967590332,-998.9933967590332,999.9496936798096,999.9496936798096,12592.536,0
9,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063133239746093,0.0088214874267578,0.0,0.0,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.392,6.096,0.0,5.728,112.0,25.152,27.344,40.0,600.4902124404907,0.0,0.0,787.7785682678223,-800.2363840738932,-799.9231815338135,-1000.9877681732178,-1000.9877681732178,1000.0367164611816,1000.0367164611816,0.0,0
10,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062599557961149,0.0085353851318359,0.0048081080118815,0.0063180923461914,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.392,9.856,0.0,10.176,123.64,25.152,27.344,16.666666666666664,579.181949297587,0.0,0.0,778.008222579956,-800.888729095459,-799.9829292297363,-998.9876747131348,-998.9876747131348,999.9911785125732,999.9911785125732,52.928,0
11,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062673398763826,0.0085830688476562,0.0039112000238327,0.0045299530029296,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.424,6.448,0.0,6.224,118.448,25.152,27.344,20.0,639.8319721221924,0.0,0.0,799.6114730834961,-799.9485731124878,-799.8449802398682,-999.9854564666748,-999.9854564666748,1000.0009536743164,1000.0009536743164,3379.904,0
12,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0077966433852466,0.0100135803222656,0.0039022080202933,0.0045299530029296,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.424,5.6,0.0,6.512,117.888,25.152,27.344,25.0,587.5860691070557,0.0,0.0,785.994815826416,-800.1263936360677,-799.1993427276611,-999.9988079071044,-999.9988079071044,999.995231628418,999.995231628418,31179.896,0
13,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0072228908538818,0.0092983245849609,0.0,0.0,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.392,6.096,0.0,5.728,112.0,25.152,27.344,40.0,600.4887819290161,0.0,0.0,785.9949350357056,-803.4389019012451,-800.4628658294678,-999.9806880950928,-999.9806880950928,1000.025987625122,1000.025987625122,0.0,0
14,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0068414211273193,0.0088214874267578,0.0,0.0,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.36,9.856,0.0,10.176,112.0,25.152,27.344,16.666666666666664,578.8495540618896,0.0,0.0,775.0294208526611,-800.2014636993408,-799.8773097991943,-999.992847442627,-999.992847442627,1000.0483989715576,1000.0483989715576,0.0,0
15,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0066983699798583,0.0085830688476562,0.0050067901611328,0.0050067901611328,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.36,6.448,0.0,6.224,112.0,25.152,27.344,20.0,635.6205940246582,0.0,0.0,790.2087211608887,-800.2943992614746,-799.2791891098022,-1000.9832382202148,-1000.9832382202148,999.9775886535645,999.9775886535645,1.976,0
16,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0065530047697179,0.0088214874267578,0.004589557647705,0.0057220458984375,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.424,5.6,0.0,6.512,121.488,25.152,27.344,25.0,581.3945770263672,0.0,0.0,786.58447265625,-785.6524785359701,-777.5670528411865,-1000.0019073486328,-1000.0019073486328,999.9938011169434,999.9938011169434,129.648,0
17,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062437340764716,0.0081062316894531,0.0053644180297851,0.0065326690673828,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.424,6.096,0.0,5.728,117.136,25.152,27.344,40.0,602.5078892707825,0.0,0.0,795.6903219223022,-799.9270757039388,-799.1731643676758,-998.9817142486572,-998.9817142486572,1000.0500679016112,1000.0500679016112,9.584,0
18,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0064195972858089,0.0090599060058593,0.0046982484705307,0.0061988830566406,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.424,9.856,0.0,10.176,118.448,25.152,27.344,16.666666666666664,579.0055990219116,0.0,0.0,782.5032472610474,-802.4288177490234,-800.0148296356201,-999.993085861206,-999.993085861206,999.9823570251464,999.9823570251464,172.968,0
19,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063346164061291,0.0083446502685546,0.0047087669372558,0.0055313110351562,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.36,6.448,0.0,6.224,116.224,25.152,27.344,20.0,640.2057647705078,0.0,0.0,800.6064891815186,-800.2302646636963,-799.9476671218872,-1000.990390777588,-1000.990390777588,999.9771118164062,999.9771118164062,55.056,0
20,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0064740726603797,0.0088214874267578,0.0046994951036241,0.0057697296142578,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.424,5.6,0.0,6.512,117.192,25.152,27.344,25.0,585.6090068817139,0.0,0.0,784.5823287963867,-799.9866008758545,-799.9695777893066,-998.9948272705078,-998.9948272705078,1000.0290870666504,1000.0290870666504,218.84,0
21,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0061929522462152,0.0081062316894531,0.0058412551879882,0.0066995620727539,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.424,6.096,0.0,5.728,114.392,25.152,27.344,40.0,600.5076169967651,0.0,0.0,788.6011838912964,-799.9626795450846,-799.188756942749,-1000.9849071502686,-1000.9849071502686,999.9837875366212,999.9837875366212,15.904,0
22,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0060838253343876,0.0081062316894531,0.0047127405802408,0.0057697296142578,0.0065939767020089,0.0093460083007812,0.0104563576834542,0.023651123046875,0,0.496,1.424,9.856,0.0,10.176,115.16,25.152,27.344,16.666666666666664,583.6739540100098,0.0,0.0,784.5044136047363,-801.0442733764648,-799.9828815460205,-999.9847412109376,-999.9847412109376,999.9902248382568,999.9902248382568,217.632,0
23,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063649457485521,0.0083446502685546,0.0049008263481987,0.0060796737670898,0.0,0.0,0.0,0.0,0,0.496,1.424,6.448,0.0,6.224,115.864,0.0,0.0,20.0,636.0206127166748,0.0,0.0,799.6118545532227,-801.7145395278931,-798.8867521286011,-999.986171722412,-999.986171722412,1000.091552734375,1000.091552734375,199.888,0
24,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062297232708527,0.0083446502685546,0.0057816505432128,0.0080108642578125,0.0,0.0,0.0,0.0,0,0.496,1.424,5.6,0.0,6.512,115.8,0.0,0.0,25.0,585.9983921051025,0.0,0.0,783.792781829834,-800.0900745391846,-799.988842010498,-998.9900588989258,-998.9900588989258,999.992609024048,999.992609024048,27.264,0
25,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062815033563292,0.0083446502685546,0.0052452087402343,0.0056266784667968,0.0,0.0,0.0,0.0,0,0.496,1.424,6.096,0.0,5.728,116.224,0.0,0.0,40.0,599.9979972839355,0.0,0.0,786.3737106323242,-802.6281992594401,-800.1640796661377,-1000.9894371032716,-1000.9894371032716,1000.0157356262208,1000.0157356262208,28.824,0
26,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0068386002342299,0.0095129013061523,0.0050399038526746,0.0061988830566406,0.0065326690673828,0.0083446502685546,0.0127792358398437,0.0247001647949218,0,0.496,1.424,9.856,0.0,10.176,115.648,4.52,3.504,16.666666666666664,579.173763593038,0.0,0.0,777.9719829559326,-798.9212512969971,-796.3759422302246,-999.98140335083,-999.98140335083,999.997615814209,999.997615814209,188.32,0
27,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062720610363648,0.0085830688476562,0.0051259994506835,0.0062227249145507,0.0063896179199218,0.0082969665527343,0.0120162963867187,0.022745132446289,0,0.496,1.424,6.448,0.0,6.224,117.504,3.744,4.232,20.0,636.2094402313232,0.0,0.0,803.0062198638916,-791.8486595153809,-783.1646919250488,-998.9943504333496,-998.9943504333496,1000.0016689300536,1000.0016689300536,51.712,0
28,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062720610363648,0.0085830688476562,0.0051259994506835,0.0062227249145507,0.0066995620727539,0.0088930130004882,0.0114679336547851,0.0283479690551757,0,1.344,2.208,5.6,0.0,6.512,117.504,8.264,7.736,25.0,589.8010730743408,0.0,0.0,781.7686557769775,-811.5948836008707,-803.0024528503418,-499.9896287918091,-99.99010562896729,500.00274181365967,899.999213218689,51.712,0
29,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062720610363648,0.0085830688476562,0.0051259994506835,0.0062227249145507,0.0,0.0,0.0,0.0,0,0.496,1.36,6.096,0.0,5.728,117.504,0.0,0.0,40.0,602.5139093399048,0.0,0.0,791.215705871582,-800.6942272186279,-800.1420021057129,-1000.990390777588,-1000.990390777588,1000.0202655792236,1000.0202655792236,51.712,0
30,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062720610363648,0.0085830688476562,0.0051259994506835,0.0062227249145507,0.0062942504882812,0.0080585479736328,0.0117301940917968,0.0220775604248046,0,0.496,1.36,9.856,0.0,10.176,117.504,3.744,4.232,16.666666666666664,578.6696275075277,0.0,0.0,774.5145559310913,-801.948356628418,-800.0015735626221,-998.9852905273438,-998.9852905273438,999.9573230743408,999.9573230743408,51.712,0
31,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062720610363648,0.0085830688476562,0.0051259994506835,0.0062227249145507,0.0071525573730468,0.0104904174804687,0.011301040649414,0.0217914581298828,0,0.496,1.36,6.448,0.0,6.224,117.504,3.744,4.232,20.0,635.8357906341553,0.0,0.0,790.8098220825195,-800.0583052635193,-799.2737770080566,-999.997854232788,-999.997854232788,1000.103235244751,1000.103235244751,51.712,0
32,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.006358611759881,0.0085353851318359,0.0047485033671061,0.0067949295043945,0.0061988830566406,0.0084877014160156,0.0111579895019531,0.0291347503662109,0,0.496,1.424,5.6,0.0,6.512,123.64,12.008,11.968,25.0,581.4113616943359,0.0,0.0,786.6078853607178,-786.1473560333252,-777.8700828552246,-1000.981330871582,-1000.981330871582,999.9687671661376,999.9687671661376,128.688,0
33,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0064574663911885,0.0090599060058593,0.0054836273193359,0.0054836273193359,0.0066757202148437,0.0091075897216796,0.0117778778076171,0.022745132446289,0,0.496,1.36,6.096,0.0,5.728,113.256,3.744,4.232,40.0,602.4525761604309,0.0,0.0,795.6595420837402,-799.7526327768961,-799.1928100585938,-998.9924430847168,-998.9924430847168,1000.0042915344238,1000.0042915344238,1.192,0
34,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063329193722549,0.0085830688476562,0.00762939453125,0.00762939453125,0.0059366226196289,0.0081539154052734,0.0108242034912109,0.0272274017333984,0,0.496,1.36,9.856,0.0,10.176,113.256,8.264,7.736,16.666666666666664,579.1937907536825,0.0,0.0,783.0106019973755,-802.2243499755859,-799.9545097351074,-1000.9915828704834,-1000.9915828704834,1000.0061988830566,1000.0061988830566,1.192,0
35,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062477588653564,0.0078916549682617,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,1.36,6.448,0.0,6.224,112.0,0.0,0.0,20.0,640.2121067047119,0.0,0.0,800.206708908081,-800.8416891098022,-799.3209600448608,-998.985767364502,-998.985767364502,999.9899864196776,999.9899864196776,0.0,0
36,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062048435211181,0.0081300735473632,0.0,0.0,0.0063419342041015,0.008392333984375,0.0113487243652343,0.0224590301513671,0,0.496,1.36,5.6,0.0,6.512,112.0,3.744,4.232,25.0,585.3925228118896,0.0,0.0,784.1999530792236,-799.9939918518066,-799.2401123046875,-1000.9846687316896,-1000.9846687316896,1000.0145435333252,1000.0145435333252,0.0,0
37,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0064039230346679,0.0085830688476562,0.0,0.0,0.0058174133300781,0.0073909759521484,0.0105857849121093,0.020599365234375,0,0.496,1.36,6.096,0.0,5.728,112.0,3.744,4.232,40.0,600.5266308784485,0.0,0.0,788.6157751083374,-799.4290987650553,-799.0599155426025,-998.9805221557616,-998.9805221557616,1000.0209808349608,1000.0209808349608,0.0,0
38,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0064003467559814,0.0088214874267578,0.0044703483581542,0.0058889389038085,0.006723403930664,0.0084877014160156,0.0112374623616536,0.0284194946289062,0,0.496,1.36,9.856,0.0,10.176,112.0,12.008,11.968,16.666666666666664,593.0121739705404,0.0,0.0,780.5126905441284,-800.6175994873047,-799.9903678894043,-999.9911785125732,-999.9911785125732,999.9847412109376,999.9847412109376,40.176,0
39,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063169120561958,0.008559226989746,0.0042915344238281,0.0042915344238281,0.005960464477539,0.0072956085205078,0.0120162963867187,0.0234603881835937,0,0.496,1.424,6.448,0.0,6.224,118.448,3.744,4.232,20.0,624.9876022338867,0.0,0.0,804.4090747833252,-799.971342086792,-799.280858039856,-1000.9918212890624,-1000.9918212890624,1000.0016689300536,1000.0016689300536,1.192,0
40,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063923821933027,0.0088214874267578,0.0042429676762333,0.0052452087402343,0.0061988830566406,0.0084400177001953,0.0110973011363636,0.028848648071289,0,0.496,1.424,5.6,0.0,6.512,130.712,8.792,7.208,25.0,585.6254577636719,0.0,0.0,783.2158088684082,-803.0315240224203,-800.1908779144287,-999.00221824646,-999.00221824646,1000.0474452972412,1000.0474452972412,1327.184,0
41,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0061395749523865,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0,0.496,1.392,6.096,0.0,5.728,113.256,0.0,0.0,40.0,600.4894971847534,0.0,0.0,787.1020555496216,-800.4475434621176,-800.0369548797607,-999.9878406524658,-999.9878406524658,1000.0209808349608,1000.0209808349608,1.192,0
42,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063812732696533,0.0088214874267578,0.0,0.0,0.0066757202148437,0.0091552734375,0.0115394592285156,0.0222682952880859,0,0.496,1.36,9.856,0.0,10.176,112.0,3.744,4.232,16.666666666666664,578.8491169611613,0.0,0.0,777.5033712387085,-800.5553722381592,-799.9563217163086,-999.9866485595704,-999.9866485595704,1000.0336170196532,1000.0336170196532,0.0,0
43,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0064814090728759,0.0088214874267578,0.0,0.0,0.0060558319091796,0.0073909759521484,0.0114917755126953,0.021982192993164,0,0.496,1.36,6.448,0.0,6.224,112.0,3.744,4.232,20.0,640.4159545898438,0.0,0.0,800.2096652984619,-800.2366423606873,-799.9738454818726,-999.9885559082032,-999.9885559082032,999.9871253967284,999.9871253967284,0.0,0
44,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063983520658889,0.0085830688476562,0.0067949295043945,0.0070810317993164,0.0060240427652994,0.0085830688476562,0.0118732452392578,0.0315189361572265,0,0.496,1.424,5.6,0.0,6.512,120.24,12.008,11.968,25.0,585.5791091918945,0.0,0.0,780.7948589324951,-800.2762794494629,-799.1836071014404,-1000.0007152557372,-1000.0007152557372,1000.0121593475342,1000.0121593475342,9.728,0
45,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062997068338726,0.0083446502685546,0.0052452087402343,0.0061988830566406,0.005960464477539,0.0070095062255859,0.0111103057861328,0.0214099884033203,0,0.496,1.424,6.096,0.0,5.728,117.192,3.744,4.232,40.0,600.2864241600037,0.0,0.0,785.6237888336182,-800.2515633900961,-799.9964237213135,-1000.9846687316896,-1000.9846687316896,999.9706745147704,999.9706745147704,14.64,0
46,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062503066717409,0.0085830688476562,0.0048670275457974,0.005960464477539,0.0060796737670898,0.0086069107055664,0.010991096496582,0.0267267227172851,0,0.496,1.424,9.856,0.0,10.176,124.128,8.264,7.736,16.666666666666664,580.3314447402954,0.0,0.0,779.4997692108154,-800.2608776092529,-799.9752044677734,-998.9955425262452,-998.9955425262452,1000.0221729278564,1000.0221729278564,170.264,0
47,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063708765589775,0.0085830688476562,0.0057220458984375,0.006103515625,0.0,0.0,0.0,0.0,0,0.496,1.392,6.448,0.0,6.224,113.256,0.0,0.0,20.0,635.8077526092529,0.0,0.0,791.0057544708252,-802.7456998825073,-800.2634286880493,-999.919891357422,-999.919891357422,999.9759197235109,999.9759197235109,3.248,0
48,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062997068338726,0.0088214874267578,0.0050067901611328,0.0050067901611328,0.0062465667724609,0.0080108642578125,0.0123023986816406,0.023651123046875,0,0.496,1.36,5.6,0.0,6.512,113.256,3.744,4.232,25.0,581.6040515899658,0.0,0.0,787.2011661529541,-785.3446006774902,-776.807165145874,-1000.9958744049072,-1000.9958744049072,1000.0615119934082,1000.0615119934082,1.192,0
49,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062084197998046,0.0083446502685546,0.0,0.0,0.006723403930664,0.0085830688476562,0.0117778778076171,0.0237941741943359,0,0.496,1.36,6.096,0.0,5.728,112.0,3.744,4.232,40.0,602.2499203681946,0.0,0.0,795.0062274932861,-800.290028254191,-800.0081062316895,-998.9891052246094,-998.9891052246094,1000.0078678131104,1000.0078678131104,0.0,0
50,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062286853790283,0.0081062316894531,0.0,0.0,0.0060456139700753,0.0081300735473632,0.0113248825073242,0.028848648071289,0,0.496,1.36,9.856,0.0,10.176,112.0,12.536,11.44,16.666666666666664,579.1945060094198,0.0,0.0,783.0173969268799,-801.8555641174316,-799.9854564666748,-999.9866485595704,-999.9866485595704,1000.0226497650146,1000.0226497650146,0.0,0
51,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0060904026031494,0.0083446502685546,0.0,0.0,0.0061988830566406,0.0082015991210937,0.0109672546386718,0.0209331512451171,0,0.496,1.36,6.448,0.0,6.224,112.0,3.744,4.232,20.0,640.2059078216553,0.0,0.0,800.2101421356201,-800.2736568450928,-799.3135929107666,-999.9873638153076,-999.9873638153076,1000.0169277191162,1000.0169277191162,0.0,0
52,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0062799453735351,0.0085830688476562,0.0,0.0,0.0067949295043945,0.0091314315795898,0.010848045349121,0.0276088714599609,0,0.496,1.36,5.6,0.0,6.512,112.0,8.264,7.736,25.0,585.3841781616211,0.0,0.0,784.1894149780273,-800.9132544199625,-800.1704216003418,-999.9873638153076,-999.9873638153076,999.9628067016602,999.9628067016602,0.0,0
53,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0063297795314414,0.0087499618530273,0.0063180923461914,0.0081300735473632,0.0,0.0,0.0,0.0,0,0.496,1.424,6.096,0.0,5.728,122.912,0.0,0.0,40.0,600.5081534385681,0.0,0.0,788.5902404785156,-799.5335261027018,-799.1313457489014,-999.9921321868896,-999.9921321868896,999.9887943267822,999.9887943267822,9.984,0
54,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.006468703107136,0.0088214874267578,0.0055631001790364,0.0063180923461914,0.0065803527832031,0.008249282836914,0.0111579895019531,0.0215530395507812,0,0.496,1.424,9.856,0.0,10.176,125.208,3.744,4.232,16.666666666666664,578.8506666819254,0.0,0.0,780.0054550170898,-800.4498481750488,-799.9403476715088,-1000.9863376617432,-1000.9863376617432,1000.0054836273192,1000.0054836273192,15.104,0
55,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.006332255826138,0.008559226989746,0.0056425730387369,0.0059127807617187,0.0070095062255859,0.0087261199951171,0.0107765197753906,0.0200748443603515,0,0.496,1.36,6.448,0.0,6.224,115.6,3.744,4.232,20.0,641.8191432952881,0.0,0.0,804.609203338623,-800.5121350288391,-799.9926805496216,-1000.0007152557372,-1000.0007152557372,1000.0197887420654,1000.0197887420654,5.672,0
56,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.006332255826138,0.008559226989746,0.0056425730387369,0.0059127807617187,0.0062465667724609,0.0084877014160156,0.0115394592285156,0.0298023223876953,0,0.496,1.424,5.6,0.0,6.512,115.6,12.008,11.968,25.0,585.9996795654297,0.0,0.0,783.4144115447998,-802.9681841532389,-800.4035949707031,-999.986171722412,-999.986171722412,999.9938011169434,999.9938011169434,5.672,0
57,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.006332255826138,0.008559226989746,0.0056425730387369,0.0059127807617187,0.0063896179199218,0.0080585479736328,0.0126361846923828,0.0237464904785156,0,0.496,1.36,6.096,0.0,5.728,115.6,3.744,4.232,40.0,600.5067825317383,0.0,0.0,787.1133327484131,-800.621509552002,-800.155782699585,-998.9783763885498,-998.9783763885498,1000.0693798065186,1000.0693798065186,5.672,0
