time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_dl_ms,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,e2_du_throughput_ul_kbps,e2_du_throughput_dl_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_latency_mean_ul_ms,f1_u_throughput_dl_kbps,f1_c_latency_p90_ul_ms,F-node
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060304480405589,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0128746032714843,0.0128746032714843,0.0060558319091796,0.0081062316894531,0.0081062316894531,0.0080108642578125,0.0108718872070312,0.0,0.0,0.0205039978027343,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,113.256,0.0,0.0,1.192,0.0,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062826203136909,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0063896179199218,0.0054240226745605,0.0071525573730468,0.0080585479736328,0.0123023986816406,0.0,0.0,0.0232696533203125,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,126.392,0.0,0.0,35.776,0.0,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061425082202028,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.00762939453125,0.00762939453125,0.0063180923461914,0.0057617823282877,0.0069141387939453,0.0086069107055664,0.0105857849121093,0.0,0.0,0.0231027603149414,0.0,0.0,1.36,0.496,0.0,0.0,8.264,7.736,122.104,0.0,0.0,20.72,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060451030731201,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0095367431640625,0.0095367431640625,0.0,0.0044107437133789,0.004887580871582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,112.0,0.0,0.0,15.024,0.0,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060606002807617,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061070919036865,0.0083446502685546,0.0083446502685546,0.0092983245849609,0.0115633010864257,0.0122308731079101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.208,1.344,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063044514822129,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0085830688476562,0.0085830688476562,0.0066757202148437,0.0052452087402343,0.0052452087402343,0.0080108642578125,0.0117778778076171,0.0,0.0,0.0226497650146484,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,113.256,0.0,0.0,1.192,0.0,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060037070629643,0.0080347061157226,0.0066757202148437,0.0066757202148437,0.0078678131103515,0.0078678131103515,0.0062465667724609,0.0061392784118652,0.0075578689575195,0.0081062316894531,0.0119686126708984,0.0,0.0,0.0234603881835937,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,121.984,0.0,0.0,9.056,0.0,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059331827495821,0.0081062316894531,0.005960464477539,0.005960464477539,0.0102519989013671,0.0102519989013671,0.0059366226196289,0.0064373016357421,0.0064373016357421,0.0079631805419921,0.0102996826171875,0.0,0.0,0.0232934951782226,0.0,0.0,1.36,0.496,0.0,0.0,8.264,7.736,113.256,0.0,0.0,1.192,0.0,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059521198272705,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060197725817931,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0092983245849609,0.0092983245849609,0.0,0.0060796737670898,0.0069379806518554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,114.888,0.0,0.0,5.648,0.0,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059865600434108,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.005960464477539,0.005960464477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,115.336,0.0,0.0,0.0,0.0,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059211254119873,0.0078678131103515,0.00762939453125,0.00762939453125,0.0095367431640625,0.0095367431640625,0.0068187713623046,0.0,0.0,0.0087261199951171,0.0108718872070312,0.0,0.0,0.0206470489501953,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060643299971476,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0073909759521484,0.0073909759521484,0.0065326690673828,0.0079870223999023,0.0084638595581054,0.0085830688476562,0.0125408172607421,0.0,0.0,0.0233650207519531,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,116.144,0.0,0.0,3.792,0.0,0
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061158517106848,0.0083446502685546,0.00762939453125,0.00762939453125,0.00762939453125,0.00762939453125,0.0060796737670898,0.0061988830566406,0.0061988830566406,0.008392333984375,0.010991096496582,0.0,0.0,0.0239849090576171,0.0,0.0,1.36,0.496,0.0,0.0,8.264,7.736,113.256,0.0,0.0,1.192,0.0,0
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062083723533212,0.0083446502685546,0.00762939453125,0.00762939453125,0.013589859008789,0.013589859008789,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,113.256,0.0,0.0,1.192,0.0,0
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060451030731201,0.0078916549682617,0.0069141387939453,0.0069141387939453,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059688091278076,0.0076532363891601,0.00762939453125,0.00762939453125,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060999393463134,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.00762939453125,0.00762939453125,0.0067710876464843,0.0,0.0,0.0095844268798828,0.0111579895019531,0.0,0.0,0.0207424163818359,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,0
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060707775514517,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0100135803222656,0.0100135803222656,0.0070571899414062,0.0088214874267578,0.0088214874267578,0.0095367431640625,0.0123500823974609,0.0,0.0,0.0233173370361328,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,116.424,0.0,0.0,4.136,0.0,0
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061044598569964,0.0082969665527343,0.0078678131103515,0.0078678131103515,0.0090599060058593,0.0090599060058593,0.0060796737670898,0.0091791152954101,0.009465217590332,0.0086069107055664,0.0107288360595703,0.0,0.0,0.024724006652832,0.0,0.0,1.36,0.496,0.0,0.0,8.264,7.736,115.664,0.0,0.0,3.312,0.0,0
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.005954677618823,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0,0.0059264046805245,0.0070095062255859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,126.096,0.0,0.0,14.968,0.0,0
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058382897827755,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,113.256,0.0,0.0,1.192,0.0,0
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058662891387939,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0058746337890625,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0090599060058593,0.0090599060058593,0.0064373016357421,0.0,0.0,0.0083446502685546,0.0119209289550781,0.0,0.0,0.0227928161621093,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006115436553955,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.009775161743164,0.009775161743164,0.0064849853515625,0.0,0.0,0.0084877014160156,0.0108242034912109,0.0,0.0,0.0202178955078125,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,112.0,0.0,0.0,0.0,0.0,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060343742370605,0.0081300735473632,0.0121593475341796,0.0121593475341796,0.0078678131103515,0.0078678131103515,0.0058174133300781,0.0,0.0,0.0081062316894531,0.0107526779174804,0.0,0.0,0.0241756439208984,0.0,0.0,1.36,0.496,0.0,0.0,8.264,7.736,112.0,0.0,0.0,0.0,0.0,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061395749523865,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0123977661132812,0.0123977661132812,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,113.256,0.0,0.0,1.192,0.0,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060660329031113,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0092983245849609,0.0092983245849609,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,113.256,100.0,0.0,1.192,0.0,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062688666196604,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.848,0.0,0.0,113.256,100.0,0.0100135803222656,1.192,0.0100135803222656,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061428546905517,0.0081062316894531,0.005960464477539,0.005960464477539,0.00762939453125,0.00762939453125,0.0059127807617187,0.0,0.0,0.0073909759521484,0.0106334686279296,0.0,0.0,0.0199317932128906,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,112.0,100.0,0.0,0.0,0.0,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060856342315673,0.0083684921264648,0.0069141387939453,0.0069141387939453,0.0073909759521484,0.0073909759521484,0.006723403930664,0.0,0.0,0.0089645385742187,0.0118255615234375,0.0,0.0,0.0231742858886718,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,112.0,100.0,0.0,0.0,0.0,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060665607452392,0.0081062316894531,0.005960464477539,0.005960464477539,0.0112056732177734,0.0112056732177734,0.0062465667724609,0.0,0.0,0.0085830688476562,0.0108242034912109,0.0,0.0,0.0263452529907226,0.0,0.0,1.36,0.496,0.0,0.0,8.264,7.736,112.0,100.0,0.0,0.0,0.0,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006188154220581,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.005960464477539,0.005960464477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061452388763427,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059628368017092,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0071525573730468,0.0071525573730468,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,113.256,100.0,0.0,1.192,0.0,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062558188367245,0.0083446502685546,0.0082254409790039,0.0106096267700195,0.0091791152954101,0.0113725662231445,0.0066280364990234,0.0052452087402343,0.0052452087402343,0.0084400177001953,0.0124931335449218,0.0,0.0,0.0227928161621093,0.0,0.0,2.208,1.344,0.0,0.0,3.744,4.232,113.256,100.0,0.0,1.192,0.0,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059486028566882,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.00762939453125,0.00762939453125,0.0062346458435058,0.0054836273193359,0.0054836273193359,0.0082015991210937,0.0108242034912109,0.0,0.0,0.0221729278564453,0.0,0.0,1.36,0.496,0.0,0.0,14.52,15.544,113.256,100.0,0.0,1.192,0.0,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059187412261962,0.0078916549682617,0.0092983245849609,0.0092983245849609,0.0064373016357421,0.0064373016357421,0.0060796737670898,0.0,0.0,0.0083684921264648,0.0103950500488281,0.0,0.0,0.0246286392211914,0.0,0.0,1.36,0.496,0.0,0.0,8.264,7.736,112.0,100.0,0.0,0.0,0.0,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060474872589111,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059175491333007,0.0076532363891601,0.0073909759521484,0.0073909759521484,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061714649200439,0.0081062316894531,0.00762939453125,0.00762939453125,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060602949170643,0.0082969665527343,0.0088214874267578,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0060558319091796,0.0049517704890324,0.0087738037109375,0.0076770782470703,0.0108718872070312,0.0,0.0,0.0198841094970703,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,123.64,100.0,0.0,134.744,0.0,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064141542008779,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.005960464477539,0.005960464477539,0.0062465667724609,0.0040756661832486,0.0047683715820312,0.0079631805419921,0.0112533569335937,0.0,0.0,0.020599365234375,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,139.216,100.0,0.0,13442.136,0.0,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0066391312249816,0.0092744827270507,0.011444091796875,0.011444091796875,0.0140666961669921,0.0140666961669921,0.0065088272094726,0.0040441089206271,0.0047683715820312,0.0086069107055664,0.0105857849121093,0.0,0.0,0.0248670578002929,0.0,0.0,1.36,0.496,0.0,0.0,8.264,7.736,118.448,100.0,0.0,5192.32,0.0,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0076424423141859,0.0100135803222656,0.009775161743164,0.009775161743164,0.0128746032714843,0.0128746032714843,0.0,0.0040693276628589,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,117.192,100.0,0.0,34211.504,0.0,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0064859342812305,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.009775161743164,0.009775161743164,0.0,0.0040828121090274,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,117.192,100.0,0.0,3256.888,0.0,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0062036514282226,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059309572276502,0.00762939453125,0.0073909759521484,0.0073909759521484,0.0081062316894531,0.0081062316894531,0.0061511993408203,0.0041494801484749,0.0050067901611328,0.0078201293945312,0.01068115234375,0.0,0.0,0.019073486328125,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,122.384,100.0,0.0,3322.664,0.0,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0067500784845635,0.0090599060058593,0.0100135803222656,0.0100135803222656,0.0100135803222656,0.0100135803222656,0.0066280364990234,0.0040672893483674,0.0047683715820312,0.0088214874267578,0.0102043151855468,0.0,0.0,0.0187397003173828,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,118.448,100.0,0.0,10870.96,0.0,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0059592783154539,0.0078678131103515,0.0092983245849609,0.0092983245849609,0.0107288360595703,0.0107288360595703,0.0062465667724609,0.0090599060058593,0.0090599060058593,0.0086069107055664,0.0116348266601562,0.0,0.0,0.0233888626098632,0.0,0.0,1.36,0.496,0.0,0.0,8.264,7.736,113.256,100.0,0.0,1.192,0.0,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060126556092826,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0128746032714843,0.0128746032714843,0.0,0.0054836273193359,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,113.256,100.0,0.0,1.192,0.0,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061666965484619,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061953067779541,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060756032059832,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0085830688476562,0.0085830688476562,0.0061511993408203,0.0041800437213705,0.0050067901611328,0.0079631805419921,0.0108242034912109,0.0,0.0,0.0194549560546875,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,137.96,100.0,0.0,3219.216,0.0,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0070185210574325,0.0095367431640625,0.0088214874267578,0.0088214874267578,0.0145435333251953,0.0145435333251953,0.0064849853515625,0.0040691817867145,0.0047683715820312,0.008392333984375,0.0108242034912109,0.0,0.0,0.0189781188964843,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,117.192,100.0,0.0,17153.072,0.0,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.006061288254771,0.0083446502685546,0.009775161743164,0.009775161743164,0.0085830688476562,0.0085830688476562,0.0061750411987304,0.0081062316894531,0.0081062316894531,0.0081300735473632,0.0099658966064453,0.0,0.0,0.0229120254516601,0.0,0.0,1.36,0.496,0.0,3.312,8.264,7.736,113.256,100.0,27207.114418347675,1.192,73800.34935474396,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061917660841301,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0109672546386718,0.0109672546386718,0.0,0.0052452087402343,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.36,0.496,0.0,3.312,0.0,0.0,113.256,100.0,26174.800833066303,1.192,72768.03576946259,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061288994936207,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.848,0.0,0.0,113.256,100.0,0.005960464477539,1.192,0.005960464477539,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061225891113281,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.36,0.496,0.0,3.312,0.0,0.0,112.0,100.0,24125.80152352651,0.0,70719.03645992279,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0057947635650634,0.00762939453125,0.0088214874267578,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0065803527832031,0.0,0.0,0.0079154968261718,0.0102043151855468,0.0,0.0,0.0192642211914062,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,112.0,100.0,0.0,0.0,0.0,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0063085556030273,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0066757202148437,0.0066757202148437,0.0070571899414062,0.0,0.0,0.0080585479736328,0.0118255615234375,0.0,0.0,0.0230789184570312,0.0,0.0,1.36,0.496,0.0,0.0,3.744,4.232,112.0,100.0,0.0,0.0,0.0,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060081481933593,0.0078916549682617,0.0092983245849609,0.0092983245849609,0.0128746032714843,0.0128746032714843,0.0066757202148437,0.0,0.0,0.0086545944213867,0.0104427337646484,0.0,0.0,0.024580955505371,0.0,0.0,1.36,0.496,0.0,0.0,8.264,7.736,112.0,100.0,0.0,0.0,0.0,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0060067247988572,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0128746032714843,0.0128746032714843,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.848,0.0,0.0,113.256,100.0,0.0064373016357421,1.192,0.0064373016357421,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0061552123268051,0.008559226989746,0.0073909759521484,0.0073909759521484,0.0078678131103515,0.0078678131103515,0.0,0.00762939453125,0.0105857849121093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.496,0.0,0.0,0.0,0.0,118.448,100.0,0.0,22.584,0.0,1
