time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,e2_du_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006321633216178,0.0083446502685546,0.00415529523577,0.0052213668823242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.424,118.448,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0069141387939453,0.0069141387939453,412.72,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062060000291511,0.0083446502685546,0.0058809916178385,0.0072002410888671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.392,115.336,0.0,0.0,0.0,0.0152587890625,0.0152587890625,0.00762939453125,0.00762939453125,13.336,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.00633410553434,0.0088214874267578,0.0040765536033501,0.0050067901611328,0.0066757202148437,0.0098228454589843,0.0,0.0,0.0,0.011301040649414,0.0,0.0213623046875,0,0.0,0.0,0.0,1.424,117.192,3.744,4.232,0.0,0.0,0.0,1040.0819778442385,1040.0819778442385,3069.976,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071644189938976,0.0100135803222656,0.0039269368396895,0.0045299530029296,0.0058174133300781,0.0072002410888671,0.0,0.0,0.0,0.0109195709228515,0.0,0.0210285186767578,1,0.496,0.0,0.0,2.48,117.192,3.744,4.232,0.0,0.0131130218505859,0.0131130218505859,0.0166893005371093,0.0166893005371093,14555.928,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061965107324704,0.0083446502685546,0.004048933062637,0.0051021575927734,0.0063896179199218,0.0081300735473632,0.0,0.0,0.0,0.0110387802124023,0.0,0.0264406204223632,0,0.496,0.0,0.0,2.24,117.192,8.264,7.736,50.0,0.0119209289550781,0.0119209289550781,0.0109672546386718,0.0109672546386718,621.816,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064713614327566,0.0088214874267578,0.0042844526838548,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,2.272,123.64,0.0,0.0,50.0,0.0109672546386718,0.0109672546386718,0.0102519989013671,0.0102519989013671,851.336,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066496246489719,0.0090599060058593,0.0042734474971376,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.424,117.192,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0090599060058593,0.0090599060058593,1266.536,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062249786225124,0.0083446502685546,0.0044515688125401,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.496,0.0,0.0,1.424,113.256,0.0,0.0,0.0,17152.034640312195,30873.65643978119,0.0112056732177734,0.0112056732177734,559.32,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061366358414072,0.0085830688476562,0.0047222260505922,0.0054836273193359,0.005960464477539,0.0072002410888671,0.0,0.0,0.0,0.0111579895019531,0.0,0.0210762023925781,0,0.0,0.0,0.0,1.424,121.16,3.744,4.232,0.0,0.0,0.0,42528.10907363892,42528.10907363892,179.288,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061028039277489,0.0085830688476562,0.004262537569613,0.0052452087402343,0.006723403930664,0.0092029571533203,0.0,0.0,0.0,0.0114917755126953,0.0,0.020456314086914,0,0.0,0.0,0.0,1.904,117.192,3.744,4.232,100.0,0.0,0.0,0.0,0.0,638.768,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059258937835693,0.0081062316894531,0.0050266583760579,0.0057220458984375,0.0059366226196289,0.0086069107055664,0.0,0.0,0.0,0.0107765197753906,0.0,0.0264406204223632,1,0.0,0.0,0.0,3.536,112.0,8.264,7.736,0.0,0.0,0.0,40512.02392578125,40512.02392578125,75.248,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059120725877214,0.0083208084106445,0.0061392784118652,0.0075101852416992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,116.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.416,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060069561004638,0.0083446502685546,0.0047047932942708,0.0051498413085937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.456,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059438582083479,0.0081062316894531,0.0045299530029296,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.192,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060387686187145,0.0078678131103515,0.006028584071568,0.0072479248046875,0.0060081481933593,0.0073909759521484,0.0,0.0,0.0,0.0109672546386718,0.0,0.0202655792236328,0,0.0,0.0,0.0,0.0,120.432,3.744,4.232,0.0,0.0,0.0,0.0,0.0,13.816,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062261647845975,0.0081062316894531,0.0047891036323879,0.0054836273193359,0.0061988830566406,0.0078678131103515,0.0,0.0,0.0,0.0110149383544921,0.0,0.0200748443603515,0,0.0,0.0,0.0,4.944,113.256,3.744,4.232,100.0,0.0,0.0,0.0,0.0,48.44,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062968471262714,0.0087976455688476,0.0054717063903808,0.0069141387939453,0.0061459011501736,0.0088691711425781,0.0,0.0,0.0,0.0102086500688032,0.0,0.0255107879638671,0,0.0,0.0,0.0,0.0,116.784,8.792,7.208,100.0,0.0,0.0,0.0,0.0,42.08,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060236454010009,0.0083446502685546,0.005234842715056,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,49.8,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062795420784262,0.0085830688476562,0.0049884502704326,0.0058650970458984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,11.824,114.392,0.0,0.0,0.0,0.0,0.0,32256.02436065674,32256.02436065674,27.352,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006032820364729,0.0085830688476562,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,114.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.104,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058955485277836,0.0078678131103515,0.0052154064178466,0.0064849853515625,0.0058174133300781,0.0073909759521484,0.0069141387939453,0.00762939453125,0.0069141387939453,0.0104427337646484,0.00762939453125,0.0197887420654296,0,0.0,0.848,0.848,0.0,115.648,3.744,4.232,0.0,0.0,0.0,0.0,0.0,15.92,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060584285471699,0.0080823898315429,0.0069737434387207,0.0084638595581054,0.0066280364990234,0.0092029571533203,0.00762939453125,0.0040531158447265,0.00762939453125,0.0104904174804687,0.0040531158447265,0.0196456909179687,0,0.0,0.848,0.848,0.0,115.648,3.744,4.232,0.0,0.0,0.0,0.0,0.0,7.504,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060773131870987,0.0081062316894531,0.0053644180297851,0.0064373016357421,0.0060319900512695,0.007939338684082,0.0,0.0,0.0,0.0104665756225585,0.0,0.0247716903686523,0,0.0,0.0,0.0,0.0,115.648,8.264,7.736,0.0,0.0,0.0,0.0,0.0,13.376,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0057196735742673,0.00762939453125,0.0065565109252929,0.0068426132202148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,114.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.208,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059248796149865,0.0078678131103515,0.0055895911322699,0.0062465667724609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,114.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.936,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060546398162841,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.848,0.0,0.0,3.952,112.0,0.0,0.0,100.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059414858841777,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0069618225097656,0.009775161743164,0.0,0.0,0.0,0.0108718872070312,0.0,0.0206947326660156,0,0.0,0.0,0.0,0.0,114.456,3.744,4.232,100.0,0.0,0.0,0.0,0.0,2.168,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066196217256433,0.0090599060058593,0.0039788324441482,0.0047683715820312,0.0070095062255859,0.0096797943115234,0.0,0.0,0.0,0.0123023986816406,0.0,0.0237941741943359,0,0.0,0.0,0.0,0.0,128.832,3.744,4.232,100.0,0.0,0.0,0.0,0.0,5893.776,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062356540812781,0.0085830688476562,0.0039504392303689,0.0050067901611328,0.0060558319091796,0.0081539154052734,0.0,0.0,0.0,0.0103712081909179,0.0,0.0236749649047851,0,0.0,0.0,0.0,0.0,113.256,8.264,7.736,100.0,0.0,0.0,0.0,0.0,1502.808,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059901185296661,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.192,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058889389038085,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059413909912109,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063035546279535,0.0088214874267578,0.0043064355850219,0.0052452087402343,0.0060081481933593,0.0077247619628906,0.0,0.0,0.0,0.011301040649414,0.0,0.0213623046875,0,0.0,0.0,0.0,0.0,137.96,3.744,4.232,100.0,0.0,0.0,0.0,0.0,1165.28,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059258937835693,0.0081062316894531,0.0,0.0,0.0062465667724609,0.008249282836914,0.0,0.0,0.0,0.0108242034912109,0.0,0.0203132629394531,0,0.0,0.0,0.0,0.0,112.0,3.744,4.232,100.0,0.0,0.0,0.0,0.0,0.0,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060707775514517,0.0083446502685546,0.0047683715820312,0.0047683715820312,0.0057750278049045,0.0072002410888671,0.0,0.0,0.0,0.0100135803222656,0.0,0.0262260437011718,0,0.0,0.0,0.0,0.0,113.256,8.792,7.208,100.0,0.0,0.0,0.0,0.0,1.192,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059592783154539,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.192,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060037070629643,0.0081062316894531,0.0040714557354266,0.0047922134399414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,128.832,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1369.808,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060164928436279,0.0083684921264648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058841705322265,0.0078678131103515,0.0,0.0,0.0072479248046875,0.0089168548583984,0.0,0.0,0.0,0.0109672546386718,0.0,0.020599365234375,0,0.0,0.0,0.0,0.0,112.0,3.744,4.232,100.0,0.0,0.0,0.0,0.0,0.0,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060617923736572,0.0088214874267578,0.0,0.0,0.0058174133300781,0.0075817108154296,0.0,0.0,0.0,0.0108242034912109,0.0,0.0209331512451171,0,0.0,0.0,0.0,0.0,112.0,3.744,4.232,100.0,0.0,0.0,0.0,0.0,0.0,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0057911872863769,0.0078678131103515,0.0,0.0,0.0057697296142578,0.0084161758422851,0.0,0.0,0.0,0.010085105895996,0.0,0.0233173370361328,0,0.0,0.0,0.0,0.0,112.0,8.264,7.736,100.0,0.0,0.0,0.0,0.0,0.0,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060434958234948,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.536,0.0,0.0,21.264,113.256,0.0,0.0,0.0,-11434.67609087626,0.0096321105957031,0.0159740447998046,0.0159740447998046,1.192,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061870214357898,0.0085830688476562,0.0047683715820312,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.192,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061443196007268,0.0081062316894531,0.005960464477539,0.005960464477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.192,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0057756900787353,0.0076532363891601,0.0,0.0,0.0059127807617187,0.0073909759521484,0.0,0.0,0.0,0.0118255615234375,0.0,0.0229358673095703,0,0.0,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,0.0,0.0,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060200691223144,0.0078678131103515,0.0,0.0,0.0064373016357421,0.0079154968261718,0.0,0.0,0.0,0.0112056732177734,0.0,0.0208854675292968,0,0.0,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,0.0,0.0,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006342878436098,0.0085830688476562,0.0046690305074055,0.0073194503784179,0.0058650970458984,0.0079154968261718,0.0065267086029052,0.007947285970052,0.0072240829467773,0.0101804733276367,0.0103950500488281,0.0226497650146484,0,0.0,10.752,24.592,0.0,122.384,8.264,7.736,0.0,0.0,0.0,0.0,0.0,136.576,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060760974884033,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058465929173711,0.00762939453125,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.192,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060221449059633,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0074704488118489,0.0072717666625976,0.0100135803222656,0.0,0.008702278137207,0.0,0,0.0,7.232,11.04,0.0,113.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.192,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006549987033825,0.0083446502685546,0.0047683715820312,0.0047683715820312,0.0060319900512695,0.0081539154052734,0.007788340250651,0.0049273173014322,0.0088214874267578,0.009775161743164,0.0060081481933593,0.01983642578125,2,0.528,15.12,2.608,23.296,113.192,14.52,15.544,0.0,0.0090599060058593,0.0090599060058593,2048.477053642273,3687.244772911072,1.192,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065934658050537,0.0083446502685546,0.0,0.0,0.0069618225097656,0.0088214874267578,0.0,0.0,0.0,0.0107288360595703,0.0,0.0203132629394531,0,1.04,0.0,0.0,3.248,112.0,3.744,4.232,0.0,0.0057220458984375,0.0057220458984375,0.0145435333251953,0.0145435333251953,0.0,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066685676574707,0.0083446502685546,0.0,0.0,0.0059843063354492,0.0079154968261718,0.0,0.0,0.0,0.0105142593383789,0.0,0.0234127044677734,1,0.0,0.0,0.0,11.472,112.0,8.264,7.736,0.0,0.0,0.0,2048.01344871521,2048.01344871521,0.0,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065577030181884,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006791353225708,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,15.136,112.0,0.0,0.0,50.0,0.0,0.0,0.0178813934326171,0.0178813934326171,0.0,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067706131816503,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.496,0.0,0.0,4.592,113.256,0.0,0.0,0.0,2135.529637336731,3843.946099281311,20271.97504043579,20271.97504043579,1.192,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066389491902061,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0064373016357421,0.0086307525634765,0.0,0.0,0.0,0.0107288360595703,0.0,0.0201702117919921,0,0.848,0.0,0.0,3.664,113.256,3.744,4.232,100.0,0.0123977661132812,0.0123977661132812,0.0,0.0,1.192,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067978949096072,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0064849853515625,0.0079631805419921,0.0,0.0,0.0,0.010538101196289,0.0,0.0199317932128906,0,0.0,0.0,0.0,0.0,113.256,3.744,4.232,100.0,0.0,0.0,0.0,0.0,1.192,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065279006958007,0.0078678131103515,0.0,0.0,0.0062253740098741,0.0084400177001953,0.0,0.0,0.0,0.009775161743164,0.0,0.02288818359375,0,0.0,0.0,0.0,0.0,112.0,8.792,7.208,100.0,0.0,0.0,0.0,0.0,0.0,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067687034606933,0.0088453292846679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.376,0.0,0.0,16.144,112.0,0.0,0.0,33.33333333333333,-1423.6745834350586,0.0075817108154296,8128.016114234924,14630.420422554016,0.0,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064730644226074,0.0076532363891601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066804885864257,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006723166698247,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0058174133300781,0.0074386596679687,0.0,0.0,0.0,0.0102519989013671,0.0,0.0190258026123046,0,0.0,0.0,0.0,0.0,113.256,3.744,4.232,33.33333333333333,0.0,0.0,0.0,0.0,1.192,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068536445276061,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0058174133300781,0.0072956085205078,0.0,0.0,0.0,0.0107765197753906,0.0,0.0190258026123046,0,0.0,0.0,0.0,0.0,113.256,3.744,4.232,33.33333333333333,0.0,0.0,0.0,0.0,1.192,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067255390224172,0.0083446502685546,0.0047683715820312,0.0047683715820312,0.0057935714721679,0.0079154968261718,0.0,0.0,0.0,0.0102043151855468,0.0,0.0237703323364257,0,0.0,0.0,0.0,0.0,113.256,8.264,7.736,33.33333333333333,0.0,0.0,0.0,0.0,1.192,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066530704498291,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066375732421875,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066006183624267,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.008,0.0,0.0,12.112,112.0,0.0,0.0,0.0,0.0057220458984375,0.0057220458984375,0.017404556274414,0.017404556274414,0.0,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069379806518554,0.0088214874267578,0.0,0.0,0.0075340270996093,0.0106334686279296,0.0,0.0,0.0,0.0116348266601562,0.0,0.0226974487304687,0,0.0,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,0.0,0.0,1
