time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,f1_u_throughput_dl_kbps,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,F-node
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062213085665561,0.0083446502685546,0.0051657358805338,0.0,0.0,0.0060558319091796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.84,0.0,0.0,118.448,0.0,0.0,100.0,31.176,0.0,0.0,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060832146370765,0.0083446502685546,0.0046934400285993,0.0,0.0,0.005960464477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,4.336,0.0,0.0,115.552,0.0,0.0,0.0,199.896,144128.01957130432,144128.01957130432,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059533475050285,0.0081062316894531,0.0049008263481987,0.0,0.0,0.0062465667724609,0.0062942504882812,0.0,0.0,0.0081539154052734,0.0110149383544921,0.0,0.0,0.0205516815185546,0,0.0,0.0,0.0,0.0,113.256,3.744,4.232,0.0,69.032,0.0,0.0,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061563926168007,0.0085830688476562,0.0055631001790364,0.0,0.0,0.0068187713623046,0.0060558319091796,0.0,0.0,0.007486343383789,0.0103473663330078,0.0,0.0,0.0195026397705078,0,0.0,2.832,0.0,0.0,122.384,3.744,4.232,100.0,20.632,0.0,0.0,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063305470480847,0.0085830688476562,0.0046968460083007,0.0,0.0,0.0076532363891601,0.0064849853515625,0.0,0.0,0.0090360641479492,0.0107526779174804,0.0,0.0,0.0232934951782226,0,0.0,0.0,0.0,0.0,114.296,8.264,7.736,100.0,162.768,0.0,0.0,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.005917762642476,0.0083446502685546,0.0044215809215198,0.0,0.0,0.0062942504882812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,8.304,0.0,0.0,117.192,0.0,0.0,0.0,233.408,140096.0249900818,140096.0249900818,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059235095977783,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059118318320506,0.0078678131103515,0.0102519989013671,0.0,0.0,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060921284689832,0.0083446502685546,0.0081062316894531,0.0,0.0,0.0081062316894531,0.0060796737670898,0.0,0.0,0.0079631805419921,0.010228157043457,0.0,0.0,0.0200271606445312,0,0.0,0.0,0.0,0.0,113.256,14.52,15.544,0.0,1.192,0.0,0.0,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063012285930354,0.0088214874267578,0.0039613585366811,0.0,0.0,0.0047683715820312,0.0058650970458984,0.0,0.0,0.0078678131103515,0.01068115234375,0.0,0.0,0.0200271606445312,0,0.0,0.0,0.0,0.0,133.32,3.744,4.232,0.0,3417.464,0.0,0.0,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059663952879644,0.0081062316894531,0.0063180923461914,0.0,0.0,0.006413459777832,0.0061988830566406,0.0,0.0,0.0085830688476562,0.0111103057861328,0.0,0.0,0.0245571136474609,0,0.0,0.0,0.0,0.0,117.192,8.264,7.736,0.0,8.528,0.0,0.0,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065155883333576,0.0088214874267578,0.0045952342805408,0.0,0.0,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,116.008,0.0,0.0,0.0,532.4,0.0,0.0,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065321946025487,0.0088214874267578,0.0043355735244265,0.0,0.0,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,114.632,0.0,0.0,0.0,1196.44,0.0,0.0,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064752588224648,0.0085830688476562,0.0045383677763097,0.0,0.0,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8.784,0.0,0.0,114.632,0.0,0.0,100.0,403.576,0.0,0.0,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064974964255153,0.0092983245849609,0.0044401141180508,0.0,0.0,0.0052452087402343,0.0078678131103515,0.0,0.0,0.0120162963867187,0.0113964080810546,0.0,0.0,0.0215530395507812,0,0.0,0.0,0.0,0.0,115.888,3.744,4.232,100.0,378.248,0.0,0.0,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063334361161335,0.0081062316894531,0.0043675139710143,0.0,0.0,0.0052452087402343,0.0062942504882812,0.0,0.0,0.0080585479736328,0.012063980102539,0.0,0.0,0.0232219696044921,0,0.0,0.0,0.0,0.0,115.856,3.744,4.232,100.0,546.824,0.0,0.0,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064833329455687,0.0087976455688476,0.0042423369392516,0.0,0.0,0.0050067901611328,0.0064373016357421,0.0,0.0,0.0087499618530273,0.0104665756225585,0.0236034393310546,0.0236034393310546,0.0256538391113281,0,0.848,2.832,0.0,0.0,116.784,8.264,7.736,100.0,932.672,0.0,0.0,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062498880262991,0.0088214874267578,0.0043551127115885,0.0,0.0,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,115.336,0.0,0.0,100.0,536.56,0.0,0.0,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060399373372395,0.0083446502685546,0.0047269074813179,0.0,0.0,0.0061511993408203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,100.0,204.12,0.0,0.0,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061561812215776,0.0083446502685546,0.004438253549429,0.0,0.0,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,100.0,146.808,0.0,0.0,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060007939884318,0.0078678131103515,0.004739761352539,0.0,0.0,0.0077724456787109,0.0061988830566406,0.0,0.0,0.0081062316894531,0.0104904174804687,0.0,0.0,0.0193119049072265,0,0.0,0.0,0.0,0.0,115.176,3.744,4.232,100.0,223.128,0.0,0.0,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059201349666462,0.00762939453125,0.005960464477539,0.0,0.0,0.005960464477539,0.0069618225097656,0.0,0.0,0.0094413757324218,0.0123977661132812,0.0,0.0,0.0225067138671875,1,0.0,11.28,0.0,0.0,113.256,3.744,4.232,0.0,1.192,123904.02150154114,123904.02150154114,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060368054018819,0.0087738037109375,0.0043138861656188,0.0,0.0,0.0054836273193359,0.0063657760620117,0.0,0.0,0.0088453292846679,0.0112771987915039,0.0,0.0,0.0264406204223632,0,0.0,0.0,0.0,0.0,121.304,8.264,7.736,0.0,304.992,0.0,0.0,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060725920271165,0.0081062316894531,0.0046428881193462,0.0,0.0,0.0062465667724609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,116.592,0.0,0.0,0.0,168.792,0.0,0.0,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062143031637466,0.0085830688476562,0.004106952298072,0.0045299530029296,0.0164508819580078,0.0050067901611328,0.0,0.0045299530029296,0.0164508819580078,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.848,0.848,117.192,0.0,0.0,0.0,1841.872,0.0,0.0,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069141387939453,0.0095367431640625,0.0038720180359574,0.0100135803222656,0.0052452087402343,0.0045299530029296,0.0,0.0100135803222656,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.848,0.848,117.192,0.0,0.0,0.0,14711.336,0.0,0.0,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063115684547234,0.0085830688476562,0.0039527290745785,0.0,0.0,0.0047683715820312,0.0059127807617187,0.0,0.0,0.0078678131103515,0.0103950500488281,0.0,0.0,0.0194549560546875,1,0.0,3.344,0.0,0.0,117.192,3.744,4.232,0.0,1694.512,119432.74331092834,119432.74331092834,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060009956359863,0.0078678131103515,0.0,0.0,0.0,0.0,0.0061988830566406,0.0,0.0,0.0080585479736328,0.0119686126708984,0.0,0.0,0.0223159790039062,0,0.0,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061028039277489,0.0078678131103515,0.0073909759521484,0.0,0.0,0.0073909759521484,0.0064373016357421,0.0,0.0,0.0090599060058593,0.0116586685180664,0.0,0.0,0.0272512435913085,0,0.0,0.0,0.0,0.0,113.256,8.264,7.736,0.0,1.192,0.0,0.0,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059296242633269,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061490642490671,0.0083446502685546,0.0057220458984375,0.0,0.0,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060427188873291,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059211254119873,0.0078678131103515,0.0,0.0,0.0,0.0,0.0065326690673828,0.0,0.0,0.0089645385742187,0.0110149383544921,0.0,0.0,0.0206947326660156,0,0.0,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062048435211181,0.0086069107055664,0.0,0.0,0.0,0.0,0.0059127807617187,0.0,0.0,0.0072956085205078,0.0117778778076171,0.0,0.0,0.0209808349609375,0,0.0,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006181001663208,0.0083684921264648,0.0,0.0073644849989149,0.0064074993133544,0.0,0.0064373016357421,0.0088691711425781,0.0074625015258789,0.0083684921264648,0.0103712081909179,0.0,0.0,0.0249624252319335,0,0.0,0.0,10.752,24.592,112.0,8.264,7.736,0.0,0.0,0.0,0.0,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061443196007268,0.0081062316894531,0.0064373016357421,0.0,0.0,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061632981940881,0.0085830688476562,0.0078678131103515,0.0,0.0,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062236691465472,0.0083446502685546,0.0042915344238281,0.0061094760894775,0.0071227550506591,0.0042915344238281,0.0,0.0078439712524414,0.0088930130004882,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,21.856,12.704,113.752,0.0,0.0,0.0,1.192,0.0,0.0,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061607360839843,0.0085830688476562,0.0,0.0069141387939453,0.0109672546386718,0.0,0.0065803527832031,0.0069141387939453,0.0109672546386718,0.0091075897216796,0.0113964080810546,0.0,0.0,0.0215053558349609,0,0.0,0.0,0.496,0.944,112.0,3.744,4.232,0.0,0.0,0.0,0.0,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065113734273077,0.0088214874267578,0.0042467486133891,0.0,0.0,0.0052452087402343,0.0064373016357421,0.0,0.0,0.0084877014160156,0.0105857849121093,0.0,0.0,0.0195980072021484,0,0.0,0.0,0.0,0.0,143.152,3.744,4.232,0.0,1551.16,0.0,0.0,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064859342812305,0.0090599060058593,0.0042242881579276,0.0,0.0,0.0050067901611328,0.0058889389038085,0.0,0.0,0.0083684921264648,0.0102519989013671,0.0,0.0,0.0249862670898437,0,0.0,0.0,0.0,0.0,116.552,8.264,7.736,0.0,970.568,0.0,0.0,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059189488045611,0.0078678131103515,0.004589557647705,0.0,0.0,0.0057935714721679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,114.696,0.0,0.0,0.0,195.36,0.0,0.0,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060171183973255,0.0083446502685546,0.0044474234947791,0.0,0.0,0.0052213668823242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,350.528,0.0,0.0,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064514651156888,0.0088214874267578,0.0043955716219815,0.0,0.0,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,487.432,0.0,0.0,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059746279574856,0.00762939453125,0.0062783559163411,0.0,0.0,0.0072479248046875,0.0063896179199218,0.0,0.0,0.0080585479736328,0.0111579895019531,0.0,0.0,0.0199317932128906,0,0.0,0.0,0.0,0.0,117.888,3.744,4.232,0.0,15.448,0.0,0.0,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064159507182107,0.0083446502685546,0.0049440484297902,0.0,0.0,0.0056266784667968,0.005960464477539,0.0,0.0,0.0077247619628906,0.0104904174804687,0.0,0.0,0.0190258026123046,0,0.0,0.0,0.0,0.0,114.392,3.744,4.232,0.0,40.872,0.0,0.0,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0057315826416015,0.00762939453125,0.0,0.0,0.0,0.0,0.006270408630371,0.0,0.0,0.008249282836914,0.010991096496582,0.0,0.0,0.0247955322265625,0,0.0,0.0,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,0.0,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059806292329854,0.0081062316894531,0.0064373016357421,0.0,0.0,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0140666961669921,0.0140666961669921,0.0,0,0.848,0.848,0.0,0.0,114.392,0.0,0.0,100.0,2.104,0.0,0.0,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065033978754931,0.0092744827270507,0.0051884424118768,0.0,0.0,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,116.784,0.0,0.0,100.0,45.144,0.0,0.0,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061493108768274,0.0083208084106445,0.0053048133850097,0.0,0.0,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0116825103759765,0.0116825103759765,0.0,0,0.848,0.848,0.0,0.0,115.648,0.0,0.0,100.0,41.168,0.0,0.0,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063062894462358,0.0085830688476562,0.0050482542618461,0.0,0.0,0.0059127807617187,0.0066757202148437,0.0,0.0,0.008249282836914,0.0117778778076171,0.0,0.0,0.0223636627197265,0,0.0,0.0,0.0,0.0,115.648,3.744,4.232,100.0,48.888,0.0,0.0,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061788181267162,0.0085830688476562,0.0053048133850097,0.0,0.0,0.0066280364990234,0.0063419342041015,0.0,0.0,0.0077724456787109,0.0112056732177734,0.0,0.0,0.0207901000976562,0,0.0,0.0,0.0,0.0,115.648,3.744,4.232,100.0,24.336,0.0,0.0,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062831005646814,0.0085830688476562,0.0051368366588245,0.0,0.0,0.005960464477539,0.0060558319091796,0.0,0.0,0.0081300735473632,0.0104665756225585,0.0,0.0,0.0247955322265625,0,0.0,0.0,0.0,0.0,114.392,8.264,7.736,100.0,23.144,0.0,0.0,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062000692187257,0.0081062316894531,0.00589234488351,0.0,0.0,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,114.392,0.0,0.0,100.0,14.728,0.0,0.0,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063139407788936,0.0085830688476562,0.0056425730387369,0.0,0.0,0.006103515625,0.0,0.0,0.0,0.0,0.0,0.0150203704833984,0.0150203704833984,0.0,0,0.848,0.848,0.0,0.0,114.392,0.0,0.0,0.0,6.312,0.0116825103759765,0.0116825103759765,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0057576307609899,0.00762939453125,0.0051498413085937,0.0,0.0,0.0070571899414062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,114.392,0.0,0.0,0.0,12.184,0.0,0.0,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006129245946903,0.0083208084106445,0.0053246815999348,0.0,0.0,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,115.648,0.0,0.0,0.0,5.4,0.0,0.0,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061941618966584,0.0085830688476562,0.005507469177246,0.0,0.0,0.0074148178100585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,115.648,0.0,0.0,0.0,20.128,0.0,0.0,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006103990089834,0.0081062316894531,0.0047683715820312,0.0,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060185864197081,0.0081062316894531,0.0071525573730468,0.0,0.0,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,114.456,0.0,0.0,0.0,2.168,0.0,0.0,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006603722525115,0.0090599060058593,0.0040185624274654,0.0,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,122.384,0.0,0.0,0.0,3079.792,0.0,0.0,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065926888688879,0.0092983245849609,0.0039830992493448,0.0,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,4314.408,0.0,0.0,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059759616851806,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062807282405113,0.0083446502685546,0.0045299530029296,0.0,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061028039277489,0.0081062316894531,0.0061988830566406,0.0,0.0,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062407516851657,0.0081062316894531,0.0043163299560546,0.0,0.0,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,134.024,0.0,0.0,0.0,1127.112,0.0,0.0,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062237924604273,0.0083446502685546,0.0044703483581542,0.0,0.0,0.0058174133300781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,39.36,0.0,0.0,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061166286468505,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062108039855957,0.0083446502685546,0.0,0.0144243240356445,0.0109672546386718,0.0,0.0062329428536551,0.0166177749633789,0.0159263610839843,0.0083446502685546,0.0098198652267456,0.0,0.0,0.0206232070922851,0,0.0,0.0,1.696,1.696,112.0,11.304,10.784,0.0,0.0,0.0,0.0,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059771537780761,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061322661007151,0.0083446502685546,0.004091928171557,0.0,0.0,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,132.768,0.0,0.0,0.0,1368.616,0.0,0.0,1
