time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_ul_kbps,f1_u_throughput_dl_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,F-node
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061431334386417,0.0085830688476562,0.00762939453125,0.00762939453125,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.0109672546386718,0.0109672546386718,0.0226974487304687,0.496,1.36,0.848,0.848,25.152,27.344,0.0,115.8,3.512,0.0088214874267578,0.0088214874267578,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061502504111522,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.0069141387939453,0.0069141387939453,0.0226974487304687,0.496,1.424,0.848,0.848,25.152,27.344,0.0,115.544,5.552,0.0078678131103515,0.0084400177001953,0
2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063086500262269,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.0090599060058593,0.0090599060058593,0.0226974487304687,0.496,1.424,0.848,0.848,25.152,27.344,0.0,115.84,1.192,0.0061988830566406,0.0061988830566406,0
3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064076475836151,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.0159740447998046,0.0159740447998046,0.0226974487304687,0.496,1.36,0.848,0.848,25.152,27.344,0.0,113.256,1.192,0.0061988830566406,0.0061988830566406,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061549950594925,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.0100135803222656,0.0100135803222656,0.0226974487304687,0.496,1.36,0.848,0.848,25.152,27.344,0.0,113.256,1.192,0.0088214874267578,0.0088214874267578,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005955696105957,0.0078916549682617,0.00762939453125,0.00762939453125,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.0145435333251953,0.0145435333251953,0.0226974487304687,0.496,1.36,0.848,0.848,25.152,27.344,0.0,112.0,0.0,0.0,0.0,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062823295593261,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.00762939453125,0.00762939453125,0.0226974487304687,0.496,1.36,0.848,0.848,25.152,27.344,0.0,112.0,0.0,0.0,0.0,0
7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060498714447021,0.0081062316894531,0.00762939453125,0.00762939453125,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.0050067901611328,0.0050067901611328,0.0226974487304687,0.496,1.36,0.848,0.848,25.152,27.344,0.0,112.0,0.0,0.0,0.0,0
8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063440587260935,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.0081062316894531,0.0081062316894531,0.0226974487304687,0.496,1.36,0.848,0.848,25.152,27.344,0.0,119.984,7.408,0.0071525573730468,0.0090599060058593,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063551282419741,0.0083446502685546,0.009775161743164,0.009775161743164,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.0088214874267578,0.0088214874267578,0.0226974487304687,0.496,1.424,0.848,0.848,25.152,27.344,0.0,128.736,538.992,0.0043914124772355,0.0054836273193359,0
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066096239750928,0.0088214874267578,0.0095367431640625,0.0095367431640625,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.0109672546386718,0.0109672546386718,0.0226974487304687,0.496,1.424,0.848,0.848,25.152,27.344,0.0,115.904,361.88,0.0044832042619293,0.0052452087402343,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064325804757599,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.0092983245849609,0.0092983245849609,0.0226974487304687,0.496,1.424,0.848,0.848,25.152,27.344,0.0,118.448,482.344,0.0046676313373404,0.0057220458984375,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063613872622969,0.0088214874267578,0.0121593475341796,0.0121593475341796,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.011444091796875,0.011444091796875,0.0226974487304687,0.496,1.424,0.848,0.848,25.152,27.344,0.0,117.192,226.48,0.0045554978506905,0.0062465667724609,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062878452130218,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.0071525573730468,0.0071525573730468,0.0226974487304687,0.496,1.424,0.848,0.848,25.152,27.344,0.0,117.192,9.272,0.0064373016357421,0.0064373016357421,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062937760234472,0.0083446502685546,0.0109672546386718,0.0109672546386718,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.00762939453125,0.00762939453125,0.0226974487304687,0.496,1.424,0.848,0.848,25.152,27.344,0.0,117.192,828.56,0.0042628358911584,0.0052452087402343,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061309337615966,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.0085830688476562,0.0085830688476562,0.0226974487304687,0.496,1.424,0.848,0.848,25.152,27.344,0.0,112.0,94.368,0.0045299530029296,0.0056028366088867,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062307508865205,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.0095367431640625,0.0095367431640625,0.0226974487304687,0.496,1.36,0.848,0.848,25.152,27.344,0.0,118.448,55.192,0.0051922268337673,0.0074386596679687,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062653081334052,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.0085830688476562,0.0085830688476562,0.0226974487304687,0.496,1.424,0.848,0.848,25.152,27.344,0.0,113.256,1.192,0.0071525573730468,0.0071525573730468,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064022400799919,0.0087499618530273,0.00762939453125,0.00762939453125,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.0069141387939453,0.0069141387939453,0.0226974487304687,0.496,1.36,0.848,0.848,25.152,27.344,0.0,128.832,270.968,0.0046781591466955,0.0055313110351562,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062000751495361,0.0085830688476562,0.0131130218505859,0.0131130218505859,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.009775161743164,0.009775161743164,0.0226974487304687,0.496,1.424,0.848,0.848,25.152,27.344,0.0,112.0,0.0,0.0,0.0,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060885699827279,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.0073909759521484,0.0073909759521484,0.0226974487304687,0.496,1.36,0.848,0.848,25.152,27.344,0.0,117.192,12.896,0.0064373016357421,0.0083446502685546,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062602581364093,0.0083446502685546,0.0138282775878906,0.0138282775878906,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.0090599060058593,0.0090599060058593,0.0226974487304687,0.496,1.424,0.848,0.848,25.152,27.344,0.0,122.384,501.008,0.0046708367087624,0.005960464477539,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061845779418945,0.0083684921264648,0.0069141387939453,0.0069141387939453,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.0073909759521484,0.0073909759521484,0.0226974487304687,0.496,1.424,0.848,0.848,25.152,27.344,0.0,112.0,0.0,0.0,0.0,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064609074356532,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.0104904174804687,0.0104904174804687,0.0226974487304687,0.496,1.36,0.848,0.848,25.152,27.344,0.0,122.384,2731.48,0.0041074019211989,0.0049114227294921,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00681735501431,0.0092983245849609,0.0109672546386718,0.0109672546386718,0.0062533787318638,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0100340162004743,0.0073909759521484,0.0073909759521484,0.0226974487304687,0.496,1.424,0.848,0.848,25.152,27.344,0.0,116.224,5480.632,0.0040715765913785,0.0050067901611328,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059497890187733,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0064373016357421,0.0069141387939453,0.0069141387939453,0.0082015991210937,0.0119209289550781,0.0119209289550781,0.0126361846923828,0.00762939453125,0.00762939453125,0.024271011352539,0.496,1.424,0.848,0.848,4.52,3.504,0.0,113.256,1.192,0.0042915344238281,0.0042915344238281,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060478059372099,0.0078678131103515,0.0104904174804687,0.0104904174804687,0.0063896179199218,0.011444091796875,0.011444091796875,0.008392333984375,0.0064373016357421,0.0064373016357421,0.0112056732177734,0.0066757202148437,0.0066757202148437,0.020599365234375,0.496,1.36,0.848,0.848,3.744,4.232,0.0,118.448,135.208,0.0049366670496323,0.00762939453125,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068598454541499,0.0090599060058593,0.00762939453125,0.00762939453125,0.0066518783569335,0.0,0.0,0.0088453292846679,0.0,0.0,0.010848045349121,0.0088214874267578,0.0088214874267578,0.025796890258789,0.496,1.424,0.0,0.0,8.264,7.736,0.0,122.384,4033.736,0.0040785619111735,0.0050067901611328,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006183385848999,0.0081300735473632,0.0066757202148437,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091791152954101,0.010991096496582,0.0,1.344,2.272,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063712053959912,0.0087976455688476,0.0073909759521484,0.0073909759521484,0.0062942504882812,0.0,0.0,0.0082015991210937,0.0,0.0,0.0107288360595703,0.0073909759521484,0.0073909759521484,0.0200271606445312,0.496,1.424,0.0,0.0,3.744,4.232,0.0,122.384,1255.528,0.004156855226473,0.0050067901611328,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062119308395765,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0061988830566406,0.0,0.0,0.0080108642578125,0.0,0.0,0.011301040649414,0.0073909759521484,0.0073909759521484,0.0208854675292968,0.496,1.424,0.0,0.0,3.744,4.232,0.0,117.192,383.152,0.0043229052894993,0.0057220458984375,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064254987357866,0.0090360641479492,0.0107288360595703,0.0107288360595703,0.0063578287760416,0.0,0.0,0.0091075897216796,0.0,0.0,0.0112533569335937,0.0090599060058593,0.0090599060058593,0.0274658203125,0.496,1.424,0.0,0.0,12.008,11.968,0.0,118.448,1556.736,0.0043064355850219,0.0054836273193359,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064266790257822,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0063896179199218,0.0,0.0,0.0085353851318359,0.0,0.0,0.0112056732177734,0.0123977661132812,0.0123977661132812,0.0207901000976562,0.496,1.424,0.0,0.0,3.744,4.232,0.0,118.448,2051.344,0.0041204470175283,0.0050067901611328,0
