time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_ul_kbps,f1_u_throughput_dl_kbps,F-node
175,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066232681274414,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0057697296142578,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0071525573730468,0.0109672546386718,0.0206470489501953,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066202465850527,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0094175338745117,0.005650520324707,0.0078678131103515,0.0107288360595703,0.0107288360595703,0.010085105895996,0.0086307525634765,0.0078916549682617,0.0103473663330078,0.0256538391113281,0.496,1.808,1.696,1.696,7.736,8.264,35.01880168914795,35.02213954925537,115.712,3.36,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006636576866036,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0047683715820312,0.0123977661132812,0.0123977661132812,0.0,0.0047683715820312,0.0,0.0,0.0,0.496,1.808,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066519969731421,0.0083446502685546,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0050067901611328,0.0083446502685546,0.0083446502685546,0.0,0.0050067901611328,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066769063769288,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0069141387939453,0.0107288360595703,0.0107288360595703,0.0,0.0069141387939453,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,114.728,2.44,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066769063769288,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0057220458984375,0.0069141387939453,0.0064373016357421,0.0064373016357421,0.0,0.0069141387939453,0.0075817108154296,0.01068115234375,0.0200748443603515,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,114.728,2.44,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065904037625181,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.0,0.0054836273193359,0.0065326690673828,0.009775161743164,0.009775161743164,0.0,0.0086784362792968,0.0069141387939453,0.0103950500488281,0.0199317932128906,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,121.568,10.424,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068303382042611,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0059843063354492,0.0042011863306949,0.0116825103759765,0.0116825103759765,0.0,0.0050067901611328,0.0078916549682617,0.0100612640380859,0.023508071899414,0.496,1.84,0.0,0.0,7.736,8.264,0.0,0.0,116.592,1026.888,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067053742669708,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0050067901611328,0.0066757202148437,0.0066757202148437,0.0,0.0050067901611328,0.0,0.0,0.0,0.496,1.808,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067191758179312,0.0087738037109375,0.008249282836914,0.0078678131103515,0.0,0.0,0.0061988830566406,0.0122785568237304,0.0129461288452148,0.0,0.0083446502685546,0.0,0.0,0.0,1.344,2.688,0.0,0.0,0.0,0.0,0.0,0.0,121.288,54.072,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067016865947459,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0061194101969401,0.0071525573730468,0.0071525573730468,0.0,0.0066757202148437,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,115.712,7.576,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067158500746925,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0,0.0055789947509765,0.0052928924560546,0.0109672546386718,0.0109672546386718,0.0,0.007486343383789,0.0070095062255859,0.0113964080810546,0.0218868255615234,0.496,1.808,0.0,0.0,4.232,3.744,0.0,0.0,122.384,78.944,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073791143312976,0.0092983245849609,0.0100135803222656,0.0100135803222656,0.0,0.0056266784667968,0.0041327234041892,0.0131130218505859,0.0131130218505859,0.0,0.0050067901611328,0.0071525573730468,0.0100612640380859,0.0187397003173828,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,117.192,5998.176,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066113471984863,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0,0.0057220458984375,0.0057220458984375,0.0116825103759765,0.0116825103759765,0.0,0.0064373016357421,0.0078916549682617,0.0103235244750976,0.0244379043579101,0.496,1.84,0.0,0.0,7.736,8.264,0.0,0.0,112.0,9.384,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066591139456525,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0040776020771748,0.0107288360595703,0.0107288360595703,0.0,0.0047683715820312,0.0,0.0,0.0,0.496,1.808,0.0,0.0,0.0,0.0,0.0,0.0,121.824,2105.16,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064915949755375,0.00762939453125,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0057220458984375,0.0157356262207031,0.0157356262207031,0.0,0.0064849853515625,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,116.544,4.192,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065867580584625,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0049571196238199,0.00762939453125,0.00762939453125,0.0,0.0063657760620117,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,113.256,182.128,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067219805361619,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0,0.0064849853515625,0.0069141387939453,0.0109672546386718,0.0109672546386718,0.0,0.0069141387939453,0.0087261199951171,0.01068115234375,0.0205039978027343,0.496,1.808,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065326690673828,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0054836273193359,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.006866455078125,0.01068115234375,0.020599365234375,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
194,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068386002342299,0.0085830688476562,0.0061988830566406,0.0061988830566406,0.0,0.0057697296142578,0.00762939453125,0.0073909759521484,0.0073909759521484,0.0,0.0097274780273437,0.0081300735473632,0.0104188919067382,0.025343894958496,0.496,1.776,0.0,0.0,7.736,8.264,0.0,0.0,119.776,7.344,1
195,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066472523248017,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.0064373016357421,0.009775161743164,0.009775161743164,0.0,0.0064373016357421,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,117.192,6.024,1
196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067043304443359,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
197,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065199219354308,0.0078678131103515,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0079870223999023,0.0126361846923828,0.0126361846923828,0.0,0.0084638595581054,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,118.448,6.496,1
198,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066519969731421,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0064373016357421,0.00762939453125,0.0100135803222656,0.0100135803222656,0.0,0.00762939453125,0.0089645385742187,0.0118255615234375,0.0220775604248046,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,1
199,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065831995722073,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0,0.006723403930664,0.0050067901611328,0.0090599060058593,0.0090599060058593,0.0,0.0050067901611328,0.0094890594482421,0.0112056732177734,0.020599365234375,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,1
200,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066131648450794,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0,0.0058174133300781,0.0073909759521484,0.0090599060058593,0.0090599060058593,0.0,0.0081539154052734,0.0081300735473632,0.0105619430541992,0.0265359878540039,0.496,1.808,0.0,0.0,7.736,8.264,0.0,0.0,119.024,6.448,1
201,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066244602203369,0.0081300735473632,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.496,1.808,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
202,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065803527832031,0.0081300735473632,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
203,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066757202148437,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
204,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067445176157785,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.005960464477539,0.0100135803222656,0.0081062316894531,0.0081062316894531,0.0,0.0100135803222656,0.007486343383789,0.0115394592285156,0.0230312347412109,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,1
205,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065954604951461,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0062942504882812,0.007033348083496,0.0066757202148437,0.0066757202148437,0.0,0.0078916549682617,0.0091552734375,0.0106334686279296,0.0201225280761718,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,116.224,3.872,1
206,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064420462840825,0.00762939453125,0.00762939453125,0.00762939453125,0.0,0.0060796737670898,0.0073909759521484,0.0057220458984375,0.0057220458984375,0.0,0.0073909759521484,0.0081539154052734,0.0112056732177734,0.0297069549560546,0.496,1.84,0.0,0.0,7.736,8.264,0.0,0.0,113.256,1.192,1
207,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006469169465622,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0103712081909179,0.0,0.0064373016357421,0.0069141387939453,0.0069141387939453,0.012373924255371,0.0066280364990234,0.0,0.0,0.0,0.496,1.776,1.696,1.696,0.0,0.0,35.01713275909424,35.018372535705566,120.24,9.04,1
208,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066041946411132,0.0081300735473632,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0051259994506835,0.0061988830566406,0.0061988830566406,0.0,0.0061750411987304,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,112.0,15.872,1
209,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068943674971417,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0045299530029296,0.0119209289550781,0.0119209289550781,0.0,0.0058174133300781,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,137.96,426.024,1
210,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068943674971417,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0,0.0064373016357421,0.0045299530029296,0.0057220458984375,0.0057220458984375,0.0,0.0058174133300781,0.0093936920166015,0.0102996826171875,0.0193595886230468,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,137.96,426.024,1
211,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006723166698247,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0,0.0058174133300781,0.0069141387939453,0.0073909759521484,0.0073909759521484,0.0,0.0069141387939453,0.0074386596679687,0.0110149383544921,0.021219253540039,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,113.256,1.192,1
212,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065476147096548,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0058650970458984,0.0052452087402343,0.0104904174804687,0.0104904174804687,0.0,0.0052452087402343,0.0083446502685546,0.0105857849121093,0.0274419784545898,0.496,1.776,0.0,0.0,7.736,8.264,0.0,0.0,113.256,1.192,1
213,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065879442205476,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0061988830566406,0.0064373016357421,0.0064373016357421,0.0,0.0061988830566406,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,113.256,1.192,1
214,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066542625427246,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
215,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072467617872284,0.009775161743164,0.0087261199951171,0.0073909759521484,0.0,0.0,0.0040631019632229,0.0123977661132812,0.0123977661132812,0.0,0.0047683715820312,0.0,0.0,0.0,1.344,2.624,0.0,0.0,0.0,0.0,0.0,0.0,142.592,10197.192,1
216,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074265608147009,0.0090599060058593,0.013589859008789,0.013589859008789,0.0,0.0062942504882812,0.0040567682144489,0.0128746032714843,0.0128746032714843,0.0,0.0047683715820312,0.008392333984375,0.0108718872070312,0.0210762023925781,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,117.192,12592.536,1
217,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065648555755615,0.0083684921264648,0.0088214874267578,0.0088214874267578,0.0,0.0057697296142578,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0072956085205078,0.0107765197753906,0.0207424163818359,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
218,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066438523849638,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0056982040405273,0.005046526590983,0.013589859008789,0.013589859008789,0.0,0.0065565109252929,0.0079154968261718,0.010848045349121,0.0275135040283203,0.496,1.776,0.0,0.0,7.736,8.264,0.0,0.0,118.448,52.928,1
219,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066816216648215,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0042465497862617,0.0121593475341796,0.0121593475341796,0.0,0.0050067901611328,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,123.08,597.912,1
220,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081026908194664,0.0100135803222656,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0040049317243055,0.0171661376953125,0.0171661376953125,0.0,0.0045299530029296,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,118.448,33892.208,1
221,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070226192474365,0.0090837478637695,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1
222,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066912174224853,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0,0.0058650970458984,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.007486343383789,0.0116348266601562,0.0219345092773437,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
223,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066363811492919,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0064849853515625,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0094413757324218,0.0107288360595703,0.0208377838134765,0.496,1.776,0.0,0.0,4.232,3.744,0.0,0.0,112.0,0.0,1
224,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067685037998143,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0059127807617187,0.0050509417498553,0.0109672546386718,0.0109672546386718,0.0,0.0062942504882812,0.0079870223999023,0.0099658966064453,0.0240802764892578,0.496,1.84,0.0,0.0,7.736,8.264,0.0,0.0,119.144,144.472,1
225,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065488008717399,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0056425730387369,0.0145435333251953,0.0145435333251953,0.0,0.0063896179199218,0.0,0.0,0.0,0.496,1.808,0.0,0.0,0.0,0.0,0.0,0.0,115.88,8.392,1
226,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066009920034835,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0045299530029296,0.0102519989013671,0.0102519989013671,0.0,0.0064373016357421,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,0.0,115.68,172.968,1
227,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066827670693984,0.0082969665527343,0.0116825103759765,0.0116825103759765,0.0,0.006421407063802,0.0052601099014282,0.0119209289550781,0.0119209289550781,0.0,0.0065565109252929,0.0085830688476562,0.0095526377360026,0.0194549560546875,0.496,1.808,0.0,0.0,11.312,10.776,0.0,0.0,119.064,45.232,1
228,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069781915465397,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0056266784667968,0.0048065185546875,0.0116825103759765,0.0116825103759765,0.0,0.0057220458984375,0.0070571899414062,0.0103473663330078,0.0192642211914062,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,113.256,229.856,1
229,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067457037778636,0.0090599060058593,0.0071525573730468,0.0071525573730468,0.0,0.0056743621826171,0.0070929527282714,0.0081062316894531,0.0081062316894531,0.0,0.0075817108154296,0.0071048736572265,0.0108242034912109,0.0209808349609375,0.496,1.84,0.0,0.0,4.232,3.744,0.0,0.0,117.192,15.904,1
