time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_u_throughput_dl_kbps,F-node
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006751199463504,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0090165571732954,0.0138282775878906,0.496,1.424,9.856,10.24,9.32,8.264,111.44,16.666666666666664,16.666666666666664,520.5230712890625,764.0932559967041,85.0154823727078,85.02297401428223,-394.7640419006348,-579.3696880340576,0.0,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068565894817483,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0051922268337673,0.006723403930664,0.0104904174804687,0.0104904174804687,0.008702278137207,0.0126123428344726,0.496,1.36,6.448,6.256,8.264,7.736,117.776,20.0,40.0,550.3318309783936,713.1381988525391,85.01780033111572,85.03034114837646,-352.0240783691406,-534.0354442596436,29.032,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068939740384989,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0066757202148437,0.0066757202148437,0.0121593475341796,0.0121593475341796,0.0,0.0,0.496,1.424,5.6,6.544,0.0,0.0,113.256,25.0,20.0,533.6843331654867,727.2820472717285,0.0,0.0,-309.31200981140137,-477.723240852356,1.192,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068536445276061,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.005960464477539,0.005960464477539,0.0109672546386718,0.0109672546386718,0.0,0.0,0.496,1.36,6.096,5.76,0.0,0.0,113.256,40.0,25.0,533.3275000254313,726.6910076141357,0.0,0.0,-354.46977615356445,-534.0144634246826,1.192,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068180596650536,0.0085830688476562,0.00762939453125,0.00762939453125,0.0045299530029296,0.0045299530029296,0.00762939453125,0.00762939453125,0.0081539154052734,0.0115871429443359,0.496,1.36,9.856,10.24,3.744,4.232,113.256,16.666666666666664,16.666666666666664,521.1398124694824,758.8364124298096,85.01467704772949,85.0250244140625,-397.3742485046387,-578.205680847168,1.192,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067698955535888,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0089645385742187,0.0126123428344726,0.496,1.36,6.448,6.256,7.488,8.464,112.0,20.0,40.0,549.5730638504028,710.1073265075684,85.01932621002197,85.03801822662354,-355.7793617248535,-533.2918961842855,0.0,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0069379806518554,0.0088214874267578,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0086264176802201,0.0119209289550781,0.496,1.36,5.6,6.544,8.856,8.328,112.0,25.0,20.0,533.6074034372965,724.4621276855469,85.01975352947528,85.03198623657227,-313.6479139328003,-479.2534112930298,0.0,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068465275550956,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0047683715820312,0.0061511993408203,0.0083446502685546,0.0083446502685546,0.0085830688476562,0.0121593475341796,0.496,1.36,6.096,5.76,3.152,3.64,117.192,40.0,25.0,533.6406230926514,722.3812103271484,85.01601219177246,85.01925468444824,-357.537841796875,-533.6294968922933,31.864,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068860895493451,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0043417278089021,0.0060081481933593,0.0088214874267578,0.0088214874267578,0.0092029571533203,0.0113964080810546,0.496,1.424,9.856,10.24,8.792,7.736,132.768,16.666666666666664,16.666666666666664,521.4206695556641,753.8758754730225,85.01724763350053,85.03127098083496,-401.0103225708008,-577.195930480957,210.264,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068284020635294,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0042688278924851,0.005960464477539,0.0119209289550781,0.0119209289550781,0.0,0.0,0.496,1.424,6.448,6.256,0.0,0.0,123.64,20.0,40.0,548.7293004989624,705.108118057251,0.0,0.0,-359.2793941497803,-533.694346745809,237.896,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0071572552760833,0.0092506408691406,0.0069141387939453,0.0069141387939453,0.0039822984449934,0.0050067901611328,0.00762939453125,0.00762939453125,0.0092983245849609,0.0092983245849609,0.496,1.424,5.6,6.544,0.592,0.592,123.64,25.0,20.0,534.2122713724772,720.86181640625,85.01847585042317,85.02864837646484,-318.2790517807007,-479.9825549125672,3439.56,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0069936116536458,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0041368159841983,0.0052452087402343,0.0126361846923828,0.0126361846923828,0.0105500221252441,0.0146389007568359,0.496,1.424,6.096,5.76,3.152,3.64,113.256,40.0,25.0,533.5656007130941,718.9757823944092,85.02209186553955,85.024094581604,-361.7714405059815,-534.302552541097,1046.128,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067341327667236,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0133514404296875,0.0133514404296875,0.0094413757324218,0.0141143798828124,0.496,1.392,9.856,10.24,7.488,8.464,112.0,16.666666666666664,16.666666666666664,520.5439567565918,748.314905166626,85.01875400543213,85.03823280334473,-404.1970729827881,-576.4219284057617,0.0,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068330764770507,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0150203704833984,0.0150203704833984,0.0085194905598958,0.0132083892822265,0.496,1.36,6.448,6.256,12.008,11.968,112.0,20.0,40.0,549.8072504997253,702.3690938949585,85.01831690470378,85.03613471984863,-363.2467746734619,-533.2894325256348,0.0,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068378448486328,0.0083684921264648,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0128746032714843,0.0128746032714843,0.0081062316894531,0.0113964080810546,0.496,1.36,5.6,6.544,2.688,3.704,112.0,25.0,20.0,526.9778569539388,711.7254257202148,85.01915136973064,85.03258228302002,-323.6448049545288,-481.49359226226807,0.0,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067138671875,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0090201695760091,0.0140666961669921,0.496,1.36,6.096,5.76,5.576,4.032,112.0,40.0,25.0,533.7216059366862,732.0637702941895,85.01273393630981,85.01808643341064,-345.3783988952637,-520.3208128611246,0.0,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0069082079835199,0.0088214874267578,0.0104904174804687,0.0104904174804687,0.0071525573730468,0.0071525573730468,0.0107288360595703,0.0107288360595703,0.0,0.0,0.496,1.36,9.856,10.24,0.0,0.0,113.256,16.666666666666664,16.666666666666664,521.9736576080322,763.8484001159668,0.0,0.0,-394.84009742736816,-579.5944690704346,1.192,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0069034633351795,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0057220458984375,0.0062942504882812,0.0123977661132812,0.0123977661132812,0.0090599060058593,0.0133514404296875,0.496,1.36,6.448,6.256,3.744,4.232,117.888,20.0,40.0,548.295259475708,711.8277072906494,85.11366844177246,85.29701232910156,-351.9319534301758,-533.3515008290609,6.16,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067772251544612,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0047683715820312,0.0047683715820312,0.00762939453125,0.00762939453125,0.0089406967163085,0.0101566314697265,0.496,1.424,5.6,6.544,2.688,3.704,113.816,25.0,20.0,534.0328216552734,728.4743785858154,85.01944541931152,85.03222465515137,-308.5654020309448,-477.73516178131104,1.192,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068187713623046,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0094970067342122,0.0153779983520507,0.496,1.36,6.096,5.76,4.8,4.76,112.0,40.0,25.0,533.352772394816,726.5563011169434,85.01887321472168,85.03448963165283,-354.4123649597168,-534.3213081359863,0.0,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0069025650765131,0.0084638595581054,0.0081062316894531,0.0081062316894531,0.0039566351745842,0.0045299530029296,0.0119209289550781,0.0119209289550781,0.0083128611246744,0.0121593475341796,0.496,1.36,9.856,10.24,12.008,11.968,140.992,16.666666666666664,16.666666666666664,521.1452484130859,758.821439743042,85.01507554735456,85.02705097198486,-397.42469787597656,-578.2042503356934,2806.264,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0069177150726318,0.0085830688476562,0.00762939453125,0.00762939453125,0.0047683715820312,0.0055313110351562,0.0133514404296875,0.0133514404296875,0.0083684921264648,0.0125646591186523,0.496,1.424,6.448,6.256,8.264,7.736,112.0,20.0,40.0,549.3115782737732,709.5065832138062,85.01725196838379,85.03422737121582,-355.8091163635254,-533.318281173706,14.896,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0072059346668755,0.0090599060058593,0.0083446502685546,0.0083446502685546,0.0041469198758484,0.0052452087402343,0.0112056732177734,0.0112056732177734,0.0,0.0,0.496,1.392,5.6,6.544,0.0,0.0,121.824,25.0,20.0,533.906618754069,725.2843856811523,0.0,0.0,-313.6409521102905,-478.9860248565674,2447.792,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0073059950724686,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0040945218724696,0.0050067901611328,0.0085830688476562,0.0085830688476562,0.0,0.0,0.496,1.424,6.096,5.76,0.0,0.0,118.448,40.0,25.0,533.810536066691,724.0495681762695,0.0,0.0,-357.322645187378,-533.6550871531168,3377.08,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067453573245813,0.0081062316894531,0.0121593475341796,0.0121593475341796,0.0045725277491978,0.0057220458984375,0.0143051147460937,0.0143051147460937,0.0079512596130371,0.0117063522338867,0.496,1.424,9.856,10.24,14.52,15.544,118.448,16.666666666666664,16.666666666666664,521.5476036071777,753.0137062072754,85.01485586166382,85.02686023712158,-400.7937431335449,-577.3865222930908,226.592,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0069701671600341,0.0090599060058593,0.0081062316894531,0.0081062316894531,0.0043127271864149,0.0052452087402343,0.0107288360595703,0.0107288360595703,0.0083446502685546,0.0101327896118164,0.496,1.424,6.448,6.256,4.864,4.824,112.696,20.0,40.0,548.815667629242,705.4831504821777,85.01876725090875,85.03460884094238,-359.2071056365967,-533.6889425913492,455.384,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068565894817483,0.0085830688476562,0.008702278137207,0.0082254409790039,0.0053167343139648,0.0065565109252929,0.0131130218505859,0.0140666961669921,0.0089274512396918,0.0123500823974609,1.344,2.24,5.6,6.544,6.896,7.872,120.784,25.0,20.0,533.6160659790039,719.9033737182617,85.01560347420829,85.0245475769043,-319.2716598510742,-480.2400469779968,79.44,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006882112417648,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0045746564865112,0.005960464477539,0.0104904174804687,0.0104904174804687,0.0089168548583984,0.0122547149658203,0.496,1.424,6.096,5.76,3.744,4.232,117.192,40.0,25.0,533.3831310272217,719.1553592681885,85.01992225646973,85.03127098083496,-361.6394519805908,-533.9914957682291,166.656,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067872194508414,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0047683715820312,0.0061988830566406,0.0107288360595703,0.0107288360595703,0.0085353851318359,0.0126123428344726,0.496,1.424,9.856,10.24,8.264,7.736,117.192,16.666666666666664,16.666666666666664,520.551347732544,748.851728439331,85.01565456390381,85.03618240356445,-403.8982391357422,-576.378583908081,46.44,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067591667175292,0.0086069107055664,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.496,1.424,6.448,6.256,0.0,0.0,112.0,20.0,40.0,545.3891158103943,702.9803037643433,0.0,0.0,-363.20629119873047,-533.3585739135742,0.0,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0070315688403684,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0047683715820312,0.0047683715820312,0.009775161743164,0.009775161743164,0.0,0.0,0.496,1.36,5.6,6.544,0.0,0.0,113.256,25.0,20.0,533.5184733072916,731.6121578216553,0.0,0.0,-310.48130989074707,-471.7493653297424,1.192,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0069707927137318,0.0088214874267578,0.0092983245849609,0.0092983245849609,0.0047683715820312,0.0052452087402343,0.0112056732177734,0.0112056732177734,0.0,0.0,0.496,1.36,6.096,5.76,0.0,0.0,115.968,40.0,25.0,533.401886622111,731.5215587615967,0.0,0.0,-349.3584156036377,-533.2903861999512,21.536,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006869727489995,0.0085115432739257,0.0081062316894531,0.0081062316894531,0.0049750010172526,0.0064373016357421,0.0083446502685546,0.0083446502685546,0.0086307525634765,0.0122547149658203,0.496,1.424,9.856,10.24,3.744,4.232,123.888,16.666666666666664,16.666666666666664,522.1353530883789,763.6813163757324,85.01763343811035,85.02883911132812,-394.7973728179932,-579.5780658721924,115.496,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068426132202148,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0047683715820312,0.005960464477539,0.0109672546386718,0.0109672546386718,0.0084638595581054,0.011301040649414,0.496,1.424,6.448,6.256,2.688,3.704,112.0,20.0,40.0,548.4737753868103,711.8485927581787,85.02225875854492,85.03413200378418,-363.2247447967529,-533.349355061849,142.776,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067895917750116,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0045299530029296,0.0051498413085937,0.0109672546386718,0.0109672546386718,0.0154972076416015,0.0154972076416015,0.496,1.424,5.6,6.544,1.056,0.528,117.192,25.0,20.0,533.2791805267334,726.7866611480713,85.0367546081543,85.0367546081543,-308.65299701690674,-478.0179262161255,18.168,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067687034606933,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0092983245849609,0.0131130218505859,0.496,1.392,6.096,5.76,8.264,7.736,112.0,40.0,25.0,533.6230595906576,727.2727489471436,85.01871426900227,85.02650260925293,-354.2513847351074,-533.6625576019287,0.0,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068539440041721,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0050862630208333,0.0057220458984375,0.0128746032714843,0.0128746032714843,0.0,0.0,0.496,1.36,9.856,10.24,0.0,0.0,119.904,16.666666666666664,16.666666666666664,520.927619934082,758.7315559387207,0.0,0.0,-397.9898452758789,-578.3718109130859,25.208,1
194,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067872194508414,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.005960464477539,0.005960464477539,0.0083446502685546,0.0083446502685546,0.0,0.0,0.496,1.424,6.448,6.288,0.0,0.0,113.256,20.0,40.0,549.4726300239563,709.6508741378784,0.0,0.0,-355.1905155181885,-533.3568255106608,1.192,1
195,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067338421570127,0.0081062316894531,0.00762939453125,0.00762939453125,0.0066757202148437,0.0066757202148437,0.0119209289550781,0.0119209289550781,0.0,0.0,0.496,1.36,5.6,6.608,0.0,0.0,113.256,25.0,20.0,533.7444146474203,725.1579284667969,0.0,0.0,-313.64550590515137,-478.9738655090332,1.192,1
196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0066733478906735,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0052452087402343,0.0052452087402343,0.0109672546386718,0.0109672546386718,0.0090599060058593,0.0122547149658203,0.496,1.36,6.096,5.792,3.744,4.232,113.256,40.0,25.0,534.1693560282389,724.7249603271484,85.02044677734375,85.02883911132812,-357.4204921722412,-533.689816792806,1.192,1
197,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0069908979462414,0.0090599060058593,0.0104904174804687,0.0104904174804687,0.0051770891462053,0.0069141387939453,0.013589859008789,0.013589859008789,0.0086784362792968,0.0125408172607421,0.496,1.36,9.856,10.272,3.744,4.232,134.344,16.666666666666664,16.666666666666664,521.2708950042725,753.053092956543,85.02163887023926,85.03313064575195,-401.2061595916748,-577.564001083374,125.952,1
198,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0069437928460723,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0051657358805338,0.0066757202148437,0.0131130218505859,0.0131130218505859,0.0081459681193033,0.0112056732177734,0.496,1.424,6.448,6.288,4.336,4.824,117.192,20.0,40.0,548.8418340682983,704.4801235198975,85.02036333084106,85.0435733795166,-359.4045162200928,-533.680280049642,84.12,1
199,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0066673755645751,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0140666961669921,0.0140666961669921,0.0085234642028808,0.012063980102539,0.496,1.424,5.6,6.608,3.928,2.912,112.0,25.0,20.0,534.6508026123047,720.8541393280029,85.00993251800537,85.01002788543701,-318.37751865386963,-479.7567129135132,0.0,1
200,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0069475173950195,0.0090599060058593,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.496,1.36,6.096,5.792,0.0,0.0,112.0,40.0,25.0,533.7443351745605,717.9608345031738,0.0,0.0,-362.6202583312988,-534.6423784891764,0.0,1
201,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006882112417648,0.0088214874267578,0.0095367431640625,0.0095367431640625,0.0047683715820312,0.0047683715820312,0.0090599060058593,0.0090599060058593,0.0,0.0,0.496,1.36,9.856,10.272,0.0,0.0,113.256,16.666666666666664,16.666666666666664,520.1202392578125,747.7465152740479,0.0,0.0,-403.8181781768799,-576.0008811950684,1.192,1
202,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0069402343598171,0.0090599060058593,0.0073909759521484,0.0073909759521484,0.0057220458984375,0.0057220458984375,0.0071525573730468,0.0071525573730468,0.0,0.0,0.496,1.36,6.448,6.288,0.0,0.0,113.256,20.0,40.0,550.0738620758057,703.4096002578735,0.0,0.0,-363.2071971893311,-533.6814721425375,1.192,1
