time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,e2_du_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,f1_u_throughput_dl_kbps,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,F-node
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065437798361176,0.0094175338745117,0.0038701251628275,0.0061511993408203,0.0128746032714843,0.0045299530029296,0.013589859008789,0.0151634216308593,0.0081062316894531,0.0170230865478515,0.0095571790422712,0.0133514404296875,0.0133514404296875,0.0195980072021484,0,0.496,1.696,1.696,1.36,143.152,25.152,27.344,0.0,13369.496,0.0071525573730468,0.0071525573730468,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0073555672522818,0.0100135803222656,0.0038844755093639,0.0061511993408203,0.0128746032714843,0.0045299530029296,0.013589859008789,0.0151634216308593,0.0081062316894531,0.0170230865478515,0.0095571790422712,0.0090599060058593,0.0090599060058593,0.0195980072021484,0,0.496,1.696,1.696,1.424,118.448,25.152,27.344,0.0,22718.8,0.0138282775878906,0.0138282775878906,0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060221449059633,0.0085830688476562,0.0045299530029296,0.0061511993408203,0.0128746032714843,0.0045299530029296,0.013589859008789,0.0151634216308593,0.0081062316894531,0.0170230865478515,0.0095571790422712,0.0121593475341796,0.0121593475341796,0.0195980072021484,0,0.496,1.696,1.696,1.424,113.256,25.152,27.344,0.0,1.192,0.0066757202148437,0.0066757202148437,0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060517989580904,0.0083446502685546,0.0045299530029296,0.0061511993408203,0.0128746032714843,0.0045299530029296,0.013589859008789,0.0151634216308593,0.0081062316894531,0.0170230865478515,0.0095571790422712,0.0083446502685546,0.0083446502685546,0.0195980072021484,0,0.496,1.696,1.696,1.36,113.256,25.152,27.344,0.0,1.192,0.0073909759521484,0.0073909759521484,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058722496032714,0.00762939453125,0.0,0.0061511993408203,0.0128746032714843,0.0,0.013589859008789,0.0151634216308593,0.0081062316894531,0.0170230865478515,0.0095571790422712,0.0143051147460937,0.0143051147460937,0.0195980072021484,0,0.496,1.696,1.696,1.36,112.0,25.152,27.344,0.0,0.0,0.0083446502685546,0.0083446502685546,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0068229787489947,0.0092983245849609,0.0038614460066253,0.0061511993408203,0.0128746032714843,0.0045299530029296,0.013589859008789,0.0151634216308593,0.0081062316894531,0.0170230865478515,0.0095571790422712,0.0147819519042968,0.0147819519042968,0.0195980072021484,0,0.496,1.696,1.696,1.36,132.768,25.152,27.344,0.0,24120.952,0.0121593475341796,0.0121593475341796,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0074989167018909,0.0100135803222656,0.0038785227878241,0.0061511993408203,0.0128746032714843,0.0045299530029296,0.013589859008789,0.0151634216308593,0.0081062316894531,0.0170230865478515,0.0095571790422712,0.0166893005371093,0.0166893005371093,0.0195980072021484,0,0.496,1.696,1.696,1.424,117.192,25.152,27.344,0.0,26782.664,0.0104904174804687,0.0104904174804687,0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061523914337158,0.0086069107055664,0.0,0.0061511993408203,0.0128746032714843,0.0,0.013589859008789,0.0151634216308593,0.0081062316894531,0.0170230865478515,0.0095571790422712,0.0078678131103515,0.0078678131103515,0.0195980072021484,0,0.496,1.696,1.696,1.424,112.0,25.152,27.344,0.0,0.0,0.0066757202148437,0.0066757202148437,0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060280757163887,0.0083446502685546,0.0081062316894531,0.0061511993408203,0.0128746032714843,0.0081062316894531,0.013589859008789,0.0151634216308593,0.0081062316894531,0.0170230865478515,0.0095571790422712,0.0102519989013671,0.0102519989013671,0.0195980072021484,0,0.496,1.696,1.696,1.36,113.256,25.152,27.344,0.0,1.192,0.0061988830566406,0.0061988830566406,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058525237277965,0.00762939453125,0.0050067901611328,0.0061511993408203,0.0,0.0050067901611328,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0085830688476562,0.0085830688476562,0.0195980072021484,0,0.496,0.0,0.0,1.36,113.256,25.152,27.344,0.0,1.192,0.0073909759521484,0.0073909759521484,0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063696903968924,0.0090599060058593,0.0083446502685546,0.0061511993408203,0.0,0.0083446502685546,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0121593475341796,0.0121593475341796,0.0195980072021484,0,0.496,0.0,0.0,1.36,113.256,25.152,27.344,0.0,1.192,0.0069141387939453,0.0069141387939453,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059092044830322,0.0078916549682617,0.0,0.0061511993408203,0.0,0.0,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0126361846923828,0.0126361846923828,0.0195980072021484,0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0,0.0083446502685546,0.0083446502685546,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060565263322256,0.0083446502685546,0.0039007245879812,0.0061511993408203,0.0,0.0044584274291992,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.009775161743164,0.009775161743164,0.0195980072021484,0,0.496,0.0,0.0,1.36,141.568,25.152,27.344,0.0,2158.48,0.005960464477539,0.005960464477539,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0072379610431728,0.009775161743164,0.0038901165807405,0.0061511993408203,0.0,0.0045299530029296,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0178813934326171,0.0178813934326171,0.0195980072021484,0,0.496,0.0,0.0,1.424,117.192,25.152,27.344,0.0,21891.128,0.0112056732177734,0.0112056732177734,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0072142378014711,0.0100135803222656,0.0039015740581601,0.0061511993408203,0.0,0.0045299530029296,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0071525573730468,0.0071525573730468,0.0195980072021484,0,0.496,0.0,0.0,1.424,117.192,25.152,27.344,0.0,14295.272,0.0078678131103515,0.0078678131103515,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066792787010989,0.0095367431640625,0.0039642573865644,0.0061511993408203,0.0,0.004744529724121,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0109672546386718,0.0109672546386718,0.0195980072021484,0,0.496,0.0,0.0,1.424,113.256,25.152,27.344,0.0,6930.896,0.0100135803222656,0.0100135803222656,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060985584070186,0.0081062316894531,0.0049008263481987,0.0061511993408203,0.0,0.0061511993408203,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.00762939453125,0.00762939453125,0.0195980072021484,0,0.496,0.0,0.0,1.424,116.096,25.152,27.344,0.0,34.36,0.0100135803222656,0.0100135803222656,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058987840491147,0.00762939453125,0.0047683715820312,0.0061511993408203,0.0,0.0047683715820312,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0069141387939453,0.0069141387939453,0.0195980072021484,0,0.496,0.0,0.0,1.424,113.256,25.152,27.344,0.0,1.192,0.0078678131103515,0.0078678131103515,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.005965232849121,0.0081062316894531,0.0,0.0061511993408203,0.0,0.0,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0109672546386718,0.0109672546386718,0.0195980072021484,0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0,0.0090599060058593,0.0090599060058593,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060343742370605,0.0081062316894531,0.0,0.0061511993408203,0.0,0.0,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0100135803222656,0.0100135803222656,0.0195980072021484,0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0,0.0066757202148437,0.0066757202148437,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065822227328431,0.0092983245849609,0.0038683784674413,0.0061511993408203,0.0,0.0045299530029296,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0119209289550781,0.0119209289550781,0.0195980072021484,0,0.496,0.0,0.0,1.36,137.4,25.152,27.344,0.0,14161.248,0.009775161743164,0.009775161743164,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0076495592866964,0.0104904174804687,0.0038595369310548,0.0061511993408203,0.0,0.0045299530029296,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0109672546386718,0.0109672546386718,0.0195980072021484,0,0.496,0.0,0.0,1.424,117.192,25.152,27.344,0.0,46461.488,0.0095367431640625,0.0095367431640625,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071195092531714,0.009775161743164,0.0047683715820312,0.0061511993408203,0.0,0.0047683715820312,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.011444091796875,0.011444091796875,0.0195980072021484,0,0.496,0.0,0.0,1.424,118.448,25.152,27.344,0.0,1.192,0.0095367431640625,0.0095367431640625,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061822767874494,0.0083446502685546,0.0050067901611328,0.0061511993408203,0.0,0.0050067901611328,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0131130218505859,0.0131130218505859,0.0195980072021484,0,0.496,0.0,0.0,1.424,113.256,25.152,27.344,0.0,1.192,0.0085830688476562,0.0085830688476562,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062664942954903,0.0088214874267578,0.0078678131103515,0.0061511993408203,0.0,0.0078678131103515,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0112056732177734,0.0112056732177734,0.0195980072021484,0,0.496,0.0,0.0,1.36,113.256,25.152,27.344,0.0,1.192,0.0119209289550781,0.0119209289550781,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058996677398681,0.0078678131103515,0.0,0.0061511993408203,0.0,0.0,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0092983245849609,0.0092983245849609,0.0195980072021484,0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0,0.0066757202148437,0.0066757202148437,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061094760894775,0.0085830688476562,0.0,0.0061511993408203,0.0,0.0,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0107288360595703,0.0107288360595703,0.0195980072021484,0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0,0.0081062316894531,0.0081062316894531,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060153007507324,0.0081300735473632,0.0,0.0061511993408203,0.0,0.0,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0119209289550781,0.0119209289550781,0.0195980072021484,0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0,0.0069141387939453,0.0069141387939453,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065449372078608,0.0092983245849609,0.0038888323959426,0.0061511993408203,0.0,0.0045299530029296,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0102519989013671,0.0115871429443359,0.0195980072021484,0,1.344,0.0,0.0,2.208,140.992,25.152,27.344,0.0,13422.24,0.0076055526733398,0.0065565109252929,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066425076764614,0.0092983245849609,0.0039398769703452,0.0061511993408203,0.0,0.0045299530029296,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0109672546386718,0.0109672546386718,0.0195980072021484,0,0.496,0.0,0.0,1.424,113.256,25.152,27.344,0.0,12481.232,0.011444091796875,0.011444091796875,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060933146310682,0.0081062316894531,0.0078678131103515,0.0061511993408203,0.0,0.0078678131103515,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0112056732177734,0.0112056732177734,0.0195980072021484,0,0.496,0.0,0.0,1.424,113.256,25.152,27.344,0.0,1.192,0.0069141387939453,0.0069141387939453,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061016177656638,0.0083446502685546,0.0083446502685546,0.0061511993408203,0.0,0.0083446502685546,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0066757202148437,0.0066757202148437,0.0195980072021484,0,0.496,0.0,0.0,1.36,113.256,25.152,27.344,0.0,1.192,0.00762939453125,0.00762939453125,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061893463134765,0.0081300735473632,0.0,0.0061511993408203,0.0,0.0,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0123977661132812,0.0123977661132812,0.0195980072021484,0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0,0.0064373016357421,0.0064373016357421,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059998035430908,0.00762939453125,0.0,0.0061511993408203,0.0,0.0,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.011444091796875,0.011444091796875,0.0195980072021484,0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0,0.005960464477539,0.005960464477539,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059199333190917,0.0078678131103515,0.0,0.0061511993408203,0.0,0.0,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0088214874267578,0.0088214874267578,0.0195980072021484,0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0,0.0064373016357421,0.0064373016357421,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.005950927734375,0.0081300735473632,0.0,0.0061511993408203,0.0,0.0,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0095367431640625,0.0095367431640625,0.0195980072021484,0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0,0.0064373016357421,0.0064373016357421,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062995743983,0.0088214874267578,0.0039003228628507,0.0061511993408203,0.0,0.0045299530029296,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0107288360595703,0.0107288360595703,0.0195980072021484,0,0.496,0.0,0.0,1.424,143.152,25.152,27.344,0.0,5291.912,0.0071525573730468,0.0071525573730468,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006032820364729,0.0083446502685546,0.0045299530029296,0.0061511993408203,0.0,0.0045299530029296,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.009775161743164,0.009775161743164,0.0195980072021484,0,0.496,0.0,0.0,1.392,113.256,25.152,27.344,0.0,1.192,0.0083446502685546,0.0083446502685546,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061037505201518,0.0083446502685546,0.0069936116536458,0.0061511993408203,0.0066757202148437,0.0081062316894531,0.0042915344238281,0.0066757202148437,0.0081062316894531,0.0042915344238281,0.0095571790422712,0.0112056732177734,0.0112056732177734,0.0195980072021484,0,0.496,0.848,0.848,1.36,122.952,25.152,27.344,0.0,13.656,0.0073909759521484,0.0073909759521484,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059391135600075,0.00762939453125,0.0047683715820312,0.0061511993408203,0.0061988830566406,0.0047683715820312,0.0078678131103515,0.0061988830566406,0.0081062316894531,0.0078678131103515,0.0095571790422712,0.0128746032714843,0.0128746032714843,0.0195980072021484,0,0.496,0.848,0.848,1.424,113.256,25.152,27.344,0.0,1.192,0.0069141387939453,0.0069141387939453,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062286853790283,0.0088214874267578,0.0,0.0061511993408203,0.0,0.0,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0085830688476562,0.0085830688476562,0.0195980072021484,0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,0.0,0.0071525573730468,0.0071525573730468,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058948993682861,0.0078916549682617,0.007788340250651,0.0061511993408203,0.0,0.0095844268798828,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0073909759521484,0.0073909759521484,0.0195980072021484,0,0.496,0.0,0.0,1.36,112.0,25.152,27.344,0.0,6.888,0.0069141387939453,0.0069141387939453,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060720396746555,0.0083446502685546,0.0061511993408203,0.0061511993408203,0.0,0.0084877014160156,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0119209289550781,0.0119209289550781,0.0195980072021484,0,0.496,0.0,0.0,1.424,119.752,25.152,27.344,0.0,11.608,0.0061988830566406,0.0061988830566406,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061127218869653,0.0085830688476562,0.0051610610064338,0.0061511993408203,0.0,0.0072479248046875,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0078678131103515,0.0078678131103515,0.0195980072021484,0,0.496,0.0,0.0,1.424,122.384,25.152,27.344,0.0,137.4,0.0066757202148437,0.0066757202148437,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060340065268141,0.0083446502685546,0.0069141387939453,0.0061511993408203,0.0,0.0069141387939453,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0088214874267578,0.0088214874267578,0.0195980072021484,0,0.496,0.0,0.0,1.424,113.256,25.152,27.344,0.0,1.192,0.005960464477539,0.005960464477539,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063456925265307,0.0088214874267578,0.005960464477539,0.0061511993408203,0.0,0.0069141387939453,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.011444091796875,0.011444091796875,0.0195980072021484,0,0.496,0.0,0.0,1.36,123.64,25.152,27.344,0.0,19.576,0.0071525573730468,0.0071525573730468,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006163474356774,0.0083208084106445,0.0051693482832475,0.0061511993408203,0.0,0.006866455078125,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0073909759521484,0.0073909759521484,0.0195980072021484,0,0.496,0.0,0.0,1.424,115.856,25.152,27.344,0.0,138.912,0.0078678131103515,0.0078678131103515,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006219047812087,0.0088214874267578,0.0047683715820312,0.0061511993408203,0.0,0.0060081481933593,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0131130218505859,0.0131130218505859,0.0195980072021484,0,0.496,0.0,0.0,1.424,117.192,25.152,27.344,0.0,77.608,0.0073909759521484,0.0073909759521484,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060796737670898,0.0083446502685546,0.0,0.0061511993408203,0.0,0.0,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0128746032714843,0.0128746032714843,0.0195980072021484,0,0.496,0.0,0.0,1.424,112.0,25.152,27.344,0.0,0.0,0.0073909759521484,0.0073909759521484,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060206592673122,0.0085830688476562,0.0079870223999023,0.0061511993408203,0.0,0.0088453292846679,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.011444091796875,0.011444091796875,0.0195980072021484,0,0.496,0.0,0.0,1.36,122.384,25.152,27.344,0.0,13.776,0.0069141387939453,0.0069141387939453,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061870214357898,0.0081062316894531,0.0055432319641113,0.0061511993408203,0.0,0.0068426132202148,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0164508819580078,0.0164508819580078,0.0195980072021484,0,0.496,0.0,0.0,1.424,117.192,25.152,27.344,0.0,39.328,0.00762939453125,0.00762939453125,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061395749523865,0.0083446502685546,0.0054836273193359,0.0061511993408203,0.0,0.0054836273193359,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0078678131103515,0.0078678131103515,0.0195980072021484,0,0.496,0.0,0.0,1.424,113.256,25.152,27.344,0.0,1.192,0.0069141387939453,0.0069141387939453,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060529851201754,0.0078678131103515,0.0047683715820312,0.0061511993408203,0.0,0.0047683715820312,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0081062316894531,0.0081062316894531,0.0195980072021484,0,0.496,0.0,0.0,1.36,113.256,25.152,27.344,0.0,1.192,0.0066757202148437,0.0066757202148437,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061469502968363,0.0081062316894531,0.0057220458984375,0.0061511993408203,0.0,0.0064849853515625,0.0,0.0,0.0081062316894531,0.0,0.0095571790422712,0.0119209289550781,0.0119209289550781,0.0195980072021484,0,0.496,0.0,0.0,1.36,118.448,25.152,27.344,0.0,6.512,0.0064373016357421,0.0064373016357421,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060820579528808,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0,0.496,0.0,0.0,1.424,112.0,0.0,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062760184792911,0.0083446502685546,0.0054836273193359,0.0,0.0,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0152587890625,0.0152587890625,0.0,0,0.496,0.0,0.0,1.36,132.768,0.0,0.0,0.0,85.656,0.0116825103759765,0.0116825103759765,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059783458709716,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0,0.496,0.0,0.0,1.424,112.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0071525573730468,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060980592794086,0.0081062316894531,0.006103515625,0.0065565109252929,0.0,0.0084400177001953,0.0,0.0,0.007486343383789,0.0,0.0115235646565755,0.0119209289550781,0.0119209289550781,0.0206232070922851,0,0.496,0.0,0.0,1.36,119.2,5.048,2.976,0.0,28.744,0.0088214874267578,0.0088214874267578,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061068204369875,0.0078678131103515,0.0057816505432128,0.0,0.0,0.006866455078125,0.0,0.0,0.0,0.0,0.0,0.008702278137207,0.0097513198852539,0.0,0,1.344,0.0,0.0,2.272,118.448,0.0,0.0,0.0,35.392,0.0071048736572265,0.005960464477539,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059438582083479,0.0078678131103515,0.0046491622924804,0.0,0.0,0.0051259994506835,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0,0,0.496,0.0,0.0,1.424,113.256,0.0,0.0,0.0,48.352,0.0073909759521484,0.0073909759521484,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058759022228823,0.00762939453125,0.0049927655388327,0.0,0.0,0.0065326690673828,0.0,0.0,0.0,0.0,0.0,0.0157356262207031,0.0157356262207031,0.0,0,0.496,0.0,0.0,1.36,123.64,0.0,0.0,0.0,143.832,0.0083446502685546,0.0083446502685546,0
