time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_ul_kbps,e2_du_throughput_dl_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006287272383527,0.0083446502685546,0.0068187713623046,0.0075101852416992,0.008702278137207,0.0104904174804687,0.0040716337926179,0.0049591064453124,0.0067847115652901,0.0092983245849609,0.0092983245849609,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.36,0.496,6.448,7.008,138.864,25.152,27.344,0.0083446502685546,0.0083446502685546,949.352,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065001682262515,0.0090599060058593,0.0066280364990234,0.0078082084655761,0.0095844268798828,0.0091552734375,0.0041869318061195,0.005197525024414,0.0067847115652901,0.0088214874267578,0.0088214874267578,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.424,0.496,6.096,5.728,117.192,25.152,27.344,0.0102519989013671,0.0102519989013671,2118.296,0
2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063388501826803,0.0083446502685546,0.0055789947509765,0.0077486038208007,0.0090599060058593,0.0064849853515625,0.004685286319617,0.0058412551879882,0.0067847115652901,0.0107288360595703,0.0107288360595703,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.424,0.496,8.88,10.176,114.968,25.152,27.344,0.0095367431640625,0.0095367431640625,385.712,0
3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006464583363699,0.0085830688476562,0.0072956085205078,0.0076889991760253,0.0080347061157226,0.0112533569335937,0.0041589444997359,0.0050067901611328,0.0067847115652901,0.0083446502685546,0.0083446502685546,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.424,0.496,6.576,5.728,113.256,25.152,27.344,0.0090599060058593,0.0090599060058593,1725.392,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061824403960129,0.0083446502685546,0.0064373016357421,0.007947285970052,0.0106096267700195,0.0083446502685546,0.0047914443477507,0.0057220458984375,0.0067847115652901,0.013589859008789,0.013589859008789,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.392,0.496,6.448,7.008,123.64,25.152,27.344,0.0102519989013671,0.0102519989013671,221.864,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0064396622157332,0.0087976455688476,0.006723403930664,0.0060796737670898,0.0066757202148437,0.0080108642578125,0.0044354852640403,0.0052452087402343,0.0067847115652901,0.0095367431640625,0.0095367431640625,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.424,0.496,6.096,5.728,116.288,25.152,27.344,0.0085830688476562,0.0085830688476562,812.872,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068038257200326,0.0090599060058593,0.0061988830566406,0.0066359837849934,0.00762939453125,0.0085830688476562,0.0041679562074351,0.0050067901611328,0.0067847115652901,0.0081062316894531,0.0081062316894531,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.424,0.496,9.856,10.176,117.192,25.152,27.344,0.0081062316894531,0.0081062316894531,4448.952,0
7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062297232708527,0.0083446502685546,0.0058650970458984,0.0081062316894531,0.009012222290039,0.007486343383789,0.0048637390136718,0.005650520324707,0.0067847115652901,0.0154972076416015,0.0154972076416015,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.424,0.496,6.448,6.224,116.632,25.152,27.344,0.0085830688476562,0.0085830688476562,52.336,0
8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062799453735351,0.0083684921264648,0.0064969062805175,0.0073432922363281,0.0086784362792968,0.0081777572631835,0.0051259994506835,0.0054121017456054,0.0067847115652901,0.026702880859375,0.026702880859375,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.424,0.496,5.6,6.512,112.0,25.152,27.344,0.00762939453125,0.00762939453125,6.384,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068031915343633,0.0090599060058593,0.0070095062255859,0.0068545341491699,0.0082015991210937,0.0104427337646484,0.0038665770079847,0.0045299530029296,0.0067847115652901,0.013589859008789,0.013589859008789,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.424,0.496,6.096,5.728,120.688,25.152,27.344,0.009775161743164,0.009775161743164,31113.664,0
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0076470988811832,0.0104665756225585,0.0064770380655924,0.006874402364095,0.0079870223999023,0.0083446502685546,0.0038861087634803,0.0045299530029296,0.0067847115652901,0.0123977661132812,0.0123977661132812,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.424,0.496,9.856,10.176,118.448,25.152,27.344,0.0095367431640625,0.0095367431640625,11832.728,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006420695366551,0.0085830688476562,0.0062942504882812,0.006103515625,0.0078678131103515,0.0079631805419921,0.0057220458984375,0.0057220458984375,0.0067847115652901,0.0092983245849609,0.0092983245849609,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.424,0.496,6.448,6.224,113.256,25.152,27.344,0.0095367431640625,0.0095367431640625,1.192,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0064823757949753,0.0090599060058593,0.0079870223999023,0.0067710876464843,0.007486343383789,0.0121831893920898,0.0047683715820312,0.0047683715820312,0.0067847115652901,0.0112056732177734,0.0112056732177734,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.36,0.496,5.6,6.512,113.256,25.152,27.344,0.0066757202148437,0.0066757202148437,1.192,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061941146850585,0.0086069107055664,0.0073432922363281,0.0080466270446777,0.0092744827270507,0.0100612640380859,0.0,0.0,0.0067847115652901,0.0119209289550781,0.0119209289550781,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.36,0.496,6.096,5.728,112.0,25.152,27.344,0.0088214874267578,0.0088214874267578,0.0,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069696124237362,0.0095367431640625,0.0057220458984375,0.0074704488118489,0.0090599060058593,0.0069141387939453,0.0038404896744527,0.0042915344238281,0.0067847115652901,0.0152587890625,0.0152587890625,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.424,0.496,9.856,10.176,129.024,25.152,27.344,0.0123977661132812,0.0123977661132812,16969.512,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069034099578857,0.0090599060058593,0.0069618225097656,0.0079631805419921,0.0104904174804687,0.0111579895019531,0.0,0.0,0.0067847115652901,0.0150203704833984,0.0150203704833984,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.424,0.496,6.448,6.224,112.0,25.152,27.344,0.0083446502685546,0.0083446502685546,0.0,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006641149520874,0.0081062316894531,0.0061392784118652,0.0069141387939453,0.0077724456787109,0.0077724456787109,0.0,0.0,0.0067847115652901,0.0171661376953125,0.0171661376953125,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.36,0.496,5.6,6.512,112.0,25.152,27.344,0.0078678131103515,0.0078678131103515,0.0,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063542702897864,0.0083446502685546,0.0061988830566406,0.0066757202148437,0.0070810317993164,0.00762939453125,0.0052452087402343,0.0052452087402343,0.0067847115652901,0.0069141387939453,0.0069141387939453,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.36,0.496,6.096,5.728,113.256,25.152,27.344,0.00762939453125,0.00762939453125,1.192,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062397882050158,0.0083446502685546,0.0065326690673828,0.0079075495402018,0.0091791152954101,0.0085830688476562,0.0045387833206741,0.0058650970458984,0.0067847115652901,0.0164508819580078,0.0164508819580078,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.424,0.496,8.88,10.176,128.832,25.152,27.344,0.0078678131103515,0.0078678131103515,250.184,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0064431740145377,0.0087738037109375,0.0061988830566406,0.0073909759521484,0.0084400177001953,0.0077724456787109,0.0052187177870008,0.0060319900512695,0.0067847115652901,0.0150203704833984,0.0150203704833984,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.424,0.496,6.576,5.728,118.616,25.152,27.344,0.011444091796875,0.011444091796875,44.416,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006348339479361,0.0085830688476562,0.005960464477539,0.0073512395222981,0.0092983245849609,0.0072956085205078,0.0050862630208333,0.005960464477539,0.0067847115652901,0.0071525573730468,0.0071525573730468,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.424,0.496,6.448,7.008,114.728,25.152,27.344,0.0123977661132812,0.0123977661132812,51.096,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061380863189697,0.0083446502685546,0.0080585479736328,0.00762939453125,0.0085115432739257,0.012063980102539,0.005960464477539,0.005960464477539,0.0067847115652901,0.0081062316894531,0.0081062316894531,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.424,0.496,6.096,5.728,112.0,25.152,27.344,0.00762939453125,0.00762939453125,2.44,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006242553786476,0.0083446502685546,0.005801518758138,0.0064770380655924,0.0081062316894531,0.0067949295043945,0.005340576171875,0.0060081481933593,0.0067847115652901,0.011444091796875,0.011444091796875,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.424,0.496,9.856,10.176,118.16,25.152,27.344,0.0081062316894531,0.0081062316894531,26.736,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061716013286837,0.0083446502685546,0.0061988830566406,0.007486343383789,0.0097274780273437,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0067847115652901,0.0081062316894531,0.0081062316894531,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.424,0.496,6.448,6.224,117.192,25.152,27.344,0.0090599060058593,0.0090599060058593,9.912,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0064750709155998,0.0085830688476562,0.0061988830566406,0.0072002410888671,0.008392333984375,0.0081062316894531,0.0048428773880004,0.0066041946411132,0.0067847115652901,0.0145435333251953,0.0145435333251953,0.0100612640380859,0.0105244772774832,0.0238418579101562,1.424,0.496,5.6,6.512,118.448,25.152,27.344,0.0090599060058593,0.0090599060058593,210.048,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0059450443704329,0.0081062316894531,0.005960464477539,0.00840425491333,0.0093936920166015,0.0084400177001953,0.0050067901611328,0.005197525024414,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,1.424,0.496,6.096,5.728,113.256,0.0,0.0,0.0073909759521484,0.0073909759521484,6.496,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0059170088744515,0.0081062316894531,0.0067551930745442,0.0074307123819986,0.0085830688476562,0.0090599060058593,0.0050067901611328,0.0058650970458984,0.0,0.0150203704833984,0.0150203704833984,0.0,0.0,0.0,1.36,0.496,9.856,10.176,121.048,0.0,0.0,0.0090599060058593,0.0090599060058593,12.36,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0059170088744515,0.0081062316894531,0.0057697296142578,0.0073432922363281,0.0086307525634765,0.0069618225097656,0.0050067901611328,0.0058650970458984,0.0065803527832031,0.0073909759521484,0.0073909759521484,0.0085830688476562,0.0122547149658203,0.0233173370361328,1.424,0.496,6.448,6.224,121.048,4.52,3.504,0.0112056732177734,0.0112056732177734,12.36,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0059170088744515,0.0081062316894531,0.0066757202148437,0.0060081481933593,0.0069141387939453,0.0084161758422851,0.0050067901611328,0.0058650970458984,0.006723403930664,0.0120401382446289,0.0130891799926757,0.0090837478637695,0.0119209289550781,0.0279188156127929,2.208,1.344,5.6,6.512,121.048,8.264,7.736,0.0069141387939453,0.0069141387939453,12.36,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0059170088744515,0.0081062316894531,0.0065803527832031,0.0078678131103515,0.009322166442871,0.0081062316894531,0.0050067901611328,0.0058650970458984,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,1.36,0.496,6.096,5.728,121.048,0.0,0.0,0.0078678131103515,0.0078678131103515,12.36,0
