time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005956958321964,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0052452087402343,0.0,0.0,0.0052452087402343,0.496,1.776,0.0,0.0,0.0,0.0,116.0,50.0,0.528,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063481840115149,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0058650970458984,0.0,0.0,0.0069618225097656,0.496,1.776,0.0,0.0,0.0,0.0,135.728,61.53846153846154,12.912,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060510635375976,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0062942504882812,0.0123977661132812,0.0123977661132812,0.0081539154052734,0.0116825103759765,0.0,0.0,0.0,0.0054836273193359,0.0,0.0223636627197265,0.0054836273193359,0.496,1.776,0.0,0.0,3.744,4.232,112.0,66.66666666666666,0.528,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060069561004638,0.0081300735473632,0.0081062316894531,0.0081062316894531,0.0066757202148437,0.0116825103759765,0.0116825103759765,0.0084638595581054,0.0106096267700195,0.0,0.0,0.0,0.0,0.0,0.0193119049072265,0.0,0.496,1.776,0.0,0.0,4.272,3.704,112.0,66.66666666666666,0.0,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062918663024902,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.006270408630371,0.0071525573730468,0.0071525573730468,0.0080108642578125,0.0107765197753906,0.0,0.0,0.0,0.0,0.0,0.0262260437011718,0.0,0.496,1.776,0.0,0.0,8.264,7.736,112.0,100.0,0.0,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063945998006792,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0,0.0,0.0085830688476562,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063945998006792,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0,0.0,0.0085830688476562,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063945998006792,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0,0.0,0.0085830688476562,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063945998006792,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0063896179199218,0.0066757202148437,0.0066757202148437,0.0081539154052734,0.0124931335449218,0.0,0.0,0.0,0.0085830688476562,0.0,0.0245571136474609,0.0085830688476562,0.496,1.776,0.0,0.0,3.744,4.232,113.256,0.0,1.192,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063945998006792,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0058650970458984,0.0100135803222656,0.0100135803222656,0.0075817108154296,0.011444091796875,0.0,0.0,0.0,0.0085830688476562,0.0,0.0224113464355468,0.0085830688476562,0.496,1.776,0.0,0.0,3.744,4.232,113.256,0.0,1.192,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063945998006792,0.0083446502685546,0.00762939453125,0.00762939453125,0.0061511993408203,0.0128746032714843,0.0128746032714843,0.0083684921264648,0.0106573104858398,0.0,0.0,0.0,0.0085830688476562,0.0,0.0249147415161132,0.0085830688476562,0.496,1.776,0.0,0.0,8.264,7.736,113.256,0.0,1.192,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063945998006792,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0,0.0183582305908203,0.0183582305908203,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0,0.0,0.0085830688476562,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063945998006792,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0,0.0,0.0085830688476562,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062581911608947,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0,0.0106096267700195,0.0118494033813476,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0,0.0,0.0090599060058593,1.344,2.624,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066294598935255,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0057697296142578,0.0085830688476562,0.0085830688476562,0.0074386596679687,0.0107765197753906,0.0,0.0,0.0,0.0,0.0,0.0207901000976562,0.0,0.496,1.776,0.0,0.0,3.744,4.232,113.256,100.0,0.0,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067860332887564,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0063419342041015,0.0095367431640625,0.0095367431640625,0.00762939453125,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0205039978027343,0.0,0.496,1.776,0.0,0.0,3.744,4.232,113.256,100.0,0.0,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067044742143333,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0063419342041015,0.0081062316894531,0.0081062316894531,0.0083923339843749,0.0104665756225585,0.0,0.0,0.0,0.0,0.0,0.0256299972534179,0.0,0.496,1.776,0.0,0.0,8.264,7.736,111.44,100.0,0.0,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066614151000976,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,112.0,100.0,0.0,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066959857940673,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,112.0,100.0,0.0,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065815448760986,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,112.0,100.0,0.0,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006793737411499,0.0088214874267578,0.0121593475341796,0.0121593475341796,0.0054836273193359,0.009775161743164,0.009775161743164,0.0065326690673828,0.010538101196289,0.0,0.0,0.0,0.0,0.0,0.020599365234375,0.0,0.496,1.776,0.0,0.0,3.744,4.232,112.0,100.0,0.0,1
194,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064100199077852,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0061988830566406,0.0193119049072265,0.0193119049072265,0.0082969665527343,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0214099884033203,0.0,0.496,1.776,0.0,0.0,3.744,4.232,113.256,100.0,0.0,1
195,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0061988830566406,0.0061988830566406,0.006413459777832,0.0066757202148437,0.0066757202148437,0.0091075897216796,0.0107526779174804,0.0,0.0,0.0,0.0071525573730468,0.0,0.0257492065429687,0.0071525573730468,0.496,1.776,0.0,0.0,8.264,7.736,113.256,0.0,1.192,1
196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0073909759521484,0.0073909759521484,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0,0.0,0.0071525573730468,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
197,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0069141387939453,0.0069141387939453,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0123977661132812,0.0121593475341796,0.0165939331054687,0.0071525573730468,0.0152111053466796,0.0,0.0071525573730468,0.496,1.776,1.696,1.696,0.0,0.0,113.256,0.0,1.192,1
198,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.009775161743164,0.009775161743164,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0,0.0,0.0071525573730468,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
199,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0092983245849609,0.0092983245849609,0.0065803527832031,0.0047683715820312,0.0047683715820312,0.008249282836914,0.0111579895019531,0.0,0.0,0.0,0.0071525573730468,0.0,0.0208854675292968,0.0071525573730468,0.496,1.776,0.0,0.0,3.744,4.232,113.256,0.0,1.192,1
200,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0069141387939453,0.0069141387939453,0.0060081481933593,0.005960464477539,0.005960464477539,0.0077724456787109,0.011301040649414,0.0,0.0,0.0,0.0071525573730468,0.0,0.0216484069824218,0.0071525573730468,0.496,1.776,0.0,0.0,3.744,4.232,113.256,0.0,1.192,1
201,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0071525573730468,0.0071525573730468,0.006270408630371,0.0092983245849609,0.0092983245849609,0.0084161758422851,0.0112056732177734,0.0,0.0,0.0,0.0071525573730468,0.0,0.025796890258789,0.0071525573730468,0.496,1.776,0.0,0.0,8.264,7.736,113.256,0.0,1.192,1
202,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0071525573730468,0.0071525573730468,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0,0.0,0.0071525573730468,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
203,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0095367431640625,0.0095367431640625,0.0068119594029017,0.0104904174804687,0.0104904174804687,0.0095844268798828,0.011146068572998,0.0,0.0,0.0,0.0071525573730468,0.0,0.0263452529907226,0.0071525573730468,0.496,1.776,0.0,0.0,11.304,10.784,113.256,0.0,1.192,1
204,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0073909759521484,0.0073909759521484,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0,0.0,0.0071525573730468,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
205,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0092983245849609,0.0092983245849609,0.005960464477539,0.0107288360595703,0.0107288360595703,0.007486343383789,0.0112056732177734,0.0,0.0,0.0,0.0071525573730468,0.0,0.0211238861083984,0.0071525573730468,0.496,1.776,0.0,0.0,3.744,4.232,113.256,0.0,1.192,1
206,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0069141387939453,0.0069141387939453,0.0057697296142578,0.0085830688476562,0.0085830688476562,0.007486343383789,0.0116348266601562,0.0,0.0,0.0,0.0071525573730468,0.0,0.0220775604248046,0.0071525573730468,0.496,1.776,0.0,0.0,3.744,4.232,113.256,0.0,1.192,1
207,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0061750411987304,0.009775161743164,0.009775161743164,0.0081777572631835,0.0112295150756835,0.0,0.0,0.0,0.0071525573730468,0.0,0.0277280807495117,0.0071525573730468,0.496,1.776,0.0,0.0,8.264,7.736,113.256,0.0,1.192,1
208,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0100135803222656,0.0100135803222656,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0,0.0,0.0071525573730468,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
209,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0071525573730468,0.0071525573730468,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0,0.0,0.0071525573730468,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
210,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0,0.0,0.0071525573730468,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
211,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0078678131103515,0.0078678131103515,0.0061988830566406,0.0078678131103515,0.0078678131103515,0.0080585479736328,0.0115394592285156,0.0,0.0,0.0,0.0071525573730468,0.0,0.0218391418457031,0.0071525573730468,0.496,1.776,0.0,0.0,3.744,4.232,113.256,0.0,1.192,1
212,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.00762939453125,0.00762939453125,0.0064849853515625,0.0057220458984375,0.0057220458984375,0.0084877014160156,0.0111579895019531,0.0,0.0,0.0,0.0071525573730468,0.0,0.0209331512451171,0.0071525573730468,0.496,1.776,0.0,0.0,3.744,4.232,113.256,0.0,1.192,1
213,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0069141387939453,0.0069141387939453,0.006103515625,0.0057220458984375,0.0057220458984375,0.0082015991210937,0.0110864639282226,0.0,0.0,0.0,0.0071525573730468,0.0,0.0262975692749023,0.0071525573730468,0.496,1.776,0.0,0.0,8.264,7.736,113.256,0.0,1.192,1
214,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0073909759521484,0.0073909759521484,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0,0.0,0.0071525573730468,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
215,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0073909759521484,0.0073909759521484,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0,0.0,0.0071525573730468,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
216,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0069141387939453,0.0069141387939453,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0,0.0,0.0071525573730468,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
217,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0066757202148437,0.0057220458984375,0.0061988830566406,0.010848045349121,0.0113248825073242,0.0080585479736328,0.0115394592285156,0.0,0.0,0.0,0.0071525573730468,0.0,0.022125244140625,0.0071525573730468,1.344,2.624,0.0,0.0,3.744,4.232,113.256,0.0,1.192,1
218,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0061988830566406,0.0061988830566406,0.0061988830566406,0.0083446502685546,0.0083446502685546,0.0081062316894531,0.0113964080810546,0.0,0.0,0.0,0.0071525573730468,0.0,0.0219345092773437,0.0071525573730468,0.496,1.776,0.0,0.0,3.744,4.232,113.256,0.0,1.192,1
219,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.0064373016357421,0.0064373016357421,0.0061511993408203,0.009775161743164,0.009775161743164,0.008392333984375,0.0108718872070312,0.0,0.0,0.0,0.0071525573730468,0.0,0.0269651412963867,0.0071525573730468,0.496,1.776,0.0,0.0,8.264,7.736,113.256,0.0,1.192,1
220,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064622110395289,0.0090599060058593,0.00762939453125,0.00762939453125,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0071525573730468,0.0,0.0,0.0071525573730468,0.496,1.776,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
