time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_c_packet_loss_ul_percentage,f1_c_packet_loss_dl_percentage,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062191486358642,0.0086069107055664,0.0073909759521484,0.0073909759521484,0.0,0.0154972076416015,0.0154972076416015,0.0,0.0080721718924386,0.0127792358398437,0.496,1.36,8.88,9.072,112.0,20.0,20.0,5.248,6.752,-107.81710147857665,-322.9864835739136,209.83284711837769,448.8557100296021,868.0210590362549,868.0167198181152,0.0,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062870979309082,0.0085830688476562,0.011444091796875,0.011444091796875,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0133514404296875,0.0133514404296875,0.496,1.36,6.576,6.928,112.0,20.0,20.0,1.648,1.12,-37.33243942260742,-209.48654413223267,251.5840530395508,449.5654106140137,868.0376768112183,868.0272698402405,0.0,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062508158164449,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0064373016357421,0.0116825103759765,0.0116825103759765,0.0074386596679687,0.0080040522984095,0.01068115234375,0.496,1.424,6.448,7.04,118.464,33.33333333333333,20.0,4.784,6.816,-109.98680591583248,-268.7736749649048,338.59777450561523,554.0213108062744,868.0299758911133,868.0186952863421,8.024,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006133644141961,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0120004018147786,0.0141143798828125,0.496,1.424,6.096,5.76,114.424,25.0,40.0,2.704,1.648,-86.64054870605469,-266.65504773457843,266.660213470459,483.5283279418945,868.0302619934082,868.0193424224854,0.0,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0069445254755955,0.0095367431640625,0.0133514404296875,0.0133514404296875,0.0041287119795636,0.0102519989013671,0.0102519989013671,0.0047683715820312,0.0077486038208007,0.009775161743164,0.496,1.424,8.88,9.072,134.92,20.0,20.0,3.464,2.976,-117.04270839691156,-321.7275738716125,211.1574411392212,444.42465305328375,868.020486831665,868.0158257484436,5267.408,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0071667208529935,0.0095367431640625,0.0081062316894531,0.0081062316894531,0.0040994750128852,0.009775161743164,0.009775161743164,0.0047683715820312,0.0090003013610839,0.0127315521240234,0.496,1.424,6.576,6.928,115.968,20.0,20.0,3.152,3.64,-42.617034912109375,-210.99603176116943,252.51734256744385,449.9031782150269,868.0283784866333,868.0173754692078,7477.968,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0070191846035494,0.0095367431640625,0.0102519989013671,0.0102519989013671,0.004143390840697,0.0140666961669921,0.0140666961669921,0.0047683715820312,0.0091791152954101,0.0096559524536132,0.496,1.424,6.448,7.04,118.448,33.33333333333333,20.0,2.176,1.12,-112.4230623245239,-268.2352066040039,336.3543152809143,545.4594612121582,868.0203676223755,868.0168390274048,7014.976,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0071749828829623,0.009775161743164,0.0092983245849609,0.0092983245849609,0.004120592801076,0.0102519989013671,0.0102519989013671,0.0047683715820312,0.0087420145670572,0.0109195709228515,0.496,1.424,6.096,5.76,118.448,25.0,40.0,2.872,2.384,-91.29972457885742,-267.0103708902995,266.68286323547363,477.5757312774658,868.0116891860962,868.0115938186646,5130.064,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0065013543883366,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0041429386582485,0.0104904174804687,0.0104904174804687,0.0050067901611328,0.0140666961669921,0.0140666961669921,0.496,1.392,8.88,9.072,117.192,20.0,20.0,1.056,0.528,-114.7855758666992,-320.49041986465454,212.39012479782104,443.3147430419922,868.0469751358032,868.0468797683716,1887.24,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062890313751068,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0049604309929741,0.011444091796875,0.011444091796875,0.0058412551879882,0.0100135803222656,0.0103950500488281,0.496,1.424,6.576,6.928,114.392,20.0,20.0,1.184,1.184,-47.313833236694336,-211.986780166626,251.2643337249756,443.31471920013433,868.0201292037964,868.01677942276,153.184,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062906742095947,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0048279762268066,0.0078678131103515,0.0078678131103515,0.0054359436035156,0.0075101852416992,0.0104904174804687,0.496,1.424,6.448,7.04,112.0,33.33333333333333,20.0,4.0,5.768,-116.24650955200192,-268.4919238090515,336.3604545593262,545.4191446304321,868.0257320404053,868.016529083252,24.48,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063582222060401,0.0085830688476562,0.0109672546386718,0.0109672546386718,0.0044107437133789,0.0126361846923828,0.0126361846923828,0.0052452087402343,0.0120004018147786,0.0162601470947265,0.496,1.36,6.096,5.76,122.384,25.0,40.0,2.704,1.648,-94.55318450927734,-266.99455579121906,266.6709423065185,476.7501354217529,868.0382013320923,868.0258393287659,620.304,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0065376262853641,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0045734738546704,0.0109672546386718,0.0109672546386718,0.0054836273193359,0.0092506408691406,0.0096797943115234,0.496,1.424,8.88,10.24,118.448,16.666666666666664,20.0,3.208,3.824,-39.641523361206055,-261.7894172668457,208.79685878753665,442.1053647994996,868.0275917053223,868.0166176387241,995.296,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0065411671553507,0.0088214874267578,0.0095367431640625,0.0095367431640625,0.0043797680712121,0.0123977661132812,0.0123977661132812,0.0052452087402343,0.0087221463521321,0.0122308731079101,0.496,1.424,6.576,5.76,118.448,25.0,20.0,9.328,10.528,-81.0002326965332,-266.99233055114746,250.8590817451477,454.0128946304322,868.0208683013916,868.0148654513889,944.92,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062700527817455,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.005960464477539,0.0131130218505859,0.0131130218505859,0.005960464477539,0.013430913289388,0.0153541564941406,0.496,1.392,6.448,7.04,113.256,33.33333333333333,20.0,2.704,1.648,-106.37071132659908,-268.72801780700684,340.356707572937,561.4165306091309,868.0387020111084,868.0253624916077,1.192,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0064939555555286,0.0087976455688476,0.0073909759521484,0.0073909759521484,0.004391172038975,0.0104904174804687,0.0104904174804687,0.005650520324707,0.0083787100655691,0.0110149383544921,0.496,1.424,6.096,5.76,122.384,25.0,40.0,4.784,6.816,-82.81974792480469,-267.0237223307292,266.66657129923504,484.4171524047852,868.0195569992065,868.0140972137451,1088.816,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0064074993133544,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0041254023288158,0.0109672546386718,0.0109672546386718,0.0050067901611328,0.0110467274983723,0.0128746032714843,0.496,1.424,8.88,9.072,112.0,20.0,20.0,3.232,1.648,-107.42785930633542,-322.739839553833,209.86956357955933,449.72674846649176,868.0428981781006,868.0264949798584,1798.0,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062954425811767,0.0086069107055664,0.0088214874267578,0.0088214874267578,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0082850456237792,0.0099897384643554,0.496,1.36,6.576,6.928,112.0,20.0,20.0,3.464,2.976,-37.32969760894776,-209.4801664352417,251.7962455749512,449.490237236023,868.02077293396,868.0158257484436,0.0,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061404705047607,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.021219253540039,0.021219253540039,0.0,0.0091195106506347,0.0130414962768554,0.496,1.36,6.448,7.04,112.0,33.33333333333333,20.0,3.152,3.64,-109.62452888488768,-268.4973478317261,338.3731245994568,553.4438133239746,868.0420398712158,868.0243492126465,0.0,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0066745571973847,0.0090599060058593,0.0121593475341796,0.0121593475341796,0.0041421637477644,0.0109672546386718,0.0109672546386718,0.0050067901611328,0.0116825103759765,0.0145435333251953,0.496,1.424,6.096,5.76,134.024,25.0,40.0,1.648,1.12,-86.54141426086426,-267.02038447062176,266.64964358011883,484.1567993164063,868.0130004882812,868.0124282836914,4221.344,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0069129585039497,0.010228157043457,0.0095367431640625,0.0095367431640625,0.0040718505662275,0.0107288360595703,0.0107288360595703,0.0047683715820312,0.0075499216715494,0.0100612640380859,0.496,1.424,8.88,9.072,118.448,20.0,20.0,2.872,2.384,-111.013388633728,-321.72495126724243,211.3394141197205,448.1003522872925,868.0136203765869,868.0126667022705,8662.536,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0073272402923886,0.010228157043457,0.0092983245849609,0.0092983245849609,0.0040668377773367,0.0145435333251953,0.0145435333251953,0.0047683715820312,0.0133514404296875,0.0133514404296875,0.496,1.424,6.576,6.928,118.448,20.0,20.0,1.056,0.528,-43.29345226287842,-210.99120378494263,252.07120180130005,449.3785381317139,868.0481910705566,868.0481910705566,11466.328,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006420612335205,0.0090599060058593,0.007939338684082,0.0072717666625976,0.0040948665636475,0.0118017196655273,0.0134229660034179,0.0047683715820312,0.0107288360595703,0.0107288360595703,1.344,2.24,6.448,7.04,112.0,33.33333333333333,20.0,0.592,0.592,-113.41226100921628,-268.7585949897766,336.60662174224854,546.0959672927856,868.0238246917725,868.0179119110107,1928.008,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061273574829101,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0070730845133463,0.0098228454589843,0.496,1.36,6.096,5.76,112.0,25.0,40.0,2.096,3.112,-91.61348342895508,-266.9606208801269,266.6771411895752,478.21364402771,868.0205583572388,868.0177927017212,0.0,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068753810938943,0.0095367431640625,0.0116825103759765,0.0116825103759765,0.004087175641741,0.0107288360595703,0.0107288360595703,0.0047683715820312,0.0152587890625,0.0152587890625,0.496,1.36,8.88,9.072,127.576,20.0,20.0,1.056,0.528,-115.25514125823972,-320.02121210098267,212.62145042419436,443.01807880401617,868.0413961410522,868.040919303894,5760.88,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0072427056915131,0.009775161743164,0.0092983245849609,0.0092983245849609,0.0040673943947284,0.0116825103759765,0.0116825103759765,0.0047683715820312,0.0089406967163085,0.0097990036010742,0.496,1.424,6.576,6.928,117.192,20.0,20.0,1.184,1.184,-48.27601909637451,-212.211012840271,251.0327100753784,443.03870201110846,868.0125951766968,868.012011051178,12508.64,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068350593642433,0.0090599060058593,0.0145435333251953,0.0145435333251953,0.0041705079194976,0.0140666961669921,0.0140666961669921,0.0047683715820312,0.0081062316894531,0.0125885009765625,0.496,1.424,6.448,7.04,118.448,33.33333333333333,20.0,5.248,6.752,-116.94865226745604,-268.5050368309021,336.38066053390503,545.4647064208984,868.0185079574585,868.0139183998108,5539.264,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060790806860473,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0040593900178608,0.0166893005371093,0.0166893005371093,0.0046014785766601,0.0110864639282226,0.0123262405395507,0.496,1.424,6.096,5.76,113.256,25.0,40.0,1.648,1.12,-79.57587242126465,-260.64499219258624,266.62373542785645,490.1162624359131,868.0379152297974,868.0249452590942,244.72,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062670026506696,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0043585896492004,0.0159740447998046,0.0159740447998046,0.0052452087402343,0.00762939453125,0.0113964080810546,0.496,1.36,8.88,9.072,123.64,20.0,20.0,4.784,6.816,-118.30699443817136,-323.7389326095581,209.8844647407532,438.52865695953375,868.0269241333008,868.0179119110107,797.152,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063145160675048,0.0088214874267578,0.0090599060058593,0.0090599060058593,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0123182932535807,0.0146389007568359,0.496,1.424,6.576,6.928,112.0,20.0,20.0,2.704,1.648,-33.67569446563721,-208.76330137252808,251.78873538970947,450.5819082260133,868.0339336395264,868.0211702982584,0.0,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063371658325195,0.0088453292846679,0.00762939453125,0.00762939453125,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0080466270446777,0.0096559524536132,0.496,1.36,6.448,7.04,112.0,33.33333333333333,20.0,3.464,2.976,-106.40144348144528,-268.2328224182129,338.340699672699,553.4243583679199,868.0143594741821,868.0129647254944,0.0,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060975551605224,0.0083446502685546,0.0119209289550781,0.0119209289550781,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0085830688476562,0.012516975402832,0.496,1.36,6.096,5.76,112.0,25.0,40.0,3.152,3.64,-83.65664482116699,-267.3202355702718,266.6920820871989,484.38334465026855,868.0276393890381,868.0183092753092,0.0,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063085556030273,0.0086069107055664,0.0073909759521484,0.0073909759521484,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0098943710327148,0.0124692916870117,0.496,1.36,8.88,9.072,112.0,20.0,20.0,1.648,1.12,-108.278751373291,-322.5119113922119,210.35480499267575,448.9983081817628,868.014645576477,868.0139780044556,0.0,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063578287760416,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0077088673909505,0.0111579895019531,0.496,1.36,6.576,6.928,113.256,20.0,20.0,2.872,2.384,-38.60046863555908,-209.98698472976685,251.3107657432556,448.9450693130494,868.0120944976807,868.0117130279541,1.192,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062392125675334,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0045299530029296,0.0081062316894531,0.0081062316894531,0.0045299530029296,0.0133514404296875,0.0133514404296875,0.496,1.36,6.448,7.04,113.256,33.33333333333333,20.0,1.056,0.528,-109.92639064788816,-268.25273036956787,338.3592367172241,553.4059047698975,868.035078048706,868.035078048706,1.192,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062593773229798,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0071525573730468,0.0109672546386718,0.0109672546386718,0.0071525573730468,0.0104904174804687,0.0104904174804687,0.496,1.36,6.096,5.76,113.256,25.0,40.0,0.592,0.592,-87.41159439086914,-266.9798533121745,266.67197545369464,484.009313583374,868.0237293243408,868.023157119751,1.192,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063300132751464,0.0083684921264648,0.0078678131103515,0.0078678131103515,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0063578287760416,0.0083446502685546,0.496,1.36,8.88,9.072,112.0,20.0,20.0,2.096,3.112,-111.27235889434812,-321.47854566574097,211.31575107574463,448.5183238983155,868.0213212966919,868.0177927017212,0.0,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062763690948486,0.0083923339843749,0.0081062316894531,0.0081062316894531,0.0,0.0112056732177734,0.0112056732177734,0.0,0.013589859008789,0.013589859008789,0.496,1.36,6.576,6.928,112.0,20.0,20.0,1.056,0.528,-43.6582088470459,-211.26991510391235,252.3416876792908,449.5707511901856,868.0447816848755,868.0416345596313,0.0,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006265640258789,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0101725260416666,0.0109195709228515,0.496,1.36,6.448,7.04,112.0,33.33333333333333,20.0,3.28,1.712,-113.08431625366208,-268.22465658187866,336.35854721069336,545.4209327697754,868.0243492126465,868.0185675621033,0.0,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063227218331642,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0048098356827445,0.0152587890625,0.0152587890625,0.0054359436035156,0.0073909759521484,0.0116825103759765,0.496,1.424,6.096,5.76,143.152,25.0,40.0,3.152,6.224,-91.44349098205566,-266.99264844258624,266.6648228963216,476.97253227233887,868.0198907852173,868.0157661437988,176.328,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0061561812215776,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0092983245849609,0.0109672546386718,0.0109672546386718,0.0092983245849609,0.0123977661132812,0.01373291015625,0.496,1.36,8.88,9.072,113.256,20.0,20.0,1.648,1.12,-115.1966333389282,-320.254385471344,212.61334419250488,443.1175947189332,868.0490255355835,868.0287599563599,1.192,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006338645671976,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0046958094057829,0.0171661376953125,0.0171661376953125,0.006866455078125,0.0082765306745256,0.011301040649414,0.496,1.36,10.832,11.152,123.64,14.285714285714285,14.285714285714285,4.784,6.816,-48.4997034072876,-170.31482855478922,183.76501401265463,374.8204708099365,868.0263996124268,868.0166857583182,184.232,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063400363447654,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0052452087402343,0.0085830688476562,0.0085830688476562,0.0052452087402343,0.0131130218505859,0.0154495239257812,0.496,1.424,12.576,26.672,113.256,9.090909090909092,10.0,2.704,1.648,-26.014399528503425,-90.19944667816162,138.56662644280328,277.421522140503,868.0349349975586,868.0242697397867,1.192,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0060737133026123,0.0081300735473632,0.0107288360595703,0.0107288360595703,0.0,0.009775161743164,0.009775161743164,0.0,0.0081658363342285,0.0100374221801757,0.496,1.36,6.096,5.76,112.0,25.0,40.0,3.464,2.976,-80.23309707641602,-260.3259086608887,266.6637897491455,489.9567127227783,868.0132389068604,868.0108547210693,0.0,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0062179565429687,0.0088214874267578,0.0090599060058593,0.0090599060058593,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0078678131103515,0.0101804733276367,0.496,1.36,8.88,9.072,112.0,20.0,20.0,3.68,3.64,-105.27603626251216,-323.7237930297852,211.22467517852783,453.8675785064698,868.0343627929688,868.0234750111898,0.0,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006488561630249,0.0088453292846679,0.0095367431640625,0.0095367431640625,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0120401382446289,0.0142335891723632,0.496,1.36,11.968,17.104,112.0,33.33333333333333,37.5,1.648,1.12,-38.021206855773926,-152.5637706120809,164.51125144958496,205.2651882171631,868.0225610733032,868.0192232131958,0.0,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0065391503491447,0.0092983245849609,0.0095367431640625,0.0095367431640625,0.0042899342991361,0.0164508819580078,0.0164508819580078,0.0050067901611328,0.0085035959879557,0.0111579895019531,0.496,1.36,22.048,8.736,138.456,37.5,25.0,2.872,2.384,-29.549169540405277,-160.2034568786621,271.3092565536499,581.0507535934448,868.0126667022705,868.0117130279541,1097.944,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.006247515702129,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0044107437133789,0.0159740447998046,0.0159740447998046,0.0046491622924804,0.0157356262207031,0.0157356262207031,0.496,1.424,5.6,6.544,113.256,20.0,25.0,1.056,0.528,-109.61079597473142,-268.48864555358887,266.67412122090656,483.5202693939209,868.0362701416016,868.0362701416016,11.712,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0064243824023918,0.0085830688476562,0.0112056732177734,0.0112056732177734,0.0041605996303871,0.0169277191162109,0.0169277191162109,0.0047683715820312,0.009775161743164,0.009775161743164,0.496,1.424,6.096,5.76,123.64,25.0,40.0,0.592,0.592,-86.4583969116211,-266.6609287261963,266.70265197753906,483.6378574371338,868.0116891860962,868.0115938186646,3042.208,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068846315440565,0.0092983245849609,0.0088214874267578,0.0088214874267578,0.004087175641741,0.0112056732177734,0.0112056732177734,0.0047683715820312,0.0065167744954427,0.0088691711425781,0.496,1.424,9.856,10.24,118.448,16.666666666666664,16.666666666666664,2.096,3.112,-40.36884307861328,-265.7951354980469,209.3040943145752,413.6324405670166,868.020749092102,868.0206537246704,5483.888,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068846315440565,0.0092983245849609,0.0088214874267578,0.0088214874267578,0.004087175641741,0.0081062316894531,0.0081062316894531,0.0047683715820312,0.0152587890625,0.0152587890625,0.496,1.392,6.448,6.256,118.448,40.0,20.0,1.056,0.528,-89.02273178100586,-267.32810338338214,338.34773302078247,551.0072708129883,868.0511951446533,868.0450916290283,5483.888,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068846315440565,0.0092983245849609,0.0107288360595703,0.0107288360595703,0.004087175641741,0.011444091796875,0.011444091796875,0.0047683715820312,0.0084400177001953,0.0108242034912109,0.496,1.36,5.6,6.544,118.448,20.0,25.0,3.28,4.296,-112.42320537567136,-268.5006856918335,266.71632130940753,478.0298709869385,868.026614189148,868.0203358332316,5483.888,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068846315440565,0.0092983245849609,0.0090599060058593,0.0090599060058593,0.004087175641741,0.0107288360595703,0.0107288360595703,0.0047683715820312,0.0096559524536132,0.0126123428344726,0.496,1.36,6.096,5.76,118.448,25.0,40.0,3.152,3.64,-90.5536651611328,-266.9699986775716,266.64384206136066,477.7520179748535,868.0307865142822,868.0219650268555,5483.888,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0067762300079944,0.0092267990112304,0.0092983245849609,0.0092983245849609,0.0041766864497487,0.0085830688476562,0.0085830688476562,0.0047683715820312,0.0118017196655273,0.0136137008666992,0.496,1.424,9.856,10.24,131.952,16.666666666666664,16.666666666666664,1.648,1.12,-45.384931564331055,-265.5991554260254,210.9236717224121,410.1268768310547,868.0311679840088,868.0214087168375,4236.08,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0066285086150216,0.0090360641479492,0.0080108642578125,0.0066757202148437,0.0044541938282619,0.0133514404296875,0.0169754028320312,0.0051021575927734,0.0075272151402064,0.009775161743164,1.344,2.272,6.448,6.256,118.448,40.0,20.0,4.784,6.816,-93.16835403442384,-267.3342227935791,336.3668918609619,545.4997539520264,868.0257797241211,868.0171625954764,926.232,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0063688448160001,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0046610832214355,0.0090599060058593,0.0090599060058593,0.0057935714721679,0.0116825103759765,0.0133991241455078,0.496,1.424,5.6,6.544,118.448,20.0,25.0,2.704,1.648,-116.21425151824948,-268.484890460968,266.66490236918133,476.9551753997803,868.0382251739502,868.0232365926107,144.48,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0068126338543278,0.0092744827270507,0.0102519989013671,0.0102519989013671,0.004194163474716,0.0176429748535156,0.0176429748535156,0.0050067901611328,0.0079870223999023,0.0097274780273437,0.496,1.424,6.096,5.76,118.448,25.0,40.0,3.464,2.976,-93.85452270507812,-266.66680971781415,266.71401659647626,477.6594638824463,868.0238485336304,868.0167198181152,5143.544,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0069426066839872,0.0090599060058593,0.0121593475341796,0.0121593475341796,0.0041824833193518,0.0123977661132812,0.0123977661132812,0.0050067901611328,0.0102519989013671,0.0151395797729492,0.496,1.424,9.856,10.24,117.192,16.666666666666664,16.666666666666664,3.152,3.64,-50.73866844177246,-265.9882068634033,212.49589920043945,410.579776763916,868.0340766906738,868.0213292439779,6799.088,1
