time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_dl_kbps,F-node
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0092983245849609,0.0092983245849609,0.0070730845133463,0.0084400177001953,0.0154972076416015,0.0154972076416015,0.0060081481933593,0.0,0.0,0.0,0.0077247619628906,0.0,0.0108242034912109,0.0258207321166992,0.496,1.36,0.0,0.0,119.624,8.264,7.736,6.984,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0083446502685546,0.0083446502685546,0.0070730845133463,0.0084400177001953,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0088214874267578,0.0088214874267578,0.0070730845133463,0.0084400177001953,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0147819519042968,0.0147819519042968,0.0070730845133463,0.0084400177001953,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0092983245849609,0.0092983245849609,0.0070730845133463,0.0084400177001953,0.0121593475341796,0.0121593475341796,0.0058650970458984,0.0,0.0,0.0,0.0072479248046875,0.0,0.0114917755126953,0.02288818359375,0.496,1.36,0.0,0.0,119.624,3.744,4.232,6.984,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0102519989013671,0.0102519989013671,0.0070730845133463,0.0084400177001953,0.0092983245849609,0.0092983245849609,0.0064849853515625,0.0,0.0,0.0,0.0087261199951171,0.0,0.0103950500488281,0.0196456909179687,0.496,1.36,0.0,0.0,119.624,3.744,4.232,6.984,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0083446502685546,0.0083446502685546,0.0070730845133463,0.0084400177001953,0.0209808349609375,0.0209808349609375,0.0060796737670898,0.0,0.0,0.0,0.0087499618530273,0.0,0.0112533569335937,0.0273704528808593,0.496,1.36,0.0,0.0,119.624,8.264,7.736,6.984,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0085830688476562,0.0085830688476562,0.0070730845133463,0.0084400177001953,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0100135803222656,0.0100135803222656,0.0070730845133463,0.0084400177001953,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0085830688476562,0.0085830688476562,0.0070730845133463,0.0084400177001953,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,119.624,0.0,0.0,6.984,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0119209289550781,0.0119209289550781,0.0070730845133463,0.0084400177001953,0.0085830688476562,0.0085830688476562,0.0,0.0090165571732954,0.0089804331461588,0.0128746032714843,0.0,0.012063980102539,0.0,0.0,0.496,1.36,23.856,27.728,119.624,0.0,0.0,6.984,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0119209289550781,0.0119209289550781,0.0070730845133463,0.0084400177001953,0.0157356262207031,0.0157356262207031,0.0057697296142578,0.007947285970052,0.0123977661132812,0.0093936920166015,0.0074386596679687,0.017714500427246,0.0107765197753906,0.0210762023925781,0.496,1.36,15.328,2.896,119.624,3.744,4.232,6.984,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0102519989013671,0.0102519989013671,0.0070730845133463,0.0084400177001953,0.0140666961669921,0.0140666961669921,0.0066280364990234,0.0,0.0,0.0,0.0088691711425781,0.0,0.011444091796875,0.0215530395507812,0.496,1.776,0.0,0.0,119.624,3.744,4.232,6.984,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.013589859008789,0.013589859008789,0.0070730845133463,0.0084400177001953,0.0100135803222656,0.0100135803222656,0.006103515625,0.0,0.0,0.0,0.0085830688476562,0.0,0.0107288360595703,0.0257015228271484,0.496,1.776,0.0,0.0,119.624,8.264,7.736,6.984,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0088214874267578,0.0088214874267578,0.0070730845133463,0.0084400177001953,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,119.624,0.0,0.0,6.984,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0109672546386718,0.0109672546386718,0.0070730845133463,0.0084400177001953,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,119.624,0.0,0.0,6.984,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0092983245849609,0.0092983245849609,0.0070730845133463,0.0084400177001953,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,119.624,0.0,0.0,6.984,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0090599060058593,0.0090599060058593,0.0070730845133463,0.0084400177001953,0.0121593475341796,0.0121593475341796,0.0058650970458984,0.0,0.0,0.0,0.0073432922363281,0.0,0.0107765197753906,0.0206470489501953,0.496,1.776,0.0,0.0,119.624,3.744,4.232,6.984,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0092983245849609,0.0092983245849609,0.0070730845133463,0.0084400177001953,0.0159740447998046,0.0159740447998046,0.0080585479736328,0.0,0.0,0.0,0.0100135803222656,0.0,0.0112056732177734,0.0211715698242187,0.496,1.776,0.0,0.0,119.624,3.744,4.232,6.984,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0089645385742187,0.00762939453125,0.0070730845133463,0.0084400177001953,0.0103712081909179,0.012373924255371,0.0063419342041015,0.0,0.0,0.0,0.0083684921264648,0.0,0.0112771987915039,0.028395652770996,1.344,2.624,0.0,0.0,119.624,8.264,7.736,6.984,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0085830688476562,0.0085830688476562,0.0070730845133463,0.0084400177001953,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,119.624,0.0,0.0,6.984,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0090599060058593,0.0090599060058593,0.0070730845133463,0.0084400177001953,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,119.624,0.0,0.0,6.984,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0095367431640625,0.0095367431640625,0.0070730845133463,0.0084400177001953,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,119.624,0.0,0.0,6.984,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0090599060058593,0.0090599060058593,0.0070730845133463,0.0084400177001953,0.0126361846923828,0.0126361846923828,0.0063776969909667,0.0,0.0,0.0,0.0076055526733398,0.0,0.01068909962972,0.0194311141967773,0.496,1.776,0.0,0.0,119.624,4.272,3.704,6.984,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0088214874267578,0.0088214874267578,0.0070730845133463,0.0084400177001953,0.0102519989013671,0.0102519989013671,0.0066280364990234,0.0,0.0,0.0,0.0078201293945312,0.0,0.0107765197753906,0.0205516815185546,0.496,1.776,0.0,0.0,119.624,3.744,4.232,6.984,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.009775161743164,0.009775161743164,0.0070730845133463,0.0084400177001953,0.0152587890625,0.0152587890625,0.0061750411987304,0.0,0.0,0.0,0.0086545944213867,0.0,0.0114202499389648,0.0269651412963867,0.496,1.776,0.0,0.0,119.624,8.264,7.736,6.984,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0123977661132812,0.0123977661132812,0.0070730845133463,0.0084400177001953,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,119.624,0.0,0.0,6.984,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0083446502685546,0.0083446502685546,0.0070730845133463,0.0084400177001953,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,119.624,0.0,0.0,6.984,1
194,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0083446502685546,0.0083446502685546,0.0070730845133463,0.0084400177001953,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,119.624,0.0,0.0,6.984,1
195,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0088214874267578,0.0088214874267578,0.0070730845133463,0.0084400177001953,0.0123977661132812,0.0123977661132812,0.0056743621826171,0.0,0.0,0.0,0.0072479248046875,0.0,0.0108242034912109,0.0212669372558593,0.496,1.776,0.0,0.0,119.624,3.744,4.232,6.984,1
196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0092983245849609,0.0092983245849609,0.0070730845133463,0.0084400177001953,0.0178813934326171,0.0178813934326171,0.0058650970458984,0.0,0.0,0.0,0.0073909759521484,0.0,0.0108718872070312,0.0210285186767578,0.496,1.776,0.0,0.0,119.624,3.744,4.232,6.984,1
197,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0133514404296875,0.0133514404296875,0.0070730845133463,0.0084400177001953,0.0095367431640625,0.0095367431640625,0.0061988830566406,0.0,0.0,0.0,0.0083446502685546,0.0,0.0109239058061079,0.0276565551757812,0.496,1.776,0.0,0.0,119.624,8.792,7.208,6.984,1
198,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0088214874267578,0.0088214874267578,0.0070730845133463,0.0084400177001953,0.0128746032714843,0.0128746032714843,0.0068346659342447,0.0,0.0,0.0,0.009918212890625,0.0,0.0106970469156901,0.0226974487304687,0.496,1.776,0.0,0.0,119.624,10.776,11.312,6.984,1
199,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0107288360595703,0.0107288360595703,0.0070730845133463,0.0084400177001953,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,119.624,0.0,0.0,6.984,1
200,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.009775161743164,0.009775161743164,0.0070730845133463,0.0084400177001953,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,119.624,0.0,0.0,6.984,1
201,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0088214874267578,0.0088214874267578,0.0070730845133463,0.0084400177001953,0.0143051147460937,0.0143051147460937,0.0058174133300781,0.0,0.0,0.0,0.0072956085205078,0.0,0.0115871429443359,0.0225067138671875,0.496,1.776,0.0,0.0,119.624,3.744,4.232,6.984,1
202,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0092983245849609,0.0092983245849609,0.0070730845133463,0.0084400177001953,0.0102519989013671,0.0102519989013671,0.0063419342041015,0.0,0.0,0.0,0.008249282836914,0.0,0.0107765197753906,0.0195503234863281,0.496,1.776,0.0,0.0,119.624,3.744,4.232,6.984,1
203,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0090599060058593,0.0090599060058593,0.0070730845133463,0.0084400177001953,0.0119209289550781,0.0119209289550781,0.0064373016357421,0.0,0.0,0.0,0.0089406967163085,0.0,0.0106334686279296,0.0266551971435546,0.496,1.776,0.0,0.0,119.624,8.264,7.736,6.984,1
204,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0100135803222656,0.0100135803222656,0.0070730845133463,0.0084400177001953,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,119.624,0.0,0.0,6.984,1
205,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0078678131103515,0.0078678131103515,0.0070730845133463,0.0084400177001953,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,119.624,0.0,0.0,6.984,1
206,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0090599060058593,0.0090599060058593,0.0070730845133463,0.0084400177001953,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,119.624,0.0,0.0,6.984,1
207,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0083446502685546,0.0083446502685546,0.0070730845133463,0.0084400177001953,0.0081062316894531,0.0081062316894531,0.0067710876464843,0.0154972076416015,0.0078678131103515,0.0154972076416015,0.0095844268798828,0.0078678131103515,0.0104427337646484,0.0194072723388671,0.496,1.776,0.848,0.848,119.624,3.744,4.232,6.984,1
208,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0081062316894531,0.0081062316894531,0.0070730845133463,0.0084400177001953,0.0102519989013671,0.0102519989013671,0.0064373016357421,0.0061988830566406,0.0154972076416015,0.0061988830566406,0.008249282836914,0.0154972076416015,0.0108718872070312,0.0203609466552734,0.496,1.776,0.848,0.848,119.624,3.744,4.232,6.984,1
209,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0104904174804687,0.0104904174804687,0.0070730845133463,0.0084400177001953,0.0092983245849609,0.0092983245849609,0.0058174133300781,0.0,0.0,0.0,0.0083446502685546,0.0,0.0105857849121093,0.0257730484008789,0.496,1.776,0.0,0.0,119.624,8.264,7.736,6.984,1
210,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0090599060058593,0.0090599060058593,0.0070730845133463,0.0084400177001953,0.0176429748535156,0.0176429748535156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,119.624,0.0,0.0,6.984,1
211,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0092983245849609,0.0092983245849609,0.0070730845133463,0.0084400177001953,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,119.624,0.0,0.0,6.984,1
212,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0085830688476562,0.0085830688476562,0.0070730845133463,0.0084400177001953,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,119.624,0.0,0.0,6.984,1
213,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0092983245849609,0.0092983245849609,0.0070730845133463,0.0084400177001953,0.0100135803222656,0.0100135803222656,0.0059127807617187,0.0,0.0,0.0,0.0075340270996093,0.0,0.0110626220703125,0.0212669372558593,0.496,1.776,0.0,0.0,119.624,3.744,4.232,6.984,1
214,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0095367431640625,0.0095367431640625,0.0070730845133463,0.0084400177001953,0.0131130218505859,0.0131130218505859,0.0072002410888671,0.0,0.0,0.0,0.0087261199951171,0.0,0.0109672546386718,0.0208377838134765,0.496,1.776,0.0,0.0,119.624,3.744,4.232,6.984,1
215,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0085830688476562,0.0085830688476562,0.0070730845133463,0.0084400177001953,0.00762939453125,0.00762939453125,0.0060796737670898,0.0,0.0,0.0,0.0081062316894531,0.0,0.0109434127807617,0.027322769165039,0.496,1.776,0.0,0.0,119.624,8.264,7.736,6.984,1
216,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0093698501586914,0.0077486038208007,0.0070730845133463,0.0084400177001953,0.0143051147460937,0.016021728515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.624,0.0,0.0,119.624,0.0,0.0,6.984,1
217,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0126361846923828,0.0126361846923828,0.0070730845133463,0.0084400177001953,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,119.624,0.0,0.0,6.984,1
218,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0088214874267578,0.0088214874267578,0.0070730845133463,0.0084400177001953,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,119.624,0.0,0.0,6.984,1
219,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0092983245849609,0.0092983245849609,0.0070730845133463,0.0084400177001953,0.0100135803222656,0.0100135803222656,0.0059127807617187,0.0,0.0,0.0,0.0073432922363281,0.0,0.0108242034912109,0.020599365234375,0.496,1.776,0.0,0.0,119.624,3.744,4.232,6.984,1
220,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061918362020858,0.0085353851318359,0.0083446502685546,0.0083446502685546,0.0070730845133463,0.0084400177001953,0.0126361846923828,0.0126361846923828,0.0061988830566406,0.0,0.0,0.0,0.0081062316894531,0.0,0.0117301940917968,0.0232696533203125,0.496,1.776,0.0,0.0,119.624,3.744,4.232,6.984,1
