time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,f1_u_throughput_dl_kbps,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,F-node
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060112169473478,0.0078678131103515,0.0047882397969563,0.007033348083496,0.0,0.0065326690673828,0.0,0.0081062316894531,0.0102519989013671,0.0,0.0,0.0,0.0,0.0193119049072265,0,0.0,0.0,0.0,0.0,122.384,3.744,4.232,0.0,245.76,0.0,0.0,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059984216642616,0.00762939453125,0.0047683715820312,0.0047683715820312,0.0,0.0060319900512695,0.0,0.0083684921264648,0.0110149383544921,0.0,0.0,0.0,0.0,0.024271011352539,0,0.0,0.0,0.0,0.0,113.256,8.264,7.736,0.0,1.192,0.0,0.0,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058857362661788,0.00762939453125,0.0045299530029296,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059841877192407,0.00762939453125,0.0042915344238281,0.0042915344238281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059080123901367,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062596797943115,0.0088214874267578,0.0,0.0,0.009775161743164,0.0059127807617187,0.009775161743164,0.0075340270996093,0.0131607055664062,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0263690948486328,1,0.0,3.344,0.848,0.848,112.0,3.744,4.232,0.0,0.0,115581.76255226137,115581.76255226137,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059294700622558,0.0076532363891601,0.0,0.0,0.0078678131103515,0.005960464477539,0.0078678131103515,0.0076770782470703,0.0110149383544921,0.0,0.0,0.0681877136230468,0.0681877136230468,0.0209331512451171,0,0.0,0.0,0.848,0.848,112.0,3.744,4.232,0.0,0.0,0.0,0.0,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059711399363048,0.0078678131103515,0.0066757202148437,0.0082015991210937,0.0,0.0060558319091796,0.0,0.0081539154052734,0.0102519989013671,0.0,0.0,0.0,0.0,0.0244855880737304,0,0.0,0.0,0.0,0.0,117.192,8.264,7.736,0.0,29.176,0.0,0.0,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006223187863248,0.0085830688476562,0.0039960803656742,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,139.216,0.0,0.0,0.0,4547.808,0.0,0.0,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061658349367651,0.0083446502685546,0.0043974982367621,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,164.96,0.0,0.0,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063562628083628,0.0088214874267578,0.0041034243522434,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,123.64,0.0,0.0,0.0,2055.536,0.0,0.0,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060749053955078,0.0081062316894531,0.0043842527601454,0.0056982040405273,0.0,0.0069141387939453,0.0,0.0092506408691406,0.0115394592285156,0.0,0.0,0.0,0.0,0.0210762023925781,0,0.0,0.0,0.0,0.0,112.0,3.744,4.232,0.0,159.232,0.0,0.0,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066178860050616,0.0092744827270507,0.0039961125411842,0.0047683715820312,0.0,0.0062942504882812,0.0,0.0077724456787109,0.0108242034912109,0.0,0.0,0.0,0.0,0.01983642578125,0,0.0,0.0,0.0,0.0,122.384,3.744,4.232,0.0,5364.488,0.0,0.0,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062712389438306,0.0083446502685546,0.0043710072835286,0.0054836273193359,0.0079870223999023,0.0066041946411132,0.0086545944213867,0.0090837478637695,0.0108957290649414,0.0,0.0,0.0065565109252929,0.0066518783569335,0.0257253646850585,0,0.0,0.0,4.544,4.448,114.264,8.264,7.736,0.0,343.584,0.0,0.0,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060462951660156,0.0078916549682617,0.0,0.0,0.007697514125279,0.0,0.0098228454589843,0.0,0.0,0.0,0.0,0.0061988830566406,0.007033348083496,0.0,0,0.0,0.0,6.208,20.144,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061068204369875,0.0085830688476562,0.0045980725969587,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,175.8,0.0,0.0,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063768073694029,0.0090599060058593,0.0047683715820312,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0,0.0,0.0,0.848,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063099113165163,0.0087499618530273,0.0042915344238281,0.0054359436035156,0.0064108106825086,0.0062465667724609,0.0084400177001953,0.0079631805419921,0.0112056732177734,0.0,0.0,0.0076591968536376,0.0100135803222656,0.0207424163818359,0,0.0,0.0,21.504,13.648,124.136,3.744,4.232,0.0,425.992,0.0,0.0,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060820579528808,0.0078916549682617,0.0,0.0,0.0,0.0060081481933593,0.0,0.00762939453125,0.0108718872070312,0.0,0.0,0.0,0.0,0.0202655792236328,0,0.0,0.0,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0.0,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060892105102539,0.0078678131103515,0.0,0.0,0.0,0.0063896179199218,0.0,0.0086069107055664,0.0111341476440429,0.0,0.0,0.0,0.0,0.026559829711914,0,0.0,0.0,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,0.0,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064631401024428,0.0088214874267578,0.0040558067993439,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,132.208,0.0,0.0,0.0,4067.096,0.0,0.0,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065350532531738,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006666230918163,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066318322176957,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006685024354516,0.0085830688476562,0.0040406864401288,0.0047683715820312,0.0,0.0070095062255859,0.0,0.0089645385742187,0.011444091796875,0.0,0.0,0.0,0.0,0.0210762023925781,0,0.0,0.0,0.0,0.0,134.024,3.744,4.232,0.0,1963.352,0.0,0.0,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.007399279086744,0.0092983245849609,0.0041734462247746,0.0052452087402343,0.0,0.0068187713623046,0.0,0.0087738037109375,0.0116825103759765,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0210762023925781,0,0.848,0.848,0.0,0.0,117.192,3.744,4.232,0.0,3075.096,0.009775161743164,0.009775161743164,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065338611602783,0.0083446502685546,0.0,0.0,0.0,0.0063896179199218,0.0,0.0088930130004882,0.0112056732177734,0.0,0.0,0.0,0.0,0.0267505645751953,0,0.0,0.0,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,0.0,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065338611602783,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066184997558593,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0064966097399963,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066235290831001,0.0085830688476562,0.0052452087402343,0.0052452087402343,0.0,0.006103515625,0.0,0.0077247619628906,0.01220703125,0.0,0.0,0.0,0.0,0.0232696533203125,0,0.0,0.0,0.0,0.0,113.256,3.744,4.232,0.0,1.192,0.0,0.0,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066450326749593,0.0081062316894531,0.0058809916178385,0.0077247619628906,0.0,0.0069618225097656,0.0,0.0095844268798828,0.0127315521240234,0.0,0.0,0.0,0.0,0.0228404998779296,0,0.0,0.0,0.0,0.0,118.448,3.744,4.232,0.0,24.056,0.0,0.0,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006688451304019,0.0084638595581054,0.0049471855163574,0.0067710876464843,0.0,0.0067472457885742,0.0,0.0088214874267578,0.0121355056762695,0.0,0.0,0.0,0.0,0.026106834411621,0,0.0,0.0,0.0,0.0,139.856,8.264,7.736,0.0,166.848,0.0,0.0,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069509098185828,0.0090599060058593,0.0043061314796914,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,114.584,0.0,0.0,0.0,721.728,0.0,0.0,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065922737121582,0.0083446502685546,0.0048442320390181,0.0054836273193359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,53.2,0.0,0.0,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066733596348526,0.0083208084106445,0.0040933820936414,0.0049114227294921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,122.384,0.0,0.0,0.0,2504.024,0.0,0.0,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.008093248499502,0.0102519989013671,0.003885818212524,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,33597.168,0.0,0.0,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069200696043707,0.0085830688476562,0.0047683715820312,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066745340527586,0.0083446502685546,0.0045299530029296,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066161155700683,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071490512174718,0.0089883804321289,0.0038949284541394,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,132.768,0.0,0.0,0.0,17373.264,0.0,0.0,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.007989987805115,0.0100135803222656,0.0039141420907202,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,33530.352,0.0,0.0,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0071680545806884,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067302836707575,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066970711323752,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0,0.0067551930745442,0.0,0.0090599060058593,0.0107606252034505,0.0,0.0,0.0,0.0,0.0229358673095703,0,0.0,0.0,0.0,0.0,113.256,10.776,11.312,0.0,1.192,0.0,0.0,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065689656271863,0.0081062316894531,0.0045299530029296,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067472457885742,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066959857940673,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0075402769070227,0.0098943710327148,0.0039112812699779,0.0045299530029296,0.0152587890625,0.0,0.0213623046875,0.0,0.0,0.0,0.0,0.0150203704833984,0.0215053558349609,0.0,0,0.0,0.0,1.696,1.696,141.568,0.0,0.0,0.0,17406.36,0.0,0.0,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0076981919321847,0.009775161743164,0.0039391522884893,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,19505.024,0.0,0.0,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0072717666625976,0.0095367431640625,0.003969624129921,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,8364.392,0.0,0.0,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065784549238669,0.0081062316894531,0.0062783559163411,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,7.256,0.0,0.0,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067005063047503,0.008559226989746,0.0053814479282924,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,116.096,0.0,0.0,0.0,28.296,0.0,0.0,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065958499908447,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066626071929931,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065518360511929,0.0083446502685546,0.0039799460049333,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,132.768,0.0,0.0,0.0,3183.456,0.0,0.0,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0081038593652829,0.0102519989013671,0.0038837596454583,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0,0.848,0.848,0.0,0.0,117.192,0.0,0.0,100.0,57166.72,0.0,0.0,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0078324044104849,0.0100135803222656,0.0041893550327845,0.0049591064453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,100.0,63.752,0.0,0.0,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067646823712249,0.0088214874267578,0.0047683715820312,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,11.6,0.0,0.0,113.256,0.0,0.0,0.0,1.192,61440.01126289368,61440.01126289368,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067148635636514,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,3.344,0.0,0.0,113.256,0.0,0.0,0.0,1.192,61581.73060417175,61581.73060417175,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0065350532531738,0.0083684921264648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067007541656494,0.0088453292846679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067198276519775,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0069095093069724,0.0090599060058593,0.0039271222866647,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,140.992,0.0,0.0,0.0,8211.616,0.0,0.0,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0076718849710898,0.0100135803222656,0.0039413481914982,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,17691.856,0.0,0.0,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066306460556106,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,1.192,0.0,0.0,1
