time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_ul_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065903165447178,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,113.256,3940.0112628936768,3940.0112628936768,0.0,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064656285956354,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0061511993408203,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0075817108154296,0.0,0.0,0.0111579895019531,0.0210762023925781,0.496,1.776,0.0,0.0,3.744,4.232,0.0,122.44,3940.0073289871216,3940.008354187012,1.752,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066294598935255,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0069141387939453,0.013589859008789,0.013589859008789,0.0,0.0,0.0098705291748046,0.0,0.0,0.0117301940917968,0.0217437744140625,0.496,1.776,0.0,0.0,3.744,4.232,0.0,113.256,3940.007925033569,3940.009307861328,0.0,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064516067504882,0.0083684921264648,0.0092983245849609,0.0092983245849609,0.0065803527832031,0.005960464477539,0.005960464477539,0.0,0.0,0.0086069107055664,0.0,0.0,0.0103950500488281,0.0252485275268554,0.496,1.776,0.0,0.0,8.264,7.736,0.0,120.024,3940.0075674057007,3940.008234977722,1.192,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061023235321044,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,112.0,3940.008401870728,3940.010118484497,1.192,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061455057628119,0.0081062316894531,0.009775161743164,0.009775161743164,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,113.288,3940.008163452149,3940.009117126465,8.2,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065974335172283,0.0085830688476562,0.0107288360595703,0.0107288360595703,0.0,0.0150203704833984,0.0150203704833984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,113.16,3940.0097131729126,3940.010380744934,1.72,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066318322176957,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0065803527832031,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0086307525634765,0.0,0.0,0.0111103057861328,0.0209331512451171,0.496,1.776,0.0,0.0,3.744,4.232,0.0,113.16,0.0,0.0,1.72,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064527217428482,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0060558319091796,0.009775161743164,0.009775161743164,0.0,0.0,0.0077724456787109,0.0,0.0,0.0112056732177734,0.021219253540039,0.496,1.776,0.0,0.0,3.744,4.232,0.0,113.888,3940.008759498596,3940.010380744934,1.72,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062060000291511,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0065803527832031,0.0150203704833984,0.0150203704833984,0.0,0.0,0.0091075897216796,0.0,0.0,0.0112771987915039,0.0278472900390625,0.496,1.776,0.0,0.0,8.264,7.736,0.0,113.16,3940.008521080017,3940.008807182312,9.72,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062720610363648,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0197887420654296,0.0197887420654296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,114.416,3940.008163452149,3940.008163452149,9.72,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062720610363648,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0102519989013671,0.0102519989013671,0.0127553939819335,0.0132322311401367,0.0,0.0134706497192382,0.0143289566040039,0.0,0.0,0.496,1.776,1.696,1.696,0.0,0.0,0.0,114.416,3940.008163452149,3940.008163452149,9.72,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062720610363648,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,114.416,3940.008163452149,3940.008163452149,9.72,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062720610363648,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.005960464477539,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0077247619628906,0.0,0.0,0.0110626220703125,0.0210762023925781,0.496,1.776,0.0,0.0,3.744,4.232,0.0,114.416,3940.008163452149,3940.008163452149,9.72,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062720610363648,0.0081062316894531,0.0090599060058593,0.0090599060058593,0.0061511993408203,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0079154968261718,0.0,0.0,0.0112056732177734,0.020599365234375,0.496,1.776,0.0,0.0,3.744,4.232,0.0,114.416,3940.008163452149,3940.008163452149,9.72,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061965341051223,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0062465667724609,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0084161758422851,0.0,0.0,0.011301040649414,0.0292539596557617,0.496,1.776,0.0,0.0,8.264,7.736,0.0,132.12,3940.007066726685,3940.008497238159,1.192,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061146655485997,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,117.896,3940.008759498596,3940.009999275208,1.192,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063204765319824,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,1.56,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060868263244628,0.0078916549682617,0.0064373016357421,0.0064373016357421,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060883435336026,0.0076770782470703,0.0095367431640625,0.0095367431640625,0.0,0.0109672546386718,0.0109672546386718,0.0115633010864257,0.0124216079711914,0.0,0.0129938125610351,0.0142335891723632,0.0,0.0,0.496,1.776,1.792,1.472,0.0,0.0,0.0,65.2,0.0,0.0,13.016,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107288360595703,0.0139713287353515,0.0066280364990234,0.0131130218505859,0.0138759613037109,0.0,0.0,0.0088691711425781,0.0,0.0,0.0118732452392578,0.0231266021728515,1.344,2.208,0.0,0.0,3.744,4.232,0.0,0.0,0.0,0.0,1.656,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0094175338745117,0.0095129013061523,0.0104904174804687,0.0104904174804687,0.0058174133300781,0.0081062316894531,0.0081062316894531,0.0082015991210937,0.0103235244750976,0.0072956085205078,0.0085234642028808,0.0108718872070312,0.0116825103759765,0.0220298767089843,0.496,1.36,26.88,23.008,3.744,4.232,0.0,1.336,0.0,0.0,0.0,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0128746032714843,0.0128746032714843,0.0062227249145507,0.0104904174804687,0.0104904174804687,0.0074704488118489,0.0090599060058593,0.0082254409790039,0.0095367431640625,0.0107765197753906,0.0113964080810546,0.0300884246826171,0.496,1.776,2.896,15.328,8.264,7.736,0.0,0.496,3940.0087197621674,3940.010499954224,0.0,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.0,3940.009117126465,3940.009117126465,0.0,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0090599060058593,0.0090599060058593,0.0,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,0.84,3940.0129318237305,3940.0129318237305,0.0,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0,0.0145435333251953,0.0145435333251953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,1.096,3940.011501312256,3940.012264251709,0.0,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074068705240885,0.0094413757324218,0.00762939453125,0.00762939453125,0.0072956085205078,0.0150203704833984,0.0150203704833984,0.0,0.0,0.0104904174804687,0.0,0.0,0.0118732452392578,0.0220298767089843,0.496,1.776,0.0,0.0,3.744,4.232,0.0,74.344,3940.00735282898,3940.009498596192,2.4,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073272402923886,0.0090599060058593,0.00762939453125,0.00762939453125,0.005960464477539,0.0169277191162109,0.0169277191162109,0.0,0.0,0.0073909759521484,0.0,0.0,0.0114917755126953,0.021982192993164,0.496,1.808,0.0,0.0,3.744,4.232,0.0,57.096,3940.006256103516,3940.006971359253,0.528,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072169303894042,0.0090599060058593,0.0061988830566406,0.0061988830566406,0.0064849853515625,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0088691711425781,0.0,0.0,0.0110864639282226,0.0285148620605468,0.496,1.776,0.0,0.0,8.264,7.736,0.0,56.344,0.0,0.0,1.464,1
194,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006519891078176,0.0083446502685546,0.0107288360595703,0.0107288360595703,0.0,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,94.12,3940.006732940674,3940.007305145264,6.464,1
195,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066568355749149,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0147819519042968,0.0147819519042968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.808,0.0,0.0,0.0,0.0,0.0,119.44,3940.0094747543335,3940.009570121765,1.72,1
196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065997535107182,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,116.0,3940.0097131729126,3940.0107622146606,8.872,1
197,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066328048706054,0.0083684921264648,0.0088214874267578,0.0088214874267578,0.0066757202148437,0.0166893005371093,0.0166893005371093,0.0,0.0,0.0099658966064453,0.0,0.0,0.0113964080810546,0.0218391418457031,0.496,1.84,0.0,0.0,3.744,4.232,0.0,112.0,3940.0076866149902,3940.008640289306,0.936,1
198,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006521519143783,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.005960464477539,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0076770782470703,0.0,0.0,0.0110149383544921,0.0211238861083984,0.496,1.776,0.0,0.0,3.744,4.232,0.0,113.248,0.0,0.0,1.464,1
199,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065760825996968,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0060796737670898,0.0140666961669921,0.0140666961669921,0.0,0.0,0.008392333984375,0.0,0.0,0.0103235244750976,0.0233411788940429,0.496,1.776,0.0,0.0,8.264,7.736,0.0,113.288,3940.008401870728,3940.0091648101807,0.528,1
200,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062118022899909,0.0085353851318359,0.0078678131103515,0.0078678131103515,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.808,0.0,0.0,0.0,0.0,0.0,132.56,3940.007448196411,3940.00871181488,1.656,1
201,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060525270971921,0.0081062316894531,0.0126361846923828,0.0126361846923828,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.808,0.0,0.0,0.0,0.0,100.0,114.416,0.0,0.0,1.656,1
202,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061372026282163,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,100.0,113.256,0.0,0.0,0.0,1
203,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006717030364688,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0065326690673828,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0078201293945312,0.0,0.0,0.0102519989013671,0.0190258026123046,0.496,1.776,0.0,0.0,3.744,4.232,100.0,122.512,0.0,0.0,1.656,1
