time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061380863189697,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0126361846923828,0.0065326690673828,0.0126361846923828,0.0084877014160156,0.0124931335449218,0.0,0.0,0.0,0.0,0.0,0.0237941741943359,0.0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,57.14285714285714,0.0,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061333179473876,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0081062316894531,0.0060558319091796,0.0081062316894531,0.0084877014160156,0.0111262003580729,0.0,0.0,0.0,0.0,0.0,0.0276565551757812,0.0,0.496,1.36,0.0,0.0,112.0,12.008,11.968,57.14285714285714,0.0,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060885699827279,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0128746032714843,0.0057697296142578,0.0128746032714843,0.0072479248046875,0.0108718872070312,0.0,0.0,0.0,0.0,0.0083446502685546,0.0211238861083984,0.0083446502685546,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,1.192,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060695913893666,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0069141387939453,0.0067472457885742,0.0069141387939453,0.0086784362792968,0.0110626220703125,0.0,0.0,0.0,0.0,0.0446213616265191,0.025796890258789,0.1095056533813482,0.496,1.36,0.0,0.0,113.256,8.264,7.736,68.75,978.256,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061229686831953,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0102519989013671,0.0,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.0160642572351404,0.0,0.0329971313476561,0.496,1.392,0.0,0.0,113.256,0.0,0.0,74.65753424657534,408.024,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006028413772583,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0102519989013671,0.006723403930664,0.0102519989013671,0.0098228454589843,0.0107765197753906,0.0,0.0,0.0,0.0,0.0,0.0205039978027343,0.0,0.496,1.36,0.0,0.0,112.0,3.744,4.232,74.65753424657534,0.0,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061953245703853,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0178813934326171,0.0060081481933593,0.0178813934326171,0.0075817108154296,0.0113487243652343,0.0,0.0,0.0,0.0,0.0249628435101425,0.022125244140625,0.0945329666137695,0.496,1.392,0.0,0.0,117.192,3.744,4.232,65.86826347305389,1251.312,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061953245703853,0.0083446502685546,0.0112056732177734,0.0112056732177734,0.0119209289550781,0.0063737233479817,0.0119209289550781,0.0089168548583984,0.0110785166422526,0.0,0.0,0.0,0.0,0.0249628435101425,0.0276088714599609,0.0945329666137695,0.496,1.424,0.0,0.0,117.192,12.008,11.968,65.86826347305389,1251.312,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061953245703853,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0123977661132812,0.0060081481933593,0.0123977661132812,0.0075340270996093,0.0106334686279296,0.0,0.0,0.0,0.0,0.0249628435101425,0.0198841094970703,0.0945329666137695,0.496,1.36,0.0,0.0,117.192,3.744,4.232,65.86826347305389,1251.312,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061953245703853,0.0083446502685546,0.005960464477539,0.005960464477539,0.0057220458984375,0.0058174133300781,0.0057220458984375,0.0076770782470703,0.0104188919067382,0.0113248825073242,0.0113248825073242,0.0144720077514648,0.013899803161621,0.0249628435101425,0.0260114669799804,0.0945329666137695,0.496,1.36,1.696,1.696,117.192,8.264,7.736,65.86826347305389,1251.312,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061953245703853,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.009775161743164,0.0,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0249628435101425,0.0,0.0945329666137695,0.496,1.36,0.0,0.0,117.192,0.0,0.0,65.86826347305389,1251.312,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061953245703853,0.0083446502685546,0.005960464477539,0.0061511993408203,0.0090599060058593,0.0059008598327636,0.0102043151855468,0.0065326690673828,0.0118414560953776,0.0,0.0,0.0,0.0,0.0249628435101425,0.0214576721191406,0.0945329666137695,1.344,2.208,0.0,0.0,117.192,4.272,3.704,65.86826347305389,1251.312,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060360030372544,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0145435333251953,0.0065803527832031,0.0145435333251953,0.0088691711425781,0.0119686126708984,0.0,0.0,0.0,0.0,0.0261722826490215,0.0232696533203125,0.0996828079223633,0.496,1.392,0.0,0.0,118.448,3.744,4.232,67.51592356687898,1089.424,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060868263244628,0.0081062316894531,0.0061988830566406,0.0061988830566406,0.0109672546386718,0.0062147776285807,0.0109672546386718,0.0085830688476562,0.0113169352213541,0.0,0.0,0.0,0.0,0.0,0.0298023223876953,0.0,0.496,1.392,0.0,0.0,112.0,12.008,11.968,67.51592356687898,0.0,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062289747219641,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0109672546386718,0.0069618225097656,0.0109672546386718,0.0091552734375,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0199794769287109,0.0,0.496,1.392,0.0,0.0,143.152,3.744,4.232,67.51592356687898,0.0,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060411234993246,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0083446502685546,0.0060319900512695,0.0083446502685546,0.0081539154052734,0.0103235244750976,0.0,0.0,0.0,0.0,0.0,0.0252962112426757,0.0,0.496,1.392,0.0,0.0,117.192,8.264,7.736,67.51592356687898,0.0,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062783559163411,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.009775161743164,0.0,0.009775161743164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,117.192,0.0,0.0,67.51592356687898,0.0,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006061288254771,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0131130218505859,0.0063419342041015,0.0131130218505859,0.0080585479736328,0.0109672546386718,0.0,0.0,0.0,0.0,0.0509818394978841,0.0207901000976562,0.1423358917236328,0.496,1.424,0.0,0.0,117.192,3.744,4.232,66.66666666666666,66.928,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061277133315356,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0133514404296875,0.0058174133300781,0.0133514404296875,0.0072479248046875,0.01068115234375,0.0,0.0,0.0,0.0,0.0,0.020599365234375,0.0,0.496,1.36,0.0,0.0,117.192,3.744,4.232,66.66666666666666,0.0,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059853738813257,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0116825103759765,0.0062465667724609,0.0116825103759765,0.0083446502685546,0.011142094930013,0.0,0.0,0.0,0.0,0.0,0.0281810760498046,0.0,0.496,1.392,0.0,0.0,117.192,12.008,11.968,66.66666666666666,0.0,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060348227472588,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.00762939453125,0.0,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0198142869131905,0.0,0.0781059265136718,0.496,1.392,0.0,0.0,118.448,0.0,0.0,68.88888888888889,299.984,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061316065268941,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0119209289550781,0.0062465667724609,0.0119209289550781,0.0077724456787109,0.0129222869873046,0.0,0.0,0.0,0.0,0.07716566324234,0.0248908996582031,0.2750158309936524,0.496,1.392,0.0,0.0,118.448,3.744,4.232,70.09345794392523,336.08,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061087347381743,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0131130218505859,0.0066518783569335,0.0131130218505859,0.0082254409790039,0.0112533569335937,0.0,0.0,0.0,0.0,0.0,0.0282764434814453,0.0,0.496,1.392,0.0,0.0,113.256,8.264,7.736,100.0,0.0,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006147878086982,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0121593475341796,0.005960464477539,0.0121593475341796,0.0075340270996093,0.0111103057861328,0.0,0.0,0.0,0.0,0.0255587239744802,0.0212669372558593,0.0888824462890625,0.496,1.424,0.0,0.0,117.192,3.744,4.232,71.49321266968326,2105.032,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006033182144165,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0109672546386718,0.0066757202148437,0.0109672546386718,0.0089168548583984,0.0108718872070312,0.0,0.0,0.0,0.0,0.0,0.0209808349609375,0.0,0.496,1.392,0.0,0.0,112.0,3.744,4.232,71.49321266968326,0.0,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060141086578369,0.0078678131103515,0.0061988830566406,0.0061988830566406,0.0140666961669921,0.0064611434936523,0.0140666961669921,0.0088691711425781,0.0114202499389648,0.0,0.0,0.0,0.0,0.0,0.0292539596557617,0.0,0.496,1.36,0.0,0.0,112.0,8.264,7.736,71.49321266968326,0.0,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062310695648193,0.0088453292846679,0.0064373016357421,0.0064373016357421,0.0107288360595703,0.0057697296142578,0.0107288360595703,0.0071525573730468,0.011301040649414,0.0,0.0,0.0,0.0,0.0249385833740234,0.0218391418457031,0.0648498535156249,0.496,1.36,0.0,0.0,112.0,3.744,4.232,76.5625,170.312,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060844421386718,0.0081300735473632,0.0071525573730468,0.0071525573730468,0.0112056732177734,0.0061988830566406,0.0112056732177734,0.0079154968261718,0.0117301940917968,0.0,0.0,0.0,0.0,0.0,0.0229358673095703,0.0,0.496,1.392,0.0,0.0,112.0,3.744,4.232,76.5625,0.0,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065418299783039,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.00762939453125,0.0058809916178385,0.00762939453125,0.006723403930664,0.0107938593084161,0.0,0.0,0.0,0.0,0.0252621696594564,0.0259876251220703,0.0948429107666015,0.496,1.424,0.0,0.0,120.216,8.792,7.208,69.39443535188215,2053.96,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005988932367581,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0109672546386718,0.006010657862613,0.0109672546386718,0.0075340270996093,0.0099795205252511,0.0,0.0,0.0,0.0,0.0278353691101074,0.0207424163818359,0.0965356826782226,0.496,1.424,0.0,0.0,113.256,15.048,15.016,65.21739130434783,64.784,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058892947524341,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0083446502685546,0.0057220458984375,0.0083446502685546,0.0071525573730468,0.0105857849121093,0.0071525573730468,0.0083446502685546,0.0071525573730468,0.0083446502685546,0.0,0.0202655792236328,0.0,0.496,1.36,3.28,3.312,113.256,3.744,4.232,100.0,0.0,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062739849090576,0.0083446502685546,0.0064373016357421,0.0064373016357421,0.0090599060058593,0.0061511993408203,0.0090599060058593,0.0086307525634765,0.011444091796875,0.0069737434387207,0.0066076006208147,0.0088691711425781,0.0073432922363281,0.0,0.0286102294921875,0.0,0.496,1.36,7.472,21.28,112.0,8.264,7.736,100.0,0.0,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059723854064941,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0071525573730468,0.0062942504882812,0.0071525573730468,0.0077724456787109,0.0119686126708984,0.0,0.0,0.0,0.0,0.0212669372558593,0.0235557556152343,0.0543594360351562,0.496,1.36,0.0,0.0,112.0,3.744,4.232,61.53846153846154,39.512,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061976968945555,0.0088214874267578,0.0095367431640625,0.0095367431640625,0.0100135803222656,0.0060081481933593,0.0100135803222656,0.00762939453125,0.011444091796875,0.0,0.0,0.0,0.0,0.0173993732618248,0.0217914581298828,0.0666379928588867,0.496,1.424,0.0,0.0,115.48,3.744,4.232,76.28865979381443,520.256,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061198036269386,0.0083446502685546,0.0121593475341796,0.0121593475341796,0.0138282775878906,0.0059869554307725,0.0138282775878906,0.0073432922363281,0.0106854872270063,0.0059869554307725,0.0071790483262803,0.0071525573730468,0.0085830688476562,0.00762939453125,0.0259876251220703,0.00762939453125,0.496,1.392,22.352,13.648,115.592,8.792,7.208,87.5,2.808,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061636487838669,0.0081062316894531,0.00762939453125,0.00762939453125,0.0123977661132812,0.0059127807617187,0.0123977661132812,0.0072479248046875,0.0104427337646484,0.0,0.0,0.0,0.0,0.0059008598327636,0.0196456909179687,0.0064611434936523,0.496,1.84,0.0,0.0,119.432,3.744,4.232,80.0,9.248,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060177316852644,0.0082731246948242,0.0078678131103515,0.0078678131103515,0.0100135803222656,0.006723403930664,0.0100135803222656,0.0093460083007812,0.0118255615234375,0.0,0.0,0.0,0.0,0.0065326690673828,0.0228404998779296,0.0080108642578125,0.496,1.84,0.0,0.0,124.384,3.744,4.232,66.66666666666666,14.328,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059924908538362,0.0081062316894531,0.00762939453125,0.00762939453125,0.009775161743164,0.0058889389038085,0.009775161743164,0.0078916549682617,0.0111103057861328,0.0,0.0,0.0,0.0,0.0065326690673828,0.0259399414062499,0.0072479248046875,0.496,1.84,0.0,0.0,115.8,8.264,7.736,61.53846153846154,12.888,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061233444969252,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0104904174804687,0.0062465667724609,0.0104904174804687,0.0074386596679687,0.0107765197753906,0.0,0.0,0.0,0.0,0.0063896179199218,0.0206470489501953,0.0077724456787109,0.496,1.84,0.0,0.0,117.056,3.744,4.232,50.0,11.208,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061174430469475,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0159740447998046,0.0072002410888671,0.0159740447998046,0.0103473663330078,0.0125408172607421,0.0,0.0,0.0,0.0,0.0058174133300781,0.0233650207519531,0.0065326690673828,0.496,1.84,0.0,0.0,115.552,3.744,4.232,68.75,11.608,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061469502968363,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0078678131103515,0.0060558319091796,0.0078678131103515,0.0078916549682617,0.0106096267700195,0.0,0.0,0.0,0.0,0.0054155077253069,0.0256061553955078,0.0060558319091796,0.496,1.84,0.0,0.0,116.32,8.264,7.736,69.56521739130434,19.896,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062261647845975,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0162124633789062,0.0059127807617187,0.0162124633789062,0.0073909759521484,0.0111579895019531,0.0,0.0,0.0,0.0,0.0063180923461914,0.0215053558349609,0.0082254409790039,0.496,1.84,0.0,0.0,114.808,3.744,4.232,72.72727272727273,16.304,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062119308395765,0.0083446502685546,0.0067949295043945,0.0068902969360351,0.0098943710327148,0.0065803527832031,0.0111341476440429,0.0085830688476562,0.0112056732177734,0.0,0.0,0.0,0.0,0.0057901654924665,0.0201702117919921,0.0062942504882812,1.344,2.688,0.0,0.0,114.552,3.744,4.232,68.18181818181817,17.4,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061953067779541,0.0083446502685546,0.00762939453125,0.00762939453125,0.0123977661132812,0.0066995620727539,0.0123977661132812,0.0087976455688476,0.0104188919067382,0.0,0.0,0.0,0.0,0.0054836273193359,0.0260353088378906,0.0059127807617187,0.496,1.84,0.0,0.0,112.0,8.264,7.736,80.0,9.864,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062307508865205,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0052452087402343,0.0068187713623046,0.0052452087402343,0.0091552734375,0.0103473663330078,0.0,0.0,0.0,0.0,0.0070730845133463,0.0190258026123046,0.0090599060058593,0.496,1.84,0.0,0.0,119.344,3.744,4.232,75.0,8.968,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063352916964251,0.0090599060058593,0.0107288360595703,0.0107288360595703,0.0064373016357421,0.0061511993408203,0.0064373016357421,0.0079154968261718,0.0108718872070312,0.0,0.0,0.0,0.0,0.0057816505432128,0.0211715698242187,0.0065803527832031,0.496,1.84,0.0,0.0,115.64,3.744,4.232,66.66666666666666,26.624,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061316065268941,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0052452087402343,0.0061511993408203,0.0052452087402343,0.008392333984375,0.0109434127807617,0.0,0.0,0.0,0.0,0.0055631001790364,0.026559829711914,0.0061988830566406,0.496,1.84,0.0,0.0,116.896,8.264,7.736,64.0,25.416,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061198036269386,0.0083208084106445,0.00762939453125,0.00762939453125,0.0102519989013671,0.005960464477539,0.0102519989013671,0.0067710876464843,0.010848045349121,0.0,0.0,0.0,0.0,0.005960464477539,0.0191926956176757,0.0066757202148437,0.496,1.84,0.0,0.0,116.16,4.272,3.704,78.26086956521739,12.776,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005936858677628,0.0078439712524414,0.0069141387939453,0.0069141387939453,0.0088214874267578,0.006103515625,0.0088214874267578,0.00762939453125,0.010538101196289,0.0,0.0,0.0,0.0,0.0063419342041015,0.0194549560546875,0.0076770782470703,0.496,1.84,0.0,0.0,115.824,3.744,4.232,76.19047619047619,10.968,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061609258699179,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0090599060058593,0.0063896179199218,0.0090599060058593,0.0088214874267578,0.0108718872070312,0.0,0.0,0.0,0.0,0.005960464477539,0.0272035598754882,0.0072240829467773,0.496,1.84,0.0,0.0,115.032,8.264,7.736,57.89473684210527,20.048,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061716013286837,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0102519989013671,0.0072956085205078,0.0102519989013671,0.0098705291748046,0.0123500823974609,0.0,0.0,0.0,0.0,0.0054836273193359,0.0222682952880859,0.0058174133300781,0.496,1.84,0.0,0.0,114.824,3.744,4.232,82.6086956521739,10.016,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061941384083002,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0090599060058593,0.006103515625,0.0090599060058593,0.0077247619628906,0.0118255615234375,0.0,0.0,0.0,0.0,0.0056823094685872,0.0229358673095703,0.0060796737670898,0.496,1.84,0.0,0.0,114.824,3.744,4.232,66.66666666666666,15.488,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062297232708527,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0143051147460937,0.0063419342041015,0.0143051147460937,0.0086307525634765,0.0116586685180664,0.0,0.0,0.0,0.0,0.0083446502685546,0.0271081924438476,0.0091075897216796,0.496,1.84,0.0,0.0,117.192,8.264,7.736,86.66666666666667,5.264,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060565436064307,0.00762939453125,0.0085830688476562,0.0085830688476562,0.0061988830566406,0.0066280364990234,0.0061988830566406,0.0088691711425781,0.011301040649414,0.0,0.0,0.0,0.0,0.0059008598327636,0.0199794769287109,0.0064611434936523,0.496,1.84,0.0,0.0,114.632,3.744,4.232,75.0,9.984,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062617496471499,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0119209289550781,0.0,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0061988830566406,0.0,0.0067710876464843,0.496,1.84,0.0,0.0,113.256,0.0,0.0,66.66666666666666,9.456,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060990526171153,0.0085353851318359,0.0066757202148437,0.0066757202148437,0.00762939453125,0.0,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0067949295043945,0.0,0.008702278137207,0.496,1.84,0.0,0.0,119.72,0.0,0.0,77.77777777777779,16.256,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061257050769163,0.0078678131103515,0.00762939453125,0.00762939453125,0.0102519989013671,0.0060558319091796,0.0102519989013671,0.0075340270996093,0.011444091796875,0.0,0.0,0.0,0.0,0.0163614749908447,0.0216484069824218,0.0324964523315429,0.496,1.84,0.0,0.0,115.6,3.744,4.232,74.19354838709677,46.496,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062439572158737,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0073909759521484,0.0064849853515625,0.0073909759521484,0.009012222290039,0.0117778778076171,0.0,0.0,0.0,0.0,0.0059127807617187,0.0226497650146484,0.007486343383789,0.496,1.84,0.0,0.0,114.648,3.744,4.232,59.45945945945946,31.816,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061146655485997,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.011444091796875,0.0061988830566406,0.011444091796875,0.0085830688476562,0.0110626220703125,0.0,0.0,0.0,0.0,0.006096703665597,0.026559829711914,0.007486343383789,0.496,1.84,0.0,0.0,114.584,8.264,7.736,66.66666666666666,15.88,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006075522199792,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0073909759521484,0.0,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0051558017730712,0.0,0.0058174133300781,0.496,1.84,0.0,0.0,114.344,0.0,0.0,77.14285714285715,16.832,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062831005646814,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0100135803222656,0.0,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0054359436035156,0.0,0.0065326690673828,0.496,1.84,0.0,0.0,114.728,0.0,0.0,82.14285714285714,12.376,1
