time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061372026282163,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0060240427652994,0.0052452087402343,0.0107288360595703,0.0107288360595703,0.0052452087402343,0.0087261199951171,0.0107447306315104,0.0,0.0,0.0260829925537109,0.496,1.36,0.0,0.0,113.256,12.008,11.968,0.0,0.0,1.192,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061194101969401,0.0083446502685546,0.0107288360595703,0.0107288360595703,0.0061988830566406,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0079631805419921,0.0108242034912109,0.0,0.0,0.0204086303710937,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062297232708527,0.0083446502685546,0.00762939453125,0.00762939453125,0.0063419342041015,0.00762939453125,0.0081062316894531,0.0081062316894531,0.00762939453125,0.008392333984375,0.0113725662231445,0.0,0.0,0.0283241271972656,0.496,1.36,0.0,0.0,113.256,8.264,7.736,0.0,0.0,1.192,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058734416961669,0.0076532363891601,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061297416687011,0.0083446502685546,0.00762939453125,0.00762939453125,0.0066280364990234,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0087261199951171,0.0120162963867187,0.0,0.0,0.0236034393310546,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062807282405113,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.006866455078125,0.0060399373372395,0.0104904174804687,0.0104904174804687,0.0088691711425781,0.0093936920166015,0.0120162963867187,0.0,0.0,0.0225067138671875,0.496,1.36,0.0,0.0,117.192,3.744,4.232,0.0,0.0,31.736,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062096118927001,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0065485636393229,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0090599060058593,0.0110308329264322,0.0,0.0,0.0279903411865234,0.496,1.424,0.0,0.0,112.0,12.008,11.968,0.0,0.0,0.0,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062356540812781,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0064849853515625,0.0078678131103515,0.0123977661132812,0.0123977661132812,0.0078678131103515,0.0087261199951171,0.011301040649414,0.0,0.0,0.0210285186767578,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062890313751068,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0062942504882812,0.0078678131103515,0.0081062316894531,0.0081062316894531,0.0078678131103515,0.0090599060058593,0.0116586685180664,0.0,0.0,0.0272989273071289,0.496,1.36,0.0,0.0,113.256,8.264,7.736,0.0,0.0,1.192,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060387511751545,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0071525573730468,0.0112056732177734,0.0112056732177734,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060498714447021,0.0081300735473632,0.0066757202148437,0.0066757202148437,0.0068902969360351,0.0,0.0154972076416015,0.0154972076416015,0.0,0.0089406967163085,0.0104784965515136,0.0,0.0,0.0240564346313476,0.496,1.36,0.0,0.0,112.0,14.52,15.544,0.0,0.0,0.0,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061609258699179,0.0085830688476562,0.0119209289550781,0.0119209289550781,0.0062465667724609,0.0042915344238281,0.0090599060058593,0.0090599060058593,0.0058412551879882,0.0080585479736328,0.0124454498291015,0.0,0.0,0.0238418579101562,0.496,1.36,0.0,0.0,117.192,3.744,4.232,0.0,0.0,63.2,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064060525986754,0.0090599060058593,0.0083446502685546,0.0083446502685546,0.0064055124918619,0.0038556693618699,0.013589859008789,0.013589859008789,0.0045299530029296,0.0090599060058593,0.0116825103759765,0.0,0.0,0.0282764434814453,0.496,1.424,0.0,0.0,143.152,12.008,11.968,0.0,0.0,20982.984,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00691058030769,0.0090599060058593,0.0100135803222656,0.0100135803222656,0.0062942504882812,0.0039039697862209,0.0133514404296875,0.0133514404296875,0.0045299530029296,0.0080108642578125,0.0115871429443359,0.0,0.0,0.0223159790039062,0.496,1.424,0.0,0.0,117.192,3.744,4.232,0.0,0.0,7633.64,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061976968945555,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.006270408630371,0.0045299530029296,0.00762939453125,0.00762939453125,0.0045299530029296,0.0086307525634765,0.0117063522338867,0.0,0.0,0.0280380249023437,0.496,1.424,0.0,0.0,113.256,8.264,7.736,0.0,0.0,1.192,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060589159306009,0.0081062316894531,0.0119209289550781,0.0119209289550781,0.0,0.0064373016357421,0.0083446502685546,0.0083446502685546,0.0064373016357421,0.0,0.0,0.009775161743164,0.009775161743164,0.0,0.496,1.36,0.848,0.848,113.256,0.0,0.0,0.0042915344238281,0.0042915344238281,1.192,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063835405835918,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0063896179199218,0.0038614805500299,0.0100135803222656,0.0100135803222656,0.0045299530029296,0.0085353851318359,0.0116825103759765,0.0,0.0,0.0227928161621093,0.496,1.36,0.0,0.0,128.832,3.744,4.232,0.0,0.0,13773.536,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074467255701473,0.0100135803222656,0.0107288360595703,0.0107288360595703,0.0064849853515625,0.0038765943967379,0.0104904174804687,0.0104904174804687,0.0045299530029296,0.0088214874267578,0.0111103057861328,0.0045299530029296,0.0045299530029296,0.0215530395507812,0.496,1.424,0.848,0.848,117.192,3.744,4.232,0.0123977661132812,0.0123977661132812,25811.12,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062930583953857,0.0085830688476562,0.0099658966064453,0.0088214874267578,0.0064543315342494,0.0,0.0153779983520507,0.0164270401000976,0.0,0.0086784362792968,0.0110417604446411,0.0,0.0,0.027775764465332,1.344,2.272,0.0,0.0,112.0,12.536,11.44,0.0,0.0,0.0,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00596284866333,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0060081481933593,0.0,0.011444091796875,0.011444091796875,0.0,0.0077724456787109,0.011444091796875,0.0,0.0,0.0215053558349609,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005882978439331,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0063896179199218,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0090599060058593,0.012063980102539,0.0,0.0,0.030684471130371,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062725123237161,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0044022287641252,0.0085830688476562,0.0085830688476562,0.0056982040405273,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,128.832,0.0,0.0,0.0,0.0,311.264,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062024415428958,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0060081481933593,0.0047683715820312,0.0083446502685546,0.0083446502685546,0.0047683715820312,0.0077724456787109,0.0102519989013671,0.0,0.0,0.0191211700439453,0.496,1.424,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059663952879644,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0073432922363281,0.0045299530029296,0.0128746032714843,0.0128746032714843,0.0045299530029296,0.0104904174804687,0.0112533569335937,0.0,0.0,0.0211715698242187,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075354364705203,0.009775161743164,0.011444091796875,0.011444091796875,0.0065803527832031,0.0038621032892566,0.0112056732177734,0.0112056732177734,0.0045299530029296,0.0088691711425781,0.0104904174804687,0.0,0.0,0.0262737274169921,0.496,1.424,0.0,0.0,132.208,8.264,7.736,0.0,0.0,26986.656,0
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068916017143287,0.0090599060058593,0.0109672546386718,0.0109672546386718,0.0062942504882812,0.0039387612321258,0.0119209289550781,0.0119209289550781,0.0047683715820312,0.0083446502685546,0.0117301940917968,0.0,0.0,0.0222206115722656,0.496,1.424,0.0,0.0,117.192,3.744,4.232,0.0,0.0,5041.968,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060594081878662,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0065803527832031,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0090599060058593,0.0108242034912109,0.0,0.0,0.020456314086914,0.496,1.424,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061964988708496,0.0088214874267578,0.0066757202148437,0.0066757202148437,0.0065565109252929,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0086307525634765,0.0112295150756835,0.0,0.0,0.0268459320068359,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065214493695427,0.0092267990112304,0.0066757202148437,0.0066757202148437,0.006723403930664,0.0040204031392931,0.0071525573730468,0.0071525573730468,0.0046014785766601,0.0082969665527343,0.0123023986816406,0.0,0.0,0.0232219696044921,0.496,1.36,0.0,0.0,127.504,3.744,4.232,0.0,0.0,22846.16,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072823892725576,0.0100135803222656,0.0095367431640625,0.0095367431640625,0.0070095062255859,0.0040602814304372,0.0147819519042968,0.0147819519042968,0.0047683715820312,0.009775161743164,0.011444091796875,0.0,0.0,0.021982192993164,0.496,1.424,0.0,0.0,118.448,3.744,4.232,0.0,0.0,8137.984,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006003166312602,0.0081062316894531,0.011444091796875,0.011444091796875,0.0065326690673828,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0085830688476562,0.0095605850219726,0.0105619430541992,0.0,0.0,0.02593994140625,0.496,1.424,0.0,0.0,113.256,8.264,7.736,0.0,0.0,1.192,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059747695922851,0.0078916549682617,0.0066757202148437,0.0066757202148437,0.0061392784118652,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0071048736572265,0.011444091796875,0.0,0.0,0.021219253540039,0.496,1.36,0.0,0.0,112.0,4.272,3.704,0.0,0.0,0.0,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060856342315673,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0063896179199218,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0082015991210937,0.0119686126708984,0.0,0.0,0.0234603881835937,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006103515625,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.006413459777832,0.0,0.0195503234863281,0.0195503234863281,0.0,0.0083684921264648,0.0109195709228515,0.0,0.0,0.0266313552856445,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061285495758056,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0064849853515625,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0081539154052734,0.0111579895019531,0.0,0.0,0.0209331512451171,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006234467919193,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0055789947509765,0.0088214874267578,0.0152587890625,0.0152587890625,0.0088214874267578,0.006866455078125,0.0122547149658203,0.0,0.0,0.0257492065429687,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061407611144715,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0061511993408203,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0088214874267578,0.0086069107055664,0.0104665756225585,0.0,0.0,0.0255107879638671,0.496,1.36,0.0,0.0,113.256,8.264,7.736,0.0,0.0,1.192,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062354720465027,0.0087738037109375,0.0066757202148437,0.0066757202148437,0.0061511993408203,0.0053133283342633,0.0085830688476562,0.0085830688476562,0.0073909759521484,0.0078678131103515,0.0110149383544921,0.0,0.0,0.0206947326660156,0.496,1.36,0.0,0.0,118.448,3.744,4.232,0.0,0.0,68.744,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064465606096878,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0060081481933593,0.0040406447190504,0.0119209289550781,0.0119209289550781,0.0047683715820312,0.0078678131103515,0.0113487243652343,0.0,0.0,0.0213146209716796,0.496,1.424,0.0,0.0,143.152,3.744,4.232,0.0,0.0,10791.544,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065970420837402,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0060081481933593,0.0046832220894949,0.0107288360595703,0.0107288360595703,0.0060558319091796,0.0086307525634765,0.0105142593383789,0.0,0.0,0.0263452529907226,0.496,1.424,0.0,0.0,112.0,8.264,7.736,0.0,0.0,132.464,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006493330001831,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0062465667724609,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0082969665527343,0.0110149383544921,0.0,0.0,0.0209331512451171,0.496,1.392,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066065788269042,0.0081300735473632,0.0085830688476562,0.0085830688476562,0.0064373016357421,0.0,0.0071525573730468,0.0071525573730468,0.0,0.008249282836914,0.0109672546386718,0.0,0.0,0.0210762023925781,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064527988433837,0.0088214874267578,0.0119209289550781,0.0119209289550781,0.0067710876464843,0.0088214874267578,0.0150203704833984,0.0150203704833984,0.0088214874267578,0.0088930130004882,0.0116825103759765,0.0,0.0,0.0279426574707031,0.496,1.36,0.0,0.0,112.696,8.264,7.736,0.0,0.0,1.192,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059723260983898,0.0083446502685546,0.0095367431640625,0.0095367431640625,0.0057816505432128,0.0069141387939453,0.0071525573730468,0.0071525573730468,0.0069141387939453,0.0063657760620117,0.0100533167521158,0.0,0.0,0.0178813934326171,0.496,1.36,0.0,0.0,113.256,4.272,3.704,0.0,0.0,1.192,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060458681476649,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0057697296142578,0.0069141387939453,0.0104904174804687,0.0104904174804687,0.0069141387939453,0.0070095062255859,0.0112533569335937,0.0,0.0,0.0225067138671875,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060458681476649,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0059127807617187,0.0069141387939453,0.0104904174804687,0.0104904174804687,0.0069141387939453,0.0083446502685546,0.0106096267700195,0.0,0.0,0.0271081924438476,0.496,1.36,0.0,0.0,113.256,8.264,7.736,0.0,0.0,1.192,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060458681476649,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.005960464477539,0.0069141387939453,0.0078678131103515,0.0078678131103515,0.0069141387939453,0.0073432922363281,0.0103473663330078,0.0088214874267578,0.0088214874267578,0.01983642578125,0.496,1.36,0.0,0.848,113.256,3.744,4.232,1067.009449005127,1067.009449005127,1.192,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060458681476649,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0071048736572265,0.0069141387939453,0.0109672546386718,0.0109672546386718,0.0069141387939453,0.0095844268798828,0.0116825103759765,0.0,0.0,0.0220298767089843,0.496,1.36,0.848,0.0,113.256,3.744,4.232,0.0,0.0,1.192,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060458681476649,0.0081062316894531,0.0107288360595703,0.0107288360595703,0.0063180923461914,0.0069141387939453,0.0078678131103515,0.0078678131103515,0.0069141387939453,0.0083684921264648,0.010848045349121,0.0,0.0,0.0266551971435546,0.496,1.36,0.0,0.0,113.256,8.264,7.736,1067.0177936553955,1067.0177936553955,1.192,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062131170016616,0.0081062316894531,0.0081539154052734,0.0073909759521484,0.0057220458984375,0.0083446502685546,0.0118017196655273,0.0145673751831054,0.0083446502685546,0.0072956085205078,0.0113487243652343,0.0,0.0,0.0207424163818359,1.344,2.208,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062285371087676,0.0083446502685546,0.0083446502685546,0.0083446502685546,0.0060081481933593,0.0050067901611328,0.011444091796875,0.011444091796875,0.0050067901611328,0.0074386596679687,0.0115871429443359,0.0052452087402343,0.0052452087402343,0.0226497650146484,0.496,1.36,0.848,0.848,113.256,3.744,4.232,0.0,0.0,1.192,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061348303040461,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0063657760620117,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0083446502685546,0.0086069107055664,0.011444091796875,0.0,0.0,0.0283002853393554,0.496,1.36,0.0,0.0,113.256,8.264,7.736,0.0,0.0,1.192,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062810564504086,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0064373016357421,0.0041492257563713,0.00762939453125,0.00762939453125,0.0050067901611328,0.0080108642578125,0.012826919555664,0.0,0.0,0.0234127044677734,0.496,1.36,0.0,0.0,143.152,3.744,4.232,0.0,0.0,6327.92,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061070919036865,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0044486739418723,0.0109672546386718,0.0109672546386718,0.0058174133300781,0.0113487243652343,0.0139236450195312,0.0,0.0,0.0283241271972656,0.496,1.424,0.0,0.0,112.0,3.744,4.232,0.0,0.0,486.368,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006108283996582,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0065565109252929,0.0,0.0061988830566406,0.0061988830566406,0.0,0.0096321105957031,0.0108718872070312,0.0,0.0,0.0260591506958007,0.496,1.392,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058960914611816,0.0078678131103515,0.00762939453125,0.00762939453125,0.0063896179199218,0.0,0.011444091796875,0.011444091796875,0.0,0.0087738037109375,0.0103473663330078,0.0,0.0,0.0195503234863281,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060968731173235,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0083446502685546,0.005960464477539,0.0069141387939453,0.0069141387939453,0.005960464477539,0.0107288360595703,0.0113487243652343,0.0,0.0,0.0224590301513671,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060802668481323,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0060929192437065,0.0047683715820312,0.00762939453125,0.00762939453125,0.0047683715820312,0.008249282836914,0.010317022150213,0.0,0.0,0.0255107879638671,0.496,1.36,0.0,0.0,113.256,8.792,7.208,0.0,0.0,1.192,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061941384083002,0.0083446502685546,0.00762939453125,0.00762939453125,0.005960464477539,0.0095367431640625,0.0100135803222656,0.0100135803222656,0.0095367431640625,0.0078201293945312,0.0116825103759765,0.0,0.0,0.02288818359375,0.496,1.36,0.0,0.0,113.256,3.744,4.232,0.0,0.0,1.192,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058603286743164,0.0078916549682617,0.0064373016357421,0.0064373016357421,0.0060558319091796,0.0,0.00762939453125,0.00762939453125,0.0,0.0081062316894531,0.010538101196289,0.0,0.0,0.020599365234375,0.496,1.36,0.0,0.0,112.0,3.744,4.232,0.0,0.0,0.0,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005950927734375,0.0078916549682617,0.00762939453125,0.00762939453125,0.006103515625,0.0,0.011444091796875,0.011444091796875,0.0,0.0081300735473632,0.0103712081909179,0.0,0.0,0.0246286392211914,0.496,1.36,0.0,0.0,112.0,8.264,7.736,0.0,0.0,0.0,1
