time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061787183011942,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.012516975402832,0.0073909759521484,0.0,0.0154972076416015,0.0154972076416015,0.0152826309204101,0.0091075897216796,0.0,0.0,0.0,0.496,1.36,1.696,1.696,0.0,0.0,113.256,0.0,0.0045299530029296,0.0045299530029296,1.192,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060431322260717,0.0081062316894531,0.008392333984375,0.0066757202148437,0.0,0.0,0.0,0.008702278137207,0.0105142593383789,0.0,0.0,0.0,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,112.136,0.0,0.0071525573730468,0.0071525573730468,1.192,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059292154404723,0.0077486038208007,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0070465935601128,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0102996826171875,0.0110756267200816,0.026702880859375,0.496,1.36,0.0,0.0,8.016,7.936,140.256,0.0,0.0042504277722588,0.0059127807617187,322.392,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062570049988096,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0069936116536458,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0096321105957031,0.0105987895618785,0.0269412994384765,0.496,1.424,0.0,0.0,8.016,7.936,117.192,0.0,0.0044968393113878,0.005960464477539,329.424,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059663952879644,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0066518783569335,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0086307525634765,0.01145601272583,0.0277042388916015,0.496,1.424,0.0,0.0,16.528,15.472,117.192,0.0,0.0064373016357421,0.0081539154052734,13.824,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070339411645386,0.0100135803222656,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,117.192,50.13578441612702,1650.6875577110798,3940.328121185303,16017.032,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060123972373433,0.0083446502685546,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,113.816,100.0,0.0,0.0,0.0,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060462951660156,0.0081062316894531,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.696,100.0,0.0,0.0,0.0,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058975978870296,0.00762939453125,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0059127807617187,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0082015991210937,0.0110864639282226,0.0277519226074218,0.496,1.36,0.0,0.0,7.488,8.464,113.256,100.0,0.0,0.0,0.0,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066196217256433,0.0090599060058593,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0062783559163411,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0074386596679687,0.0115524638782848,0.0286102294921875,0.496,1.36,0.0,0.0,8.016,7.936,132.672,100.0,0.0,0.0,11534.768,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060248374938964,0.0083684921264648,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0060677528381347,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0083446502685546,0.0109314918518066,0.0270366668701171,0.496,1.424,0.0,0.0,16.528,15.472,112.0,0.0,3940.012454986572,3940.012454986572,0.0,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060653686523437,0.0083446502685546,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,13.805004314063849,3940.1971625613496,3940.4475688934326,0.0,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060069561004638,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059723854064941,0.00762939453125,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,100.0,0.0,0.0,0.0,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058388710021972,0.0078916549682617,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0065803527832031,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0088691711425781,0.0110626220703125,0.0283241271972656,0.496,1.36,0.0,0.0,7.488,8.464,112.0,100.0,0.0,0.0,6.984,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067471306105166,0.0092983245849609,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0066757202148437,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0088691711425781,0.0114917755126953,0.0287771224975585,0.496,1.392,0.0,0.0,7.488,8.464,143.712,0.0,3940.101602104273,3940.3311252594,10994.36,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006033182144165,0.0081062316894531,0.00762939453125,0.00762939453125,0.0,0.0,0.0062114314029091,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0088691711425781,0.0106834229968843,0.026702880859375,0.496,1.424,0.0,0.0,17.056,14.944,112.696,0.0,3940.2184674524337,3940.445041656494,0.0,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060197725817931,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,3940.1444995526185,3940.341377258301,0.0,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060838253343876,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0150203704833984,0.0150203704833984,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,3940.006971359253,3940.006971359253,0.0,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062164138345157,0.0085115432739257,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,132.768,0.0,3940.0073289871216,3940.007996559143,911.192,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067243528603321,0.0092983245849609,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0058889389038085,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0081539154052734,0.0106096267700195,0.026249885559082,0.496,1.424,0.0,0.0,7.488,8.464,117.192,0.0,3940.140423918129,3940.33432006836,7888.056,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00640646142153,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0067472457885742,0.011444091796875,0.011444091796875,0.0,0.0,0.0089406967163085,0.0111103057861328,0.0272035598754882,0.496,1.424,0.0,0.0,7.488,8.464,117.192,0.0,3940.14088170869,3940.3377532958975,2135.632,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061213970184326,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0062147776285807,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0089645385742187,0.0114758809407552,0.0290393829345703,0.496,1.424,0.0,0.0,12.008,11.968,112.0,59.76638546398443,3940.172672271729,3940.432119369507,1.192,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061526227353224,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0064849853515625,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0083446502685546,0.0104427337646484,0.0192165374755859,0.496,1.36,0.0,0.0,4.52,3.504,115.976,99.8992443324937,3940.009832382202,3940.012311935425,7.376,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064302198957688,0.0083446502685546,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,122.384,99.8992443324937,0.0,0.0,2999.704,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060749053955078,0.0078916549682617,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0147819519042968,0.0147819519042968,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,99.8992443324937,0.0,0.0,1019.016,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062975390204067,0.0087738037109375,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0058650970458984,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0075817108154296,0.0112533569335937,0.0216960906982421,0.496,1.392,0.0,0.0,3.744,4.232,123.64,0.0,3940.0112628936768,3940.0112628936768,7119.12,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062975390204067,0.0087738037109375,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0066518783569335,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0090599060058593,0.0108003616333007,0.0282526016235351,0.496,1.424,0.0,0.0,7.488,8.464,123.64,0.0,3940.0112628936768,3940.0112628936768,7119.12,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062975390204067,0.0087738037109375,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0063639420729417,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0080585479736328,0.0107849345487706,0.026559829711914,0.496,1.36,0.0,0.0,13.064,10.912,123.64,0.0,3940.0112628936768,3940.0112628936768,7119.12,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062975390204067,0.0087738037109375,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0066995620727539,0.0090599060058593,0.0090599060058593,0.0,0.0,0.009322166442871,0.0112056732177734,0.026869773864746,0.496,1.36,0.0,0.0,8.264,7.736,123.64,0.0,3940.0112628936768,3940.0112628936768,7119.12,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062975390204067,0.0087738037109375,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,123.64,0.0,3940.0112628936768,3940.0112628936768,7119.12,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060319900512695,0.0081062316894531,0.0085830688476562,0.0085830688476562,0.0092983245849609,0.0057220458984375,0.0,0.0109672546386718,0.0109672546386718,0.0096797943115234,0.0066757202148437,0.0,0.0,0.0,0.496,1.36,1.696,1.696,0.0,0.0,112.0,99.94643813604714,3940.006971359253,3940.006971359253,1.192,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058555603027343,0.0074148178100585,0.0085830688476562,0.00762939453125,0.0,0.0,0.0060558319091796,0.0133514404296875,0.0135421752929687,0.0,0.0,0.0076770782470703,0.0106334686279296,0.0195980072021484,1.344,2.208,0.0,0.0,3.744,4.232,112.0,99.94643813604714,0.0,0.0,1.192,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059950351715087,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0063180923461914,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0087738037109375,0.011610984802246,0.029301643371582,0.496,1.36,0.0,0.0,7.488,8.464,112.0,99.94643813604714,0.0,0.0,0.0,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065414650926312,0.0090599060058593,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0061988830566406,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0083446502685546,0.011761983235677,0.0282764434814453,0.496,1.36,0.0,0.0,12.008,11.968,143.152,99.94643813604714,0.0,0.0,11250.4,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060570240020751,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0065088272094726,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0089883804321289,0.0106334686279296,0.0243425369262695,0.496,1.424,0.0,0.0,8.264,7.736,112.0,0.0,3940.010905265808,3940.012717247009,12.072,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059734476674901,0.00762939453125,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,118.448,0.0,3940.007925033569,3940.007925033569,0.0,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060423096614097,0.0083446502685546,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0157356262207031,0.0157356262207031,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,113.256,0.0,3940.010786056519,3940.010786056519,0.0,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059782569088152,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0058650970458984,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0073432922363281,0.0110626220703125,0.0214099884033203,0.496,1.36,0.0,0.0,3.744,4.232,113.256,0.0,3940.011501312256,3940.011501312256,0.0,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060025383444393,0.0082731246948242,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0062465667724609,0.005960464477539,0.005960464477539,0.0,0.0,0.0079631805419921,0.0110387802124023,0.0281095504760742,0.496,1.36,0.0,0.0,7.488,8.464,125.6,0.0,0.0,0.0,12.448,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059318542480468,0.0078678131103515,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0064055124918619,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0089645385742187,0.0112533569335937,0.0270366668701171,0.496,1.424,0.0,0.0,12.008,11.968,112.0,0.0,0.0,0.0,1.192,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060725212097167,0.0081300735473632,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0061273574829101,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0086307525634765,0.010538101196289,0.0251054763793945,0.496,1.36,0.0,0.0,8.264,7.736,112.0,64.79915433403805,3940.169845376764,3940.429544448853,1.192,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061762332916259,0.0083446502685546,0.0131130218505859,0.0131130218505859,0.0,0.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,99.93838570548367,3940.006017684937,3940.006017684937,1.192,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060719637135368,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.56,100.0,0.0,0.0,0.0,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060251609763907,0.008392333984375,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0064373016357421,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0082969665527343,0.0111579895019531,0.0206470489501953,0.496,1.36,0.0,0.0,3.744,4.232,111.44,100.0,0.0,0.0,0.0,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006990569630308,0.0095367431640625,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0061273574829101,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0088214874267578,0.0112533569335937,0.0293493270874023,0.496,1.424,0.0,0.0,7.488,8.464,168.848,25.0,3940.007554160224,3940.008544921875,11181.704,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062970554127412,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0065326690673828,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0088691711425781,0.0112056732177734,0.0286102294921875,0.496,1.424,0.0,0.0,12.008,11.968,134.384,0.0,3940.007311957223,3940.007781982422,2.136,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059144331677125,0.0076055526733398,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0059366226196289,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0081777572631835,0.011301040649414,0.0258445739746093,0.496,1.424,0.0,0.0,8.264,7.736,122.608,0.0,3940.007754734584,3940.010452270508,0.0,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060761328971031,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,122.608,0.0,3940.007073538644,3940.008068084717,2.056,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0,0.0,0.0128746032714843,0.0077486038208007,0.005960464477539,0.0,0.0,0.0134468078613281,0.0089883804321289,0.007486343383789,0.0105857849121093,0.0201225280761718,0.0,0.0,1.792,1.472,3.744,4.232,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0,0.0,0.0,0.0,0.0060081481933593,0.0,0.0,0.0,0.0,0.0085830688476562,0.011610984802246,0.0293731689453124,0.0,0.0,0.0,0.0,7.488,8.464,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0152587890625,0.0152587890625,0.0071227550506591,0.009722179836697,0.0059445699055989,0.0109672546386718,0.0109672546386718,0.0090360641479492,0.0115871429443359,0.0083446502685546,0.0107924143473307,0.0271797180175781,0.496,1.392,24.592,10.752,12.008,11.968,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0,0.0,0.005907482571072,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0066757202148437,0.0116608359596946,0.0298023223876953,0.496,1.392,0.0,0.0,8.792,7.208,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.009775161743164,0.009775161743164,0.0,0.0,0.0059264046805245,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0078916549682617,0.0095516443252563,0.0203847885131835,0.496,1.392,0.0,0.0,11.304,10.784,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0109672546386718,0.0109672546386718,0.0092387199401855,0.0080267588297526,0.0,0.0126361846923828,0.0126361846923828,0.013279914855957,0.0098228454589843,0.0,0.0,0.0,0.496,1.392,13.648,21.856,0.0,0.0,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.011444091796875,0.0,0.0065803527832031,0.0128746032714843,0.0128746032714843,0.011444091796875,0.0,0.0089645385742187,0.0118732452392578,0.0231266021728515,0.496,1.392,0.0,0.496,3.744,4.232,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0112056732177734,0.0112056732177734,0.0,0.0,0.006270408630371,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0086307525634765,0.0105142593383789,0.0270366668701171,0.496,1.36,0.0,0.0,7.488,8.464,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.009775161743164,0.009775161743164,0.0,0.0,0.0063578287760416,0.0154972076416015,0.0154972076416015,0.0,0.0,0.0084877014160156,0.0109513600667317,0.0276088714599609,0.496,1.36,0.0,0.0,12.008,11.968,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0062227249145507,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0091552734375,0.011301040649414,0.028395652770996,0.496,1.36,0.0,0.0,8.264,7.736,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0147819519042968,0.0147819519042968,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0157356262207031,0.0157356262207031,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061907419344274,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0058174133300781,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0072479248046875,0.0104904174804687,0.0199317932128906,0.496,1.36,0.0,0.0,3.744,4.232,126.888,0.0,3940.0073885917664,3940.0078773498535,20.2,1
