time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,f1_c_throughput_dl_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_ul_kbps,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063874828281687,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,113.856,3940.008242925008,3940.010643005371,9.72,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059924908538362,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,113.16,0.0,0.0,9.72,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0113248825073242,0.005960464477539,0.0064373016357421,0.0064373016357421,0.0148534774780273,0.0094175338745117,0.0135183334350585,0.0076770782470703,0.0114917755126953,0.0210285186767578,0.496,1.776,1.696,1.696,3.744,4.232,0.0,113.256,3940.009117126465,3940.009117126465,0.0,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0083446502685546,0.005960464477539,0.005960464477539,0.0,0.0065803527832031,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0,0.0086307525634765,0.0115871429443359,0.0217914581298828,0.496,1.776,0.0,0.0,3.744,4.232,0.0,113.256,3940.009117126465,3940.009117126465,0.0,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0065326690673828,0.009775161743164,0.009775161743164,0.0,0.0,0.0,0.009322166442871,0.010991096496582,0.0267505645751953,0.496,1.776,0.0,0.0,8.264,7.736,0.0,113.256,3940.009117126465,3940.009117126465,0.0,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061075485760892,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,113.256,3940.009117126465,3940.009117126465,0.0,1
180,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062850442263159,0.0080823898315429,0.009775161743164,0.009775161743164,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,131.56,3940.0076389312735,3940.009021759033,1.192,1
181,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065250776300382,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,117.896,3940.010666847229,3940.011143684387,0.0,1
182,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067269802093505,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0,0.005960464477539,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0075340270996093,0.0117778778076171,0.0226974487304687,0.496,1.776,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,1.56,1
183,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066030025482177,0.0083446502685546,0.0075578689575195,0.0063180923461914,0.0,0.0061988830566406,0.0132322311401367,0.0137090682983398,0.0,0.0,0.0,0.0079154968261718,0.0112056732177734,0.0208854675292968,1.344,2.624,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,1
184,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065060349198075,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0123977661132812,0.0060558319091796,0.0133514404296875,0.0133514404296875,0.0125885009765625,0.0101327896118164,0.0127077102661132,0.0088453292846679,0.01068115234375,0.026559829711914,0.496,1.776,1.792,1.472,8.264,7.736,0.0,65.76,0.0,0.0,13.016,1
185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.656,1
186,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116825103759765,0.0133991241455078,0.0090599060058593,0.0090599060058593,0.0089009602864583,0.0,0.0107288360595703,0.0107288360595703,0.0132083892822265,0.0079545107754794,0.0109672546386718,0.0,0.0,0.0,0.496,1.36,27.696,23.504,0.0,0.0,0.0,1.336,3940.009355545044,3940.009355545044,0.0,1
187,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0133514404296875,0.0133514404296875,0.0102519989013671,0.0102519989013671,0.0102519989013671,0.0,0.017404556274414,0.017404556274414,0.0127315521240234,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.496,1.776,2.08,14.832,0.0,0.0,0.0,0.496,3940.009355545044,3940.0102138519287,0.0,1
188,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.006103515625,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0079631805419921,0.0110626220703125,0.0209808349609375,0.496,1.776,0.0,0.0,3.744,4.232,0.0,0.0,0.0,0.0,0.0,1
189,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0104904174804687,0.0104904174804687,0.0,0.0064373016357421,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0,0.0080347061157226,0.01068909962972,0.019073486328125,0.496,1.776,0.0,0.0,4.272,3.704,0.0,0.84,3940.00780582428,3940.008473396301,0.0,1
190,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086228052775065,0.0109195709228515,0.0083446502685546,0.0083446502685546,0.0,0.0065803527832031,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0088453292846679,0.0110626220703125,0.0273704528808593,0.496,1.776,0.0,0.0,8.264,7.736,0.0,21.968,3940.007865428925,3940.010094642639,0.936,1
191,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075195349898992,0.0100135803222656,0.00762939453125,0.00762939453125,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,58.0,3940.0088787078857,3940.00940322876,1.992,1
192,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074783174118193,0.0092983245849609,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.808,0.0,0.0,0.0,0.0,0.0,57.096,3940.007448196411,3940.008020401001,0.0,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072044901328511,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,65.408,3940.007925033569,3940.007925033569,1.464,1
194,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069295206377583,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0,0.0064373016357421,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0,0.0086307525634765,0.0110149383544921,0.020599365234375,0.496,1.776,0.0,0.0,3.744,4.232,0.0,93.04,3940.0073289871216,3940.0081872940063,6.464,1
195,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062036277049809,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0,0.0061511993408203,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0077247619628906,0.011444091796875,0.0206947326660156,0.496,1.808,0.0,0.0,3.744,4.232,0.0,112.904,3940.006732940674,3940.006732940674,8.872,1
196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066099495723329,0.0082969665527343,0.0078678131103515,0.0078678131103515,0.0,0.0061988830566406,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0086069107055664,0.0116825103759765,0.027632713317871,0.496,1.84,0.0,0.0,8.264,7.736,0.0,115.096,3940.0075674057007,3940.008234977722,1.72,1
197,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006680464863184,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.84,0.0,0.0,0.0,0.0,0.0,112.904,3940.0068521499634,3940.007710456848,0.936,1
198,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067409591295232,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.006103515625,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0,0.0081539154052734,0.0097910563151041,0.0200271606445312,0.496,1.776,0.0,0.0,10.776,11.312,0.0,113.632,3940.0088787078857,3940.0088787078857,1.992,1
199,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061609258699179,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0159740447998046,0.0159740447998046,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,0.0,113.16,3940.010786056519,3940.010786056519,1.128,1
200,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065841111056323,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.005960464477539,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0075340270996093,0.0114917755126953,0.0215530395507812,0.496,1.808,0.0,0.0,3.744,4.232,0.0,131.96,3940.009891986847,3940.0141954422,1.656,1
201,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065962473551432,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0,0.0062465667724609,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0,0.0081062316894531,0.01068115234375,0.0201225280761718,0.496,1.808,0.0,0.0,3.744,4.232,100.0,113.856,0.0,0.0,0.528,1
202,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067571602245368,0.0085830688476562,0.00762939453125,0.00762939453125,0.0,0.0066041946411132,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0086069107055664,0.0111818313598632,0.0288724899291992,0.496,1.776,0.0,0.0,8.264,7.736,100.0,114.416,0.0,0.0,1.128,1
203,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067226992452085,0.0088214874267578,0.0147819519042968,0.0147819519042968,0.0,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.776,0.0,0.0,0.0,0.0,100.0,132.12,0.0,0.0,2.592,1
