time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
17,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064752588224648,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0057220458984375,0.0057220458984375,0.0073909759521484,0.0073909759521484,0.0059127807617187,0.0072479248046875,0.0,0.0,0.0107288360595703,0.0203132629394531,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0,0.0,7.28,0
18,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060541712822605,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0060796737670898,0.0042915344238281,0.0102519989013671,0.0102519989013671,0.0042915344238281,0.008392333984375,0.0,0.0,0.0111103057861328,0.0260114669799804,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0,0.0,1.192,0
19,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060743360377069,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0061988830566406,0.0088214874267578,0.0088214874267578,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,113.256,0.0,0.0,1.192,0
20,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060363788509843,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.005960464477539,0.0061988830566406,0.0092983245849609,0.0092983245849609,0.0061988830566406,0.0080108642578125,0.0,0.0,0.0108718872070312,0.020599365234375,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
21,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060975551605224,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0066280364990234,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0089645385742187,0.0,0.0,0.0108718872070312,0.0208377838134765,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
22,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059926509857177,0.0078916549682617,0.0066757202148437,0.0066757202148437,0.0063419342041015,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0087261199951171,0.0,0.0,0.0110308329264322,0.0268936157226562,0.496,1.36,0.0,0.0,11.968,12.008,112.0,0.0,0.0,0.0,0
23,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005955696105957,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0058174133300781,0.0,0.0088214874267578,0.0088214874267578,0.0,0.0072479248046875,0.0,0.0,0.0107765197753906,0.0206470489501953,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
24,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060594081878662,0.0081300735473632,0.0069141387939453,0.0069141387939453,0.0058809916178385,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0077247619628906,0.0,0.0,0.0101002779873934,0.0252723693847656,0.496,1.36,0.0,0.0,7.208,8.792,112.0,0.0,0.0,0.0,0
25,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063935339738781,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0,0.0040253927541333,0.0121593475341796,0.0121593475341796,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,144.408,0.0,0.0,3282.0,0
26,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066178860050616,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0057220458984375,0.0041643778483072,0.0073909759521484,0.0073909759521484,0.0050067901611328,0.0071525573730468,0.0,0.0,0.0103950500488281,0.0192642211914062,0.496,1.36,0.0,0.0,4.232,3.744,118.144,0.0,0.0,2096.416,0
27,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059592783154539,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0060081481933593,0.0045299530029296,0.0078678131103515,0.0078678131103515,0.0045299530029296,0.0075340270996093,0.0,0.0,0.0117778778076171,0.0225543975830078,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
28,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059592783154539,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0059922536214192,0.0045299530029296,0.0126361846923828,0.0126361846923828,0.0045299530029296,0.008249282836914,0.0,0.0,0.0111103057861328,0.0277996063232421,0.496,1.424,0.0,0.0,11.968,12.008,113.256,0.0,0.0,1.192,0
29,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059592783154539,0.0081062316894531,0.0064373016357421,0.0070095062255859,0.0058650970458984,0.0045299530029296,0.0096559524536132,0.0107049942016601,0.0045299530029296,0.0077247619628906,0.0,0.0,0.0108242034912109,0.0208377838134765,1.344,2.208,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
30,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060660329031113,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0064373016357421,0.0066757202148437,0.0095367431640625,0.0095367431640625,0.0085830688476562,0.0083684921264648,0.0,0.0,0.0117778778076171,0.0261306762695312,0.496,1.36,0.0,0.0,7.736,8.264,117.192,0.0,0.0,13.408,0
31,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060808658599853,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
32,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060221449059633,0.0078678131103515,0.0071525573730468,0.0071525573730468,0.0060558319091796,0.0045299530029296,0.0104904174804687,0.0104904174804687,0.0045299530029296,0.0076770782470703,0.0,0.0,0.0107288360595703,0.0202178955078125,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
33,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060660329031113,0.0081062316894531,0.0109672546386718,0.0109672546386718,0.0061511993408203,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0083446502685546,0.0080585479736328,0.0,0.0,0.0110626220703125,0.0211238861083984,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
34,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061538088974074,0.0083446502685546,0.011444091796875,0.011444091796875,0.0059774943760463,0.0069141387939453,0.0092983245849609,0.0092983245849609,0.0069141387939453,0.0080108642578125,0.0,0.0,0.0107884407043457,0.0264644622802734,0.496,1.36,0.0,0.0,11.44,12.536,113.256,0.0,0.0,1.192,0
35,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062227249145507,0.0085830688476562,0.00762939453125,0.00762939453125,0.006723403930664,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0092983245849609,0.0,0.0,0.0109195709228515,0.0205516815185546,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
36,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067034971366808,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.006270408630371,0.0039852406990014,0.0143051147460937,0.0143051147460937,0.0047683715820312,0.0080108642578125,0.0,0.0,0.0106573104858398,0.025796890258789,0.496,1.36,0.0,0.0,7.736,8.264,143.152,0.0,0.0,8212.048,0
37,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060796737670898,0.0081062316894531,0.0078678131103515,0.0078678131103515,0.0,0.0042319297790527,0.0078678131103515,0.0078678131103515,0.0056028366088867,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,0.0,0.0,166.528,0
38,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006050166517201,0.0081062316894531,0.00762939453125,0.00762939453125,0.0067710876464843,0.0046193599700927,0.0078678131103515,0.0078678131103515,0.0075340270996093,0.0091552734375,0.0,0.0,0.0116825103759765,0.0214099884033203,0.496,1.392,0.0,0.0,4.232,3.744,122.384,0.0,0.0,245.76,0
39,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006147878086982,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0059127807617187,0.0042915344238281,0.0104904174804687,0.0104904174804687,0.0042915344238281,0.0073909759521484,0.0,0.0,0.0121593475341796,0.0237464904785156,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
40,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060636605789412,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.005960464477539,0.0050067901611328,0.0073909759521484,0.0073909759521484,0.0050067901611328,0.0083446502685546,0.0,0.0,0.0116348266601562,0.0287532806396484,0.496,1.424,0.0,0.0,11.968,12.008,113.256,0.0,0.0,1.192,0
41,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059260657770716,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0069618225097656,0.0057220458984375,0.0066757202148437,0.0066757202148437,0.0057220458984375,0.0092506408691406,0.0054836273193359,0.0054836273193359,0.0111103057861328,0.0209808349609375,0.496,1.36,0.848,0.848,4.232,3.744,113.256,0.009775161743164,0.009775161743164,1.192,0
42,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006115436553955,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.005960464477539,0.0,0.009775161743164,0.009775161743164,0.0,0.0081300735473632,0.009775161743164,0.009775161743164,0.0102996826171875,0.0243425369262695,0.496,1.36,0.848,0.848,7.736,8.264,112.0,0.0045299530029296,0.0045299530029296,0.0,0
43,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061273574829101,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0
44,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061523914337158,0.0083684921264648,0.00762939453125,0.00762939453125,0.0056743621826171,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0074386596679687,0.0,0.0,0.0110149383544921,0.0208854675292968,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,0.0,0
45,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059035286974551,0.00762939453125,0.0071525573730468,0.0071525573730468,0.0059127807617187,0.0054836273193359,0.0064373016357421,0.0064373016357421,0.0078678131103515,0.0076770782470703,0.0,0.0,0.0107288360595703,0.0206947326660156,0.496,1.36,0.0,0.0,4.232,3.744,117.192,0.0,0.0,29.176,0
46,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064407737509718,0.0088214874267578,0.0066757202148437,0.0066757202148437,0.0061670939127604,0.0039652503769973,0.0085830688476562,0.0085830688476562,0.0045299530029296,0.0089168548583984,0.0,0.0,0.0112374623616536,0.026702880859375,0.496,1.36,0.0,0.0,11.968,12.008,139.216,0.0,0.0,4547.808,0
47,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059911520174234,0.0078678131103515,0.00762939453125,0.00762939453125,0.0058174133300781,0.0042385525173611,0.0061988830566406,0.0061988830566406,0.0056266784667968,0.0074386596679687,0.0,0.0,0.0107288360595703,0.020456314086914,0.496,1.424,0.0,0.0,4.232,3.744,118.448,0.0,0.0,164.96,0
48,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006073772317112,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0059366226196289,0.0040322705044772,0.0095367431640625,0.0095367431640625,0.0047206878662109,0.0078916549682617,0.0,0.0,0.0122308731079101,0.0294923782348632,0.496,1.36,0.0,0.0,7.736,8.264,118.448,0.0,0.0,1701.736,0
49,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062866590509367,0.0090599060058593,0.009775161743164,0.009775161743164,0.0,0.0045029622203898,0.0081062316894531,0.0081062316894531,0.0059127807617187,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,117.192,0.0,0.0,513.032,0
50,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062866590509367,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0060558319091796,0.0039449622554163,0.0138282775878906,0.0138282775878906,0.0045299530029296,0.0075817108154296,0.0,0.0,0.0110149383544921,0.0209331512451171,0.496,1.424,0.0,0.0,4.232,3.744,117.192,0.0,0.0,5045.024,0
51,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063535010460579,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0058650970458984,0.0042595080475309,0.0100135803222656,0.0100135803222656,0.0054836273193359,0.00762939453125,0.0,0.0,0.0113487243652343,0.0220298767089843,0.496,1.424,0.0,0.0,4.232,3.744,119.456,0.0,0.0,663.048,0
52,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058495998382568,0.00762939453125,0.009775161743164,0.009775161743164,0.0060626438685825,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0082015991210937,0.0,0.0,0.0107884407043457,0.0270605087280273,0.496,1.424,0.0,0.0,11.44,12.536,112.0,0.0,0.0,0.0,0
53,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060820343470809,0.0081062316894531,0.005960464477539,0.005960464477539,0.0058650970458984,0.0045413062686011,0.0090599060058593,0.0090599060058593,0.0066757202148437,0.0074386596679687,0.0,0.0,0.01068115234375,0.0201702117919921,0.496,1.424,0.0,0.0,4.232,3.744,118.448,0.0,0.0,175.8,0
54,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059853738813257,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0061511993408203,0.0069141387939453,0.0104904174804687,0.0104904174804687,0.0069141387939453,0.0076770782470703,0.0,0.0,0.0111579895019531,0.0211238861083984,0.496,1.424,0.0,0.0,4.232,3.744,113.256,0.0,0.0,1.192,0
55,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062176746687865,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0060081481933593,0.0043980618740649,0.0131130218505859,0.0131130218505859,0.0054836273193359,0.0077247619628906,0.0,0.0,0.0123500823974609,0.0241279602050781,0.496,1.36,0.0,0.0,3.504,4.52,123.64,0.0,0.0,425.992,0
56,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059568881988525,0.0081300735473632,0.0071525573730468,0.0071525573730468,0.0060915946960449,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0083684921264648,0.0,0.0,0.0102400779724121,0.0221490859985351,0.496,1.424,0.0,0.0,15.544,14.52,112.0,0.0,0.0,0.0,0
57,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061345100402832,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0057816505432128,0.0,0.013589859008789,0.013589859008789,0.0,0.0064611434936523,0.0,0.0,0.010848045349121,0.0195503234863281,0.496,1.36,0.0,0.0,3.704,4.272,112.0,0.0,0.0,0.0,0
58,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063321169684914,0.0087499618530273,0.0066757202148437,0.0066757202148437,0.0062465667724609,0.0040165188619299,0.0081062316894531,0.0081062316894531,0.0047683715820312,0.0086784362792968,0.0,0.0,0.0109434127807617,0.0266075134277343,0.496,1.36,0.0,0.0,7.736,8.264,132.768,0.0,0.0,4067.096,0
