time_seconds,a1_retransmissions_dl_count,a1_retransmissions_ul_count,a1_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_packet_loss_dl_percentage,a1_throughput_dl_kbps,a1_throughput_ul_kbps,a1_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064384877978272,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0061511993408203,0.0054168701171875,0.0065803527832031,0.0088214874267578,0.0088214874267578,0.0083446502685546,0.0054836273193359,0.0066757202148437,0.0090334150526258,0.0136852264404296,0.496,1.424,6.096,5.76,116.648,0.0,6.432,7.936,868.0226802825928,868.0164813995361,93.352,1
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064018929358756,0.0087976455688476,0.0078678131103515,0.0078678131103515,0.0077486038208007,0.0050159601064828,0.0060796737670898,0.0102519989013671,0.0102519989013671,0.0107765197753906,0.0085830688476562,0.009465217590332,0.01068115234375,0.0137805938720703,0.496,1.424,5.6,5.76,117.776,0.0,4.136,3.696,868.0366277694702,868.0244286855062,100.688,1
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006342878436098,0.008559226989746,0.0095367431640625,0.0095367431640625,0.0065962473551432,0.0049985688308189,0.0062465667724609,0.0088214874267578,0.0088214874267578,0.0081062316894531,0.0076691309611002,0.0096559524536132,0.007901872907366,0.0096321105957031,0.496,1.424,9.856,10.24,118.352,0.0,5.264,4.96,868.0176019668579,868.0139780044556,116.184,1
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064005306111046,0.0085830688476562,0.00762939453125,0.00762939453125,0.0053882598876953,0.0048160552978515,0.0054836273193359,0.0092983245849609,0.0092983245849609,0.0069618225097656,0.0074704488118489,0.008702278137207,0.0080381120954241,0.0112533569335937,0.496,1.424,6.448,7.04,113.256,0.0,5.248,6.752,868.0145263671875,868.0130243301392,106.088,1
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065423474453463,0.0090599060058593,0.0073432922363281,0.0061988830566406,0.0073432922363281,0.0051922268337673,0.0063419342041015,0.0101327896118164,0.0108003616333007,0.0096321105957031,0.0066757202148437,0.007486343383789,0.0139474868774414,0.014042854309082,1.344,2.272,6.096,5.76,119.488,0.0,2.112,1.056,868.0343151092529,868.0341243743896,65.552,1
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062202339741721,0.0085830688476562,0.011444091796875,0.011444091796875,0.0067949295043945,0.0051409006118774,0.0060796737670898,0.005960464477539,0.005960464477539,0.0099658966064453,0.0075697898864746,0.008559226989746,0.0101327896118164,0.010228157043457,0.496,1.424,5.6,5.76,116.136,0.0,1.184,1.184,868.0239677429199,868.017852306366,51.808,1
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063931941986083,0.0085830688476562,0.0085830688476562,0.0085830688476562,0.0064373016357421,0.0051657358805338,0.0063896179199218,0.00762939453125,0.00762939453125,0.0083446502685546,0.0069538752237955,0.0079870223999023,0.0071525573730468,0.0090599060058593,0.496,1.424,9.856,10.24,112.0,0.0,4.192,6.224,868.0312633514404,868.0198192596436,58.024,1
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064809723655776,0.0085830688476562,0.00762939453125,0.00762939453125,0.0056266784667968,0.0052668831565163,0.0059366226196289,0.0109672546386718,0.0109672546386718,0.0065803527832031,0.0080267588297526,0.0091791152954101,0.0098347663879394,0.0122547149658203,0.496,1.424,6.448,7.04,120.272,0.0,3.296,2.24,868.0143117904663,868.0130243301392,77.648,1
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064502848256932,0.008559226989746,0.0078678131103515,0.0078678131103515,0.0065803527832031,0.0053002284123347,0.005960464477539,0.0107288360595703,0.0107288360595703,0.0096797943115234,0.0077486038208007,0.0091314315795898,0.0086511884416852,0.0125885009765625,0.496,1.424,6.096,5.76,117.648,0.0,6.8,5.296,868.0130481719971,868.0116534233093,95.184,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065345669267189,0.0088214874267578,0.0088214874267578,0.0088214874267578,0.0070929527282714,0.0053185683030348,0.0061511993408203,0.0140666961669921,0.0140666961669921,0.0107526779174804,0.0058412551879882,0.0066757202148437,0.0133514404296875,0.0133514404296875,0.496,1.424,5.6,5.76,113.256,0.0,1.056,0.528,0.0,0.0,39.208,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063233774871074,0.0087738037109375,0.0073909759521484,0.0073909759521484,0.0057220458984375,0.0049964241359544,0.0059127807617187,0.0102519989013671,0.0102519989013671,0.0065565109252929,0.0069936116536458,0.0096559524536132,0.0,0.0,0.496,1.424,9.856,10.24,118.536,0.0,0.0,0.0,0.0,0.0,86.536,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063776969909667,0.0090599060058593,0.0090599060058593,0.0090599060058593,0.0057697296142578,0.0048823978589928,0.0056743621826171,0.0116825103759765,0.0116825103759765,0.0071048736572265,0.0069538752237955,0.0085830688476562,0.0,0.0,0.496,1.424,6.448,7.04,112.0,0.0,0.0,0.0,0.0,0.0,86.008,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062795420784262,0.0088214874267578,0.0116825103759765,0.0116825103759765,0.0069618225097656,0.0050618098332331,0.0059127807617187,0.0128746032714843,0.0128746032714843,0.0092983245849609,0.0150203704833984,0.0292301177978515,0.0102519989013671,0.0102519989013671,0.496,1.424,6.096,5.76,114.584,0.0,0.592,0.592,868.0429458618164,868.029534816742,57.768,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060033798217773,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0071525573730468,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0102758407592773,0.0071525573730468,0.0082731246948242,0.0078678131103515,0.0108718872070312,0.496,1.392,5.6,5.76,112.0,0.0,4.784,6.816,868.0212497711182,868.0156469345093,0.0,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062644481658935,0.0083684921264648,0.0088214874267578,0.0088214874267578,0.0069141387939453,0.0,0.0,0.0166893005371093,0.0166893005371093,0.0094175338745117,0.00762939453125,0.0094175338745117,0.0149011611938476,0.015568733215332,0.496,1.36,9.856,10.24,112.0,0.0,2.112,1.056,868.042516708374,868.0417537689209,0.0,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063969721248493,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0061511993408203,0.0061988830566406,0.0061988830566406,0.0128746032714843,0.0128746032714843,0.0084400177001953,0.0069936116536458,0.0083446502685546,0.008702278137207,0.0089883804321289,0.496,1.36,6.448,7.04,113.256,0.0,1.184,1.184,868.0232286453247,868.0189847946167,1.192,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060541712822605,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0079154968261718,0.0052452087402343,0.0052452087402343,0.0083446502685546,0.0083446502685546,0.0104904174804687,0.008702278137207,0.009775161743164,0.0073909759521484,0.0092983245849609,0.496,1.36,6.096,5.76,113.256,0.0,4.192,6.224,868.0212497711182,868.0144309997559,1.192,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063661319106372,0.0085830688476562,0.00762939453125,0.00762939453125,0.0055432319641113,0.0042915344238281,0.0042915344238281,0.0061988830566406,0.0061988830566406,0.0063896179199218,0.0057816505432128,0.0066041946411132,0.0133514404296875,0.0162124633789062,0.496,1.36,5.6,5.76,113.256,0.0,2.64,1.056,868.0536031723022,868.0475950241089,1.192,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062370300292968,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.005801518758138,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0069141387939453,0.0069538752237955,0.0088214874267578,0.0102519989013671,0.0106334686279296,0.496,1.36,9.856,10.24,112.0,0.0,1.184,1.184,868.0238008499146,868.0185675621033,0.0,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063848495483398,0.0086069107055664,0.0071525573730468,0.0071525573730468,0.005960464477539,0.0,0.0,0.0119209289550781,0.0119209289550781,0.0075817108154296,0.0073512395222981,0.0088214874267578,0.0073909759521484,0.0100135803222656,0.496,1.36,6.448,7.04,112.0,0.0,4.192,6.224,868.0316925048828,868.0176053728376,0.0,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060617923736572,0.0081300735473632,0.0085830688476562,0.0085830688476562,0.0072956085205078,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0100612640380859,0.006258487701416,0.0072479248046875,0.0103116035461425,0.0133752822875976,0.496,1.36,6.096,5.76,112.0,0.0,3.824,2.24,868.0222272872925,868.0165410041809,0.0,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063693523406982,0.0088214874267578,0.0104904174804687,0.0104904174804687,0.005960464477539,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0075578689575195,0.0065565109252929,0.0077247619628906,0.0082084110804966,0.0118255615234375,0.496,1.36,5.6,5.76,112.0,0.0,6.8,5.296,868.0147647857666,868.0130839347839,0.0,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062403987296185,0.0081062316894531,0.00762939453125,0.00762939453125,0.005801518758138,0.0047683715820312,0.0047683715820312,0.0116825103759765,0.0116825103759765,0.0066757202148437,0.0065962473551432,0.0077486038208007,0.0162124633789062,0.0162124633789062,0.496,1.36,9.856,10.24,113.256,0.0,1.056,0.528,0.0,0.0,1.192,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060790806860473,0.0078678131103515,0.00762939453125,0.00762939453125,0.0055313110351562,0.0057220458984375,0.0057220458984375,0.0092983245849609,0.0092983245849609,0.006866455078125,0.0066757202148437,0.0083446502685546,0.0,0.0,0.496,1.36,6.448,7.04,113.256,0.0,0.0,0.0,0.0,0.0,1.192,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062095585154063,0.0081062316894531,0.0081062316894531,0.0081062316894531,0.0069618225097656,0.0052452087402343,0.0052452087402343,0.0083446502685546,0.0083446502685546,0.0079154968261718,0.0079870223999023,0.0097036361694335,0.0,0.0,0.496,1.36,6.096,5.76,113.256,0.0,0.0,0.0,0.0,0.0,1.192,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060153007507324,0.0081062316894531,0.0083446502685546,0.0083446502685546,0.0063180923461914,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0077486038208007,0.0080466270446777,0.0086784362792968,0.0109672546386718,0.0109672546386718,0.496,1.36,5.6,5.76,112.0,0.0,0.592,0.592,868.0386066436768,868.0251240730286,0.0,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062358379364013,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.0060796737670898,0.0,0.0,0.0107288360595703,0.0107288360595703,0.007033348083496,0.0069538752237955,0.0082254409790039,0.0088214874267578,0.0119209289550781,0.496,1.36,9.856,10.24,112.0,0.0,4.784,6.816,868.0223226547241,868.0184284845988,0.0,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063981582869344,0.0085830688476562,0.009775161743164,0.009775161743164,0.0058174133300781,0.0053644180297851,0.006413459777832,0.0107288360595703,0.0107288360595703,0.0073909759521484,0.0065167744954427,0.0085830688476562,0.0149011611938476,0.0149965286254882,0.496,1.36,6.448,7.04,117.192,0.0,2.112,1.056,868.0384397506714,868.0375814437866,18.992,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062739849090576,0.0085830688476562,0.00762939453125,0.00762939453125,0.0079154968261718,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0117301940917968,0.0073909759521484,0.0098228454589843,0.009775161743164,0.0103473663330078,0.496,1.424,6.096,5.76,112.0,0.0,1.184,1.184,868.0223941802979,868.0175542831421,0.0,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061205963590251,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0075101852416992,0.0045299530029296,0.0045299530029296,0.0154972076416015,0.0154972076416015,0.01068115234375,0.0069141387939453,0.0095367431640625,0.007947285970052,0.0112056732177734,0.496,1.36,5.6,5.76,113.256,0.0,4.192,6.224,868.0249691009521,868.0173873901367,1.192,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061668566803434,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0063180923461914,0.005960464477539,0.005960464477539,0.0112056732177734,0.0112056732177734,0.0078678131103515,0.0074307123819986,0.0089406967163085,0.0120401382446289,0.0136613845825195,0.496,1.36,9.856,10.24,113.256,0.0,2.64,1.056,868.0412530899048,868.0392503738403,1.192,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061348303040461,0.0083446502685546,0.0107288360595703,0.0107288360595703,0.0062942504882812,0.0069141387939453,0.0069141387939453,0.0123977661132812,0.0123977661132812,0.0097274780273437,0.0072320302327473,0.0082254409790039,0.009775161743164,0.009775161743164,0.496,1.36,6.448,7.04,113.256,0.0,1.184,1.184,868.0237531661987,868.0180311203003,1.192,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061348303040461,0.0083446502685546,0.011444091796875,0.011444091796875,0.0070571899414062,0.0069141387939453,0.0069141387939453,0.0147819519042968,0.0147819519042968,0.0094413757324218,0.006258487701416,0.0078916549682617,0.0073512395222981,0.0106096267700195,0.496,1.36,6.096,5.76,113.256,0.0,4.192,6.224,868.0408000946045,868.023157119751,1.192,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061348303040461,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0058412551879882,0.0069141387939453,0.0069141387939453,0.0104904174804687,0.0104904174804687,0.0062942504882812,0.007331371307373,0.0093936920166015,0.0116825103759765,0.014805793762207,0.496,1.36,5.6,5.76,113.256,0.0,3.296,2.24,868.0152893066406,868.0139780044556,1.192,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062463352981122,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0060002009073893,0.0040332476298014,0.004887580871582,0.0138282775878906,0.0138282775878906,0.0067949295043945,0.0064770380655924,0.007033348083496,0.0091620853969029,0.013589859008789,0.496,1.36,9.856,10.24,143.152,0.0,6.8,5.296,868.01438331604,868.0126667022705,413.904,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063300132751464,0.0081062316894531,0.0073194503784179,0.007033348083496,0.0061511993408203,0.0,0.0,0.0104904174804687,0.0125885009765625,0.008392333984375,0.0065565109252929,0.0084638595581054,0.0131130218505859,0.0131130218505859,1.344,2.272,6.448,7.04,112.0,0.0,1.056,0.528,0.0,0.0,0.0,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061440467834472,0.0076532363891601,0.0073909759521484,0.0073909759521484,0.0077724456787109,0.0,0.0,0.0073909759521484,0.0073909759521484,0.011444091796875,0.007033348083496,0.0085115432739257,0.0,0.0,0.496,1.36,6.096,5.76,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061561812215776,0.0083446502685546,0.00762939453125,0.00762939453125,0.0053644180297851,0.0090599060058593,0.0090599060058593,0.0090599060058593,0.0090599060058593,0.0063180923461914,0.0078082084655761,0.0089168548583984,0.0,0.0,0.496,1.36,5.6,5.76,113.256,0.0,0.0,0.0,0.0,0.0,1.192,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062605634850649,0.0083446502685546,0.00762939453125,0.00762939453125,0.0067551930745442,0.0045299530029296,0.0045299530029296,0.0116825103759765,0.0116825103759765,0.0081062316894531,0.0065167744954427,0.0078678131103515,0.009775161743164,0.009775161743164,0.496,1.36,9.856,10.24,113.256,0.0,0.592,0.592,868.0421590805054,868.0321574211121,1.192,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062237924604273,0.0081062316894531,0.00762939453125,0.00762939453125,0.0067710876464843,0.0085830688476562,0.0085830688476562,0.0119209289550781,0.0119209289550781,0.0087261199951171,0.0080664952596028,0.0106096267700195,0.0077315739222935,0.0097274780273437,0.496,1.36,6.448,7.04,113.256,0.0,4.784,6.816,868.0176734924316,868.0148124694824,1.192,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006270408630371,0.0083684921264648,0.0100135803222656,0.0100135803222656,0.0070095062255859,0.0,0.0,0.0123977661132812,0.0123977661132812,0.009012222290039,0.0064373016357421,0.0088453292846679,0.0132322311401367,0.0133275985717773,0.496,1.36,6.096,5.76,112.0,0.0,2.112,1.056,868.0396795272827,868.0390119552612,0.0,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061452388763427,0.0081300735473632,0.0085830688476562,0.0085830688476562,0.0079870223999023,0.0,0.0,0.0159740447998046,0.0159740447998046,0.0097513198852539,0.0081062316894531,0.0096797943115234,0.009775161743164,0.009775161743164,0.496,1.36,5.6,5.76,112.0,0.0,1.184,1.184,868.0192947387695,868.0160045623779,0.0,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064122676849365,0.0088214874267578,0.0090599060058593,0.0090599060058593,0.0071922938028971,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0091791152954101,0.0073512395222981,0.0096559524536132,0.0071525573730468,0.0095367431640625,0.496,1.36,9.856,10.24,112.0,0.0,4.192,6.224,868.0124521255493,868.0118322372437,0.0,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061988830566406,0.0083684921264648,0.0104904174804687,0.0104904174804687,0.0065326690673828,0.0,0.0,0.011444091796875,0.011444091796875,0.0086307525634765,0.0078678131103515,0.0103712081909179,0.0143051147460937,0.014495849609375,0.496,1.36,6.448,7.04,112.0,0.0,2.112,1.056,868.0500984191895,868.0472373962402,0.0,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059545336671136,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0084400177001953,0.0054836273193359,0.0054836273193359,0.0090599060058593,0.0090599060058593,0.0117778778076171,0.0080466270446777,0.0113964080810546,0.0109672546386718,0.0113487243652343,0.496,1.36,6.096,5.76,113.256,0.0,1.184,1.184,868.0412292480469,868.0227398872375,1.192,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061644843561732,0.0081062316894531,0.00762939453125,0.00762939453125,0.0074505805969238,0.0088214874267578,0.0088214874267578,0.0095367431640625,0.0095367431640625,0.0095844268798828,0.0090599060058593,0.0111341476440429,0.0083446502685546,0.0106096267700195,0.496,1.36,5.6,5.76,113.256,0.0,4.192,6.224,868.0347919464111,868.0203301565988,1.192,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061028039277489,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0069936116536458,0.0042915344238281,0.0042915344238281,0.0100135803222656,0.0100135803222656,0.0090599060058593,0.0072717666625976,0.0085830688476562,0.0097155570983886,0.0126838684082031,0.496,1.36,9.856,10.24,113.256,0.0,3.824,2.24,868.0204629898071,868.0163621902466,1.192,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060653686523437,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0052928924560546,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0064849853515625,0.0071128209431966,0.008702278137207,0.0085490090506417,0.0127792358398437,0.496,1.36,6.448,7.04,112.0,0.0,6.8,5.296,868.015193939209,868.0126667022705,0.0,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062572956085205,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0077247619628906,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0102043151855468,0.0082254409790039,0.0107288360595703,0.0140666961669921,0.0140666961669921,0.496,1.36,6.096,5.76,112.0,0.0,1.056,0.528,0.0,0.0,0.0,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062000692187257,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.007033348083496,0.0043710072835286,0.005197525024414,0.0104904174804687,0.0104904174804687,0.0088691711425781,0.0066161155700683,0.0088691711425781,0.0,0.0,0.496,1.424,5.6,5.76,117.192,0.0,0.0,0.0,0.0,0.0,31.736,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059413909912109,0.0081062316894531,0.0116825103759765,0.0116825103759765,0.0075101852416992,0.0,0.0,0.0123977661132812,0.0123977661132812,0.011444091796875,0.0073909759521484,0.0098943710327148,0.0,0.0,0.496,1.36,9.856,10.24,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059474166946031,0.0083446502685546,0.0066757202148437,0.0066757202148437,0.0056743621826171,0.0090599060058593,0.0090599060058593,0.0131130218505859,0.0131130218505859,0.0073909759521484,0.0074307123819986,0.0095367431640625,0.009775161743164,0.009775161743164,0.496,1.36,6.448,7.04,113.256,0.0,0.592,0.592,868.0412530899048,868.0261969566345,1.192,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006190538406372,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0080108642578125,0.0050067901611328,0.0050067901611328,0.0140666961669921,0.0140666961669921,0.0120162963867187,0.0071525573730468,0.0085353851318359,0.0074250357491629,0.0093936920166015,0.496,1.36,6.096,5.76,112.696,0.0,4.784,6.816,868.0142164230347,868.0123488108317,1.192,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006089756144813,0.0081062316894531,0.0071525573730468,0.0071525573730468,0.0069141387939453,0.00762939453125,0.00762939453125,0.0107288360595703,0.0107288360595703,0.0101089477539062,0.0081062316894531,0.0093698501586914,0.0140666961669921,0.0148296356201171,0.496,1.36,5.6,5.76,113.256,0.0,2.112,1.056,868.0469036102295,868.0455684661865,1.192,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062973345097024,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0065565109252929,0.0040928522745768,0.0047683715820312,0.0107288360595703,0.0107288360595703,0.008702278137207,0.0072717666625976,0.0083446502685546,0.0121593475341796,0.0131130218505859,0.496,1.36,9.856,10.24,117.192,0.0,1.184,1.184,868.0170059204102,868.0152893066406,63.2,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064627638140928,0.008702278137207,0.0069141387939453,0.0069141387939453,0.006066428290473,0.00385710623412,0.0045299530029296,0.0145435333251953,0.0145435333251953,0.0078201293945312,0.0062227249145507,0.0074386596679687,0.0072717666625976,0.011444091796875,0.496,1.424,13.296,17.024,143.152,0.0,4.192,6.224,868.012547492981,868.0117130279541,12920.128,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073589495758512,0.0095367431640625,0.009775161743164,0.009775161743164,0.0069737434387207,0.0038727333671168,0.0045299530029296,0.0090599060058593,0.0090599060058593,0.0127077102661132,0.0074250357491629,0.0094413757324218,0.0147819519042968,0.0151634216308593,0.496,1.424,9.632,19.632,117.192,0.0,2.112,1.056,868.0450677871704,868.0411577224731,15696.496,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065183639526367,0.0085830688476562,0.0092983245849609,0.0092983245849609,0.0072717666625976,0.0,0.0,0.0123977661132812,0.0123977661132812,0.0096559524536132,0.0064373016357421,0.0083446502685546,0.0103712081909179,0.0112295150756835,0.496,1.424,9.856,10.24,112.0,0.0,1.184,1.184,868.0314064025879,868.0196762084961,0.0,1
