time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064706802368164,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0104904174804687,0.0104904174804687,0.0,0.0059264046805245,0.0,0.0,0.0,0.0081300735473632,0.0108331441879272,0.026106834411621,0.0040302885339615,0.0047683715820312,0.496,1.424,0.0,0.0,11.44,12.536,112.0,0.0,948.496,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060933146310682,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0119209289550781,0.0119209289550781,0.0,0.0061511993408203,0.0,0.0,0.0,0.0081300735473632,0.0110626220703125,0.0252723693847656,0.011444091796875,0.011444091796875,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0,1.192,1
96,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006050166517201,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073909759521484,0.0083446502685546,0.496,1.36,0.0,0.0,0.0,0.0,118.448,33.33333333333333,6.448,1
97,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061304262368985,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077486038208007,0.0089883804321289,0.496,1.424,0.0,0.0,0.0,0.0,118.448,0.0,6.448,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062263011932373,0.0086069107055664,0.0061988830566406,0.0061988830566406,0.0104904174804687,0.0104904174804687,0.0,0.0058650970458984,0.0,0.0,0.0,0.0074386596679687,0.0104904174804687,0.0195980072021484,0.0,0.0,0.496,1.424,0.0,0.0,4.232,3.744,112.0,0.0,0.0,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064795827630705,0.0088214874267578,0.0107288360595703,0.0107288360595703,0.0107288360595703,0.0107288360595703,0.0,0.0062783559163411,0.0,0.0,0.0,0.0086307525634765,0.0107288360595703,0.0276565551757812,0.0489036495265434,0.2028942108154297,0.496,1.424,0.0,0.0,7.936,8.016,127.576,23.53896103896104,4711.08,1
100,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006564220978846,0.0088214874267578,0.0071525573730468,0.0071525573730468,0.0140666961669921,0.0140666961669921,0.0,0.0060796737670898,0.0,0.0,0.0,0.0081539154052734,0.0104010105133056,0.026702880859375,0.0430452880136209,0.1015663146972656,0.496,1.424,0.0,0.0,11.44,12.536,117.192,26.223776223776223,2196.136,1
101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063109397888183,0.0088214874267578,0.00762939453125,0.00762939453125,0.0083446502685546,0.0083446502685546,0.0,0.0058174133300781,0.0,0.0,0.0,0.0083684921264648,0.0103712081909179,0.0251293182373046,0.0454849667019314,0.1153469085693359,0.496,1.392,0.0,0.0,7.736,8.264,112.0,10.0,96.44,1
102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063566600575166,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0613906927276075,0.2099752426147461,0.496,1.424,0.0,0.0,0.0,0.0,122.288,25.97402597402597,913.232,1
103,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006377993531488,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.076455281193095,0.21514892578125,0.496,1.424,0.0,0.0,0.0,0.0,113.256,25.69832402234637,1340.024,1
104,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062968471262714,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0071525573730468,0.0071525573730468,0.0141859054565429,0.0064373016357421,0.0139474868774414,0.016331672668457,0.015425682067871,0.0084877014160156,0.0108242034912109,0.0205039978027343,0.0236034393310546,0.0604152679443359,0.496,1.424,1.696,1.696,4.232,3.744,118.448,37.5,40.984,1
105,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061750411987304,0.0081300735473632,0.0083446502685546,0.0083446502685546,0.0092983245849609,0.0092983245849609,0.0,0.0057220458984375,0.0,0.0,0.0,0.0066280364990234,0.0104253942316228,0.0274181365966796,0.0,0.0,0.496,1.36,0.0,0.0,7.936,8.016,112.0,37.5,0.0,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058650970458984,0.00762939453125,0.0126361846923828,0.0126361846923828,0.0088214874267578,0.0088214874267578,0.0,0.0062942504882812,0.0,0.0,0.0,0.0089168548583984,0.0105063120524088,0.0257492065429687,0.0,0.0,0.496,1.36,0.0,0.0,11.968,12.008,112.0,37.5,0.0,1
107,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061762332916259,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0064373016357421,0.0064373016357421,0.0,0.0065565109252929,0.0,0.0,0.0,0.0084400177001953,0.0102996826171875,0.0247716903686523,0.0,0.0,0.496,1.36,0.0,0.0,7.736,8.264,112.0,37.5,0.0,1
108,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060427188873291,0.0078678131103515,0.005960464477539,0.005960464477539,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,37.5,0.0,1
109,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059890747070312,0.0078916549682617,0.0069141387939453,0.0069141387939453,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,37.5,0.0,1
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060019801505169,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.00762939453125,0.00762939453125,0.0,0.0056743621826171,0.0,0.0,0.0,0.0071048736572265,0.0102043151855468,0.019693374633789,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,113.256,100.0,0.0,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059830015571556,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0133514404296875,0.0133514404296875,0.0,0.0059127807617187,0.0,0.0,0.0,0.0078916549682617,0.0108242034912109,0.0258684158325195,0.0050067901611328,0.0055789947509765,0.496,1.392,0.0,0.0,8.464,7.488,113.256,50.0,18.256,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060885699827279,0.0081062316894531,0.00762939453125,0.00762939453125,0.0085830688476562,0.0085830688476562,0.0,0.0063896179199218,0.0,0.0,0.0,0.008392333984375,0.0108559926350911,0.0272750854492187,0.0,0.0,0.496,1.36,0.0,0.0,11.968,12.008,113.256,100.0,0.0,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061345100402832,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0081062316894531,0.0081062316894531,0.0,0.0066757202148437,0.0,0.0,0.0,0.0084161758422851,0.0105857849121093,0.0245571136474609,0.0064373016357421,0.0077724456787109,0.496,1.392,0.0,0.0,7.736,8.264,112.0,0.0,17.456,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00596284866333,0.0081062316894531,0.00762939453125,0.00762939453125,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0360012054443359,0.080108642578125,0.496,1.392,0.0,0.0,0.0,0.0,112.0,40.0,28.568,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064960254236982,0.009012222290039,0.0081062316894531,0.0081062316894531,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0222756806447449,0.0951290130615234,0.496,1.36,0.0,0.0,0.0,0.0,132.208,24.427480916030532,5634.56,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071208465275506,0.0092983245849609,0.0078678131103515,0.0078678131103515,0.0109672546386718,0.0109672546386718,0.0,0.0059008598327636,0.0,0.0,0.0,0.0066041946411132,0.0096559524536132,0.0168085098266601,0.0148194502568016,0.0061988830566406,0.496,1.424,0.0,0.0,3.704,4.272,127.576,23.805668016194332,7751.416,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0071632862091064,0.0095605850219726,0.0085830688476562,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0,0.0072055392795138,0.0,0.0,0.0,0.0097274780273437,0.0107071616432883,0.0274181365966796,0.0050321761130239,0.0054836273193359,0.496,1.424,0.0,0.0,7.936,8.016,116.632,24.335548172757477,7605.544,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0075914373445273,0.0100135803222656,0.0095367431640625,0.0095367431640625,0.0119209289550781,0.0119209289550781,0.0,0.006564458211263,0.0,0.0,0.0,0.0084877014160156,0.0105698903401692,0.0263690948486328,0.0069526087240393,0.0054836273193359,0.496,1.424,0.0,0.0,11.968,12.008,117.192,23.996971990915974,8444.048,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0074206300042754,0.0102519989013671,0.0092983245849609,0.0092983245849609,0.009775161743164,0.009775161743164,0.0,0.006723403930664,0.0,0.0,0.0,0.0086545944213867,0.0105619430541992,0.0242948532104492,0.0082740610819928,0.0057220458984375,0.496,1.424,0.0,0.0,7.736,8.264,117.192,24.429223744292237,5750.8,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006896434444012,0.0092983245849609,0.0112056732177734,0.0112056732177734,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108311971028645,0.0057220458984375,0.496,1.424,0.0,0.0,0.0,0.0,118.448,24.77432296890672,6651.248,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066887034047948,0.0092744827270507,0.0085830688476562,0.0085830688476562,0.013589859008789,0.013589859008789,0.0,0.0062147776285807,0.0,0.0,0.0,0.0083446502685546,0.0097274780273437,0.0206947326660156,0.0083382754402364,0.0054836273193359,0.496,1.424,0.0,0.0,11.312,10.776,118.448,21.75732217573222,1317.224,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070286269235138,0.0095367431640625,0.0085830688476562,0.00762939453125,0.010848045349121,0.0111341476440429,0.0,0.0057697296142578,0.0,0.0,0.0,0.0071525573730468,0.0107288360595703,0.020456314086914,0.0170965862881605,0.0066757202148437,1.344,2.272,0.0,0.0,4.232,3.744,118.448,19.816138917262514,6197.32,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072581257986192,0.009775161743164,0.0154972076416015,0.0154972076416015,0.0112056732177734,0.0112056732177734,0.0,0.0062942504882812,0.0,0.0,0.0,0.0081062316894531,0.0108242034912109,0.0277519226074218,0.0065469800472846,0.0054836273193359,0.496,1.424,0.0,0.0,8.464,7.488,117.192,24.30167597765363,6682.12,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072830352024059,0.0100135803222656,0.0078678131103515,0.0078678131103515,0.0121593475341796,0.0121593475341796,0.0,0.0067551930745442,0.0,0.0,0.0,0.0100612640380859,0.0105539957682291,0.0262737274169921,0.0057877661805788,0.0054836273193359,0.496,1.424,0.0,0.0,11.968,12.008,117.192,22.72189349112426,4842.424,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072240829467773,0.0092983245849609,0.0090599060058593,0.0090599060058593,0.0112056732177734,0.0112056732177734,0.0,0.0062942504882812,0.0,0.0,0.0,0.0079154968261718,0.0104665756225585,0.025343894958496,0.0055026661895364,0.0054836273193359,0.496,1.424,0.0,0.0,7.736,8.264,116.632,24.313186813186814,9771.12,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0068904155522436,0.0090599060058593,0.009775161743164,0.009775161743164,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004740250416291,0.0054836273193359,0.496,1.424,0.0,0.0,0.0,0.0,117.192,22.31075697211155,1261.048,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005965232849121,0.0078916549682617,0.0064373016357421,0.0064373016357421,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,112.0,100.0,0.0,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060197725817931,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0121593475341796,0.0121593475341796,0.0,0.006103515625,0.0,0.0,0.0,0.0077247619628906,0.011444091796875,0.022125244140625,0.0083446502685546,0.0083446502685546,0.496,1.36,0.0,0.0,4.232,3.744,113.256,0.0,1.192,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059674767886891,0.0080347061157226,0.0092983245849609,0.0092983245849609,0.0112056732177734,0.0112056732177734,0.0,0.0063843197292751,0.0,0.0,0.0,0.0082969665527343,0.0107505104758522,0.028848648071289,0.0057220458984375,0.0057220458984375,0.496,1.36,0.0,0.0,7.936,8.016,128.832,0.0,1.192,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061455057628119,0.0083446502685546,0.0109672546386718,0.0109672546386718,0.0090599060058593,0.0090599060058593,0.0,0.0064373016357421,0.0,0.0,0.0,0.0086307525634765,0.0109354654947916,0.0280380249023437,0.0,0.0,0.496,1.392,0.0,0.0,11.968,12.008,113.256,100.0,0.0,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005958080291748,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0112056732177734,0.0112056732177734,0.0,0.0064902835422092,0.0,0.0,0.0,0.0091552734375,0.0106421383944424,0.0257492065429687,0.0,0.0,0.496,1.36,0.0,0.0,7.208,8.792,112.0,100.0,0.0,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006037950515747,0.0081300735473632,0.0069141387939453,0.0069141387939453,0.0090599060058593,0.0090599060058593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,100.0,0.0,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061345100402832,0.0081300735473632,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,100.0,0.0,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060474872589111,0.0083446502685546,0.0090599060058593,0.0090599060058593,0.0119209289550781,0.0119209289550781,0.0,0.0057220458984375,0.0,0.0,0.0,0.0070095062255859,0.0106334686279296,0.0204086303710937,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,100.0,0.0,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060975551605224,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0069141387939453,0.0069141387939453,0.0089406967163085,0.0059127807617187,0.0078678131103515,0.009775161743164,0.0118970870971679,0.0088214874267578,0.0116348266601562,0.0295400619506835,0.0,0.0,0.496,1.36,1.696,1.696,8.464,7.488,112.0,100.0,0.0,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00633410553434,0.0085830688476562,0.0073909759521484,0.0073909759521484,0.0069141387939453,0.0069141387939453,0.0,0.0061988830566406,0.0,0.0,0.0,0.0087261199951171,0.0112533569335937,0.0287055969238281,0.0,0.0,0.496,1.36,0.0,0.0,11.968,12.008,113.256,100.0,0.0,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061692290045135,0.0083446502685546,0.0071525573730468,0.0071525573730468,0.0150203704833984,0.0150203704833984,0.0,0.0060558319091796,0.0,0.0,0.0,0.0079154968261718,0.010538101196289,0.0260591506958007,0.0109672546386718,0.0109672546386718,0.496,1.36,0.0,0.0,7.736,8.264,113.256,0.0,1.192,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062807282405113,0.0085830688476562,0.0116825103759765,0.0116825103759765,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.496,1.36,0.0,0.0,0.0,0.0,113.256,0.0,1.192,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058495998382568,0.00762939453125,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,112.0,0.0,0.0,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061249732971191,0.0085830688476562,0.0064373016357421,0.0064373016357421,0.019073486328125,0.019073486328125,0.0,0.0058174133300781,0.0,0.0,0.0,0.0074386596679687,0.0131130218505859,0.0250816345214843,0.0,0.0,0.496,1.36,0.0,0.0,4.232,3.744,112.0,0.0,0.0,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061488151550292,0.0081300735473632,0.00762939453125,0.00762939453125,0.0071525573730468,0.0071525573730468,0.007718801498413,0.0066280364990234,0.0076889991760253,0.0103712081909179,0.0094413757324218,0.0089168548583984,0.0114917755126953,0.0293493270874023,0.0,0.0,0.496,1.36,10.752,24.096,8.464,7.488,112.0,0.0,0.0,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063507118035311,0.0083446502685546,0.00762939453125,0.00762939453125,0.0071525573730468,0.0071525573730468,0.0,0.0064690907796223,0.0092983245849609,0.0092983245849609,0.0,0.0088691711425781,0.0121434529622395,0.0303268432617187,0.0069936116536458,0.009918212890625,0.496,1.36,0.0,0.496,11.968,12.008,117.192,25.0,27.32,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065206324012534,0.0088214874267578,0.0081062316894531,0.0081062316894531,0.0088214874267578,0.0088214874267578,0.0,0.0058889389038085,0.0,0.0,0.0,0.008392333984375,0.0105619430541992,0.0249385833740234,0.0667243168271821,0.2138137817382812,0.496,1.424,0.0,0.0,7.736,8.264,138.672,28.688524590163933,811.4,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00640646142153,0.0092983245849609,0.0078678131103515,0.0078678131103515,0.0100135803222656,0.0100135803222656,0.0082254409790039,0.0,0.0065565109252929,0.0070810317993164,0.0113248825073242,0.0,0.0,0.0,0.0065962473551432,0.0072002410888671,0.496,1.424,5.696,8.608,0.0,0.0,113.256,25.0,15.48,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063629433660223,0.0088214874267578,0.0116825103759765,0.0116825103759765,0.0078678131103515,0.0078678131103515,0.0089168548583984,0.0,0.0065326690673828,0.0081062316894531,0.0130176544189453,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.496,1.36,16.656,5.04,0.0,0.0,113.752,0.0,1.192,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062226062983422,0.0083446502685546,0.0069141387939453,0.0069141387939453,0.0109672546386718,0.0109672546386718,0.0,0.0062942504882812,0.0,0.0,0.0,0.0075817108154296,0.0110626220703125,0.0212669372558593,0.0092983245849609,0.0092983245849609,0.496,1.776,0.0,0.0,4.232,3.744,113.256,0.0,1.192,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006075522199792,0.00762939453125,0.00762939453125,0.00762939453125,0.0104904174804687,0.0104904174804687,0.0,0.0060558319091796,0.0,0.0,0.0,0.0083684921264648,0.0108718872070312,0.0279188156127929,0.0083446502685546,0.0083446502685546,0.496,1.776,0.0,0.0,8.464,7.488,117.192,50.0,6.2,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063995323558845,0.008559226989746,0.0066757202148437,0.0066757202148437,0.0128746032714843,0.0128746032714843,0.0,0.0063896179199218,0.0,0.0,0.0,0.008249282836914,0.0116984049479166,0.0282764434814453,0.0085830688476562,0.0093460083007812,0.496,1.84,0.0,0.0,11.968,12.008,122.384,33.33333333333333,12.912,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060773131870987,0.0080823898315429,0.00762939453125,0.00762939453125,0.0104904174804687,0.0104904174804687,0.0,0.0058889389038085,0.0,0.0,0.0,0.0079631805419921,0.0108957290649414,0.0279188156127929,0.005960464477539,0.0064373016357421,0.496,1.84,0.0,0.0,7.736,8.264,117.552,25.0,7.464,1
