time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
68,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0062188491445456,0.0085830688476562,0.0071525573730468,0.0052928924560546,0.0085830688476562,0.0063896179199218,0.0064074993133544,0.0047882397969563,0.0063180923461914,0.0086545944213867,0.0100816999162946,0.013589859008789,0.013589859008789,0.0175952911376953,0,0.496,1.424,6.448,7.008,4.8,6.616,120.84,0.0073909759521484,0.0073909759521484,284.512,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0060624744168561,0.0085830688476562,0.0057220458984375,0.0062942504882812,0.0065565109252929,0.00762939453125,0.0062942504882812,0.0061988830566406,0.0063896179199218,0.0083446502685546,0.0112056732177734,0.0104904174804687,0.0104904174804687,0.0214576721191406,0,0.496,1.424,6.096,5.728,3.744,4.232,113.256,0.0092983245849609,0.0092983245849609,7.904,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0064183230423808,0.0083446502685546,0.0063180923461914,0.0067551930745442,0.0071525573730468,0.0081062316894531,0.0056955549452039,0.0048364911760602,0.0060558319091796,0.0069141387939453,0.0107938593084161,0.0138282775878906,0.0138282775878906,0.026702880859375,0,0.496,1.424,9.856,10.176,8.792,7.208,119.28,0.0102519989013671,0.0102519989013671,381.16,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063776969909667,0.0085830688476562,0.0083446502685546,0.0064849853515625,0.0095844268798828,0.0099658966064453,0.0,0.0049471855163574,0.006413459777832,0.0,0.0,0.0178813934326171,0.0178813934326171,0.0,0,0.496,1.424,6.448,6.224,0.0,0.0,112.0,0.0102519989013671,0.0102519989013671,223.664,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0059793491174678,0.0080823898315429,0.0075340270996093,0.0067353248596191,0.0093936920166015,0.0081300735473632,0.0065803527832031,0.0051657358805338,0.0073909759521484,0.0088691711425781,0.0118255615234375,0.009775161743164,0.009775161743164,0.0228404998779296,0,0.496,1.392,5.6,6.512,3.744,4.232,120.16,0.0092983245849609,0.0092983245849609,55.136,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0061500072479248,0.0083446502685546,0.0073909759521484,0.0072002410888671,0.008702278137207,0.0099658966064453,0.0065803527832031,0.0048417311448317,0.0056743621826171,0.0084877014160156,0.0115394592285156,0.0123977661132812,0.0123977661132812,0.0218391418457031,0,0.496,1.424,6.096,5.728,3.744,4.232,112.0,2201.886296272278,2624.1852045059204,89.352,1
74,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.006154252977794,0.0082969665527343,0.0075499216715494,0.0056425730387369,0.008702278137207,0.0066757202148437,0.0059445699055989,0.0049352645874023,0.0062465667724609,0.0080108642578125,0.0109831492106119,0.0,0.0,0.0284194946289062,1,0.0,2.48,9.856,10.176,12.008,11.968,123.64,1146.142601966858,1568.4415102005005,74.192,1
75,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0062143031637466,0.0081062316894531,0.0087261199951171,0.0060558319091796,0.0107765197753906,0.0075340270996093,0.0058174133300781,0.0071525573730468,0.0071525573730468,0.0072479248046875,0.0107765197753906,0.0109672546386718,0.0109672546386718,0.0206947326660156,0,0.496,0.0,6.448,6.224,3.744,4.232,113.256,0.0,0.0,1.192,1
76,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063874828281687,0.0085830688476562,0.0068187713623046,0.0060796737670898,0.0089645385742187,0.0071525573730468,0.0059843063354492,0.0073909759521484,0.0073909759521484,0.0083446502685546,0.0107288360595703,0.0107288360595703,0.0107288360595703,0.0276088714599609,0,0.528,1.904,5.6,6.512,8.264,7.736,113.256,1674.0171909332275,1674.0171909332275,1.192,1
77,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063025951385498,0.0083446502685546,0.0075697898864746,0.0069141387939453,0.0095129013061523,0.0086307525634765,0.0061670939127604,0.0,0.0,0.0084877014160156,0.0104109446207682,0.0116825103759765,0.0141620635986328,0.0229358673095703,0,1.344,2.352,6.096,5.728,10.776,11.312,112.0,1674.0188598632812,1674.0188598632812,0.0,1
78,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063574314117431,0.0086069107055664,0.0071525573730468,0.0073909759521484,0.0101327896118164,0.0100135803222656,0.006103515625,0.0,0.0,0.0079154968261718,0.0121116638183593,0.0,0.0,0.0229835510253906,0,0.0,0.0,9.856,10.176,3.744,4.232,112.0,0.0,0.0,0.0,1
79,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0060164928436279,0.0083684921264648,0.0071525573730468,0.0058174133300781,0.0087738037109375,0.0073909759521484,0.006103515625,0.0,0.0,0.0077247619628906,0.0115871429443359,0.013589859008789,0.013589859008789,0.0223636627197265,0,0.496,1.36,6.448,6.224,3.744,4.232,112.0,1674.0128993988037,1674.0128993988037,0.0,1
80,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0064039230346679,0.0083446502685546,0.006723403930664,0.0063776969909667,0.0091075897216796,0.0080347061157226,0.0058174133300781,0.0,0.0,0.0081539154052734,0.0109036763509114,0.0,0.0,0.0286102294921875,0,0.0,0.0,5.6,6.512,12.008,11.968,112.0,0.0,0.0,0.0,1
81,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0061882075978748,0.0083446502685546,0.0080466270446777,0.0077247619628906,0.0089883804321289,0.0111103057861328,0.0058174133300781,0.0047683715820312,0.0047683715820312,0.0075817108154296,0.0115871429443359,0.0123977661132812,0.0123977661132812,0.02288818359375,0,0.496,2.352,6.096,5.728,3.744,4.232,113.256,1674.0095615386963,1674.0095615386963,1.192,1
82,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0061119718504656,0.0085353851318359,0.007947285970052,0.0084400177001953,0.0092983245849609,0.0102043151855468,0.0068426132202148,0.0058809916178385,0.0069141387939453,0.0093460083007812,0.0111818313598632,0.0,0.0,0.028395652770996,0,0.0,0.0,8.88,10.176,8.264,7.736,118.392,0.0,0.0,5.752,1
83,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0062214201362571,0.0081062316894531,0.0068545341491699,0.0054359436035156,0.0075578689575195,0.0064373016357421,0.0,0.0045299530029296,0.0045299530029296,0.0,0.0,0.0140666961669921,0.0140666961669921,0.0,0,0.496,2.416,6.576,5.728,0.0,0.0,113.256,1674.0119457244873,1674.0119457244873,1.192,1
84,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0062179565429687,0.0083446502685546,0.0077486038208007,0.0071048736572265,0.0095367431640625,0.0097274780273437,0.0056743621826171,0.0,0.0,0.0072002410888671,0.0116825103759765,0.0,0.0,0.0234603881835937,0,0.0,0.0,6.448,7.008,3.744,4.232,112.0,0.0,0.0,0.0,1
85,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0062620639801025,0.0086069107055664,0.0072717666625976,0.0078201293945312,0.0096797943115234,0.011444091796875,0.0058650970458984,0.0,0.0,0.007486343383789,0.0110626220703125,0.013589859008789,0.013589859008789,0.0213623046875,0,0.496,2.352,6.096,5.728,3.744,4.232,112.0,1674.011468887329,1674.011468887329,0.0,1
86,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0059199333190917,0.0081300735473632,0.0066359837849934,0.0066359837849934,0.0081062316894531,0.0079870223999023,0.0061988830566406,0.0,0.0,0.0085830688476562,0.0109354654947916,0.0,0.0,0.0270843505859375,0,0.0,0.0,9.856,10.176,12.008,11.968,112.0,0.0,0.0,0.0,1
87,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0062716007232666,0.0081062316894531,0.0071525573730468,0.0071048736572265,0.0091075897216796,0.0107765197753906,0.0057697296142578,0.0,0.0,0.0072956085205078,0.0108718872070312,0.0119209289550781,0.0119209289550781,0.0211715698242187,0,0.496,2.352,6.448,6.224,3.744,4.232,112.0,1674.0131378173828,1674.0131378173828,0.0,1
88,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0063139407788936,0.0085830688476562,0.0070095062255859,0.007331371307373,0.0080585479736328,0.0097274780273437,0.0060796737670898,0.005960464477539,0.005960464477539,0.0081539154052734,0.0109434127807617,0.0,0.0,0.026559829711914,0,0.0,0.0,5.6,6.512,8.264,7.736,113.256,0.0,0.0,1.192,1
89,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0062427710537886,0.0083446502685546,0.0069737434387207,0.0054359436035156,0.0076532363891601,0.0064849853515625,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0,0.013589859008789,0.013589859008789,0.0,0,0.496,2.352,6.096,5.728,0.0,0.0,113.256,1674.0117073059082,1674.0117073059082,1.192,1
90,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0061822767874494,0.0081062316894531,0.0078678131103515,0.0064373016357421,0.0098943710327148,0.0073909759521484,0.0066757202148437,0.0047683715820312,0.0047683715820312,0.0084161758422851,0.0105698903401692,0.0,0.0,0.019073486328125,0,0.0,0.0,9.856,10.176,4.272,3.704,113.256,0.0,0.0,1.192,1
91,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0060892105102539,0.0083446502685546,0.0067710876464843,0.0061511993408203,0.0081062316894531,0.008392333984375,0.0061511993408203,0.0,0.0,0.0078201293945312,0.0109672546386718,0.0143051147460937,0.0146865844726562,0.0214576721191406,0,1.344,3.2,6.448,6.224,3.744,4.232,112.0,1674.014687538147,1674.0166902542114,0.0,1
92,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0061762332916259,0.0083684921264648,0.0066757202148437,0.0060796737670898,0.0076770782470703,0.0075101852416992,0.0062499727521623,0.0,0.0,0.0078678131103515,0.0106394290924072,0.0121593475341796,0.0121593475341796,0.0286102294921875,0,0.496,2.352,5.6,6.512,12.536,11.44,112.0,1674.01385307312,1674.01385307312,0.0,1
93,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0059545040130615,0.0078678131103515,0.0077486038208007,0.0072002410888671,0.0115871429443359,0.0103473663330078,0.0058650970458984,0.0,0.0,0.0071525573730468,0.0121116638183593,0.0,0.0,0.0232696533203125,0,0.0,0.0,6.096,5.728,3.744,4.232,112.0,0.0,0.0,0.0,1
94,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0062227249145507,0.0081300735473632,0.007033348083496,0.007788340250651,0.008702278137207,0.0107288360595703,0.0061273574829101,0.0,0.0,0.0084161758422851,0.0111818313598632,0.0116825103759765,0.0116825103759765,0.0295162200927734,0,0.496,2.352,9.856,10.176,8.264,7.736,112.0,1674.0097999572754,1674.0097999572754,0.0,1
95,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0061848584343405,0.0085115432739257,0.0088214874267578,0.0054359436035156,0.0105857849121093,0.0068187713623046,0.0,0.0045425013491981,0.0066280364990234,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,6.448,6.224,0.0,0.0,128.832,0.0,0.0,202.152,1
