time_seconds,a1_packet_loss_ul_percentage,e2_du_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,a1_retransmissions_ul_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,e2_du_packet_loss_dl_percentage,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_packet_loss_dl_percentage,e2_du_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,a1_latency_p90_ul_ms,a1_latency_p90_dl_ms,a1_latency_mean_dl_ms,f1_u_throughput_dl_kbps,F-node
0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006502114453362,0.0092983245849609,0.0043400263382216,0.0052452087402343,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.36,0.0,0.0,0.848,0.848,100.0,25.152,27.344,137.36,0.0,1000.023603439331,1000.023603439331,0.0,0.0,0.0062193189348493,0.0087261199951171,0.0222682952880859,0.0098977770124162,903.024,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061632981940881,0.0083446502685546,0.00419114765368,0.0050067901611328,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.424,0.0,0.0,0.848,0.848,0.0,25.152,27.344,117.192,0.0,999.9873638153076,999.9873638153076,-1000.9901523590088,-1000.9901523590088,0.0062193189348493,0.0087261199951171,0.0222682952880859,0.0098977770124162,1022.08,0
2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062968471262714,0.0083208084106445,0.0042367366052442,0.0050067901611328,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.424,0.0,0.0,0.848,0.848,0.0,25.152,27.344,118.448,0.0,1000.1075267791748,1000.1075267791748,-998.9781379699708,-998.9781379699708,0.0062193189348493,0.0087261199951171,0.0222682952880859,0.0098977770124162,2110.208,0
3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066851625348081,0.0085830688476562,0.0042719919173443,0.0050067901611328,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.424,0.0,0.0,0.848,0.848,0.0,25.152,27.344,118.448,0.0,1000.019073486328,1000.019073486328,-1000.0028610229492,-1000.0028610229492,0.0062193189348493,0.0087261199951171,0.0222682952880859,0.0098977770124162,1079.04,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068619476622016,0.0092983245849609,0.0041525336306067,0.0050067901611328,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.424,0.0,0.0,0.848,0.848,0.0,25.152,27.344,117.888,0.0,999.9735355377196,999.9735355377196,-999.9802112579346,-999.9802112579346,0.0062193189348493,0.0087261199951171,0.0222682952880859,0.0098977770124162,2307.112,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0064598387153587,0.0085830688476562,0.0041961669921875,0.0050067901611328,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.424,0.0,0.0,0.848,0.848,0.0,25.152,27.344,117.192,0.0,999.983549118042,999.983549118042,-1000.9884834289552,-1000.9884834289552,0.0062193189348493,0.0087261199951171,0.0222682952880859,0.0098977770124162,1807.024,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066875818356945,0.0088214874267578,0.0042465183284732,0.0050067901611328,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.424,0.0,0.0,0.848,0.848,0.0,25.152,27.344,117.192,0.0,1000.0019073486328,1000.0019073486328,-998.9955425262452,-998.9955425262452,0.0062193189348493,0.0087261199951171,0.0222682952880859,0.0098977770124162,2390.496,0
7,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065689656271863,0.0085830688476562,0.0041723251342773,0.0050067901611328,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.424,0.0,0.0,0.848,0.848,0.0,25.152,27.344,117.192,0.0,1000.0174045562744,1000.0174045562744,-999.983549118042,-999.983549118042,0.0062193189348493,0.0087261199951171,0.0222682952880859,0.0098977770124162,2629.856,0
8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062178616500019,0.0081062316894531,0.0043259726630316,0.0050067901611328,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.424,0.0,0.0,0.848,0.848,0.0,25.152,27.344,117.192,0.0,999.9675750732422,999.9675750732422,-999.9983310699464,-999.9983310699464,0.0062193189348493,0.0087261199951171,0.0222682952880859,0.0098977770124162,735.12,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065435277353418,0.008559226989746,0.0041560303393027,0.0047683715820312,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.424,0.0,0.0,0.848,0.848,0.0,25.152,27.344,118.448,0.0,1000.025749206543,1000.025749206543,-999.986171722412,-999.986171722412,0.0062193189348493,0.0087261199951171,0.0222682952880859,0.0098977770124162,2363.056,0
10,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065506094753152,0.0088214874267578,0.0041876833863053,0.0050067901611328,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.424,0.0,0.0,0.848,0.848,0.0,25.152,27.344,118.448,0.0,1000.0412464141846,1000.0412464141846,-999.9892711639404,-999.9892711639404,0.0062193189348493,0.0087261199951171,0.0222682952880859,0.0098977770124162,1399.592,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063948111959023,0.0085830688476562,0.0041826503483329,0.0052452087402343,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.424,0.0,0.0,0.848,0.848,0.0,25.152,27.344,118.448,0.0,1000.0386238098145,1000.0386238098145,-1000.9870529174804,-1000.9870529174804,0.0062193189348493,0.0087261199951171,0.0222682952880859,0.0098977770124162,1139.704,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006377993531488,0.0085830688476562,0.0042076274560756,0.0050067901611328,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.424,0.0,0.0,0.848,0.848,0.0,25.152,27.344,117.192,0.0,1000.0035762786864,1000.0035762786864,-998.9914894104004,-998.9914894104004,0.0062193189348493,0.0087261199951171,0.0222682952880859,0.0098977770124162,2104.52,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0063186854272339,0.0083446502685546,0.0041792358177295,0.0050067901611328,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.424,0.0,0.0,0.848,0.848,0.0,25.152,27.344,117.192,0.0,999.98140335083,999.98140335083,-1000.9825229644777,-1000.9825229644777,0.0062193189348493,0.0087261199951171,0.0222682952880859,0.0098977770124162,1155.68,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006061288254771,0.0081062316894531,0.0042849116855197,0.0050067901611328,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.424,0.0,0.0,0.848,0.848,0.0,25.152,27.344,117.192,0.0,999.9768733978271,999.9768733978271,-998.987913131714,-998.987913131714,0.0062193189348493,0.0087261199951171,0.0222682952880859,0.0098977770124162,279.152,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060221449059633,0.0081062316894531,0.0050408499581473,0.0071048736572265,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.424,0.0,0.0,0.848,0.848,0.0,25.152,27.344,117.192,0.0,1000.013828277588,1000.013828277588,-999.9985694885254,-999.9985694885254,0.0062193189348493,0.0087261199951171,0.0222682952880859,0.0098977770124162,54.536,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061953245703853,0.0085830688476562,0.0057220458984375,0.0057220458984375,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.424,0.0,0.0,0.848,0.848,0.0,25.152,27.344,113.256,0.0,999.9961853027344,999.9961853027344,-999.9854564666748,-999.9854564666748,0.0062193189348493,0.0087261199951171,0.0222682952880859,0.0098977770124162,1.192,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060438522564366,0.0078678131103515,0.0054359436035156,0.0072479248046875,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.36,0.0,0.0,0.848,0.848,0.0,25.152,27.344,119.576,0.0,1000.0035762786864,1000.0035762786864,-1000.9870529174804,-1000.9870529174804,0.0062193189348493,0.0087261199951171,0.0222682952880859,0.0098977770124162,12.68,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060921284689832,0.0081062316894531,0.0069141387939453,0.0069141387939453,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.424,0.0,0.0,0.848,0.848,0.0,25.152,27.344,113.256,0.0,999.981164932251,999.981164932251,-999.9945163726808,-999.9945163726808,0.0062193189348493,0.0087261199951171,0.0222682952880859,0.0098977770124162,1.192,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060617923736572,0.0083446502685546,0.0,0.0,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.36,0.0,0.0,0.848,0.848,0.0,25.152,27.344,112.0,0.0,1000.1001358032228,1000.1001358032228,-998.9886283874512,-998.9886283874512,0.0062193189348493,0.0087261199951171,0.0222682952880859,0.0098977770124162,0.0,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060117244720458,0.0083684921264648,0.0,0.0,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.36,0.0,0.0,0.848,0.848,0.0,4.52,3.504,112.0,0.0,999.9923706054688,999.9923706054688,-999.9969005584716,-999.9969005584716,0.0083446502685546,0.01068115234375,0.0269412994384765,0.0136852264404296,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061718701141808,0.0083446502685546,0.0050501389936967,0.0081062316894531,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.36,0.0,0.0,0.848,0.848,0.0,8.264,7.736,127.576,0.0,999.9921321868896,999.9921321868896,-1000.97393989563,-1000.97393989563,0.0060319900512695,0.0082015991210937,0.0277519226074218,0.0114679336547851,122.376,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006084394927072,0.0081062316894531,0.0052928924560546,0.0070571899414062,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.424,0.0,0.0,0.848,0.848,0.0,0.0,0.0,122.384,0.0,999.9823570251464,999.9823570251464,-998.9933967590332,-998.9933967590332,0.0,0.0,0.0,0.0,24.984,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062354720465027,0.0083446502685546,0.0044988549273947,0.0054836273193359,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.424,0.0,0.0,0.848,0.848,0.0,0.0,0.0,118.448,0.0,1000.002145767212,1000.002145767212,-999.993085861206,-999.993085861206,0.0,0.0,0.0,0.0,523.224,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0062283903065294,0.0085830688476562,0.0042339851116311,0.0050067901611328,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.424,0.0,0.0,0.848,0.848,0.0,3.744,4.232,118.448,0.0,1000.0152587890624,1000.0152587890624,-1000.9887218475342,-1000.9887218475342,0.0066280364990234,0.0085353851318359,0.0226974487304687,0.0117778778076171,469.024,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006095017537032,0.0081062316894531,0.0038665525823433,0.0045299530029296,0.0071525573730468,0.0042915344238281,0.0042915344238281,0.0071525573730468,0.496,1.424,0.0,0.0,0.848,0.848,0.0,7.488,8.464,118.448,0.0,1000.1001358032228,1000.1001358032228,-999.00221824646,-999.00221824646,0.0066518783569335,0.0087738037109375,0.0286817550659179,0.0115156173706054,9197.256,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0073233647132987,0.0095367431640625,0.0038718134461055,0.0045299530029296,0.0088214874267578,0.0119209289550781,0.0119209289550781,0.0088214874267578,0.496,1.424,0.0,0.0,0.848,0.848,0.0,12.008,11.968,117.192,0.0,999.9382495880128,999.9382495880128,-999.9887943267822,-999.9887943267822,0.0062465667724609,0.0084877014160156,0.0281333923339843,0.0108083089192708,22644.976,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0073233647132987,0.0095367431640625,0.0038718134461055,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,8.264,7.736,117.192,0.0,1000.0455379486084,1000.0455379486084,-1000.9756088256836,-1000.9756088256836,0.0060319900512695,0.008392333984375,0.0272989273071289,0.0110387802124023,22644.976,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0073233647132987,0.0095367431640625,0.0038718134461055,0.0045299530029296,0.0,0.0,0.0,0.0,1.344,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.192,0.0,900.0175714492798,500.0125169754028,-499.9834299087525,-99.97837543487547,0.0,0.0,0.0,0.0,22644.976,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0073233647132987,0.0095367431640625,0.0038718134461055,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.192,0.0,999.9840259552002,999.9840259552002,-998.992681503296,-998.992681503296,0.0,0.0,0.0,0.0,22644.976,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060767083618771,0.0081062316894531,0.0060399373372395,0.0084877014160156,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,3.744,4.232,113.256,0.0,999.9849796295166,999.9849796295166,-1000.9880065917968,-1000.9880065917968,0.0063419342041015,0.0082969665527343,0.0245571136474609,0.0125408172607421,16.552,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.005936858677628,0.0078678131103515,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,7.488,8.464,118.448,0.0,999.9866485595704,999.9866485595704,-999.9866485595704,-999.9866485595704,0.005960464477539,0.0083446502685546,0.0273704528808593,0.01068115234375,1.192,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060458681476649,0.0078678131103515,0.00762939453125,0.00762939453125,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,12.008,11.968,113.256,0.0,1000.0824928283693,1000.0824928283693,-998.9902973175048,-998.9902973175048,0.006103515625,0.0087261199951171,0.0290870666503906,0.0111579895019531,1.192,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0069558041767009,0.0094175338745117,0.0038510165577731,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,8.264,7.736,143.152,0.0,1000.0109672546388,1000.0109672546388,-1000.986099243164,-1000.986099243164,0.0062465667724609,0.0084638595581054,0.0277996063232421,0.0108718872070312,27483.088,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.006767054695395,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.192,0.0,999.9232292175292,999.9232292175292,-999.9868869781494,-999.9868869781494,0.0,0.0,0.0,0.0,0.0,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0059568881988525,0.0078916549682617,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1000.016450881958,1000.016450881958,-998.9821910858154,-998.9821910858154,0.0,0.0,0.0,0.0,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060367584228515,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0,1000.0762939453124,1000.0762939453124,-1000.0030994415284,-1000.0030994415284,0.0066757202148437,0.009012222290039,0.0231266021728515,0.0119686126708984,0.0,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0058952255628595,0.00762939453125,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,7.488,8.464,113.256,0.0,999.981164932251,999.981164932251,-1000.983953475952,-1000.983953475952,0.0072956085205078,0.0107288360595703,0.0278711318969726,0.0114917755126953,1.192,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0059877462054959,0.00762939453125,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,12.536,11.44,113.256,0.0,999.9732971191406,999.9732971191406,-999.9947547912598,-999.9947547912598,0.0059434345790318,0.0076532363891601,0.0281333923339843,0.0115782022476196,1.192,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0059913046917512,0.0081062316894531,0.0052452087402343,0.0052452087402343,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,8.264,7.736,113.256,0.0,1000.0247955322266,1000.0247955322266,-999.9866485595704,-999.9866485595704,0.0061750411987304,0.0084877014160156,0.0292301177978515,0.0113248825073242,1.192,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060939788818359,0.0083684921264648,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,1000.0333786010742,1000.0333786010742,-999.9847412109376,-999.9847412109376,0.0,0.0,0.0,0.0,0.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0070009416746861,0.0095367431640625,0.0038389739294544,0.0042915344238281,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.152,0.0,999.9475479125977,999.9475479125977,-999.9949932098388,-999.9949932098388,0.0,0.0,0.0,0.0,22333.856,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061357021331787,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,3.744,4.232,112.0,0.0,1000.0321865081788,1000.0321865081788,-998.987913131714,-998.987913131714,0.0065326690673828,0.0082015991210937,0.0239849090576171,0.0118255615234375,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0058996677398681,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,7.488,8.464,112.0,0.0,999.992609024048,999.992609024048,-1000.9822845458984,-1000.9822845458984,0.0061988830566406,0.0084400177001953,0.0292539596557617,0.0119686126708984,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0058038910823081,0.0073909759521484,0.0050067901611328,0.0050067901611328,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,12.536,11.44,113.256,0.0,1000.0460147857666,1000.0460147857666,-998.997926712036,-998.997926712036,0.0059093747820172,0.0077724456787109,0.0281333923339843,0.0112950801849365,1.192,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060399373372395,0.0078678131103515,0.0042915344238281,0.0042915344238281,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,8.264,7.736,113.256,0.0,1000.0529289245604,1000.0529289245604,-1000.9844303131104,-1000.9844303131104,0.0058650970458984,0.0078916549682617,0.0278949737548828,0.0111579895019531,1.192,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060007939884318,0.0078678131103515,0.0045299530029296,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,999.9477863311768,999.9477863311768,-999.9892711639404,-999.9892711639404,0.0,0.0,0.0,0.0,1.192,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0061118602752685,0.0083684921264648,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,999.9914169311523,999.9914169311523,-999.9842643737792,-999.9842643737792,0.0,0.0,0.0,0.0,0.0,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066166942559399,0.0095367431640625,0.003863126039505,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,3.744,4.232,143.152,0.0,1000.0863075256348,1000.0863075256348,-1000.0014305114746,-1000.0014305114746,0.0067710876464843,0.0095844268798828,0.0216007232666015,0.0112056732177734,14620.976,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0072925244990865,0.009775161743164,0.0038642952912045,0.0045299530029296,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,7.488,8.464,117.192,0.0,1000.0166893005372,1000.0166893005372,-999.9868869781494,-999.9868869781494,0.0058650970458984,0.0083684921264648,0.0293493270874023,0.010848045349121,28041.216,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0065386295318603,0.0088214874267578,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,12.008,11.968,112.0,0.0,999.8779296875,999.8779296875,-999.986171722412,-999.986171722412,0.0065008799235026,0.0081062316894531,0.0291347503662109,0.0111262003580729,0.0,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060975551605224,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.392,0.0,0.0,0.0,0.0,0.0,8.264,7.736,112.0,0.0,1000.058650970459,1000.058650970459,-999.9799728393556,-999.9799728393556,0.0056266784667968,0.00762939453125,0.0290155410766601,0.0109195709228515,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0059640229637943,0.0078678131103515,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,999.9778270721436,999.9778270721436,-1000.0009536743164,-1000.0009536743164,0.0,0.0,0.0,0.0,1.192,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0060572482571743,0.0083446502685546,0.0060796737670898,0.0061750411987304,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.448,0.0,1000.0894069671632,1000.0894069671632,-999.9823570251464,-999.9823570251464,0.0,0.0,0.0,0.0,10.976,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0058940394007744,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,3.744,4.232,113.256,0.0,1000.007390975952,1000.007390975952,-999.997615814209,-999.997615814209,0.0063419342041015,0.0077247619628906,0.0256538391113281,0.0136375427246093,1.192,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0059092044830322,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,7.488,8.464,112.0,0.0,1000.0014305114746,1000.0014305114746,-999.9933242797852,-999.9933242797852,0.0064849853515625,0.009322166442871,0.029754638671875,0.0117778778076171,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0068284932849476,0.0092983245849609,0.0038656236404112,0.0045299530029296,0.0145435333251953,0.0057220458984375,0.0057220458984375,0.0145435333251953,0.496,1.36,0.0,0.0,0.848,0.848,0.0,12.008,11.968,143.152,0.0,1000.0293254852296,1000.0293254852296,-999.9849796295166,-999.9849796295166,0.0059127807617187,0.0076770782470703,0.0307083129882812,0.0114123026529947,25968.176,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0066184997558593,0.0088214874267578,0.0,0.0,0.0052452087402343,0.0073909759521484,0.0073909759521484,0.0052452087402343,0.496,1.424,0.0,0.0,0.848,0.848,0.0,8.264,7.736,112.0,0.0,999.9685287475586,999.9685287475586,-999.9854564666748,-999.9854564666748,0.0058412551879882,0.0078916549682617,0.0308036804199218,0.0112771987915039,0.0,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0057721138000488,0.0074148178100585,0.0,0.0,0.0,0.0,0.0,0.0,1.344,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,899.9781370162964,499.9908208847046,-499.9877214431762,-99.9870538711548,0.0,0.0,0.0,0.0,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0059901185296661,0.00762939453125,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.256,0.0,1000.0174045562744,1000.0174045562744,-999.9866485595704,-999.9866485595704,0.0,0.0,0.0,0.0,1.192,0
