time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,f1_c_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_packet_loss_ul_percentage,f1_u_latency_p90_ul_ms,f1_u_latency_mean_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,f1_u_packet_loss_dl_percentage,f1_u_throughput_dl_kbps,F-node
110,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083208084106445,0.0060088563673567,0.0083446502685546,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0056028366088867,0.0,0.0,0.0,0.0,0.0060558319091796,0.0104506810506184,0.0188350677490234,0.0992559251331147,0.3234386444091797,0.496,1.392,0.0,0.0,3.704,4.272,118.448,21.49532710280374,920.992,1
111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061815224804924,0.0092983245849609,0.0092983245849609,0.009775161743164,0.009775161743164,0.0061988830566406,0.0,0.0,0.0,0.0,0.008249282836914,0.0103473663330078,0.0195980072021484,0.1147792889521672,0.3215312957763672,0.496,1.424,0.0,0.0,4.232,3.744,136.352,21.686746987951807,5840.768,1
112,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080823898315429,0.0061020992770053,0.0071525573730468,0.0071525573730468,0.0112056732177734,0.0112056732177734,0.0058809916178385,0.0,0.0,0.0,0.0,0.0083446502685546,0.0105857849121093,0.0264167785644531,0.0069141387939453,0.0069141387939453,0.496,1.424,0.0,0.0,11.968,12.008,118.448,0.0,1.192,1
113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0060737133026123,0.0102519989013671,0.0102519989013671,0.011444091796875,0.011444091796875,0.0059127807617187,0.0,0.0,0.0,0.0,0.0076770782470703,0.0115394592285156,0.0231266021728515,0.0,0.0,0.496,1.392,0.0,0.0,4.232,3.744,112.0,0.0,0.0,1
114,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061261653900146,0.0119209289550781,0.0119209289550781,0.009775161743164,0.009775161743164,0.005650520324707,0.0,0.0,0.0,0.0,0.0081062316894531,0.0106334686279296,0.0271558761596679,0.0,0.0,0.496,1.36,0.0,0.0,7.736,8.264,112.0,0.0,0.0,1
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0059533475050285,0.0073909759521484,0.0073909759521484,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1074790954589843,0.2521991729736329,0.496,1.36,0.0,0.0,0.0,0.0,117.192,21.875,569.904,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0063539138568445,0.0064373016357421,0.0064373016357421,0.0078678131103515,0.0078678131103515,0.0055789947509765,0.0,0.0,0.0,0.0,0.006866455078125,0.0103473663330078,0.0193595886230468,0.0964358807653514,0.3178596496582031,0.496,1.424,0.0,0.0,4.232,3.744,124.152,22.93423271500843,5067.224,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0060064957873656,0.0071525573730468,0.0071525573730468,0.0088214874267578,0.0088214874267578,0.0063871082506681,0.0,0.0,0.0,0.0,0.0091075897216796,0.0097411019461495,0.0214576721191406,0.0601681795987215,0.20599365234375,0.496,1.424,0.0,0.0,15.016,15.048,116.608,17.5,319.72,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.0058857362661788,0.0066757202148437,0.0066757202148437,0.0116825103759765,0.0116825103759765,0.0057538350423177,0.0,0.0,0.0,0.0,0.0081062316894531,0.0105857849121093,0.0264167785644531,0.0095367431640625,0.0095367431640625,0.496,1.392,0.0,0.0,11.968,12.008,113.256,0.0,1.192,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0059142041562208,0.0066757202148437,0.0066757202148437,0.0085830688476562,0.0085830688476562,0.0057697296142578,0.0,0.0,0.0,0.0,0.0073909759521484,0.0112056732177734,0.0218868255615234,0.0371932983398437,0.0808238983154296,0.496,1.36,0.0,0.0,4.232,3.744,113.256,25.0,31.096,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0059142041562208,0.0090599060058593,0.0090599060058593,0.0104904174804687,0.0104904174804687,0.0056743621826171,0.0,0.0,0.0,0.0,0.0081539154052734,0.0105857849121093,0.0257253646850585,0.0371932983398437,0.0808238983154296,0.496,1.392,0.0,0.0,7.736,8.264,113.256,25.0,31.096,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061037505201518,0.00762939453125,0.008392333984375,0.0100135803222656,0.0103950500488281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1134675019865582,0.3256797790527344,1.344,2.24,0.0,0.0,0.0,0.0,124.152,24.154589371980677,1753.48,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0060591204413052,0.0095367431640625,0.0095367431640625,0.0131130218505859,0.0131130218505859,0.0058174133300781,0.0,0.0,0.0,0.0,0.0073909759521484,0.0105857849121093,0.0201702117919921,0.0062783559163411,0.0068187713623046,0.496,1.424,0.0,0.0,4.232,3.744,123.512,0.0,8.68,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0061407611144715,0.0095367431640625,0.0095367431640625,0.009775161743164,0.009775161743164,0.0065803527832031,0.0,0.0,0.0,0.0,0.0077724456787109,0.0133037567138671,0.0253200531005859,0.0059093747820172,0.0075340270996093,0.496,1.424,0.0,0.0,4.232,3.744,114.392,22.22222222222222,32.592,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.006263256072998,0.0073909759521484,0.0073909759521484,0.005960464477539,0.005960464477539,0.0066757202148437,0.0,0.0,0.0,0.0,0.0100135803222656,0.011444091796875,0.0294685363769531,0.006270408630371,0.0075340270996093,0.496,1.424,0.0,0.0,11.968,12.008,112.0,28.57142857142857,26.032,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0060708651988964,0.0078678131103515,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0056743621826171,0.0,0.0,0.0,0.0,0.0074386596679687,0.0104427337646484,0.019693374633789,0.005960464477539,0.007033348083496,0.496,1.392,0.0,0.0,4.232,3.744,120.024,50.0,21.584,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0060926569570409,0.0064373016357421,0.0064373016357421,0.0112056732177734,0.0112056732177734,0.006413459777832,0.0,0.0,0.0,0.0,0.0088453292846679,0.0109672546386718,0.0252723693847656,0.0055919994007457,0.0066757202148437,0.496,1.424,0.0,0.0,7.736,8.264,115.648,15.384615384615385,24.792,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0062142268265828,0.0083446502685546,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055176871163504,0.0062942504882812,0.496,1.424,0.0,0.0,0.0,0.0,116.896,17.647058823529413,32.032,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0062558188367245,0.00762939453125,0.00762939453125,0.0071525573730468,0.0071525573730468,0.006103515625,0.0,0.0,0.0,0.0,0.0077247619628906,0.0108242034912109,0.0210285186767578,0.0057403857891376,0.0072956085205078,0.496,1.424,0.0,0.0,4.232,3.744,114.28,23.52941176470588,33.48,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0062581911608947,0.0081062316894531,0.0081062316894531,0.0107288360595703,0.0107288360595703,0.0057697296142578,0.0,0.0,0.0,0.0,0.0071525573730468,0.01068115234375,0.0199794769287109,0.0054135042078354,0.0061511993408203,0.496,1.424,0.0,0.0,4.232,3.744,114.808,32.0,42.92,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0063815520177433,0.0085830688476562,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.006103515625,0.0,0.0,0.0,0.0,0.008392333984375,0.0101089477539062,0.0249385833740234,0.0054438908894856,0.005960464477539,0.496,1.424,0.0,0.0,11.968,12.008,117.192,40.0,31.056,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0061643123626708,0.0123977661132812,0.0123977661132812,0.0128746032714843,0.0128746032714843,0.0055313110351562,0.0,0.0,0.0,0.0,0.0070571899414062,0.0100135803222656,0.0185489654541015,0.0060254877263849,0.0066757202148437,0.496,1.424,0.0,0.0,4.232,3.744,112.0,15.384615384615385,30.712,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061882604466806,0.009775161743164,0.009775161743164,0.0085830688476562,0.0085830688476562,0.0057220458984375,0.0,0.0,0.0,0.0,0.0077486038208007,0.0103950500488281,0.0252723693847656,0.0058280097113715,0.0075817108154296,0.496,1.392,0.0,0.0,7.736,8.264,118.352,40.0,28.984,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0060114694471976,0.0073909759521484,0.0073909759521484,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061094760894775,0.0077486038208007,0.496,1.424,0.0,0.0,0.0,0.0,113.256,23.809523809523807,49.104,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0061659977353852,0.0066757202148437,0.0066757202148437,0.0164508819580078,0.0164508819580078,0.0057697296142578,0.0064373016357421,0.0157356262207031,0.0157356262207031,0.0064373016357421,0.0073909759521484,0.0107765197753906,0.0203609466552734,0.0055965624357524,0.0062942504882812,0.496,1.424,0.848,0.848,4.232,3.744,120.856,20.833333333333336,62.104,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0063204529261825,0.0123977661132812,0.0123977661132812,0.0095367431640625,0.0095367431640625,0.0057220458984375,0.0,0.0,0.0,0.0,0.0072956085205078,0.0109195709228515,0.0210762023925781,0.0055670738220214,0.0065088272094726,0.496,1.424,0.0,0.0,4.232,3.744,116.896,20.0,52.784,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0062261647845975,0.0069141387939453,0.0069141387939453,0.0081062316894531,0.0081062316894531,0.0062465667724609,0.0145435333251953,0.0054836273193359,0.0054836273193359,0.0145435333251953,0.0086307525634765,0.0107924143473307,0.0268936157226562,0.0055257011862362,0.0067710876464843,0.496,1.424,0.848,0.848,11.968,12.008,115.96,15.0,46.488,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078916549682617,0.0058472156524658,0.0102519989013671,0.0102519989013671,0.0095367431640625,0.0095367431640625,0.0063180923461914,0.0,0.0,0.0,0.0,0.0069141387939453,0.0100930531819661,0.0181198120117187,0.005573034286499,0.0065565109252929,0.496,1.424,0.0,0.0,3.704,4.272,112.0,20.0,38.352,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.006050166517201,0.0081062316894531,0.0081062316894531,0.0145435333251953,0.0145435333251953,0.0055789947509765,0.0,0.0,0.0,0.0,0.0079154968261718,0.0103235244750976,0.0252723693847656,0.0058412551879882,0.007176399230957,0.496,1.424,0.0,0.0,7.736,8.264,116.928,30.0,35.344,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0061087347381743,0.0064373016357421,0.0064373016357421,0.0102519989013671,0.0102519989013671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055283308029174,0.0065565109252929,0.496,1.424,0.0,0.0,0.0,0.0,114.584,30.434782608695656,38.0,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087976455688476,0.0061316065268941,0.0081062316894531,0.0081062316894531,0.0147819519042968,0.0147819519042968,0.0060081481933593,0.0,0.0,0.0,0.0,0.0073909759521484,0.01068115234375,0.0207424163818359,0.005854500664605,0.0066280364990234,0.496,1.424,0.0,0.0,4.232,3.744,115.888,40.0,22.024,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078439712524414,0.0060383636172455,0.0073909759521484,0.0073909759521484,0.0138282775878906,0.0138282775878906,0.0056743621826171,0.0063180923461914,0.0073909759521484,0.0095844268798828,0.0067710876464843,0.0072002410888671,0.0102043151855468,0.0196456909179687,0.0057220458984375,0.0061988830566406,0.496,1.424,6.72,10.352,4.232,3.744,115.968,23.52941176470588,29.928,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083208084106445,0.0061209839169341,0.0085830688476562,0.0085830688476562,0.0131130218505859,0.0131130218505859,0.0057220458984375,0.0072121620178222,0.0069141387939453,0.007486343383789,0.0102758407592773,0.0080108642578125,0.010236104329427,0.0258922576904296,0.005801518758138,0.0066518783569335,0.496,1.424,4.032,14.24,11.968,12.008,115.968,0.0,29.872,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0063447809931057,0.0078678131103515,0.0078678131103515,0.0073909759521484,0.0073909759521484,0.0059008598327636,0.0,0.0,0.0,0.0,0.0066995620727539,0.0098943710327148,0.0177621841430664,0.0054836273193359,0.0061988830566406,0.496,1.424,0.0,0.0,3.704,4.272,114.552,22.727272727272727,41.32,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0065393115750592,0.0078678131103515,0.0078678131103515,0.0133514404296875,0.0133514404296875,0.0061273574829101,0.007331371307373,0.0075101852416992,0.0101089477539062,0.0091552734375,0.0086307525634765,0.0101089477539062,0.0241041183471679,0.0342982155936104,0.1001358032226562,0.496,1.424,5.696,8.64,7.736,8.264,114.296,30.0,94.168,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086069107055664,0.006340742111206,0.0085830688476562,0.0085830688476562,0.0081062316894531,0.0081062316894531,0.0,0.0073909759521484,0.0059127807617187,0.0072002410888671,0.0089168548583984,0.0,0.0,0.0,0.0062755175999232,0.0079870223999023,0.496,1.424,16.656,5.04,0.0,0.0,113.72,17.647058823529413,58.688,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0068761816072226,0.0064373016357421,0.0064373016357421,0.0138282775878906,0.0138282775878906,0.0058174133300781,0.0,0.0,0.0,0.0,0.0073909759521484,0.0111103057861328,0.0218391418457031,0.0052828537790398,0.0061035156249999,0.496,1.84,0.0,0.0,4.232,3.744,115.176,26.923076923076923,42.68,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0069530883637985,0.0066757202148437,0.0066757202148437,0.0078678131103515,0.0078678131103515,0.0056743621826171,0.0,0.0,0.0,0.0,0.0071048736572265,0.0103473663330078,0.0195980072021484,0.0054836273193359,0.006103515625,0.496,1.84,0.0,0.0,4.232,3.744,115.6,21.875,54.92,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0069979393836295,0.0069141387939453,0.0069141387939453,0.0131130218505859,0.0131130218505859,0.0063101450602213,0.0,0.0,0.0,0.0,0.0086307525634765,0.0107288360595703,0.0269889831542968,0.0056743621826171,0.0063419342041015,0.496,1.84,0.0,0.0,11.968,12.008,117.056,28.57142857142857,57.08,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0068055521143545,0.0073909759521484,0.0073909759521484,0.0116825103759765,0.0116825103759765,0.0058174133300781,0.0,0.0,0.0,0.0,0.0074386596679687,0.010538101196289,0.0201702117919921,0.0056326389312744,0.0063180923461914,0.496,1.84,0.0,0.0,4.232,3.744,115.648,23.809523809523807,39.008,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0068643199863718,0.00762939453125,0.00762939453125,0.0126361846923828,0.0126361846923828,0.0056743621826171,0.0,0.0,0.0,0.0,0.0077009201049804,0.0106573104858398,0.0249624252319335,0.0062306722005208,0.0080585479736328,0.496,1.84,0.0,0.0,7.736,8.264,115.224,11.76470588235294,38.984,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0066484384868868,0.0069141387939453,0.0069141387939453,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057220458984375,0.0065326690673828,0.496,1.84,0.0,0.0,0.0,0.0,115.224,41.66666666666667,17.672,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.006781288640416,0.0073909759521484,0.0073909759521484,0.0066757202148437,0.0066757202148437,0.0064373016357421,0.0,0.0,0.0,0.0,0.0085830688476562,0.0108718872070312,0.0197887420654296,0.0055517469133649,0.0062942504882812,0.496,1.84,0.0,0.0,4.232,3.744,114.712,12.5,35.68,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.006880926255563,0.0085830688476562,0.01068115234375,0.0131130218505859,0.0142574310302734,0.0056266784667968,0.0,0.0,0.0,0.0,0.0074386596679687,0.0105857849121093,0.0200748443603515,0.0055948893229166,0.0063419342041015,1.344,2.688,0.0,0.0,4.232,3.744,115.224,11.76470588235294,38.792,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.00676586853331,0.0061988830566406,0.0061988830566406,0.0069141387939453,0.0069141387939453,0.0058174133300781,0.0,0.0,0.0,0.0,0.0079154968261718,0.011444091796875,0.0270843505859375,0.005650520324707,0.006270408630371,0.496,1.84,0.0,0.0,11.968,12.008,115.544,44.44444444444444,31.856,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0067753578299906,0.0090599060058593,0.0090599060058593,0.0085830688476562,0.0085830688476562,0.0062942504882812,0.0,0.0,0.0,0.0,0.0084877014160156,0.0118255615234375,0.0216484069824218,0.0057003714821555,0.0064373016357421,0.496,1.84,0.0,0.0,4.232,3.744,115.544,24.137931034482758,52.112,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0068738092830525,0.0061988830566406,0.0061988830566406,0.0176429748535156,0.0176429748535156,0.0060319900512695,0.0,0.0,0.0,0.0,0.0079154968261718,0.010085105895996,0.0241994857788085,0.0056558185153537,0.0066518783569335,0.496,1.84,0.0,0.0,7.736,8.264,114.392,10.0,43.472,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0069401051738474,0.0061988830566406,0.0061988830566406,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0054102677565354,0.0057220458984375,0.496,1.84,0.0,0.0,0.0,0.0,115.984,31.57894736842105,31.368,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0067255390224172,0.0064373016357421,0.0064373016357421,0.0109672546386718,0.0109672546386718,0.0058174133300781,0.0,0.0,0.0,0.0,0.0077247619628906,0.0103950500488281,0.01983642578125,0.00589234488351,0.0068426132202148,0.496,1.84,0.0,0.0,4.232,3.744,113.256,12.5,32.048,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0069141387939453,0.0083446502685546,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0057220458984375,0.0,0.0,0.0,0.0,0.0075817108154296,0.0108242034912109,0.0200748443603515,0.0060626438685825,0.0079631805419921,0.496,1.84,0.0,0.0,4.232,3.744,118.936,17.647058823529413,32.912,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0069665908813476,0.0071525573730468,0.0071525573730468,0.0100135803222656,0.0100135803222656,0.0059763590494791,0.0,0.0,0.0,0.0,0.008249282836914,0.0103314717610677,0.025177001953125,0.005907482571072,0.0075340270996093,0.496,1.84,0.0,0.0,11.968,12.008,112.0,18.181818181818183,40.576,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088214874267578,0.0068574848741588,0.00762939453125,0.00762939453125,0.0081062316894531,0.0081062316894531,0.0058650970458984,0.0,0.0,0.0,0.0,0.0077724456787109,0.0104427337646484,0.0198841094970703,0.0344514846801757,0.1098155975341798,0.496,1.84,0.0,0.0,4.232,3.744,117.568,18.91891891891892,148.0,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0069520959806679,0.0061988830566406,0.0061988830566406,0.0078678131103515,0.0078678131103515,0.0057935714721679,0.0,0.0,0.0,0.0,0.007486343383789,0.010085105895996,0.0247478485107421,0.0054585306267989,0.006270408630371,0.496,1.84,0.0,0.0,7.736,8.264,114.344,17.391304347826086,78.512,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0068785539313928,0.00762939453125,0.00762939453125,0.0143051147460937,0.0143051147460937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055463690506784,0.0072479248046875,0.496,1.84,0.0,0.0,0.0,0.0,114.344,24.0,39.56,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0068322936100746,0.0073909759521484,0.0073909759521484,0.0083446502685546,0.0083446502685546,0.0056266784667968,0.0,0.0,0.0,0.0,0.0071048736572265,0.0104427337646484,0.0199794769287109,0.0054041544596354,0.006723403930664,0.496,1.84,0.0,0.0,4.232,3.744,114.344,25.0,56.664,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0087976455688476,0.0069011556039942,0.0066757202148437,0.0066757202148437,0.0085830688476562,0.0085830688476562,0.0055313110351562,0.0,0.0,0.0,0.0,0.0071525573730468,0.0093936920166015,0.0184535980224609,0.0054359436035156,0.0062227249145507,0.496,1.84,0.0,0.0,4.232,3.744,115.6,23.076923076923077,41.024,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081062316894531,0.0067441770345857,0.0085830688476562,0.0085830688476562,0.011444091796875,0.011444091796875,0.0060876210530598,0.0,0.0,0.0,0.0,0.0080108642578125,0.0105857849121093,0.0255107879638671,0.0052818885216346,0.0065803527832031,0.496,1.84,0.0,0.0,11.968,12.008,115.584,35.0,25.816,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078678131103515,0.0066045504897388,0.0073909759521484,0.0073909759521484,0.0102519989013671,0.0102519989013671,0.0057220458984375,0.0,0.0,0.0,0.0,0.0072479248046875,0.0101566314697265,0.0190258026123046,0.0058412551879882,0.0065326690673828,0.496,1.84,0.0,0.0,4.232,3.744,113.256,33.33333333333333,7.856,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085830688476562,0.0067252923946569,0.0081062316894531,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.005650520324707,0.0,0.0,0.0,0.0,0.0081300735473632,0.0111103057861328,0.027322769165039,0.0053246815999348,0.0057220458984375,0.496,1.84,0.0,0.0,7.736,8.264,117.184,20.0,25.552,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083446502685546,0.0067457037778636,0.0078678131103515,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055589173969469,0.0064373016357421,0.496,1.84,0.0,0.0,0.0,0.0,114.344,20.833333333333336,42.76,1
