time_seconds,a1_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,f1_c_retransmissions_ul_count,f1_c_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_retransmissions_dl_count,f1_u_packet_loss_dl_percentage,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_dl_ms,f1_c_latency_p90_ul_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_packet_loss_ul_percentage,e2_du_throughput_dl_kbps,a1_retransmissions_ul_count,e2_du_throughput_ul_kbps,a1_retransmissions_dl_count,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_u_throughput_ul_kbps,a1_latency_mean_ul_ms,a1_packet_loss_dl_percentage,a1_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0069550439423205,0.0087499618530273,0.0085830688476562,0.0085830688476562,0.00762939453125,0.00762939453125,0.0039157021809094,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,128.832,0.0,100.0,0.0,4509.504,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065630348167609,0.0088214874267578,0.0066757202148437,0.0066757202148437,0.0071525573730468,0.0071525573730468,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,0.0,0.0,113.256,0.0,100.0,0.0,1.192,1
117,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0070964588838465,0.0089883804321289,0.0100135803222656,0.0100135803222656,0.0083446502685546,0.0083446502685546,0.0039162504295528,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,128.136,0.0,100.0,0.0,10917.48,1
118,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065326690673828,0.0081300735473632,0.0071525573730468,0.0071525573730468,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,0.0,0.0,0.0,0.0,0.0,112.0,0.0,100.0,0.0,0.0,1
119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065124034881591,0.0078678131103515,0.0069141387939453,0.0069141387939453,0.013589859008789,0.013589859008789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,100.0,0.0,0.0,1
120,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066086275493679,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,111.44,0.0,100.0,0.0,0.0,1
121,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066294598935255,0.0085830688476562,0.00762939453125,0.00762939453125,0.0092983245849609,0.0092983245849609,0.0088214874267578,0.0088214874267578,0.0,0.0,0.0,0.0,0.012218952178955,0.0184535980224609,0.0,0.496,0.0,1.36,1.0,0.0,0.0,3.216,4.232,113.256,0.0064373016357421,20.0,0.0086307525634765,1.192,1
122,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0063898551523388,0.0081062316894531,0.0079870223999023,0.0088453292846679,0.0133514404296875,0.016021728515625,0.0066757202148437,0.0066757202148437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.344,0.0,2.208,0.0,0.0,0.0,0.0,0.0,113.256,0.0,100.0,0.0,1.192,1
123,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0063091961305532,0.0078678131103515,0.0066757202148437,0.0066757202148437,0.0071525573730468,0.0071525573730468,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,1.0,0.0,0.0,0.0,0.0,113.256,0.0,100.0,0.0,1.192,1
124,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066530704498291,0.0085830688476562,0.0119209289550781,0.0119209289550781,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,1.0,0.0,0.0,0.0,0.0,112.0,0.0,100.0,0.0,0.0,1
125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067794322967529,0.0083684921264648,0.0064373016357421,0.0064373016357421,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,1.0,0.0,0.0,0.0,0.0,112.0,0.0,100.0,0.0,0.0,1
126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0064635276794433,0.0081062316894531,0.0064373016357421,0.0064373016357421,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,1.0,0.0,0.0,0.0,0.0,112.0,0.0,100.0,0.0,0.0,1
127,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066401353522912,0.0083446502685546,0.0100135803222656,0.0100135803222656,0.0083446502685546,0.0083446502685546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,1.0,0.0,0.0,0.0,0.0,112.56,0.0,100.0,0.0,0.0,1
128,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065060990366769,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.0061988830566406,0.0061988830566406,0.0057220458984375,0.0057220458984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,100.0,0.0,1.192,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065135955810546,0.0081062316894531,0.0095367431640625,0.0095367431640625,0.0095367431640625,0.0095367431640625,0.0050067901611328,0.0050067901611328,0.0,0.0,0.0,0.0,0.0110864639282226,0.0170707702636718,0.0,0.496,0.0,1.36,1.0,0.0,0.0,3.216,4.232,112.696,0.0061988830566406,20.0,0.0084400177001953,1.192,1
130,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065108436850172,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0095367431640625,0.0095367431640625,0.0085830688476562,0.0085830688476562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,100.0,0.0,1.192,1
131,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0069986269311997,0.0094175338745117,0.0078678131103515,0.0078678131103515,0.0119209289550781,0.0119209289550781,0.0039120999778189,0.0045299530029296,0.0,0.0,0.0,0.0,0.0152587890625,0.0216245651245117,0.0,0.496,0.0,1.36,5.0,0.0,0.0,3.088,3.84,143.152,0.0061988830566406,66.66666666666666,0.0073432922363281,9081.392,1
132,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067818164825439,0.0090599060058593,0.0100135803222656,0.0100135803222656,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.014662742614746,0.0204086303710937,0.0,0.496,0.0,1.424,5.0,0.0,0.0,7.208,8.52,112.0,0.0068274411288174,46.666666666666664,0.0092983245849609,0.0,1
133,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0068072614998653,0.0087738037109375,0.0057220458984375,0.0057220458984375,0.0100135803222656,0.0100135803222656,0.0039995580479718,0.0046014785766601,0.0,0.0,0.0,0.0,0.0082254409790039,0.0098466873168945,0.0,0.496,1.0,1.36,3.0,0.0,0.0,1.152,3.184,120.784,0.0095963478088378,71.42857142857143,0.0132560729980468,1492.96,1
134,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065619023001972,0.0081062316894531,0.0073909759521484,0.0073909759521484,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.424,2.0,0.0,0.0,0.0,0.0,111.44,0.0,100.0,0.0,0.0,1
135,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065600517952796,0.0083208084106445,0.0090599060058593,0.0090599060058593,0.0064373016357421,0.0064373016357421,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0162720680236816,0.0219345092773437,0.0,0.496,0.0,1.36,3.0,0.0,0.0,3.992,3.504,113.816,0.0066280364990234,42.857142857142854,0.0087738037109375,1.192,1
136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0064574663911885,0.0078678131103515,0.0083446502685546,0.0083446502685546,0.0088214874267578,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,1.0,0.0,0.0,0.0,0.0,113.256,0.0,100.0,0.0,1.192,1
137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0064694881439208,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0104904174804687,0.0104904174804687,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,112.696,0.0,100.0,0.0,1.192,1
138,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.006422996520996,0.0081300735473632,0.0064373016357421,0.0064373016357421,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,100.0,0.0,0.0,1
139,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0065577030181884,0.0081300735473632,0.005960464477539,0.005960464477539,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0,0.0,0.0,0.0,0.0255107879638671,0.0298976898193359,0.0,0.496,0.0,1.36,3.0,0.0,0.0,1.12,1.12,112.0,340.2380148569743,66.66666666666666,816.5614128112793,0.0,1
140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.006575584411621,0.0083446502685546,0.0073909759521484,0.0073909759521484,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0,0.0,0.0,0.0,0.0136693318684895,0.0211715698242187,0.0,0.496,1.0,1.36,2.0,0.0,0.0,2.624,3.704,112.0,-204.1291236877441,40.0,0.0121116638183593,0.0,1
141,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066460661627166,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.0121593475341796,0.0121593475341796,0.0061988830566406,0.0079154968261718,0.0073228563581194,0.0071525573730468,0.0092983245849609,0.0088214874267578,0.0138282775878906,0.0257492065429687,0.0,0.496,0.0,1.424,1.0,9.488,23.088,4.272,4.76,117.192,0.0068346659342447,0.0,0.0094175338745117,15.408,1
142,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066211567589299,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0109672546386718,0.0109672546386718,0.00762939453125,0.00762939453125,0.0082254409790039,0.0052452087402343,0.0052452087402343,0.0090837478637695,0.0,0.0,0.0,0.496,0.0,1.36,0.0,1.264,1.504,0.0,0.0,113.256,0.0,100.0,0.0,1.192,1
143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066496246489719,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.009775161743164,0.009775161743164,0.0047683715820312,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,100.0,0.0,1.192,1
144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066187323593511,0.0083446502685546,0.0081062316894531,0.0081062316894531,0.0133514404296875,0.0133514404296875,0.0044769710964626,0.0057935714721679,0.0061392784118652,0.0078082084655761,0.0096321105957031,0.0064611434936523,0.0,0.0,0.0,0.496,0.0,1.36,1.0,5.696,8.608,0.0,0.0,129.392,0.0,100.0,0.0,196.016,1
145,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0064265188859335,0.0086307525634765,0.011444091796875,0.011444091796875,0.0126361846923828,0.0126361846923828,0.0051657358805338,0.0072479248046875,0.0056743621826171,0.0068187713623046,0.0081539154052734,0.0074386596679687,0.0144640604654947,0.0190258026123046,0.0,0.496,0.0,1.424,1.0,16.656,5.04,2.688,4.232,111.376,0.0064373016357421,50.0,0.0084400177001953,28.024,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0071654132768219,0.009465217590332,0.0064373016357421,0.0064373016357421,0.0092983245849609,0.0092983245849609,0.0042660545756798,0.0054836273193359,0.0,0.0,0.0,0.0,0.0172853469848632,0.023818016052246,0.0,0.496,0.0,1.84,3.0,0.0,0.0,3.992,3.504,136.008,0.007486343383789,42.857142857142854,0.0098705291748046,1177.688,1
147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0068595753380315,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0066757202148437,0.0066757202148437,0.0054240226745605,0.0067710876464843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.84,0.0,0.0,0.0,0.0,0.0,114.84,0.0,42.857142857142854,0.0,35.76,1
148,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0069449790081574,0.0085830688476562,0.005960464477539,0.005960464477539,0.0104904174804687,0.0104904174804687,0.0042506626674107,0.0052690505981445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.84,0.0,0.0,0.0,0.0,0.0,114.712,0.0,42.857142857142854,0.0,633.6,1
149,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0069236280906259,0.0088214874267578,0.0085830688476562,0.0085830688476562,0.0090599060058593,0.0090599060058593,0.0039401153723398,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.84,0.0,0.0,0.0,0.0,0.0,113.256,0.0,42.857142857142854,0.0,2030.224,1
150,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.007076216448704,0.0088214874267578,0.0095367431640625,0.0095367431640625,0.0085830688476562,0.0085830688476562,0.003908329656163,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.808,0.0,0.0,0.0,0.0,0.0,123.64,0.0,100.0,0.0,8759.608,1
151,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0071137996729958,0.009012222290039,0.00762939453125,0.00762939453125,0.0123977661132812,0.0123977661132812,0.0038948280132369,0.0045299530029296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.84,1.0,0.0,0.0,0.0,0.0,119.008,0.0,100.0,0.0,6920.816,1
152,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0074374675750732,0.0100374221801757,0.0081062316894531,0.0081062316894531,0.0133514404296875,0.0133514404296875,0.0039303744280779,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.84,1.0,0.0,0.0,0.0,0.0,114.84,0.0,100.0,0.0,11732.592,1
153,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0070849461341971,0.0090599060058593,0.0090599060058593,0.0090599060058593,0.0126361846923828,0.0126361846923828,0.0041698154650236,0.0050067901611328,0.0,0.0,0.0,0.0,0.0138282775878906,0.0200986862182617,0.0,0.496,0.0,1.84,2.0,0.0,0.0,3.216,4.232,115.4,0.0063896179199218,33.33333333333333,0.0080585479736328,1809.312,1
154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067860332887564,0.0083446502685546,0.005960464477539,0.0061511993408203,0.0109672546386718,0.0123023986816406,0.0041163111307534,0.005197525024414,0.0,0.0,0.0,0.0,0.0168681144714355,0.0285148620605468,0.0,1.344,1.0,2.688,1.0,0.0,0.0,3.312,4.76,115.112,0.0083049138387044,42.857142857142854,0.0132322311401367,873.928,1
155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067113050773962,0.0083446502685546,0.0057220458984375,0.0057220458984375,0.0090599060058593,0.0090599060058593,0.0055176871163504,0.006866455078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.84,0.0,0.0,0.0,0.0,0.0,114.264,0.0,100.0,0.0,25.448,1
156,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0072564228926554,0.0092983245849609,0.009775161743164,0.009775161743164,0.0069141387939453,0.0069141387939453,0.0041042055402483,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.84,1.0,0.0,0.0,0.0,0.0,115.616,0.0,100.0,0.0,2169.664,1
157,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0068775498040831,0.0085830688476562,0.0071525573730468,0.0071525573730468,0.0121593475341796,0.0121593475341796,0.0041989719166475,0.0053882598876953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.84,1.0,0.0,0.0,0.0,0.0,115.92,0.0,100.0,0.0,841.16,1
158,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0072139324528155,0.0088214874267578,0.0083446502685546,0.0083446502685546,0.0109672546386718,0.0109672546386718,0.0040223708698059,0.0047683715820312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.84,1.0,0.0,0.0,0.0,0.0,118.448,0.0,100.0,0.0,4506.424,1
159,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.00687837600708,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0064373016357421,0.0064373016357421,0.004123418759077,0.0050067901611328,0.0,0.0,0.0,0.0,0.015576680501302,0.019693374633789,0.0,0.496,0.0,1.84,2.0,0.0,0.0,2.688,4.232,112.0,0.0065326690673828,57.14285714285714,0.0076770782470703,706.288,1
160,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067468899399486,0.0088214874267578,0.0073909759521484,0.0073909759521484,0.0119209289550781,0.0119209289550781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.808,1.0,0.0,0.0,0.0,0.0,112.56,0.0,100.0,0.0,0.0,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0069331173873066,0.0090599060058593,0.0073909759521484,0.0073909759521484,0.0126361846923828,0.0126361846923828,0.0047229585193452,0.0061750411987304,0.0,0.0,0.0,0.0,0.0156561533610026,0.025033950805664,0.0,0.496,1.0,1.776,1.0,0.0,0.0,3.464,3.504,121.824,0.0073432922363281,50.0,0.0103473663330078,316.608,1
162,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066578388214111,0.0083446502685546,0.0078678131103515,0.0078678131103515,0.0095367431640625,0.0095367431640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0185966491699218,0.0185966491699218,0.0,0.496,0.0,1.84,3.0,0.0,0.0,0.528,0.528,112.0,0.0092983245849609,66.66666666666666,0.0092983245849609,0.0,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067717993437354,0.0085830688476562,0.0083446502685546,0.0083446502685546,0.0085830688476562,0.0085830688476562,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.776,0.0,0.0,0.0,0.0,0.0,113.256,0.0,66.66666666666666,0.0,1.192,1
164,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067717993437354,0.0083446502685546,0.0102519989013671,0.0102519989013671,0.0081062316894531,0.0081062316894531,0.005960464477539,0.005960464477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.776,0.0,0.0,0.0,0.0,0.0,113.256,0.0,66.66666666666666,0.0,1.192,1
165,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.006665044756078,0.0083446502685546,0.0104904174804687,0.0104904174804687,0.0081062316894531,0.0081062316894531,0.0092983245849609,0.0092983245849609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.776,0.0,0.0,0.0,0.0,0.0,113.256,0.0,66.66666666666666,0.0,1.192,1
166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066792964935302,0.0085830688476562,0.0069141387939453,0.0069141387939453,0.011444091796875,0.011444091796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0182390213012695,0.0284433364868164,0.0,0.496,0.0,1.776,3.0,0.0,0.0,1.12,0.592,112.0,0.005960464477539,66.66666666666666,0.005960464477539,0.0,1
167,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066009920034835,0.0081062316894531,0.00762939453125,0.00762939453125,0.0100135803222656,0.0100135803222656,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.776,1.0,0.0,0.0,0.0,0.0,114.456,0.0,100.0,0.0,2.168,1
168,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067818164825439,0.0088214874267578,0.0061988830566406,0.0061988830566406,0.005960464477539,0.005960464477539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.84,0.0,0.0,0.0,0.0,0.0,112.0,0.0,100.0,0.0,0.0,1
169,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067468899399486,0.0081062316894531,0.0052452087402343,0.0052452087402343,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.776,1.0,0.0,0.0,0.0,0.0,112.56,0.0,100.0,0.0,0.0,1
170,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0068259239196777,0.0088214874267578,0.0069141387939453,0.0069141387939453,0.0092983245849609,0.0092983245849609,0.0052452087402343,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.776,0.0,0.0,0.0,0.0,0.0,112.696,0.0,100.0,0.0,1.192,1
171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.006704047174737,0.0085830688476562,0.0095367431640625,0.0095367431640625,0.0088214874267578,0.0088214874267578,0.0077486038208007,0.0078439712524414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.84,0.0,0.0,0.0,0.0,0.0,115.984,0.0,100.0,0.0,3.632,1
172,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0068500860413508,0.0088214874267578,0.00762939453125,0.00762939453125,0.005960464477539,0.005960464477539,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.776,1.0,0.0,0.0,0.0,0.0,113.256,0.0,100.0,0.0,1.192,1
173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0068122900805427,0.0088214874267578,0.0078678131103515,0.0078678131103515,0.0112056732177734,0.0112056732177734,0.004185570610894,0.0050067901611328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.776,0.0,0.0,0.0,0.0,0.0,126.16,0.0,100.0,0.0,1034.872,1
174,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.006716251373291,0.0083684921264648,0.0066757202148437,0.0066757202148437,0.009775161743164,0.009775161743164,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.84,0.0,0.0,0.0,0.0,0.0,112.0,0.0,100.0,0.0,2.44,1
175,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066898836947903,0.008559226989746,0.0066757202148437,0.0066757202148437,0.0071525573730468,0.0071525573730468,0.005573034286499,0.0072002410888671,0.0065565109252929,0.0069141387939453,0.0092029571533203,0.007033348083496,0.0,0.0,0.0,0.496,0.0,1.808,0.0,1.696,1.696,0.0,0.0,120.032,0.0,100.0,0.0,52.88,1
176,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0067611238849696,0.0083446502685546,0.0061988830566406,0.0061988830566406,0.0069141387939453,0.0069141387939453,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.84,0.0,0.0,0.0,0.0,0.0,114.456,0.0,100.0,0.0,2.168,1
177,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0066152259485045,0.0081062316894531,0.0066757202148437,0.0066757202148437,0.0085830688476562,0.0085830688476562,0.0064373016357421,0.0077724456787109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.84,0.0,0.0,0.0,0.0,0.0,113.256,0.0,100.0,0.0,5.408,1
178,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0071044038669229,0.009012222290039,0.0081062316894531,0.0081062316894531,0.0102519989013671,0.0102519989013671,0.0042221048376062,0.0052452087402343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,1.808,0.0,0.0,0.0,0.0,0.0,123.64,0.0,100.0,0.0,1766.448,1
179,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0069330234338741,0.0085830688476562,0.0102519989013671,0.0102519989013671,0.0073909759521484,0.0073909759521484,0.0039717597419051,0.0047683715820312,0.0,0.0,0.0,0.0,0.0159740447998046,0.0161647796630859,0.0,0.496,1.0,1.84,2.0,0.0,0.0,2.096,4.168,118.448,0.0116348266601562,60.0,0.0226020812988281,4317.52,1
