time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_ul_percentage,e2_du_packet_loss_dl_percentage,e2_du_retransmissions_ul_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_ul_percentage,f1_u_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_latency_mean_dl_ms,f1_u_latency_p90_dl_ms,a1_latency_mean_ul_ms,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,a1_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_ul_ms,f1_c_retransmissions_ul_count,f1_c_retransmissions_dl_count,e2_du_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_dl_kbps,f1_c_throughput_ul_kbps,a1_throughput_dl_kbps,a1_throughput_ul_kbps,f1_c_packet_loss_dl_percentage,f1_u_throughput_ul_kbps,f1_c_latency_mean_ul_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,f1_u_throughput_dl_kbps,F-node
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333786010742187,0.0333786010742187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,0.0,0.0,0.0,0.0,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057220458984375,0.0,0.0,0.0073432922363281,0.0,0.0,0.0109672546386718,0.0217914581298828,0.0333786010742187,0.0333786010742187,0.0,0.0,0.0,0.0,0.0,0.0,3.744,4.232,0.0,0.496,0.0,0.0,0.0,0.0,0.0,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0070571899414062,0.0,0.0,0.0084400177001953,0.0,0.0,0.0115871429443359,0.0218391418457031,0.0333786010742187,0.0333786010742187,0.0,0.0,0.0,0.0,0.0,0.0,3.744,4.232,0.0,0.496,0.0,0.0,0.0,0.0,0.0,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060558319091796,0.0,0.0,0.0081539154052734,0.0,0.0,0.0116348266601562,0.0275850296020507,0.0333786010742187,0.0333786010742187,0.0,0.0,0.0,0.0,0.0,0.0,8.264,7.736,0.0,0.496,0.0,0.0,0.0,0.0,0.0,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333786010742187,0.0333786010742187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,0.0,0.0,0.0,0.0,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333786010742187,0.0333786010742187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,0.0,0.0,0.0,0.0,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333786010742187,0.0333786010742187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,0.0,0.0,0.0,0.0,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057220458984375,0.0,0.0,0.0071525573730468,0.0,0.0,0.0107288360595703,0.0203132629394531,0.0333786010742187,0.0333786010742187,0.0,0.0,0.0,0.0,0.0,0.0,3.744,4.232,0.0,0.496,0.0,0.0,0.0,0.0,0.0,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0065803527832031,0.0,0.0,0.0085830688476562,0.0,0.0,0.0119209289550781,0.0227928161621093,0.0333786010742187,0.0333786010742187,0.0,0.0,0.0,0.0,0.0,0.0,3.744,4.232,0.0,0.496,0.0,0.0,0.0,0.0,0.0,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006270408630371,0.0,0.0,0.0085830688476562,0.0,0.0,0.0104427337646484,0.0236749649047851,0.0333786010742187,0.0333786010742187,0.0,0.0,0.0,0.0,0.848,0.848,8.264,7.736,0.0,0.496,0.0169277191162109,0.0050067901611328,0.0169277191162109,0.0050067901611328,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333786010742187,0.0333786010742187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.496,0.0,0.0,0.0,0.0,0.0,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333786010742187,0.0333786010742187,0.0,0.0,0.0,0.0,25.376,29.024,0.0,0.0,0.0,0.496,0.0076691309611002,0.0076055526733398,0.0092983245849609,0.0097513198852539,0.0,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0048687583521792,0.0062465667724609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0071132067337776,0.0,0.0,0.0,0.0,15.328,2.896,0.0,0.0,0.0,112.208,0.0070730845133463,0.0083446502685546,0.0084400177001953,0.0106334686279296,63.952,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060081481933593,0.0121593475341796,0.0121593475341796,0.0078201293945312,0.0,0.0,0.0103473663330078,0.0193119049072265,0.0085830688476562,0.0069260597229003,0.0,0.0,0.0,1.36,0.0,0.0,3.744,4.232,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0057220458984375,0.0077724456787109,0.005960464477539,0.0066757202148437,0.0066757202148437,0.0075817108154296,0.0128746032714843,0.0128746032714843,0.0114917755126953,0.0217914581298828,0.0083446502685546,0.0065474799185088,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,0.0,75.56,0.0,0.0,0.0,0.0,3.576,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058650970458984,0.0066757202148437,0.0066757202148437,0.007939338684082,0.0071525573730468,0.0071525573730468,0.0097990036010742,0.0225543975830078,0.0083446502685546,0.0060570240020751,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0076532363891601,0.0058925151824951,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0039930017585428,0.0047683715820312,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0.0078678131103515,0.0059269006969859,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,143.152,0.0,0.0,0.0,0.0,2551.264,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0076532363891601,0.0059306621551513,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0050067901611328,0.0050067901611328,0.0059127807617187,0.0052452087402343,0.0052452087402343,0.0072479248046875,0.0133514404296875,0.0133514404296875,0.009918212890625,0.0182628631591796,0.0073909759521484,0.0057789816785214,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0063975652058919,0.0089406967163085,0.0060081481933593,0.0088214874267578,0.0088214874267578,0.0074386596679687,0.0133514404296875,0.0133514404296875,0.0116348266601562,0.0222682952880859,0.0080347061157226,0.0060551306780646,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,0.0,124.384,0.0,0.0,0.0,0.0,19.392,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.006103515625,0.0064373016357421,0.0064373016357421,0.0083684921264648,0.0069141387939453,0.0069141387939453,0.0101804733276367,0.023818016052246,0.0081062316894531,0.0060019801505169,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0.0078678131103515,0.0058686733245849,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050067901611328,0.0053882598876953,0.0,0.0063180923461914,0.006413459777832,0.0,0.0,0.0085830688476562,0.006260871887207,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0.0083446502685546,0.0060820579528808,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0039527290745785,0.0047683715820312,0.005960464477539,0.0119209289550781,0.0119209289550781,0.007486343383789,0.0095367431640625,0.0095367431640625,0.0102996826171875,0.0180721282958984,0.0087499618530273,0.006416264702292,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,0.0,132.768,0.0,0.0,0.0,0.0,2221.544,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058174133300781,0.0069141387939453,0.0069141387939453,0.0074386596679687,0.0071525573730468,0.0071525573730468,0.011444091796875,0.0219345092773437,0.0081062316894531,0.0060081481933593,0.0,0.0,0.496,1.392,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0045299530029296,0.0045299530029296,0.0058412551879882,0.0078678131103515,0.0078678131103515,0.0081300735473632,0.0064373016357421,0.0064373016357421,0.010538101196289,0.0235557556152343,0.0078678131103515,0.0059130179941357,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0065565109252929,0.0079870223999023,0.0,0.00762939453125,0.00762939453125,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0.0078678131103515,0.0059675462175123,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,116.88,0.0,0.0,0.0,0.0,4.528,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0039035604892866,0.0047683715820312,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0123977661132812,0.0123977661132812,0.0,0.0,0.0089645385742187,0.0066454817609089,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,134.024,0.0,0.0,0.0,0.0,12179.592,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.004073143005371,0.0050067901611328,0.0,0.0083446502685546,0.0083446502685546,0.0,0.009775161743164,0.009775161743164,0.0,0.0,0.0088214874267578,0.0064574663911885,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.192,0.0,0.0,0.0,0.0,2496.544,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0064373016357421,0.0071525573730468,0.0071525573730468,0.0071525573730468,0.0098228454589843,0.00762939453125,0.00762939453125,0.0126838684082031,0.0226020812988281,0.0078678131103515,0.0059568881988525,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0.0,4.488,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058174133300781,0.0085830688476562,0.0085830688476562,0.0073909759521484,0.0107288360595703,0.0107288360595703,0.0100612640380859,0.0185966491699218,0.00762939453125,0.0058925151824951,0.0,0.0,0.496,1.392,0.0,0.0,3.744,4.232,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061511993408203,0.0078678131103515,0.0078678131103515,0.0081539154052734,0.0081062316894531,0.0081062316894531,0.0102996826171875,0.023198127746582,0.0078678131103515,0.0059008598327636,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0052452087402343,0.0052452087402343,0.0,0.00762939453125,0.00762939453125,0.0,0.0140666961669921,0.0140666961669921,0.0,0.0,0.0078678131103515,0.0060956869552384,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0040732762392829,0.0049829483032226,0.0064690907796223,0.00762939453125,0.00762939453125,0.0085830688476562,0.0112056732177734,0.0112056732177734,0.0096321105957031,0.020599365234375,0.0088214874267578,0.0066328974603449,0.0,0.0,0.496,1.424,0.0,0.0,10.776,11.312,0.0,139.216,0.0,0.0,0.0,0.0,2739.728,0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0050067901611328,0.0058889389038085,0.0,0.0061988830566406,0.0061988830566406,0.0,0.0138282775878906,0.0138282775878906,0.0,0.0,0.0078678131103515,0.0060007939884318,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,113.256,0.0,0.0,0.0,0.0,17.632,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0039465164800246,0.0047683715820312,0.0058174133300781,0.00762939453125,0.00762939453125,0.0075340270996093,0.0102519989013671,0.0102519989013671,0.010538101196289,0.01983642578125,0.0090599060058593,0.0067913886344078,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,0.0,122.16,0.0,0.0,0.0,0.0,9429.912,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0039811302124439,0.0047683715820312,0.0062465667724609,0.0088214874267578,0.0088214874267578,0.0080585479736328,0.0116825103759765,0.0116825103759765,0.0095367431640625,0.0163555145263671,0.0088214874267578,0.0067041881048857,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,0.0,117.192,0.0,0.0,0.0,0.0,9124.28,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0041127204895019,0.0050067901611328,0.0063180923461914,0.0071525573730468,0.0071525573730468,0.0086069107055664,0.0131130218505859,0.0131130218505859,0.0106096267700195,0.0236749649047851,0.0081062316894531,0.0062155723571777,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,0.0,112.0,0.0,0.0,0.0,0.0,494.384,0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00762939453125,0.00762939453125,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0,0.0078678131103515,0.0060021877288818,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0078201293945312,0.0,0.0078678131103515,0.0078678131103515,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0.0078678131103515,0.0060062690321447,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,123.64,0.0,0.0,0.0,0.0,11.704,0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0060796737670898,0.0063657760620117,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0.0081062316894531,0.0060147578173344,0.0,0.0,0.496,1.36,0.848,0.848,0.0,0.0,0.0,118.448,0.0066757202148437,0.0057220458984375,0.0066757202148437,0.0057220458984375,6.448,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.004150249339916,0.0050067901611328,0.0056743621826171,0.009775161743164,0.009775161743164,0.0071525573730468,0.0081062316894531,0.0081062316894531,0.0098705291748046,0.0178813934326171,0.0081062316894531,0.006047375683714,0.0,0.0,0.496,1.424,0.848,0.848,3.744,4.232,0.0,123.64,0.0057220458984375,0.0193119049072265,0.0057220458984375,0.0193119049072265,844.072,0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0039428027708138,0.0047683715820312,0.0058174133300781,0.0069141387939453,0.0069141387939453,0.0072479248046875,0.0088214874267578,0.0088214874267578,0.009918212890625,0.0185012817382812,0.0088214874267578,0.0063744350452328,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,0.0,117.192,0.0,0.0,0.0,0.0,5321.584,0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0040286207852298,0.0050067901611328,0.0060796737670898,0.0104904174804687,0.0104904174804687,0.0086069107055664,0.0109672546386718,0.0109672546386718,0.0102043151855468,0.0235557556152343,0.0090599060058593,0.0066792787010989,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,0.0,117.192,0.0,0.0,0.0,0.0,3035.632,0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0041723251342773,0.0049829483032226,0.0,0.009775161743164,0.009775161743164,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0.0078916549682617,0.0059425830841064,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,40.944,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0042211814004866,0.0050067901611328,0.0,0.00762939453125,0.00762939453125,0.0,0.0116825103759765,0.0116825103759765,0.0,0.0,0.0085830688476562,0.0063889097459245,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,117.2,0.0,0.0,0.0,0.0,1340.92,0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0040977231917842,0.0050067901611328,0.0,0.0081062316894531,0.0081062316894531,0.0,0.013589859008789,0.013589859008789,0.0,0.0,0.0088214874267578,0.0063617630760268,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,115.6,0.0,0.0,0.0,0.0,1615.8,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0060796737670898,0.0063657760620117,0.0059127807617187,0.0069141387939453,0.0069141387939453,0.0075340270996093,0.0119209289550781,0.0119209289550781,0.0102519989013671,0.0189781188964843,0.0083446502685546,0.0060790806860473,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,0.0,113.256,0.0,0.0,0.0,0.0,3.568,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0057220458984375,0.0057220458984375,0.0060081481933593,0.0064373016357421,0.0064373016357421,0.0078678131103515,0.0102519989013671,0.0102519989013671,0.010538101196289,0.0189781188964843,0.0081062316894531,0.0061146655485997,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061511993408203,0.0066757202148437,0.0066757202148437,0.0087976455688476,0.0088214874267578,0.0088214874267578,0.0105857849121093,0.025343894958496,0.0081062316894531,0.0060093402862548,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0.0078678131103515,0.005887746810913,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0078916549682617,0.0059401988983154,0.0,0.0,0.496,1.36,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0081539154052734,0.0,0.0090599060058593,0.0107765197753906,0.0,0.0,0.0081062316894531,0.0060224533081054,0.0,0.0,1.344,2.208,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0064373016357421,0.0082731246948242,0.0066757202148437,0.0081062316894531,0.0081062316894531,0.0093460083007812,0.0073909759521484,0.0073909759521484,0.012969970703125,0.0246524810791015,0.0083446502685546,0.0062283903065294,0.0,0.0,0.496,1.36,0.0,0.0,3.744,4.232,0.0,118.448,0.0,0.0,0.0,0.0,31.52,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0045299530029296,0.0045299530029296,0.0072956085205078,0.0064373016357421,0.0064373016357421,0.0086307525634765,0.0121593475341796,0.0121593475341796,0.0101089477539062,0.0188350677490234,0.0083446502685546,0.0060494266339202,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,0.0,113.256,0.0,0.0,0.0,0.0,1.192,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0052452087402343,0.006103515625,0.0057697296142578,0.0116825103759765,0.0116825103759765,0.0076532363891601,0.0073909759521484,0.0073909759521484,0.0103712081909179,0.023508071899414,0.0083446502685546,0.0060506127960053,0.0,0.0,0.496,1.36,0.0,0.0,8.264,7.736,0.0,113.256,0.0,0.0,0.0,0.0,18.648,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0050067901611328,0.0074386596679687,0.0,0.0064373016357421,0.0064373016357421,0.0,0.0061988830566406,0.0061988830566406,0.0,0.0,0.0078439712524414,0.00599469288741,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,122.384,0.0,0.0,0.0,0.0,52.712,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0.0085830688476562,0.0060760974884033,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.003998806886727,0.0045299530029296,0.0,0.0119209289550781,0.0119209289550781,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0.0090599060058593,0.0068273359132044,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,143.152,0.0,0.0,0.0,0.0,9644.384,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0040515024859206,0.0047683715820312,0.0060558319091796,0.0090599060058593,0.0090599060058593,0.0077247619628906,0.0143051147460937,0.0143051147460937,0.0104904174804687,0.0195503234863281,0.009775161743164,0.0070861322962822,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,0.0,117.192,0.0,0.0,0.0,0.0,11185.408,0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0040713036633644,0.0047683715820312,0.0060081481933593,0.0088214874267578,0.0088214874267578,0.0075817108154296,0.0131130218505859,0.0131130218505859,0.0102043151855468,0.0187397003173828,0.0095367431640625,0.0069377445938563,0.0,0.0,0.496,1.424,0.0,0.0,3.744,4.232,0.0,118.448,0.0,0.0,0.0,0.0,9681.328,0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0040987665339033,0.0047683715820312,0.0060558319091796,0.009775161743164,0.009775161743164,0.0083684921264648,0.0123977661132812,0.0123977661132812,0.0103950500488281,0.0246763229370117,0.0095367431640625,0.0070557735934115,0.0,0.0,0.496,1.424,0.0,0.0,8.264,7.736,0.0,118.448,0.0,0.0,0.0,0.0,11359.296,0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0041232180239549,0.0047683715820312,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0100135803222656,0.0100135803222656,0.0,0.0,0.0092983245849609,0.0068445016842077,0.0,0.0,0.496,1.424,0.0,0.0,0.0,0.0,0.0,118.448,0.0,0.0,0.0,0.0,5423.056,0
