time_seconds,a1_retransmissions_ul_count,a1_retransmissions_dl_count,a1_packet_loss_ul_percentage,a1_packet_loss_dl_percentage,e2_du_packet_loss_dl_percentage,f1_c_packet_loss_ul_percentage,f1_c_retransmissions_dl_count,e2_du_retransmissions_dl_count,f1_c_packet_loss_dl_percentage,f1_c_retransmissions_ul_count,f1_u_packet_loss_dl_percentage,f1_u_packet_loss_ul_percentage,f1_u_retransmissions_dl_count,f1_u_retransmissions_ul_count,f1_u_latency_mean_ul_ms,f1_u_latency_p90_ul_ms,f1_u_latency_mean_dl_ms,f1_c_latency_mean_ul_ms,a1_latency_mean_ul_ms,f1_u_latency_p90_dl_ms,f1_c_latency_mean_dl_ms,f1_c_latency_p90_ul_ms,f1_c_latency_p90_dl_ms,a1_latency_p90_ul_ms,e2_du_latency_mean_dl_ms,e2_du_latency_p90_dl_ms,a1_latency_mean_dl_ms,a1_latency_p90_dl_ms,e2_du_retransmissions_ul_count,e2_du_throughput_dl_kbps,f1_c_throughput_dl_kbps,e2_du_throughput_ul_kbps,f1_c_throughput_ul_kbps,a1_throughput_ul_kbps,a1_throughput_dl_kbps,f1_u_throughput_ul_kbps,e2_du_packet_loss_ul_percentage,e2_du_latency_mean_ul_ms,e2_du_latency_p90_ul_ms,f1_u_throughput_dl_kbps,F-node
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006722240913205,0.0090599060058593,0.0041770514937749,0.0115633010864257,0.0,0.0050067901611328,0.0127553939819335,0.0145196914672851,0.0164747238159179,0.0,0.0102519989013671,0.0102519989013671,0.0,0.0,0,0.496,1.696,1.36,1.696,0.0,0.0,142.592,0.0,0.0069141387939453,0.0069141387939453,2246.536,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063121908962136,0.0085830688476562,0.0039536685229622,0.0115633010864257,0.0,0.0047683715820312,0.0127553939819335,0.0145196914672851,0.0164747238159179,0.0,0.0159740447998046,0.0159740447998046,0.0,0.0,0,0.496,1.696,1.424,1.696,0.0,0.0,118.448,0.0,0.0090599060058593,0.0090599060058593,3823.344,0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059367412358374,0.0078678131103515,0.0051259994506835,0.0115633010864257,0.0067710876464843,0.0056028366088867,0.0127553939819335,0.0145196914672851,0.0164747238159179,0.0092506408691406,0.013589859008789,0.013589859008789,0.011444091796875,0.0210762023925781,0,0.496,1.696,1.424,1.696,3.504,4.52,113.256,0.0,0.0085830688476562,0.0085830688476562,6.112,0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062305939021368,0.0082969665527343,0.0039441611177177,0.0115633010864257,0.0,0.0047683715820312,0.0127553939819335,0.0145196914672851,0.0164747238159179,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0,0.496,1.696,1.392,1.696,0.0,0.0,123.64,0.0,0.0095367431640625,0.0095367431640625,2106.352,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061917660841301,0.0083446502685546,0.0052650769551595,0.0115633010864257,0.0,0.0063657760620117,0.0127553939819335,0.0145196914672851,0.0164747238159179,0.0,0.0066757202148437,0.0066757202148437,0.0,0.0,0,0.496,1.696,1.424,1.696,0.0,0.0,115.288,0.0,0.0073909759521484,0.0073909759521484,63.216,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061917304992675,0.0081300735473632,0.0042716662089029,0.0115633010864257,0.0,0.0058412551879882,0.0127553939819335,0.0145196914672851,0.0164747238159179,0.0,0.0150203704833984,0.0150203704833984,0.0,0.0,0,0.496,1.696,1.424,1.696,0.0,0.0,112.0,0.0,0.0081062316894531,0.0081062316894531,120.72,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060045719146728,0.0078678131103515,0.0,0.0115633010864257,0.005960464477539,0.0,0.0127553939819335,0.0145196914672851,0.0164747238159179,0.0063657760620117,0.0083446502685546,0.0083446502685546,0.0114838282267252,0.0199079513549804,0,0.496,1.696,1.392,1.696,3.704,4.272,112.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059711933135986,0.00762939453125,0.0,0.0115633010864257,0.0069618225097656,0.0,0.0127553939819335,0.0145196914672851,0.0164747238159179,0.0084877014160156,0.0119209289550781,0.0119209289550781,0.010538101196289,0.0195026397705078,0,0.496,1.696,1.36,1.696,4.232,3.744,112.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.005956958321964,0.0078678131103515,0.0067353248596191,0.0,0.0065803527832031,0.0083684921264648,0.0,0.0,0.0,0.0087738037109375,0.0126361846923828,0.0126361846923828,0.0105142593383789,0.0260829925537109,0,0.496,0.0,1.36,0.0,7.736,8.264,126.224,0.0,0.0073909759521484,0.0073909759521484,14.56,0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060826391723025,0.0085830688476562,0.0057220458984375,0.0,0.0,0.0057220458984375,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0,0.496,0.0,1.424,0.0,0.0,0.0,113.256,0.0,0.0066757202148437,0.0066757202148437,1.192,0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061316065268941,0.0083208084106445,0.0057220458984375,0.0,0.0,0.0062942504882812,0.0,0.0,0.0,0.0,0.0092983245849609,0.0092983245849609,0.0,0.0,0,0.496,0.0,1.424,0.0,0.0,0.0,118.448,0.0,0.0066757202148437,0.0066757202148437,6.496,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061571598052978,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0.0,0,0.496,0.0,1.424,0.0,0.0,0.0,112.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058186054229736,0.00762939453125,0.0,0.0,0.0066280364990234,0.0,0.0,0.0,0.0,0.0092506408691406,0.0081062316894531,0.0081062316894531,0.0108718872070312,0.0210762023925781,0,0.496,0.0,1.36,0.0,4.232,3.744,112.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061941618966584,0.0081062316894531,0.0096559524536132,0.0,0.0060558319091796,0.0099420547485351,0.0,0.0,0.0,0.0077724456787109,0.0085830688476562,0.0085830688476562,0.0100612640380859,0.0189781188964843,0,0.496,0.0,1.36,0.0,4.232,3.744,119.024,0.0,0.0069141387939453,0.0069141387939453,6.448,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060439109802246,0.0085830688476562,0.0,0.0,0.0062227249145507,0.0,0.0,0.0,0.0,0.0085353851318359,0.0138282775878906,0.0138282775878906,0.0103712081909179,0.0234842300415039,0,0.496,0.0,1.36,0.0,7.736,8.264,112.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059011563732849,0.00762939453125,0.0047683715820312,0.0,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0121593475341796,0.0121593475341796,0.0,0.0,0,0.496,0.0,1.424,0.0,0.0,0.0,113.256,0.0,0.0088214874267578,0.0088214874267578,1.192,0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061063624140041,0.0085830688476562,0.0095367431640625,0.0,0.0,0.0095367431640625,0.0,0.0,0.0,0.0,0.0069141387939453,0.0069141387939453,0.0,0.0,0,0.496,0.0,1.36,0.0,0.0,0.0,113.256,0.0,0.0081062316894531,0.0081062316894531,1.192,0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006176345977024,0.0083446502685546,0.0054836273193359,0.0,0.0,0.0054836273193359,0.0,0.0,0.0,0.0,0.005960464477539,0.005960464477539,0.0,0.0,0,0.496,0.0,1.36,0.0,0.0,0.0,113.256,0.0,0.0090599060058593,0.0090599060058593,1.192,0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059367412358374,0.0078678131103515,0.0069141387939453,0.0,0.0061511993408203,0.0069141387939453,0.0,0.0,0.0,0.0080585479736328,0.0104904174804687,0.0104904174804687,0.0102996826171875,0.0193595886230468,0,0.496,0.0,1.36,0.0,4.232,3.744,114.968,0.0,0.0069141387939453,0.0069141387939453,2.68,0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061917304992675,0.0081062316894531,0.0,0.0,0.0065803527832031,0.0,0.0,0.0,0.0,0.0091552734375,0.0133514404296875,0.0133514404296875,0.0108242034912109,0.0186443328857421,0,0.496,0.0,1.36,0.0,4.232,3.744,112.0,0.0,0.0102519989013671,0.0102519989013671,0.0,0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.006103515625,0.0081062316894531,0.0,0.0,0.0061988830566406,0.0,0.0,0.0,0.0,0.0086069107055664,0.0078678131103515,0.0078678131103515,0.0103712081909179,0.0240564346313476,0,0.496,0.0,1.424,0.0,7.736,8.264,112.0,0.0,0.0066757202148437,0.0066757202148437,0.0,0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060312818772722,0.0083446502685546,0.0063180923461914,0.0,0.0,0.0077486038208007,0.0,0.0,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0,0.496,0.0,1.36,0.0,0.0,0.0,120.24,0.0,0.0090599060058593,0.0090599060058593,9.04,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061213391498454,0.0083446502685546,0.0042708023734714,0.0,0.0,0.0052452087402343,0.0,0.0,0.0,0.0,0.0131130218505859,0.0131130218505859,0.0,0.0,0,0.496,0.0,1.424,0.0,0.0,0.0,139.216,0.0,0.0073909759521484,0.0073909759521484,410.208,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061882604466806,0.0083446502685546,0.0051498413085937,0.0,0.0,0.0063896179199218,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0,0.496,0.0,1.424,0.0,0.0,0.0,118.448,0.0,0.0078678131103515,0.0078678131103515,34.072,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058703161590728,0.0078678131103515,0.0042915344238281,0.0,0.0065803527832031,0.0042915344238281,0.0,0.0,0.0,0.0088691711425781,0.0073909759521484,0.0073909759521484,0.0116825103759765,0.0216007232666015,0,0.496,0.0,1.424,0.0,4.232,3.744,113.256,0.0,0.0071525573730468,0.0071525573730468,1.192,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059902667999267,0.0081062316894531,0.0,0.0,0.0058650970458984,0.0,0.0,0.0,0.0,0.0072479248046875,0.0073909759521484,0.0073909759521484,0.0116348266601562,0.0225543975830078,0,0.496,0.0,1.36,0.0,4.232,3.744,112.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060820579528808,0.0079154968261718,0.0,0.0,0.006413459777832,0.0,0.0,0.0,0.0,0.0084400177001953,0.0109672546386718,0.0109672546386718,0.0118494033813476,0.0301122665405273,0,0.496,0.0,1.36,0.0,7.736,8.264,112.0,0.0,0.0078678131103515,0.0078678131103515,0.0,0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061142444610595,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011444091796875,0.011444091796875,0.0,0.0,0,0.496,0.0,1.36,0.0,0.0,0.0,112.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061197978694264,0.0083446502685546,0.0039215938586024,0.0,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0079870223999023,0.0094175338745117,0.0,0.0,0,1.344,0.0,2.208,0.0,0.0,0.0,137.96,0.0,0.0058412551879882,0.0066995620727539,4620.96,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0067370952946124,0.0092983245849609,0.0039090333700786,0.0,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0128746032714843,0.0128746032714843,0.0,0.0,0,0.496,0.0,1.36,0.0,0.0,0.0,118.448,0.0,0.0057220458984375,0.0057220458984375,16779.6,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062059647966139,0.0083446502685546,0.0040104140096635,0.0,0.0069618225097656,0.0047683715820312,0.0,0.0,0.0,0.0087261199951171,0.0143051147460937,0.0143051147460937,0.0113964080810546,0.0213146209716796,0,0.496,0.0,1.424,0.0,4.232,3.744,118.448,0.0,0.0088214874267578,0.0088214874267578,1391.552,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063269885618295,0.0088214874267578,0.0071525573730468,0.0,0.0063896179199218,0.0071525573730468,0.0,0.0,0.0,0.0082969665527343,0.0078678131103515,0.0078678131103515,0.0113487243652343,0.0219345092773437,0,0.496,0.0,1.424,0.0,4.232,3.744,113.256,0.0,0.0088214874267578,0.0088214874267578,1.192,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058477790794562,0.00762939453125,0.0048160552978515,0.0,0.0064611434936523,0.0064373016357421,0.0,0.0,0.0,0.0091075897216796,0.0078678131103515,0.0078678131103515,0.0110149383544921,0.0257492065429687,0,0.496,0.0,1.36,0.0,7.736,8.264,117.192,0.0,0.0085830688476562,0.0085830688476562,51.736,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0070416101134649,0.0095367431640625,0.0038743460947182,0.0,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0.0,0,0.496,0.0,1.424,0.0,0.0,0.0,122.384,0.0,0.0078678131103515,0.0078678131103515,30957.984,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0066413215143763,0.0090599060058593,0.003892183303833,0.0,0.0,0.0045299530029296,0.0,0.0,0.0,0.0,0.0112056732177734,0.0112056732177734,0.0,0.0,0,0.496,0.0,1.424,0.0,0.0,0.0,117.192,0.0,0.0081062316894531,0.0081062316894531,3683.52,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060105323791503,0.0081062316894531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0143051147460937,0.0143051147460937,0.0,0.0,0,0.496,0.0,1.424,0.0,0.0,0.0,112.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060529851201754,0.0081062316894531,0.0078678131103515,0.0,0.0063419342041015,0.0078678131103515,0.0,0.0,0.0,0.0075817108154296,0.0095367431640625,0.0095367431640625,0.0114917755126953,0.0221729278564453,0,0.496,0.0,1.36,0.0,4.232,3.744,113.256,0.0,0.009775161743164,0.009775161743164,1.192,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060107193741143,0.0078678131103515,0.0051151622425426,0.0,0.0064373016357421,0.0072717666625976,0.0,0.0,0.0,0.0079631805419921,0.0126361846923828,0.0126361846923828,0.0115394592285156,0.0211715698242187,0,0.496,0.0,1.36,0.0,4.232,3.744,120.4,0.0,0.0085830688476562,0.0085830688476562,89.504,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062118662465917,0.0083446502685546,0.0046888987223307,0.005960464477539,0.0060081481933593,0.0057220458984375,0.0052452087402343,0.005960464477539,0.0052452087402343,0.0084400177001953,0.0128746032714843,0.0128746032714843,0.0102519989013671,0.0239133834838867,0,0.496,0.848,1.424,0.848,7.736,8.264,117.136,0.0,0.0100135803222656,0.0100135803222656,63.048,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061846491116196,0.0083446502685546,0.0061988830566406,0.011444091796875,0.0,0.0061988830566406,0.0052452087402343,0.011444091796875,0.0052452087402343,0.0,0.0071525573730468,0.0071525573730468,0.0,0.0,0,0.496,0.848,1.392,0.848,0.0,0.0,114.984,0.0,0.0104904174804687,0.0104904174804687,2.696,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062644481658935,0.0083446502685546,0.0045597553253173,0.0,0.0,0.0071525573730468,0.0,0.0,0.0,0.0,0.0133514404296875,0.0133514404296875,0.0,0.0,0,0.496,0.0,1.424,0.0,0.0,0.0,112.0,0.0,0.0073909759521484,0.0073909759521484,171.776,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061375079768719,0.008559226989746,0.0048613144179521,0.0,0.0,0.0061988830566406,0.0,0.0,0.0,0.0,0.0162124633789062,0.0162124633789062,0.0,0.0,0,0.496,0.0,1.392,0.0,0.0,0.0,118.256,0.0,0.0085830688476562,0.0085830688476562,256.488,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059758845846451,0.0078678131103515,0.0049173831939697,0.0,0.0072479248046875,0.0053882598876953,0.0,0.0,0.0,0.0109195709228515,0.0085830688476562,0.0085830688476562,0.0115871429443359,0.0223636627197265,0,0.496,0.0,1.424,0.0,4.232,3.744,117.192,0.0,0.0100135803222656,0.0100135803222656,30.016,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063074697362314,0.0085830688476562,0.0049273173014322,0.0,0.0059127807617187,0.0062465667724609,0.0,0.0,0.0,0.0075340270996093,0.0109672546386718,0.0109672546386718,0.0111579895019531,0.0209808349609375,0,0.496,0.0,1.424,0.0,4.232,3.744,117.504,0.0,0.0078678131103515,0.0078678131103515,79.048,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063098303162225,0.008559226989746,0.0045343681618019,0.0,0.0063657760620117,0.0052452087402343,0.0,0.0,0.0,0.0081539154052734,0.0181198120117187,0.0181198120117187,0.0103712081909179,0.0249385833740234,0,0.496,0.0,1.424,0.0,7.736,8.264,118.448,0.0,0.0071525573730468,0.0071525573730468,342.96,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059758082474812,0.0078678131103515,0.0048213534884982,0.0,0.0,0.0053882598876953,0.0,0.0,0.0,0.0,0.0090599060058593,0.0090599060058593,0.0,0.0,0,0.496,0.0,1.424,0.0,0.0,0.0,115.904,0.0,0.0073909759521484,0.0073909759521484,28.456,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058869224282639,0.0078678131103515,0.0051856040954589,0.0,0.0,0.0066041946411132,0.0,0.0,0.0,0.0,0.0095367431640625,0.0095367431640625,0.0,0.0,0,0.496,0.0,1.392,0.0,0.0,0.0,114.968,0.0,0.00762939453125,0.00762939453125,27.632,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062273509466826,0.0083446502685546,0.0058710575103759,0.0,0.0,0.0088691711425781,0.0,0.0,0.0,0.0,0.0126361846923828,0.0126361846923828,0.0,0.0,0,0.496,0.0,1.424,0.0,0.0,0.0,114.392,0.0,0.00762939453125,0.00762939453125,24.192,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062700527817455,0.0088214874267578,0.0045233302646213,0.0,0.0064849853515625,0.0052452087402343,0.0,0.0,0.0,0.0085830688476562,0.011444091796875,0.011444091796875,0.0110149383544921,0.0211715698242187,0,0.496,0.0,1.424,0.0,4.232,3.744,114.392,0.0,0.0081062316894531,0.0081062316894531,213.456,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059366226196289,0.0078916549682617,0.0,0.0,0.0069141387939453,0.0,0.0,0.0,0.0,0.0086307525634765,0.0112056732177734,0.0112056732177734,0.0111579895019531,0.0207424163818359,0,0.496,0.0,1.424,0.0,4.232,3.744,112.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061716013286837,0.0083446502685546,0.0064373016357421,0.0,0.006270408630371,0.0064373016357421,0.0,0.0,0.0,0.0081539154052734,0.0128746032714843,0.0128746032714843,0.01068115234375,0.0234842300415039,0,0.496,0.0,1.392,0.0,7.736,8.264,113.256,0.0,0.0066757202148437,0.0066757202148437,1.192,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061609258699179,0.0083446502685546,0.0047683715820312,0.0,0.0,0.0047683715820312,0.0,0.0,0.0,0.0,0.0081062316894531,0.0081062316894531,0.0,0.0,0,0.496,0.0,1.36,0.0,0.0,0.0,113.256,0.0,0.0073909759521484,0.0073909759521484,1.192,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058952255628595,0.0078678131103515,0.0069141387939453,0.0,0.0,0.0069141387939453,0.0,0.0,0.0,0.0,0.0083446502685546,0.0083446502685546,0.0,0.0,0,0.496,0.0,1.36,0.0,0.0,0.0,113.256,0.0,0.0083446502685546,0.0083446502685546,1.192,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060336424572633,0.0080823898315429,0.0046166506680575,0.0,0.0,0.0071525573730468,0.0,0.0,0.0,0.0,0.0109672546386718,0.0109672546386718,0.0,0.0,0,0.496,0.0,1.36,0.0,0.0,0.0,122.384,0.0,0.0131130218505859,0.0131130218505859,127.496,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061583518981933,0.0081062316894531,0.0,0.0,0.0057697296142578,0.0,0.0,0.0,0.0,0.0072002410888671,0.00762939453125,0.00762939453125,0.0110626220703125,0.0210762023925781,0,0.496,0.0,1.36,0.0,4.232,3.744,112.0,0.0,0.0104904174804687,0.0104904174804687,0.0,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060045719146728,0.0081062316894531,0.0,0.0,0.006103515625,0.0,0.0,0.0,0.0,0.0077247619628906,0.0095367431640625,0.0095367431640625,0.011444091796875,0.0217437744140625,0,0.496,0.0,1.424,0.0,4.232,3.744,112.0,0.0,0.009775161743164,0.009775161743164,0.0,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061583518981933,0.0081300735473632,0.0,0.0,0.0063896179199218,0.0,0.0,0.0,0.0,0.008392333984375,0.0123977661132812,0.0123977661132812,0.0103473663330078,0.0246047973632812,0,0.496,0.0,1.36,0.0,7.736,8.264,112.0,0.0,0.0107288360595703,0.0107288360595703,0.0,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0062226062983422,0.0085830688476562,0.0050067901611328,0.0,0.0,0.0050067901611328,0.0,0.0,0.0,0.0,0.0073909759521484,0.0073909759521484,0.0,0.0,0,0.496,0.0,1.36,0.0,0.0,0.0,113.256,0.0,0.0083446502685546,0.0083446502685546,1.192,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0059474166946031,0.0078678131103515,0.0050067901611328,0.0,0.0071207682291666,0.0050067901611328,0.0,0.0,0.0,0.009918212890625,0.009775161743164,0.009775161743164,0.0099817911783854,0.0192642211914062,0,0.496,0.0,1.36,0.0,11.312,10.776,113.256,0.0,0.0066757202148437,0.0066757202148437,1.192,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060114694471976,0.0081062316894531,0.0085830688476562,0.0,0.0,0.0085830688476562,0.0,0.0,0.0,0.0,0.0094175338745117,0.0129461288452148,0.0,0.0,0,1.344,0.0,2.208,0.0,0.0,0.0,113.256,0.0,0.005960464477539,0.0069141387939453,1.192,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0058774331315832,0.0078678131103515,0.0050067901611328,0.0,0.0058174133300781,0.0065565109252929,0.0,0.0,0.0,0.0072479248046875,0.0083446502685546,0.0083446502685546,0.0118732452392578,0.0215053558349609,0,0.496,0.0,1.36,0.0,4.232,3.744,117.192,0.0,0.0071525573730468,0.0071525573730468,40.176,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0063400824093124,0.008702278137207,0.0041154474993936,0.0,0.0064373016357421,0.0047683715820312,0.0,0.0,0.0,0.0085830688476562,0.0088214874267578,0.0088214874267578,0.0103950500488281,0.0192642211914062,0,0.496,0.0,1.424,0.0,4.232,3.744,129.456,0.0,0.0066757202148437,0.0066757202148437,1277.784,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0061750411987304,0.0083684921264648,0.0042915344238281,0.0,0.0060319900512695,0.0048398971557617,0.0,0.0,0.0,0.0081539154052734,0.0102519989013671,0.0102519989013671,0.0100374221801757,0.0226497650146484,0,0.496,0.0,1.424,0.0,7.736,8.264,112.0,0.0,0.0078678131103515,0.0078678131103515,48.208,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0060188770294189,0.0081300735473632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061988830566406,0.0061988830566406,0.0,0.0,0,0.496,0.0,1.392,0.0,0.0,0.0,112.0,0.0,0.0071525573730468,0.0071525573730468,0.0,0
